practice,num_gps_june,num_gps_sept
G84020,2,2
G84021,3,3
G84022,4,4
G84023,7,7
G84024,5,5
G84025,6,6
G84027,11,11
G84028,12,5
G84029,,
G84030,5,4
G84032,6,6
G84033,5,5
G84035,5,5
G84039,2,2
G84040,7,6
G84041,1,1
G84604,4,4
G84607,6,6
G84609,3,3
G84621,2,2
G84624,2,2
G84625,2,2
G84627,4,4
G84628,2,2
G84629,3,3
G84630,,1
G85001,8,4
G85002,5,5
G85003,4,4
G85004,9,9
G85005,12,11
G85006,4,4
G85008,4,4
G85010,1,1
G85011,9,10
G85012,,
G85013,5,5
G85014,12,12
G85015,6,6
G85016,,
G85019,1,1
G85020,3,3
G85021,4,4
G85022,13,13
G85023,5,5
G85024,10,10
G85025,6,6
G85026,3,3
G85027,3,3
G85028,11,11
G85029,3,3
G85030,2,2
G85031,2,2
G85032,6,6
G85034,,
G85035,8,8
G85036,2,2
G85038,9,13
G85039,12,12
G85040,7,7
G85041,5,4
G85042,3,3
G85044,4,4
G85045,30,34
G85046,8,8
G85047,4,4
G85048,6,6
G85050,4,4
G85051,6,4
G85052,7,6
G85053,4,4
G85054,4,6
G85055,9,9
G85057,5,5
G85061,5,5
G85073,4,4
G85076,7,8
G85081,2,2
G85082,2,2
G85083,10,10
G85084,3,3
G85085,5,5
G85086,5,5
G85087,,
G85089,6,6
G85091,4,4
G85096,3,3
G85100,5,5
G85102,1,1
G85104,7,7
G85105,2,2
G85106,2,2
G85109,15,13
G85112,,
G85113,1,1
G85114,7,7
G85118,3,3
G85119,,
G85120,4,5
G85121,2,2
G85123,4,4
G85124,,6
G85125,3,3
G85127,3,3
G85129,1,1
G85130,5,5
G85132,3,3
G85133,5,5
G85134,,
G85135,9,10
G85136,7,7
G85137,7,7
G85138,13,15
G85623,4,4
G85632,10,12
G85633,9,7
G85642,6,6
G85644,,
G85647,4,4
G85651,6,4
G85662,3,3
G85673,3,3
G85674,6,6
G85681,3,3
G85685,7,9
G85690,,3
G85692,7,7
G85695,2,2
G85696,7,7
G85698,11,10
G85705,2,2
G85706,6,6
G85708,7,7
G85711,2,2
G85712,2,2
G85715,,
G85716,4,4
G85717,8,8
G85721,7,7
G85722,4,4
G85723,,
G85724,3,3
G85726,5,5
G85727,7,7
G85736,2,2
H81002,4,4
H81003,11,11
H81004,9,9
H81005,4,4
H81006,5,5
H81007,6,6
H81009,9,10
H81010,23,24
H81011,7,8
H81013,26,24
H81015,8,8
H81016,6,8
H81017,18,15
H81019,7,6
H81020,9,10
H81021,12,12
H81022,4,4
H81023,6,6
H81024,6,7
H81025,8,8
H81026,11,14
H81027,8,8
H81028,,
H81029,10,10
H81030,14,13
H81031,8,7
H81032,10,10
H81033,8,8
H81034,8,7
H81035,8,8
H81036,7,6
H81037,11,11
H81038,2,2
H81039,4,4
H81040,4,4
H81041,7,7
H81042,8,9
H81043,13,14
H81044,3,3
H81045,4,4
H81046,4,5
H81047,9,9
H81048,4,6
H81050,6,5
H81051,8,8
H81052,10,10
H81053,5,5
H81054,5,5
H81055,5,5
H81056,10,10
H81057,6,5
H81058,6,5
H81060,12,12
H81061,6,6
H81062,11,11
H81064,8,8
H81065,5,5
H81066,7,6
H81067,9,10
H81068,13,13
H81069,11,11
H81070,8,8
H81071,7,7
H81072,10,10
H81073,7,7
H81074,3,3
H81075,10,9
H81076,8,8
H81077,7,8
H81078,12,14
H81079,3,4
H81080,6,7
H81081,7,7
H81082,7,9
H81083,9,7
H81084,7,7
H81085,8,8
H81086,4,4
H81087,9,9
H81088,8,7
H81089,13,16
H81090,8,9
H81091,6,6
H81094,6,6
H81095,2,2
H81097,7,6
H81099,6,6
H81101,6,6
H81103,8,7
H81104,6,7
H81107,5,5
H81109,4,4
H81110,4,
H81111,2,2
H81113,4,4
H81116,5,6
H81119,13,13
H81122,4,4
H81123,4,4
H81126,5,5
H81128,4,4
H81129,3,3
H81130,10,8
H81131,1,1
H81132,4,5
H81133,22,23
H81134,6,7
H81611,1,2
H81613,2,2
H81615,9,9
H81618,2,2
H81620,7,7
H81632,3,4
H81638,6,8
H81641,2,2
H81642,3,3
H81643,2,2
H81644,3,3
H81647,3,3
H81656,7,7
H81658,5,5
H81663,2,2
H81664,2,2
H81667,2,1
H81672,2,2
H82003,7,7
H82004,3,4
H82005,6,6
H82006,5,5
H82007,10,11
H82008,9,9
H82009,10,10
H82010,8,8
H82011,5,6
H82012,2,4
H82013,14,14
H82014,6,6
H82015,3,3
H82016,7,7
H82017,17,18
H82020,3,3
H82021,4,4
H82022,8,9
H82023,11,11
H82025,10,10
H82026,11,15
H82027,3,3
H82028,8,7
H82029,7,7
H82030,9,9
H82031,3,3
H82032,9,10
H82033,5,5
H82034,13,13
H82035,7,7
H82036,6,6
H82037,13,13
H82038,10,8
H82039,6,6
H82040,6,7
H82041,10,10
H82042,10,10
H82043,9,10
H82044,8,7
H82045,12,13
H82046,8,9
H82047,7,6
H82048,9,9
H82049,7,7
H82050,6,6
H82051,9,9
H82052,9,9
H82053,6,6
H82055,9,10
H82056,10,10
H82057,14,14
H82058,7,7
H82059,5,6
H82060,7,7
H82061,1,1
H82063,9,11
H82064,7,7
H82065,7,12
H82066,12,11
H82067,2,2
H82070,8,8
H82072,9,9
H82076,2,2
H82077,7,7
H82078,10,9
H82083,10,12
H82084,6,6
H82087,2,3
H82088,4,3
H82089,4,3
H82091,7,7
H82092,3,3
H82094,4,4
H82095,9,9
H82096,3,4
H82098,7,7
H82099,6,6
H82100,6,7
H82615,10,10
H82621,4,4
H82640,9,9
H82641,2,2
H82643,4,4
H83001,10,10
H83002,3,3
H83004,7,6
H83005,9,9
H83006,6,4
H83007,6,6
H83008,2,2
H83009,6,5
H83010,4,
H83011,5,4
H83012,10,7
H83013,8,8
H83014,7,8
H83015,10,10
H83016,10,10
H83017,4,6
H83018,14,13
H83019,4,4
H83020,8,8
H83021,5,5
H83022,4,4
H83023,3,3
H83024,7,7
H83027,4,4
H83028,2,2
H83029,4,4
H83030,2,2
H83031,3,3
H83033,2,2
H83034,5,5
H83037,5,5
H83039,5,5
H83040,2,2
H83042,3,3
H83043,3,3
H83044,8,7
H83046,4,4
H83048,1,2
H83049,2,2
H83050,3,3
H83051,2,2
H83052,2,2
H83053,9,8
H83608,4,4
H83609,2,2
H83611,1,1
H83620,3,3
H83622,3,3
H83623,2,2
H83624,7,7
H83625,3,3
H83626,1,1
H83627,3,4
H83631,3,3
H83634,1,1
H84002,9,9
H84005,10,9
H84006,9,9
H84007,7,12
H84010,6,8
H84012,8,8
H84014,2,2
H84015,6,6
H84016,18,18
H84017,8,8
H84018,3,3
H84020,11,11
H84023,7,7
H84025,5,5
H84027,18,18
H84030,12,12
H84031,4,4
H84032,9,9
H84033,5,4
H84034,9,11
H84039,7,7
H84040,8,8
H84041,,
H84042,9,9
H84043,4,4
H84044,,
H84048,4,4
H84050,5,5
H84051,4,4
H84053,5,6
H84054,4,4
H84055,8,8
H84057,1,1
H84058,5,5
H84059,3,3
H84060,5,5
H84061,5,5
H84062,5,8
H84608,1,1
H84618,5,5
H84619,8,8
H84623,7,7
H84625,3,3
H84629,3,3
H84630,3,3
H84632,3,3
H84635,6,5
H84639,2,2
H85001,10,10
H85002,10,10
H85003,6,6
H85005,5,5
H85006,6,6
H85007,9,9
H85008,2,2
H85009,6,6
H85011,7,7
H85012,26,26
H85018,7,7
H85019,2,3
H85020,20,20
H85021,5,5
H85022,3,3
H85023,2,2
H85024,,
H85025,11,12
H85026,6,6
H85027,7,7
H85028,5,5
H85029,,
H85030,9,7
H85031,8,8
H85032,2,2
H85033,6,6
H85035,4,
H85037,7,6
H85038,8,9
H85041,7,7
H85045,13,11
H85047,11,10
H85048,20,20
H85049,7,7
H85051,13,13
H85052,3,
H85053,3,3
H85054,3,2
H85055,4,4
H85057,4,4
H85061,10,8
H85063,1,3
H85065,3,3
H85066,21,21
H85067,2,2
H85069,10,7
H85070,8,8
H85072,4,4
H85075,5,5
H85076,,
H85077,4,4
H85078,3,3
H85082,2,2
H85087,3,3
H85088,2,2
H85090,3,4
H85092,4,4
H85095,9,9
H85100,6,6
H85101,7,7
H85103,3,3
H85105,12,12
H85110,2,2
H85111,10,10
H85112,4,4
H85113,6,6
H85114,11,11
H85115,6,6
H85116,7,7
H85618,3,3
H85634,5,5
H85637,1,1
H85649,5,5
H85653,8,8
H85656,3,3
H85659,4,4
H85662,5,5
H85664,3,3
H85665,3,3
H85680,5,5
H85682,5,5
H85683,3,3
H85686,5,4
H85691,4,4
H85693,7,7
H85695,2,2
J81002,5,5
J81003,8,8
J81004,6,6
J81005,12,12
J81006,25,
J81009,6,6
J81010,11,11
J81011,6,6
J81012,9,9
J81013,7,7
J81014,13,14
J81016,7,5
J81017,4,4
J81018,7,7
J81019,13,14
J81020,4,4
J81021,,
J81022,4,4
J81025,6,5
J81027,15,15
J81028,9,9
J81029,4,5
J81030,7,7
J81031,7,7
J81032,6,6
J81033,14,16
J81034,10,10
J81035,4,4
J81036,6,6
J81039,7,6
J81040,1,1
J81041,22,
J81042,6,6
J81043,4,4
J81044,8,8
J81045,3,3
J81046,9,8
J81047,12,12
J81048,4,4
J81049,3,3
J81050,8,8
J81051,6,7
J81052,5,5
J81053,4,4
J81054,9,8
J81055,4,4
J81056,5,5
J81057,5,5
J81058,,7
J81059,6,6
J81061,6,6
J81062,7,8
J81063,2,2
J81064,4,4
J81066,5,5
J81067,4,4
J81068,7,7
J81069,5,3
J81070,10,9
J81071,2,2
J81072,7,11
J81073,11,14
J81074,5,5
J81075,5,5
J81076,4,4
J81077,5,5
J81078,4,4
J81081,8,8
J81082,6,6
J81083,4,6
J81086,4,4
J81087,11,13
J81090,1,1
J81609,5,5
J81612,3,3
J81613,4,4
J81616,4,4
J81620,14,14
J81621,4,5
J81625,8,8
J81626,5,5
J81628,3,3
J81631,2,2
J81632,3,3
J81633,4,4
J81634,19,19
J81637,5,5
J81644,3,3
J81646,5,5
J81647,3,3
J81648,4,4
J82001,6,6
J82002,10,10
J82005,3,3
J82006,5,5
J82007,16,16
J82008,5,5
J82009,10,10
J82010,14,13
J82012,7,9
J82015,8,9
J82016,9,9
J82017,12,12
J82018,12,11
J82019,9,9
J82020,2,2
J82021,6,6
J82022,10,9
J82023,5,6
J82024,,15
J82025,8,8
J82026,13,12
J82027,5,5
J82028,10,10
J82029,11,9
J82030,4,4
J82033,8,6
J82034,8,8
J82035,11,11
J82036,4,3
J82039,9,11
J82040,5,5
J82041,3,4
J82042,8,8
J82044,4,4
J82046,6,6
J82049,16,16
J82050,11,11
J82051,9,9
J82053,4,4
J82054,7,7
J82055,8,8
J82056,16,
J82058,6,7
J82059,12,10
J82060,6,6
J82061,13,13
J82062,,12
J82063,7,6
J82064,8,8
J82065,9,8
J82066,11,11
J82067,8,8
J82069,11,13
J82071,10,10
J82072,9,9
J82073,3,3
J82074,11,11
J82075,7,6
J82076,10,10
J82077,4,5
J82079,6,6
J82080,6,6
J82081,15,11
J82082,9,9
J82083,6,6
J82084,2,2
J82085,8,8
J82087,7,8
J82088,7,7
J82089,14,8
J82090,8,10
J82092,6,6
J82094,12,12
J82097,12,11
J82098,13,13
J82099,5,5
J82100,4,4
J82101,,
J82102,22,15
J82103,10,9
J82104,9,8
J82106,7,7
J82110,11,10
J82112,13,13
J82113,5,5
J82114,9,6
J82115,3,3
J82116,6,5
J82117,5,5
J82119,5,5
J82120,7,7
J82121,9,9
J82122,5,5
J82123,13,12
J82124,11,10
J82125,5,5
J82126,2,2
J82127,4,4
J82128,6,6
J82129,6,6
J82130,16,18
J82131,8,8
J82132,11,11
J82133,2,2
J82134,20,22
J82135,9,9
J82136,10,12
J82138,10,10
J82139,17,17
J82141,2,2
J82142,5,5
J82143,11,11
J82144,16,17
J82145,10,10
J82146,7,7
J82147,6,6
J82149,7,7
J82150,9,9
J82151,4,4
J82152,5,5
J82154,9,9
J82155,26,24
J82156,5,5
J82157,9,9
J82161,9,8
J82163,9,9
J82164,10,10
J82165,3,3
J82166,10,9
J82169,3,3
J82171,7,7
J82174,7,9
J82177,3,3
J82178,7,7
J82180,2,2
J82181,,7
J82183,3,3
J82184,2,2
J82187,7,7
J82188,1,2
J82190,2,2
J82192,4,4
J82194,5,5
J82195,5,5
J82196,10,10
J82197,4,4
J82198,2,2
J82199,3,5
J82201,6,6
J82206,4,4
J82207,5,5
J82208,6,7
J82210,5,5
J82212,12,4
J82213,3,2
J82214,6,6
J82215,,
J82216,8,8
J82218,11,11
J82220,,2
J82605,4,4
J82622,5,5
J82625,3,5
J82628,6,6
J82630,3,3
J82633,3,3
J82639,4,4
J82640,6,6
J82646,3,5
J82648,,2
J82650,,
J82663,2,2
J82669,3,3
J82688,1,1
J83001,11,9
J83002,8,9
J83003,10,8
J83004,6,6
J83005,9,10
J83006,9,
J83007,10,8
J83008,12,11
J83009,12,12
J83010,9,9
J83011,13,9
J83013,14,14
J83014,9,10
J83016,9,10
J83018,11,12
J83019,9,9
J83021,24,24
J83022,5,5
J83023,3,3
J83024,7,6
J83025,3,2
J83026,24,25
J83027,13,10
J83028,11,11
J83029,4,4
J83030,17,17
J83031,3,3
J83033,3,3
J83034,6,6
J83035,9,9
J83036,6,6
J83037,9,9
J83038,7,7
J83039,10,10
J83040,11,11
J83041,12,12
J83042,9,9
J83043,,
J83045,9,10
J83046,9,9
J83047,,4
J83048,3,3
J83049,11,12
J83050,4,4
J83052,3,3
J83053,3,3
J83054,2,1
J83055,5,5
J83056,4,4
J83057,9,8
J83058,5,5
J83059,4,4
J83060,4,4
J83063,9,9
J83064,9,9
J83601,4,6
J83603,4,4
J83609,2,2
J83615,4,5
J83618,3,3
J83619,2,3
J83625,5,5
J83629,2,2
J83630,3,3
J83632,6,7
J83633,8,7
J83636,4,4
J83642,2,2
J83643,6,4
J83644,2,2
J83645,3,3
J83646,3,3
J84003,4,4
J84004,4,
J84005,6,6
J84007,5,6
J84008,2,3
J84010,8,8
J84011,6,7
J84012,7,7
J84013,,
J84014,5,5
J84015,9,9
J84016,4,5
J84017,3,3
J84018,3,4
J84019,3,3
J84020,4,4
K81001,7,7
K81002,9,10
K81003,7,6
K81004,11,11
K81005,4,4
K81006,11,12
K81007,2,2
K81010,4,4
K81012,8,8
K81014,13,
K81015,3,3
K81017,9,9
K81018,5,5
K81019,4,4
K81020,14,12
K81021,6,4
K81022,12,12
K81023,5,5
K81024,10,10
K81025,8,9
K81026,,
K81027,9,9
K81028,10,10
K81030,6,7
K81032,4,4
K81034,,4
K81036,8,8
K81039,4,4
K81040,,
K81041,6,6
K81042,5,7
K81043,4,4
K81045,7,7
K81046,7,7
K81047,23,22
K81048,4,4
K81050,10,10
K81051,7,7
K81052,5,5
K81055,6,6
K81056,,
K81057,6,6
K81059,9,7
K81060,5,5
K81062,15,16
K81063,10,11
K81066,5,6
K81067,4,4
K81068,6,6
K81069,9,9
K81070,9,9
K81073,12,12
K81074,9,10
K81075,18,18
K81076,9,8
K81077,7,9
K81078,12,11
K81080,4,4
K81081,2,2
K81082,10,10
K81083,8,7
K81084,6,5
K81085,7,5
K81086,4,4
K81087,2,2
K81089,,
K81092,8,12
K81094,1,1
K81097,4,3
K81100,2,2
K81102,7,7
K81103,6,6
K81605,14,15
K81607,2,2
K81608,5,5
K81610,8,8
K81613,3,3
K81616,4,4
K81622,1,4
K81630,16,14
K81633,4,4
K81636,4,4
K81638,1,1
K81640,2,2
K81644,10,10
K81645,3,3
K81647,2,2
K81651,8,7
K81655,7,7
K81656,1,1
K81657,3,3
K82001,6,6
K82003,6,6
K82004,9,9
K82005,6,6
K82006,8,9
K82007,18,18
K82008,8,6
K82009,7,10
K82010,11,9
K82011,7,7
K82012,4,4
K82013,9,9
K82014,4,4
K82015,4,4
K82016,10,10
K82017,6,6
K82018,12,11
K82019,5,5
K82020,4,4
K82021,13,12
K82022,7,7
K82023,16,18
K82024,9,9
K82025,3,3
K82026,8,8
K82027,5,5
K82028,8,
K82029,6,6
K82030,6,6
K82031,5,5
K82032,3,3
K82033,12,12
K82034,7,7
K82035,3,3
K82036,7,7
K82037,11,12
K82038,20,20
K82039,8,8
K82040,8,8
K82042,3,3
K82043,9,9
K82044,6,6
K82045,6,6
K82046,13,13
K82047,10,10
K82048,4,3
K82049,8,8
K82050,4,6
K82051,8,8
K82053,8,8
K82054,6,6
K82055,7,7
K82057,4,4
K82058,3,3
K82059,2,2
K82060,4,4
K82061,3,3
K82062,2,2
K82064,3,3
K82065,10,10
K82066,5,5
K82067,11,11
K82068,5,5
K82070,4,4
K82073,23,27
K82074,4,4
K82076,7,6
K82078,5,5
K82079,8,8
K82603,4,4
K82610,5,5
K82615,3,3
K82617,6,6
K82618,4,2
K82621,5,5
K82631,9,9
K82633,6,6
K83002,35,31
K83003,4,4
K83005,8,8
K83006,8,7
K83007,7,6
K83008,4,4
K83009,6,6
K83010,10,11
K83011,9,9
K83012,7,7
K83013,10,11
K83014,9,11
K83015,5,5
K83017,6,7
K83018,5,5
K83019,5,5
K83020,1,1
K83021,12,12
K83022,8,8
K83023,5,5
K83024,6,5
K83025,7,7
K83026,9,8
K83027,8,7
K83028,8,8
K83029,6,6
K83030,5,6
K83031,5,5
K83032,19,17
K83033,,
K83035,2,2
K83036,8,8
K83037,4,4
K83039,5,5
K83040,4,8
K83041,11,11
K83042,5,4
K83043,8,8
K83044,8,7
K83047,7,7
K83048,3,3
K83049,10,10
K83050,1,1
K83051,11,13
K83052,11,10
K83053,4,3
K83055,4,4
K83056,2,2
K83058,1,1
K83059,6,6
K83064,10,10
K83065,3,3
K83066,9,9
K83068,5,5
K83069,,
K83070,7,7
K83076,3,3
K83077,7,7
K83079,4,4
K83080,2,2
K83081,1,1
K83601,2,2
K83607,1,1
K83610,6,6
K83614,4,4
K83616,2,2
K83618,2,2
K83619,2,2
K83620,4,4
K83621,6,6
K83622,5,5
K83625,2,3
K84001,8,7
K84002,14,13
K84003,7,6
K84004,12,12
K84005,4,4
K84006,10,10
K84007,8,8
K84008,7,7
K84009,17,17
K84010,5,5
K84011,15,15
K84012,7,6
K84013,8,8
K84014,9,11
K84015,3,3
K84016,15,15
K84017,15,16
K84019,9,8
K84020,13,13
K84021,5,5
K84023,9,9
K84024,3,3
K84025,4,4
K84026,10,10
K84027,,
K84028,9,9
K84030,16,18
K84031,12,12
K84032,10,11
K84033,9,9
K84034,4,4
K84035,9,9
K84036,7,5
K84037,10,10
K84038,13,13
K84040,1,1
K84041,9,9
K84042,5,5
K84043,10,10
K84044,14,14
K84045,6,7
K84046,5,5
K84047,,
K84048,9,9
K84049,4,4
K84050,10,10
K84051,12,13
K84052,8,8
K84054,8,9
K84055,10,10
K84056,3,3
K84058,5,5
K84059,9,9
K84060,4,4
K84062,6,6
K84063,6,6
K84065,2,2
K84066,4,4
K84071,9,9
K84072,8,7
K84075,7,7
K84078,4,4
K84079,6,7
K84080,4,4
K84082,9,7
K84605,5,6
K84610,3,3
K84613,14,13
K84617,5,6
K84618,,
K84624,6,6
L81004,19,20
L81007,7,7
L81008,8,8
L81009,6,6
L81010,5,5
L81012,15,15
L81013,8,8
L81014,10,10
L81015,10,
L81016,1,1
L81017,10,10
L81018,6,6
L81019,12,11
L81020,4,4
L81021,7,7
L81022,15,15
L81023,6,6
L81024,13,13
L81025,9,9
L81026,6,6
L81027,5,5
L81028,7,7
L81029,8,8
L81030,6,6
L81031,13,13
L81032,,
L81033,11,11
L81034,12,21
L81035,5,6
L81036,5,5
L81037,,18
L81038,7,6
L81039,7,8
L81040,13,13
L81041,3,3
L81042,5,5
L81043,7,8
L81044,7,7
L81045,13,13
L81046,9,9
L81047,7,7
L81049,6,6
L81050,7,7
L81051,7,7
L81052,8,9
L81053,8,8
L81054,10,10
L81055,11,11
L81056,6,6
L81057,7,6
L81058,6,6
L81059,4,6
L81060,10,10
L81061,6,6
L81062,8,8
L81063,10,10
L81064,6,6
L81065,7,7
L81066,4,4
L81067,8,8
L81068,8,7
L81069,8,7
L81070,8,8
L81071,7,7
L81072,7,8
L81073,4,4
L81075,11,12
L81077,9,9
L81078,10,10
L81079,32,32
L81080,9,9
L81081,9,11
L81082,11,12
L81083,9,9
L81084,7,7
L81085,5,6
L81086,16,16
L81087,7,7
L81088,9,9
L81089,,
L81090,9,10
L81091,12,10
L81094,7,7
L81095,,
L81098,7,7
L81101,5,5
L81102,8,8
L81103,4,
L81106,4,4
L81112,6,6
L81117,4,4
L81118,8,8
L81119,6,6
L81120,5,5
L81122,5,5
L81123,5,5
L81124,5,3
L81125,4,4
L81127,8,6
L81130,9,9
L81131,7,7
L81132,4,4
L81133,12,11
L81600,8,8
L81617,2,2
L81622,6,6
L81632,6,6
L81637,3,3
L81642,3,3
L81643,6,6
L81644,8,8
L81648,5,5
L81649,12,12
L81655,4,4
L81669,2,2
L81670,6,6
L82001,11,11
L82003,5,5
L82004,6,7
L82006,14,14
L82007,,8
L82008,6,6
L82009,7,7
L82010,5,6
L82011,3,3
L82012,13,12
L82013,8,8
L82014,3,3
L82015,4,5
L82016,8,8
L82017,8,8
L82018,14,14
L82021,5,5
L82022,7,7
L82023,12,12
L82024,3,3
L82025,4,4
L82026,4,4
L82028,14,15
L82029,8,9
L82030,10,11
L82035,4,4
L82036,9,9
L82037,4,4
L82038,4,3
L82039,3,3
L82041,15,15
L82042,6,6
L82043,4,4
L82044,2,2
L82045,10,9
L82046,9,9
L82047,7,7
L82048,4,4
L82049,5,5
L82050,8,8
L82051,6,6
L82052,7,7
L82053,2,2
L82054,7,7
L82056,7,7
L82057,3,3
L82058,2,2
L82059,4,4
L82061,6,6
L82066,5,5
L82068,,
L82070,5,5
L82617,5,5
L82618,1,1
L82620,4,4
L82622,5,6
L83002,12,14
L83003,5,5
L83004,9,8
L83005,11,11
L83006,3,2
L83007,5,5
L83008,,
L83009,4,4
L83010,6,6
L83011,18,7
L83012,3,3
L83013,13,13
L83014,9,10
L83015,2,2
L83016,30,31
L83018,,
L83019,4,4
L83020,11,11
L83021,6,5
L83022,5,5
L83023,6,6
L83024,6,5
L83025,7,7
L83026,5,5
L83027,5,5
L83028,7,7
L83029,6,6
L83030,5,7
L83031,11,14
L83032,3,3
L83034,8,8
L83035,11,11
L83036,8,8
L83038,9,12
L83039,4,4
L83040,7,8
L83041,8,8
L83042,8,8
L83043,10,10
L83044,8,7
L83045,13,12
L83046,5,6
L83048,9,10
L83049,3,3
L83050,11,11
L83051,7,7
L83052,,13
L83053,12,12
L83054,6,5
L83055,7,7
L83056,8,8
L83057,4,5
L83058,6,6
L83059,7,
L83061,7,8
L83064,9,7
L83065,6,6
L83066,15,15
L83067,14,14
L83068,3,3
L83069,7,7
L83070,4,4
L83071,4,4
L83072,10,7
L83073,14,15
L83074,7,
L83075,6,7
L83076,4,6
L83077,6,6
L83078,5,3
L83079,7,7
L83080,,
L83081,5,6
L83082,4,4
L83083,,
L83084,7,8
L83085,12,12
L83086,5,5
L83087,12,12
L83088,3,3
L83089,6,6
L83092,15,13
L83094,9,9
L83095,10,10
L83096,16,16
L83097,9,10
L83098,4,4
L83099,4,4
L83100,30,30
L83101,12,13
L83102,6,5
L83103,10,11
L83105,,
L83106,8,8
L83107,,
L83111,9,10
L83112,5,5
L83113,4,4
L83115,4,4
L83116,3,3
L83117,1,1
L83118,5,5
L83120,7,7
L83125,3,2
L83127,7,8
L83128,5,6
L83129,10,7
L83130,5,5
L83131,13,13
L83134,3,3
L83136,14,13
L83137,9,9
L83138,6,6
L83139,4,4
L83143,3,3
L83144,2,2
L83145,2,2
L83146,4,4
L83147,5,5
L83148,3,3
L83607,3,3
L83616,,
L83624,5,5
L83627,3,2
L83628,5,5
L83639,2,3
L83642,2,2
L83643,2,2
L83644,4,4
L83646,5,5
L83647,2,2
L83648,10,10
L83651,5,5
L83655,4,4
L83657,5,5
L83663,2,3
L83666,4,4
L83673,2,2
L84001,7,6
L84002,7,7
L84003,8,8
L84004,8,8
L84005,8,8
L84006,6,5
L84007,9,9
L84008,7,7
L84009,11,11
L84010,7,7
L84011,6,8
L84012,7,7
L84013,5,5
L84014,5,6
L84015,8,8
L84016,6,7
L84017,8,7
L84018,5,5
L84020,4,4
L84021,7,7
L84022,6,6
L84023,14,14
L84024,4,3
L84025,5,5
L84026,10,10
L84027,6,7
L84028,5,6
L84029,4,4
L84030,6,6
L84031,6,6
L84032,1,1
L84033,9,9
L84034,11,8
L84036,10,11
L84037,7,7
L84038,7,7
L84039,7,7
L84040,9,9
L84041,10,10
L84042,2,2
L84043,3,2
L84044,4,4
L84045,4,4
L84046,3,4
L84047,11,13
L84048,9,9
L84049,7,6
L84050,19,14
L84051,6,7
L84052,5,5
L84053,7,7
L84054,9,9
L84055,5,5
L84056,7,7
L84057,4,4
L84058,4,7
L84059,4,4
L84060,9,9
L84063,3,3
L84065,7,6
L84067,9,8
L84068,3,3
L84069,4,5
L84070,3,3
L84071,5,5
L84072,2,
L84073,3,3
L84075,5,5
L84077,5,5
L84078,4,4
L84080,5,5
L84081,2,2
L84084,5,5
L84085,3,3
L84606,2,2
L84613,1,1
L84615,2,3
L84616,6,5
L84617,3,3
L85001,10,11
L85002,10,11
L85003,,4
L85004,8,8
L85005,2,
L85006,9,8
L85007,14,16
L85008,,26
L85009,6,6
L85010,4,3
L85011,5,5
L85012,11,12
L85013,2,2
L85014,8,6
L85015,8,8
L85016,6,6
L85017,5,5
L85018,,
L85019,7,7
L85020,8,8
L85021,11,11
L85022,7,9
L85023,9,9
L85024,4,4
L85025,6,6
L85026,4,4
L85027,3,3
L85028,6,6
L85029,4,5
L85030,9,5
L85031,5,5
L85032,5,5
L85033,6,6
L85034,5,5
L85035,12,12
L85036,3,3
L85037,4,4
L85038,9,7
L85039,9,9
L85040,4,4
L85041,6,5
L85042,12,12
L85043,7,7
L85044,6,6
L85046,5,4
L85047,4,4
L85048,4,4
L85050,4,4
L85051,5,5
L85052,,
L85053,9,9
L85054,7,7
L85055,8,6
L85056,,
L85060,2,2
L85061,2,2
L85062,4,4
L85064,3,3
L85065,4,4
L85066,4,4
L85601,2,2
L85607,4,4
L85609,2,3
L85611,2,2
L85612,2,3
L85619,5,5
L85620,,
L85624,2,2
M81001,11,11
M81002,9,9
M81003,6,8
M81004,7,7
M81005,9,9
M81006,13,13
M81007,4,4
M81008,10,10
M81009,7,7
M81010,,10
M81011,4,4
M81012,8,6
M81013,6,6
M81014,,7
M81015,6,7
M81016,5,6
M81017,7,7
M81018,,6
M81019,12,12
M81020,9,9
M81021,12,11
M81022,,11
M81023,7,7
M81024,6,6
M81025,3,3
M81026,7,7
M81027,5,4
M81029,5,6
M81032,9,9
M81033,6,6
M81034,10,9
M81035,8,8
M81037,,7
M81038,9,8
M81039,7,7
M81040,9,9
M81041,7,7
M81042,6,6
M81043,7,7
M81044,9,8
M81045,4,4
M81046,7,7
M81047,10,11
M81048,12,12
M81049,5,7
M81054,1,1
M81055,,
M81056,10,10
M81057,10,
M81058,7,8
M81061,4,4
M81062,3,3
M81063,6,6
M81064,4,4
M81066,8,8
M81067,5,5
M81068,9,9
M81069,,
M81070,10,10
M81072,5,5
M81073,7,7
M81074,8,8
M81075,8,8
M81076,1,1
M81077,4,5
M81078,5,5
M81079,4,4
M81080,3,3
M81081,3,3
M81082,13,13
M81083,4,4
M81084,4,4
M81087,2,4
M81089,9,9
M81090,4,4
M81091,14,16
M81092,4,4
M81093,7,7
M81094,7,7
M81600,3,3
M81604,4,4
M81605,4,4
M81608,2,2
M81616,3,3
M81617,4,4
M81621,5,5
M81627,3,3
M81629,5,5
M82002,6,
M82003,9,10
M82004,13,13
M82005,8,11
M82006,8,7
M82007,6,6
M82008,7,7
M82009,5,5
M82010,13,14
M82011,3,3
M82012,8,8
M82013,5,5
M82014,5,6
M82016,10,7
