pct,month,drug,pregab_mg
10R,2016-01-01,pregabalin,8836225.0
01F,2016-01-01,pregabalin,12952620.0
10K,2016-01-01,pregabalin,9834340.0
09L,2016-01-01,pregabalin,4936495.0
07R,2016-01-01,pregabalin,5011400.0
03D,2016-01-01,pregabalin,7527970.0
08C,2016-01-01,pregabalin,7981725.0
01X,2016-01-01,pregabalin,22066995.0
05G,2016-01-01,pregabalin,10799680.0
02N,2016-01-01,pregabalin,6878795.0
07J,2016-01-01,pregabalin,13814220.0
99M,2016-01-01,pregabalin,9365125.0
00Y,2016-01-01,pregabalin,18069100.0
02X,2016-01-01,pregabalin,24731880.0
99G,2016-01-01,pregabalin,11461825.0
05N,2016-01-01,pregabalin,14932705.0
08A,2016-01-01,pregabalin,9279975.0
02E,2016-01-01,pregabalin,14286140.0
02P,2016-01-01,pregabalin,19886325.0
05V,2016-01-01,pregabalin,6777160.0
10J,2016-01-01,pregabalin,9178935.0
99H,2016-01-01,pregabalin,10760280.0
03R,2016-01-01,pregabalin,24941880.0
14Y,2016-01-01,pregabalin,3870810.0
01D,2016-01-01,pregabalin,17477105.0
09E,2016-01-01,pregabalin,14170995.0
06M,2016-01-01,pregabalin,13252085.0
10Q,2016-01-01,pregabalin,17669955.0
08F,2016-01-01,pregabalin,10569925.0
05F,2016-01-01,pregabalin,6708465.0
15C,2016-01-01,pregabalin,41561780.0
03H,2016-01-01,pregabalin,6145715.0
00Q,2016-01-01,pregabalin,7831175.0
10E,2016-01-01,pregabalin,10140525.0
11J,2016-01-01,pregabalin,24117460.0
06A,2016-01-01,pregabalin,14907495.0
06H,2016-01-01,pregabalin,28847620.0
09W,2016-01-01,pregabalin,18340375.0
07Q,2016-01-01,pregabalin,12136835.0
08J,2016-01-01,pregabalin,5480925.0
04Y,2016-01-01,pregabalin,7818130.0
00R,2016-01-01,pregabalin,9994370.0
05J,2016-01-01,pregabalin,6175085.0
14L,2016-01-01,pregabalin,41257045.0
99N,2016-01-01,pregabalin,22782555.0
09X,2016-01-01,pregabalin,10982855.0
06Y,2016-01-01,pregabalin,13050295.0
02H,2016-01-01,pregabalin,31751140.0
04C,2016-01-01,pregabalin,11768370.0
08K,2016-01-01,pregabalin,10025510.0
03T,2016-01-01,pregabalin,22717415.0
09Y,2016-01-01,pregabalin,14756790.0
04Q,2016-01-01,pregabalin,10042320.0
07W,2016-01-01,pregabalin,13221075.0
08Q,2016-01-01,pregabalin,9500825.0
08N,2016-01-01,pregabalin,11172070.0
07G,2016-01-01,pregabalin,7146170.0
01V,2016-01-01,pregabalin,9466800.0
06D,2016-01-01,pregabalin,3167900.0
00V,2016-01-01,pregabalin,11048840.0
10C,2016-01-01,pregabalin,3556150.0
02A,2016-01-01,pregabalin,14434085.0
03M,2016-01-01,pregabalin,6945220.0
03F,2016-01-01,pregabalin,13805600.0
01Y,2016-01-01,pregabalin,12225210.0
99K,2016-01-01,pregabalin,8693050.0
01T,2016-01-01,pregabalin,13656210.0
08M,2016-01-01,pregabalin,11849975.0
07K,2016-01-01,pregabalin,15487385.0
02R,2016-01-01,pregabalin,13503995.0
03V,2016-01-01,pregabalin,2451560.0
07T,2016-01-01,pregabalin,9968355.0
05A,2016-01-01,pregabalin,17228495.0
08H,2016-01-01,pregabalin,5977750.0
00D,2016-01-01,pregabalin,25582225.0
08E,2016-01-01,pregabalin,7084775.0
11A,2016-01-01,pregabalin,26560710.0
01H,2016-01-01,pregabalin,14215955.0
00K,2016-01-01,pregabalin,20818285.0
02M,2016-01-01,pregabalin,10063460.0
05L,2016-01-01,pregabalin,21587465.0
10V,2016-01-01,pregabalin,9816555.0
03W,2016-01-01,pregabalin,13234520.0
01R,2016-01-01,pregabalin,8407775.0
11X,2016-01-01,pregabalin,20353480.0
99D,2016-01-01,pregabalin,9184685.0
08R,2016-01-01,pregabalin,4596930.0
07Y,2016-01-01,pregabalin,9547500.0
07N,2016-01-01,pregabalin,10076110.0
03Q,2016-01-01,pregabalin,18565425.0
08L,2016-01-01,pregabalin,11985005.0
08D,2016-01-01,pregabalin,4350980.0
00X,2016-01-01,pregabalin,9851795.0
99C,2016-01-01,pregabalin,13565525.0
02W,2016-01-01,pregabalin,2828010.0
01E,2016-01-01,pregabalin,13253600.0
03K,2016-01-01,pregabalin,10939055.0
11E,2016-01-01,pregabalin,5964805.0
05T,2016-01-01,pregabalin,11693575.0
00L,2016-01-01,pregabalin,18513205.0
02Q,2016-01-01,pregabalin,8770545.0
15F,2016-01-01,pregabalin,38514040.0
00C,2016-01-01,pregabalin,6852815.0
99F,2016-01-01,pregabalin,10608285.0
01W,2016-01-01,pregabalin,16070825.0
00T,2016-01-01,pregabalin,20142385.0
11M,2016-01-01,pregabalin,29927390.0
06V,2016-01-01,pregabalin,10607820.0
04D,2016-01-01,pregabalin,19584780.0
08P,2016-01-01,pregabalin,5018610.0
00M,2016-01-01,pregabalin,26248595.0
07V,2016-01-01,pregabalin,11223085.0
09J,2016-01-01,pregabalin,12394245.0
05R,2016-01-01,pregabalin,7371325.0
04V,2016-01-01,pregabalin,16137315.0
04E,2016-01-01,pregabalin,9098160.0
01J,2016-01-01,pregabalin,16477015.0
10D,2016-01-01,pregabalin,7134225.0
06P,2016-01-01,pregabalin,6463625.0
08G,2016-01-01,pregabalin,11953155.0
07H,2016-01-01,pregabalin,12520685.0
05X,2016-01-01,pregabalin,11055170.0
01A,2016-01-01,pregabalin,18894045.0
99A,2016-01-01,pregabalin,42475530.0
09A,2016-01-01,pregabalin,7744810.0
04F,2016-01-01,pregabalin,8114010.0
03X,2016-01-01,pregabalin,3852450.0
15D,2016-01-01,pregabalin,9778760.0
03N,2016-01-01,pregabalin,34852590.0
01C,2016-01-01,pregabalin,10016135.0
06F,2016-01-01,pregabalin,11649405.0
05C,2016-01-01,pregabalin,12146515.0
12D,2016-01-01,pregabalin,12372700.0
03Y,2016-01-01,pregabalin,6054445.0
09D,2016-01-01,pregabalin,15745960.0
02D,2016-01-01,pregabalin,6520050.0
13T,2016-01-01,pregabalin,37229800.0
99Q,2016-01-01,pregabalin,18980640.0
09F,2016-01-01,pregabalin,8147950.0
04H,2016-01-01,pregabalin,6785375.0
09P,2016-01-01,pregabalin,9095945.0
15E,2016-01-01,pregabalin,55733885.0
05Y,2016-01-01,pregabalin,21641880.0
04N,2016-01-01,pregabalin,4476250.0
01K,2016-01-01,pregabalin,17633795.0
11N,2016-01-01,pregabalin,38706505.0
00N,2016-01-01,pregabalin,10343310.0
04G,2016-01-01,pregabalin,23067195.0
10L,2016-01-01,pregabalin,9947445.0
02Y,2016-01-01,pregabalin,15217780.0
02T,2016-01-01,pregabalin,9899295.0
04L,2016-01-01,pregabalin,7187595.0
06T,2016-01-01,pregabalin,29524490.0
15A,2016-01-01,pregabalin,17943230.0
08W,2016-01-01,pregabalin,9326660.0
09C,2016-01-01,pregabalin,6145875.0
99P,2016-01-01,pregabalin,58133335.0
06W,2016-01-01,pregabalin,16277610.0
06N,2016-01-01,pregabalin,13349560.0
02G,2016-01-01,pregabalin,7546175.0
06Q,2016-01-01,pregabalin,28248170.0
07P,2016-01-01,pregabalin,9930055.0
05W,2016-01-01,pregabalin,14679980.0
06K,2016-01-01,pregabalin,16651815.0
02F,2016-01-01,pregabalin,12163920.0
03E,2016-01-01,pregabalin,7522110.0
09N,2016-01-01,pregabalin,8028945.0
04R,2016-01-01,pregabalin,13174380.0
04K,2016-01-01,pregabalin,14498695.0
03L,2016-01-01,pregabalin,15064440.0
12F,2016-01-01,pregabalin,19349925.0
00J,2016-01-01,pregabalin,16549530.0
07L,2016-01-01,pregabalin,8488485.0
04J,2016-01-01,pregabalin,14335140.0
01G,2016-01-01,pregabalin,14375800.0
00P,2016-01-01,pregabalin,19485000.0
99E,2016-01-01,pregabalin,14917185.0
08T,2016-01-01,pregabalin,5749275.0
04M,2012-02-01,gabapentin,2882250.0
05N,2012-02-01,gabapentin,5644650.0
05V,2012-02-01,gabapentin,2460900.0
05Q,2012-02-01,gabapentin,4938266.666666667
08F,2012-02-01,gabapentin,2980933.3333333335
08Y,2012-02-01,gabapentin,2516916.6666666665
04C,2012-02-01,gabapentin,7171283.333333333
03R,2012-02-01,gabapentin,9187016.666666666
07M,2012-02-01,gabapentin,4528666.666666667
10A,2012-02-01,gabapentin,4540133.333333333
02G,2012-02-01,gabapentin,3641183.3333333335
01F,2012-02-01,gabapentin,4654466.666666667
07Y,2012-02-01,gabapentin,2492033.3333333335
12D,2012-02-01,gabapentin,5879233.333333333
05R,2012-02-01,gabapentin,4826883.333333333
15E,2012-02-01,gabapentin,26797133.333333332
99J,2012-02-01,gabapentin,7550200.0
02R,2012-02-01,gabapentin,8460850.0
02M,2012-02-01,gabapentin,5721566.666666667
00M,2012-02-01,gabapentin,12064750.0
02H,2012-02-01,gabapentin,10476183.333333334
01X,2012-02-01,gabapentin,6047966.666666667
03X,2012-02-01,gabapentin,2442983.3333333335
06N,2012-02-01,gabapentin,10720833.333333334
03T,2012-02-01,gabapentin,9648483.333333334
11X,2012-02-01,gabapentin,12493700.0
03Q,2012-02-01,gabapentin,9391866.666666666
09N,2012-02-01,gabapentin,2995583.3333333335
08T,2012-02-01,gabapentin,1519316.6666666667
11E,2012-02-01,gabapentin,4354850.0
14Y,2012-02-01,gabapentin,8147000.0
09J,2012-02-01,gabapentin,4068233.3333333335
06D,2012-02-01,gabapentin,3189516.6666666665
10C,2012-02-01,gabapentin,1399716.6666666667
04D,2012-02-01,gabapentin,5649216.666666667
04E,2012-02-01,gabapentin,6244866.666666667
05T,2012-02-01,gabapentin,6959833.333333333
15D,2012-02-01,gabapentin,6231333.333333333
07T,2012-02-01,gabapentin,2603966.6666666665
03Y,2012-02-01,gabapentin,5733033.333333333
07Q,2012-02-01,gabapentin,4935433.333333333
05A,2012-02-01,gabapentin,8518666.666666666
04J,2012-02-01,gabapentin,13811266.666666666
09L,2012-02-01,gabapentin,2312800.0
99G,2012-02-01,gabapentin,1968833.3333333333
15A,2012-02-01,gabapentin,7249233.333333333
99F,2012-02-01,gabapentin,2002833.3333333333
08A,2012-02-01,gabapentin,5092733.333333333
10E,2012-02-01,gabapentin,4662983.333333333
00P,2012-02-01,gabapentin,10206433.333333334
06V,2012-02-01,gabapentin,5062366.666666667
04G,2012-02-01,gabapentin,18615200.0
11M,2012-02-01,gabapentin,12230383.333333334
01H,2012-02-01,gabapentin,8211300.0
99A,2012-02-01,gabapentin,16480716.666666666
99P,2012-02-01,gabapentin,25314183.333333332
05W,2012-02-01,gabapentin,7333166.666666667
01Y,2012-02-01,gabapentin,10090666.666666666
04Q,2012-02-01,gabapentin,3202966.6666666665
08K,2012-02-01,gabapentin,4805566.666666667
01K,2012-02-01,gabapentin,9084133.333333334
10Q,2012-02-01,gabapentin,14633416.666666666
01E,2012-02-01,gabapentin,3802783.3333333335
10J,2012-02-01,gabapentin,3741683.3333333335
10L,2012-02-01,gabapentin,3266950.0
00N,2012-02-01,gabapentin,6675983.333333333
07X,2012-02-01,gabapentin,4303716.666666667
03D,2012-02-01,gabapentin,3929650.0
08J,2012-02-01,gabapentin,1712983.3333333333
00Y,2012-02-01,gabapentin,8006816.666666667
06F,2012-02-01,gabapentin,8251250.0
07N,2012-02-01,gabapentin,4226980.0
10K,2012-02-01,gabapentin,3886416.6666666665
04Y,2012-02-01,gabapentin,2130900.0
03N,2012-02-01,gabapentin,16767333.333333334
06K,2012-02-01,gabapentin,11185800.0
01T,2012-02-01,gabapentin,6294883.333333333
03A,2012-02-01,gabapentin,5548733.333333333
04L,2012-02-01,gabapentin,4236966.666666667
07R,2012-02-01,gabapentin,3500883.3333333335
06T,2012-02-01,gabapentin,8332183.333333333
08N,2012-02-01,gabapentin,1686283.3333333333
99K,2012-02-01,gabapentin,3283833.3333333335
11A,2012-02-01,gabapentin,11565383.333333334
10X,2012-02-01,gabapentin,6432333.333333333
00Q,2012-02-01,gabapentin,5892566.666666667
15F,2012-02-01,gabapentin,16070516.666666666
06Y,2012-02-01,gabapentin,6603350.0
09H,2012-02-01,gabapentin,1369850.0
02W,2012-02-01,gabapentin,1883566.6666666667
99C,2012-02-01,gabapentin,11088233.333333334
07K,2012-02-01,gabapentin,6295600.0
05G,2012-02-01,gabapentin,4672700.0
08E,2012-02-01,gabapentin,2305283.3333333335
08G,2012-02-01,gabapentin,2447483.3333333335
08M,2012-02-01,gabapentin,2589933.3333333335
04H,2012-02-01,gabapentin,3991500.0
00T,2012-02-01,gabapentin,8189933.333333333
09F,2012-02-01,gabapentin,5148266.666666667
07P,2012-02-01,gabapentin,2904083.3333333335
09D,2012-02-01,gabapentin,6302050.0
06A,2012-02-01,gabapentin,2897383.3333333335
05H,2012-02-01,gabapentin,4683400.0
09E,2012-02-01,gabapentin,4404083.333333333
02D,2012-02-01,gabapentin,3104633.3333333335
99N,2012-02-01,gabapentin,11715300.0
99M,2012-02-01,gabapentin,2932700.0
04R,2012-02-01,gabapentin,11689450.0
11D,2012-02-01,gabapentin,35666.666666666664
00R,2012-02-01,gabapentin,6301800.0
03M,2012-02-01,gabapentin,3160450.0
03L,2012-02-01,gabapentin,7780216.666666667
02N,2012-02-01,gabapentin,4200133.333333333
00D,2012-02-01,gabapentin,14229016.666666666
05X,2012-02-01,gabapentin,3756766.6666666665
02Q,2012-02-01,gabapentin,4084700.0
07V,2012-02-01,gabapentin,5002450.0
07J,2012-02-01,gabapentin,4970193.333333333
01D,2012-02-01,gabapentin,6698350.0
06L,2012-02-01,gabapentin,8434833.333333334
99H,2012-02-01,gabapentin,3284166.6666666665
11J,2012-02-01,gabapentin,15138816.666666666
03E,2012-02-01,gabapentin,3556000.0
09Y,2012-02-01,gabapentin,4209250.0
08R,2012-02-01,gabapentin,1944366.6666666667
07W,2012-02-01,gabapentin,3286000.0
06H,2012-02-01,gabapentin,23423116.666666668
09P,2012-02-01,gabapentin,3556416.6666666665
04F,2012-02-01,gabapentin,4423566.666666667
07L,2012-02-01,gabapentin,1543816.6666666667
01A,2012-02-01,gabapentin,12032866.666666666
01J,2012-02-01,gabapentin,6446133.333333333
07G,2012-02-01,gabapentin,1905900.0
00L,2012-02-01,gabapentin,15907650.0
15C,2012-02-01,gabapentin,21031000.0
05D,2012-02-01,gabapentin,2618400.0
09W,2012-02-01,gabapentin,4957766.666666667
02T,2012-02-01,gabapentin,5175300.0
01C,2012-02-01,gabapentin,5782300.0
05F,2012-02-01,gabapentin,4791166.666666667
02E,2012-02-01,gabapentin,4907916.666666667
04N,2012-02-01,gabapentin,2784550.0
05L,2012-02-01,gabapentin,18389450.0
05C,2012-02-01,gabapentin,6833750.0
01V,2012-02-01,gabapentin,4010250.0
11N,2012-02-01,gabapentin,19526300.0
05J,2012-02-01,gabapentin,4019000.0
10D,2012-02-01,gabapentin,1916116.6666666667
07H,2012-02-01,gabapentin,4513866.666666667
01R,2012-02-01,gabapentin,5274250.0
04K,2012-02-01,gabapentin,7386150.0
08Q,2012-02-01,gabapentin,4444883.333333333
06M,2012-02-01,gabapentin,9425733.333333334
03J,2012-02-01,gabapentin,3344650.0
08C,2012-02-01,gabapentin,1725933.3333333333
13T,2012-02-01,gabapentin,22644033.333333332
08H,2012-02-01,gabapentin,4988816.666666667
99D,2012-02-01,gabapentin,3917566.6666666665
05Y,2012-02-01,gabapentin,5616350.0
03F,2012-02-01,gabapentin,8479500.0
99Q,2012-02-01,gabapentin,8896850.0
10V,2012-02-01,gabapentin,4762616.666666667
03V,2012-02-01,gabapentin,2055350.0
03H,2012-02-01,gabapentin,4796433.333333333
01G,2012-02-01,gabapentin,10776433.333333334
06Q,2012-02-01,gabapentin,5139033.333333333
02P,2012-02-01,gabapentin,7712016.666666667
02F,2012-02-01,gabapentin,4934616.666666667
06P,2012-02-01,gabapentin,3710300.0
08P,2012-02-01,gabapentin,1884716.6666666667
01W,2012-02-01,gabapentin,9450400.0
00V,2012-02-01,gabapentin,6522900.0
08D,2012-02-01,gabapentin,3780216.6666666665
08W,2012-02-01,gabapentin,2099183.3333333335
04V,2012-02-01,gabapentin,8123133.333333333
00X,2012-02-01,gabapentin,3622550.0
99E,2012-02-01,gabapentin,3503833.3333333335
09X,2012-02-01,gabapentin,3469833.3333333335
09G,2012-02-01,gabapentin,9845733.333333334
09C,2012-02-01,gabapentin,2836600.0
08V,2012-02-01,gabapentin,3333516.6666666665
00J,2012-02-01,gabapentin,12184016.666666666
12F,2012-02-01,gabapentin,6612233.333333333
08L,2012-02-01,gabapentin,5276300.0
06W,2012-02-01,gabapentin,5424150.0
02X,2012-02-01,gabapentin,13352183.333333334
09A,2012-02-01,gabapentin,2254433.3333333335
08X,2012-02-01,gabapentin,3360450.0
00K,2012-02-01,gabapentin,12093733.333333334
14L,2012-02-01,gabapentin,14255300.0
03W,2012-02-01,gabapentin,7274516.666666667
10R,2012-02-01,gabapentin,4129350.0
02A,2012-02-01,gabapentin,5893916.666666667
00C,2012-02-01,gabapentin,3571583.3333333335
02Y,2012-02-01,gabapentin,8767566.666666666
03K,2012-02-01,gabapentin,4454166.666666667
14L,2012-02-01,pregabalin,24550300.0
01E,2012-02-01,pregabalin,7504200.0
03D,2012-02-01,pregabalin,4839575.0
02Q,2012-02-01,pregabalin,3916150.0
07G,2012-02-01,pregabalin,2930475.0
06Y,2012-02-01,pregabalin,7684050.0
04D,2012-02-01,pregabalin,7750700.0
08J,2012-02-01,pregabalin,2827100.0
03Q,2012-02-01,pregabalin,11197750.0
08D,2012-02-01,pregabalin,2530650.0
05J,2012-02-01,pregabalin,2917625.0
99F,2012-02-01,pregabalin,5538500.0
05C,2012-02-01,pregabalin,6214450.0
01T,2012-02-01,pregabalin,5507050.0
00R,2012-02-01,pregabalin,5945775.0
03A,2012-02-01,pregabalin,6641725.0
06F,2012-02-01,pregabalin,7008925.0
09F,2012-02-01,pregabalin,5670225.0
05G,2012-02-01,pregabalin,5417900.0
05T,2012-02-01,pregabalin,5943725.0
09J,2012-02-01,pregabalin,7625475.0
03J,2012-02-01,pregabalin,6653850.0
06V,2012-02-01,pregabalin,6074350.0
10R,2012-02-01,pregabalin,3626275.0
08H,2012-02-01,pregabalin,2842225.0
09W,2012-02-01,pregabalin,10724025.0
09C,2012-02-01,pregabalin,3064650.0
06T,2012-02-01,pregabalin,16169800.0
07M,2012-02-01,pregabalin,5284875.0
08W,2012-02-01,pregabalin,4462675.0
03L,2012-02-01,pregabalin,6815425.0
11D,2012-02-01,pregabalin,74900.0
01G,2012-02-01,pregabalin,5813450.0
15F,2012-02-01,pregabalin,22516325.0
01A,2012-02-01,pregabalin,9187525.0
00Y,2012-02-01,pregabalin,9945100.0
08N,2012-02-01,pregabalin,4531425.0
10J,2012-02-01,pregabalin,4580150.0
09A,2012-02-01,pregabalin,3897000.0
08A,2012-02-01,pregabalin,5001675.0
10Q,2012-02-01,pregabalin,7221225.0
04C,2012-02-01,pregabalin,5850125.0
07R,2012-02-01,pregabalin,2403275.0
00D,2012-02-01,pregabalin,11393350.0
04V,2012-02-01,pregabalin,7908975.0
04Y,2012-02-01,pregabalin,3180950.0
01K,2012-02-01,pregabalin,11738475.0
09H,2012-02-01,pregabalin,2871250.0
04J,2012-02-01,pregabalin,7610925.0
10V,2012-02-01,pregabalin,3902575.0
06P,2012-02-01,pregabalin,3034875.0
03F,2012-02-01,pregabalin,8232500.0
01X,2012-02-01,pregabalin,12962325.0
04H,2012-02-01,pregabalin,3032350.0
09E,2012-02-01,pregabalin,7250200.0
04G,2012-02-01,pregabalin,13113975.0
01W,2012-02-01,pregabalin,7486800.0
03M,2012-02-01,pregabalin,3691425.0
06K,2012-02-01,pregabalin,7432450.0
01D,2012-02-01,pregabalin,10079000.0
09X,2012-02-01,pregabalin,5360475.0
08X,2012-02-01,pregabalin,4101400.0
11E,2012-02-01,pregabalin,3006975.0
03Y,2012-02-01,pregabalin,3245550.0
04M,2012-02-01,pregabalin,2542625.0
02Y,2012-02-01,pregabalin,9444175.0
99A,2012-02-01,pregabalin,18373625.0
10D,2012-02-01,pregabalin,4868025.0
12D,2012-02-01,pregabalin,4545425.0
02P,2012-02-01,pregabalin,8032250.0
11J,2012-02-01,pregabalin,8469250.0
05D,2012-02-01,pregabalin,3357500.0
99K,2012-02-01,pregabalin,4860400.0
03X,2012-02-01,pregabalin,1958400.0
00T,2012-02-01,pregabalin,11408000.0
07W,2012-02-01,pregabalin,6272275.0
08M,2012-02-01,pregabalin,4624700.0
99P,2012-02-01,pregabalin,27115750.0
05W,2012-02-01,pregabalin,7397350.0
04F,2012-02-01,pregabalin,2684400.0
09L,2012-02-01,pregabalin,2320450.0
01Y,2012-02-01,pregabalin,6022750.0
02N,2012-02-01,pregabalin,4018550.0
03V,2012-02-01,pregabalin,1314300.0
02F,2012-02-01,pregabalin,7219650.0
02X,2012-02-01,pregabalin,14541850.0
07H,2012-02-01,pregabalin,6897475.0
03W,2012-02-01,pregabalin,6246875.0
15D,2012-02-01,pregabalin,5973625.0
11M,2012-02-01,pregabalin,13711575.0
00V,2012-02-01,pregabalin,6862800.0
02R,2012-02-01,pregabalin,8169550.0
05L,2012-02-01,pregabalin,10321400.0
05X,2012-02-01,pregabalin,6729875.0
01C,2012-02-01,pregabalin,6446650.0
00M,2012-02-01,pregabalin,11963925.0
11A,2012-02-01,pregabalin,10096775.0
02E,2012-02-01,pregabalin,8843725.0
06Q,2012-02-01,pregabalin,16367950.0
00N,2012-02-01,pregabalin,4774100.0
12F,2012-02-01,pregabalin,12205400.0
99D,2012-02-01,pregabalin,4692125.0
02G,2012-02-01,pregabalin,3708150.0
01V,2012-02-01,pregabalin,4225500.0
02T,2012-02-01,pregabalin,6024450.0
99Q,2012-02-01,pregabalin,9114475.0
06D,2012-02-01,pregabalin,1666900.0
05Y,2012-02-01,pregabalin,10774875.0
08F,2012-02-01,pregabalin,4931675.0
05R,2012-02-01,pregabalin,3810750.0
02H,2012-02-01,pregabalin,15863050.0
08Q,2012-02-01,pregabalin,5652025.0
99J,2012-02-01,pregabalin,11662775.0
04R,2012-02-01,pregabalin,6885000.0
02W,2012-02-01,pregabalin,1895750.0
00J,2012-02-01,pregabalin,7236300.0
15C,2012-02-01,pregabalin,17473900.0
02D,2012-02-01,pregabalin,3125225.0
07J,2012-02-01,pregabalin,6746475.0
08R,2012-02-01,pregabalin,2719000.0
07K,2012-02-01,pregabalin,8951375.0
04L,2012-02-01,pregabalin,3398925.0
08K,2012-02-01,pregabalin,4992750.0
99H,2012-02-01,pregabalin,5373875.0
08G,2012-02-01,pregabalin,7388100.0
10X,2012-02-01,pregabalin,4286700.0
15E,2012-02-01,pregabalin,28821350.0
03R,2012-02-01,pregabalin,15959475.0
09D,2012-02-01,pregabalin,9088575.0
08C,2012-02-01,pregabalin,3520300.0
08Y,2012-02-01,pregabalin,5049425.0
15A,2012-02-01,pregabalin,9414800.0
06H,2012-02-01,pregabalin,12284875.0
09G,2012-02-01,pregabalin,8889750.0
10E,2012-02-01,pregabalin,6013175.0
99E,2012-02-01,pregabalin,6174150.0
01H,2012-02-01,pregabalin,7040150.0
09N,2012-02-01,pregabalin,3785475.0
06A,2012-02-01,pregabalin,6580800.0
03K,2012-02-01,pregabalin,6218400.0
06N,2012-02-01,pregabalin,7246200.0
07V,2012-02-01,pregabalin,5217850.0
01J,2012-02-01,pregabalin,7252650.0
03E,2012-02-01,pregabalin,3910975.0
13T,2012-02-01,pregabalin,17454400.0
99C,2012-02-01,pregabalin,6073450.0
00C,2012-02-01,pregabalin,3723150.0
03T,2012-02-01,pregabalin,10739625.0
02M,2012-02-01,pregabalin,5585150.0
04N,2012-02-01,pregabalin,2255850.0
08V,2012-02-01,pregabalin,4762175.0
08E,2012-02-01,pregabalin,3402250.0
01F,2012-02-01,pregabalin,6579200.0
10A,2012-02-01,pregabalin,7016400.0
00L,2012-02-01,pregabalin,9282650.0
14Y,2012-02-01,pregabalin,2191000.0
07L,2012-02-01,pregabalin,3276500.0
10L,2012-02-01,pregabalin,4425400.0
11X,2012-02-01,pregabalin,7730250.0
99G,2012-02-01,pregabalin,5641300.0
09P,2012-02-01,pregabalin,8180375.0
01R,2012-02-01,pregabalin,4432125.0
00Q,2012-02-01,pregabalin,3485900.0
05N,2012-02-01,pregabalin,9799425.0
99M,2012-02-01,pregabalin,4513800.0
07P,2012-02-01,pregabalin,4068075.0
06M,2012-02-01,pregabalin,6695600.0
05H,2012-02-01,pregabalin,3398175.0
02A,2012-02-01,pregabalin,7759575.0
07Q,2012-02-01,pregabalin,5526000.0
08T,2012-02-01,pregabalin,3152875.0
11N,2012-02-01,pregabalin,17760000.0
07T,2012-02-01,pregabalin,4157350.0
