pct,month,drug,gaba_ddd
03J,2016-01-01,gabapentin,19665.5
06Y,2016-01-01,gabapentin,43432.166666666664
00D,2016-01-01,gabapentin,86015.83333333333
08J,2016-01-01,gabapentin,10296.5
07H,2016-01-01,gabapentin,23387.666666666668
08C,2016-01-01,gabapentin,7995.277777777777
15N,2016-01-01,gabapentin,187019.66666666666
09A,2016-01-01,gabapentin,10531.5
06M,2016-01-01,gabapentin,74633.0
08W,2016-01-01,gabapentin,12969.111111111111
14L,2016-01-01,gabapentin,93117.66666666667
06W,2016-01-01,gabapentin,35474.77777777778
08Y,2016-01-01,gabapentin,13616.444444444445
10C,2016-01-01,gabapentin,6342.722222222223
05V,2016-01-01,gabapentin,17710.055555555555
11E,2016-01-01,gabapentin,25174.666666666668
09G,2016-01-01,gabapentin,65543.77777777778
08G,2016-01-01,gabapentin,14413.833333333334
04Y,2016-01-01,gabapentin,17584.833333333332
10Q,2016-01-01,gabapentin,86289.72222222222
06P,2016-01-01,gabapentin,24561.722222222223
08F,2016-01-01,gabapentin,21132.61111111111
01W,2016-01-01,gabapentin,59235.944444444445
08P,2016-01-01,gabapentin,9814.5
08E,2016-01-01,gabapentin,14042.388888888889
08D,2016-01-01,gabapentin,25605.38888888889
01F,2016-01-01,gabapentin,33321.27777777778
08K,2016-01-01,gabapentin,23269.5
08L,2016-01-01,gabapentin,31897.38888888889
02N,2016-01-01,gabapentin,22614.055555555555
11A,2016-01-01,gabapentin,67078.38888888889
02G,2016-01-01,gabapentin,25005.055555555555
00V,2016-01-01,gabapentin,41122.666666666664
11X,2016-01-01,gabapentin,85175.94444444444
99E,2016-01-01,gabapentin,27458.222222222223
04C,2016-01-01,gabapentin,39690.055555555555
10R,2016-01-01,gabapentin,28905.166666666668
07T,2016-01-01,pregabalin,33227.85
05A,2016-01-01,pregabalin,57428.316666666666
08H,2016-01-01,pregabalin,19925.833333333332
00D,2016-01-01,pregabalin,85274.08333333333
08E,2016-01-01,pregabalin,23615.916666666668
11A,2016-01-01,pregabalin,88535.7
01H,2016-01-01,pregabalin,47386.51666666667
00K,2016-01-01,pregabalin,69394.28333333334
02M,2016-01-01,pregabalin,33544.86666666667
05L,2016-01-01,pregabalin,71958.21666666666
10V,2016-01-01,pregabalin,32721.85
03W,2016-01-01,pregabalin,43933.066666666666
01R,2016-01-01,pregabalin,28025.916666666668
11X,2016-01-01,pregabalin,67844.93333333333
99D,2016-01-01,pregabalin,30615.616666666665
08R,2016-01-01,pregabalin,15323.1
07Y,2016-01-01,pregabalin,31825.0
07N,2016-01-01,pregabalin,33587.03333333333
03Q,2016-01-01,pregabalin,61884.75
08L,2016-01-01,pregabalin,39950.01666666667
08D,2016-01-01,pregabalin,14503.266666666666
00X,2016-01-01,pregabalin,32839.316666666666
99C,2016-01-01,pregabalin,45218.416666666664
02W,2016-01-01,pregabalin,10115.033333333333
01E,2016-01-01,pregabalin,44178.666666666664
03K,2016-01-01,pregabalin,36463.51666666667
11E,2016-01-01,pregabalin,19882.683333333334
05T,2016-01-01,pregabalin,38978.583333333336
00L,2016-01-01,pregabalin,61710.683333333334
02Q,2016-01-01,pregabalin,29235.15
15F,2016-01-01,pregabalin,128380.13333333333
00C,2016-01-01,pregabalin,22842.716666666667
99F,2016-01-01,pregabalin,35360.95
01W,2016-01-01,pregabalin,53569.416666666664
00T,2016-01-01,pregabalin,67141.28333333334
11M,2016-01-01,pregabalin,99757.96666666666
06V,2016-01-01,pregabalin,35359.4
04D,2016-01-01,pregabalin,65282.6
08P,2016-01-01,pregabalin,16728.7
00M,2016-01-01,pregabalin,87495.31666666667
07V,2016-01-01,pregabalin,37410.28333333333
09J,2016-01-01,pregabalin,41314.15
05R,2016-01-01,pregabalin,24571.083333333332
04V,2016-01-01,pregabalin,53791.05
04E,2016-01-01,pregabalin,30327.2
07M,2016-01-01,pregabalin,32166.35
08V,2016-01-01,pregabalin,40003.11666666667
03A,2016-01-01,pregabalin,43583.566666666666
03J,2016-01-01,pregabalin,32161.066666666666
07X,2016-01-01,pregabalin,20262.983333333334
09G,2016-01-01,pregabalin,67017.35
08Y,2016-01-01,pregabalin,30137.0
05H,2016-01-01,pregabalin,24361.866666666665
15M,2016-01-01,pregabalin,124721.38333333333
10X,2016-01-01,pregabalin,41012.86666666667
99J,2016-01-01,pregabalin,71392.5
08X,2016-01-01,pregabalin,27227.783333333333
05Q,2016-01-01,pregabalin,44314.85
10A,2016-01-01,pregabalin,42725.3
06L,2016-01-01,pregabalin,65772.81666666667
04M,2016-01-01,pregabalin,17597.1
05D,2016-01-01,pregabalin,18502.533333333333
09H,2016-01-01,pregabalin,17940.816666666666
10R,2016-01-01,pregabalin,29454.083333333332
01F,2016-01-01,pregabalin,43175.4
10K,2016-01-01,pregabalin,32781.13333333333
09L,2016-01-01,pregabalin,16454.983333333334
07R,2016-01-01,pregabalin,16704.666666666668
08C,2016-01-01,pregabalin,26605.75
03D,2016-01-01,pregabalin,25093.233333333334
01X,2016-01-01,pregabalin,73556.65
05G,2016-01-01,pregabalin,35998.933333333334
02N,2016-01-01,pregabalin,22929.316666666666
07J,2016-01-01,pregabalin,46047.4
99M,2016-01-01,pregabalin,31217.083333333332
00Y,2016-01-01,pregabalin,60230.333333333336
02X,2016-01-01,pregabalin,82439.6
99G,2016-01-01,pregabalin,38206.083333333336
05N,2016-01-01,pregabalin,49775.683333333334
08A,2016-01-01,pregabalin,30933.25
02E,2016-01-01,pregabalin,47620.46666666667
02P,2016-01-01,pregabalin,66287.75
05V,2016-01-01,pregabalin,22590.533333333333
10J,2016-01-01,pregabalin,30596.45
99H,2016-01-01,pregabalin,35867.6
03R,2016-01-01,pregabalin,83139.6
14Y,2016-01-01,pregabalin,12902.7
01D,2016-01-01,pregabalin,58257.01666666667
09E,2016-01-01,pregabalin,47236.65
06M,2016-01-01,pregabalin,44173.61666666667
10Q,2016-01-01,pregabalin,58899.85
08F,2016-01-01,pregabalin,35233.083333333336
05F,2016-01-01,pregabalin,22361.55
03H,2016-01-01,pregabalin,20485.716666666667
15C,2016-01-01,pregabalin,138539.26666666666
00Q,2016-01-01,pregabalin,26103.916666666668
10E,2016-01-01,pregabalin,33801.75
11J,2016-01-01,pregabalin,80391.53333333334
06A,2016-01-01,pregabalin,49691.65
06H,2016-01-01,pregabalin,96158.73333333334
09W,2016-01-01,pregabalin,61134.583333333336
07Q,2016-01-01,pregabalin,40456.11666666667
08J,2016-01-01,pregabalin,18269.75
04Y,2016-01-01,pregabalin,26060.433333333334
00R,2016-01-01,pregabalin,33314.566666666666
05J,2016-01-01,pregabalin,20583.616666666665
14L,2016-01-01,pregabalin,137523.48333333334
99N,2016-01-01,pregabalin,75941.85
09X,2016-01-01,pregabalin,36609.51666666667
06Y,2016-01-01,pregabalin,43500.98333333333
02H,2016-01-01,pregabalin,105837.13333333333
04C,2016-01-01,pregabalin,39409.9
08K,2016-01-01,pregabalin,33418.36666666667
03T,2016-01-01,pregabalin,75724.71666666666
09Y,2016-01-01,pregabalin,49189.3
04Q,2016-01-01,pregabalin,33474.4
07W,2016-01-01,pregabalin,44070.25
08Q,2016-01-01,pregabalin,31669.416666666668
08N,2016-01-01,pregabalin,37240.23333333333
07G,2016-01-01,pregabalin,23820.566666666666
01V,2016-01-01,pregabalin,31556.0
06D,2016-01-01,pregabalin,10559.666666666666
00V,2016-01-01,pregabalin,36829.46666666667
10C,2016-01-01,pregabalin,11853.833333333334
02A,2016-01-01,pregabalin,48113.61666666667
03M,2016-01-01,pregabalin,23150.733333333334
03F,2016-01-01,pregabalin,46018.666666666664
01Y,2016-01-01,pregabalin,40750.7
99K,2016-01-01,pregabalin,28976.833333333332
01T,2016-01-01,pregabalin,45520.7
08M,2016-01-01,pregabalin,39499.916666666664
07K,2016-01-01,pregabalin,51624.61666666667
02R,2016-01-01,pregabalin,44324.98333333333
03V,2016-01-01,pregabalin,8171.866666666667
15N,2012-02-01,gabapentin,114036.77777777778
09W,2012-02-01,gabapentin,16525.88888888889
06V,2012-02-01,gabapentin,16874.555555555555
01A,2012-02-01,gabapentin,40109.555555555555
09F,2012-02-01,gabapentin,17160.88888888889
05T,2012-02-01,gabapentin,23199.444444444445
09N,2012-02-01,gabapentin,9985.277777777777
13T,2012-02-01,gabapentin,75480.11111111111
11J,2012-02-01,gabapentin,50462.72222222222
05L,2012-02-01,gabapentin,61298.166666666664
05G,2012-02-01,gabapentin,15575.666666666666
10J,2012-02-01,gabapentin,12472.277777777777
08L,2012-02-01,gabapentin,17587.666666666668
01D,2012-02-01,gabapentin,22327.833333333332
11N,2012-02-01,gabapentin,65087.666666666664
05Q,2012-02-01,gabapentin,16460.88888888889
12D,2012-02-01,gabapentin,19597.444444444445
08R,2012-02-01,gabapentin,6481.222222222223
00J,2012-02-01,gabapentin,40613.38888888889
08E,2012-02-01,gabapentin,7684.277777777777
03K,2012-02-01,gabapentin,14847.222222222223
03Q,2012-02-01,gabapentin,31306.222222222223
04E,2012-02-01,gabapentin,20816.222222222223
08A,2012-02-01,gabapentin,16975.777777777777
03L,2012-02-01,gabapentin,25934.055555555555
06L,2012-02-01,gabapentin,28116.11111111111
99F,2012-02-01,gabapentin,6676.111111111111
07H,2012-02-01,gabapentin,15046.222222222223
05C,2012-02-01,gabapentin,22779.166666666668
15M,2012-02-01,gabapentin,112255.77777777778
05H,2012-02-01,gabapentin,15611.333333333334
03H,2012-02-01,gabapentin,15988.111111111111
02W,2012-02-01,gabapentin,7355.055555555556
08T,2012-02-01,gabapentin,5064.388888888889
03A,2012-02-01,gabapentin,18495.777777777777
01W,2012-02-01,gabapentin,31501.333333333332
14L,2012-02-01,gabapentin,47517.666666666664
08G,2012-02-01,gabapentin,8158.277777777777
08X,2012-02-01,gabapentin,11201.5
07J,2012-02-01,gabapentin,16567.31111111111
09C,2012-02-01,gabapentin,9455.333333333334
00Q,2012-02-01,gabapentin,19641.88888888889
07K,2012-02-01,gabapentin,20985.333333333332
99D,2012-02-01,gabapentin,13058.555555555555
03R,2012-02-01,gabapentin,30623.38888888889
04D,2012-02-01,gabapentin,18830.722222222223
01F,2012-02-01,gabapentin,15514.888888888889
00P,2012-02-01,gabapentin,34021.444444444445
01E,2012-02-01,gabapentin,12675.944444444445
06Q,2012-02-01,gabapentin,17130.11111111111
07L,2012-02-01,gabapentin,5146.055555555556
02M,2012-02-01,gabapentin,19071.88888888889
10R,2012-02-01,gabapentin,13764.5
06N,2012-02-01,gabapentin,35736.11111111111
15D,2012-02-01,gabapentin,20771.11111111111
10X,2012-02-01,gabapentin,21441.11111111111
01Y,2012-02-01,gabapentin,33635.555555555555
11M,2012-02-01,gabapentin,40767.944444444445
07P,2012-02-01,gabapentin,9680.277777777777
07M,2012-02-01,gabapentin,15095.555555555555
07V,2012-02-01,gabapentin,16674.833333333332
04C,2012-02-01,gabapentin,23927.61111111111
15A,2012-02-01,gabapentin,24164.11111111111
01H,2012-02-01,gabapentin,27371.0
01R,2012-02-01,gabapentin,17580.833333333332
99A,2012-02-01,gabapentin,54935.72222222222
00D,2012-02-01,gabapentin,47430.055555555555
05W,2012-02-01,gabapentin,24443.88888888889
03F,2012-02-01,gabapentin,28265.0
07N,2012-02-01,gabapentin,14089.933333333332
12F,2012-02-01,gabapentin,22040.777777777777
04Y,2012-02-01,gabapentin,7103.0
06H,2012-02-01,gabapentin,78077.05555555556
00M,2012-02-01,gabapentin,40215.833333333336
02G,2012-02-01,gabapentin,12137.277777777777
99G,2012-02-01,gabapentin,6562.777777777777
05X,2012-02-01,gabapentin,12522.555555555555
11D,2012-02-01,gabapentin,118.88888888888889
01V,2012-02-01,gabapentin,13367.5
10K,2012-02-01,gabapentin,12954.722222222223
02H,2012-02-01,gabapentin,34920.61111111111
00T,2012-02-01,gabapentin,27299.777777777777
05J,2012-02-01,gabapentin,13396.666666666666
99M,2012-02-01,gabapentin,9775.666666666666
02N,2012-02-01,gabapentin,14000.444444444445
07Y,2012-02-01,gabapentin,8306.777777777777
03N,2012-02-01,gabapentin,55891.11111111111
06K,2012-02-01,gabapentin,37286.0
05F,2012-02-01,gabapentin,15970.555555555555
02Y,2012-02-01,gabapentin,29225.222222222223
15F,2012-02-01,gabapentin,53568.38888888889
09J,2012-02-01,gabapentin,13560.777777777777
00K,2012-02-01,gabapentin,40312.444444444445
08Y,2012-02-01,gabapentin,8389.722222222223
08W,2012-02-01,gabapentin,6997.277777777777
06M,2012-02-01,gabapentin,31419.11111111111
09L,2012-02-01,gabapentin,7709.333333333333
03E,2012-02-01,gabapentin,11853.333333333334
04L,2012-02-01,gabapentin,12543.944444444445
99N,2012-02-01,gabapentin,39051.0
08P,2012-02-01,gabapentin,6282.388888888889
10V,2012-02-01,gabapentin,15875.388888888889
00Y,2012-02-01,gabapentin,26689.38888888889
04N,2012-02-01,gabapentin,9281.833333333334
09E,2012-02-01,gabapentin,14680.277777777777
04V,2012-02-01,gabapentin,27077.11111111111
11X,2012-02-01,gabapentin,41645.666666666664
07X,2012-02-01,gabapentin,14345.722222222223
08V,2012-02-01,gabapentin,11111.722222222223
99E,2012-02-01,gabapentin,11679.444444444445
08C,2012-02-01,gabapentin,5753.111111111111
01C,2012-02-01,gabapentin,19274.333333333332
03M,2012-02-01,gabapentin,10534.833333333334
02X,2012-02-01,gabapentin,44507.27777777778
03V,2012-02-01,gabapentin,6851.166666666667
10D,2012-02-01,gabapentin,6387.055555555556
05A,2012-02-01,gabapentin,28395.555555555555
10Q,2012-02-01,gabapentin,48778.055555555555
07G,2012-02-01,gabapentin,6353.0
08Q,2012-02-01,gabapentin,14816.277777777777
00V,2012-02-01,gabapentin,21743.0
10E,2012-02-01,gabapentin,15543.277777777777
04M,2012-02-01,gabapentin,11186.777777777777
01T,2012-02-01,gabapentin,20982.944444444445
05Y,2012-02-01,gabapentin,18721.166666666668
99K,2012-02-01,gabapentin,10946.111111111111
07T,2012-02-01,gabapentin,8679.888888888889
06F,2012-02-01,gabapentin,27504.166666666668
07R,2012-02-01,gabapentin,11669.611111111111
01K,2012-02-01,gabapentin,30280.444444444445
00C,2012-02-01,gabapentin,11905.277777777777
04H,2012-02-01,gabapentin,13305.0
02P,2012-02-01,gabapentin,25706.722222222223
03J,2012-02-01,gabapentin,11148.833333333334
06T,2012-02-01,gabapentin,27773.944444444445
00R,2012-02-01,gabapentin,21006.0
05V,2012-02-01,gabapentin,8203.0
04Q,2012-02-01,gabapentin,10676.555555555555
08D,2012-02-01,gabapentin,12600.722222222223
06A,2012-02-01,gabapentin,9657.944444444445
04N,2012-02-01,pregabalin,7519.5
08V,2012-02-01,pregabalin,15873.916666666666
08E,2012-02-01,pregabalin,11340.833333333334
01F,2012-02-01,pregabalin,21930.666666666668
10A,2012-02-01,pregabalin,23388.0
00L,2012-02-01,pregabalin,30942.166666666668
14Y,2012-02-01,pregabalin,7303.333333333333
07L,2012-02-01,pregabalin,10921.666666666666
10L,2012-02-01,pregabalin,14751.333333333334
11X,2012-02-01,pregabalin,25767.5
99G,2012-02-01,pregabalin,18804.333333333332
09P,2012-02-01,pregabalin,27267.916666666668
01R,2012-02-01,pregabalin,14773.75
00Q,2012-02-01,pregabalin,11619.666666666666
05N,2012-02-01,pregabalin,32664.75
99M,2012-02-01,pregabalin,15046.0
07P,2012-02-01,pregabalin,13560.25
06M,2012-02-01,pregabalin,22318.666666666668
05H,2012-02-01,pregabalin,11327.25
02A,2012-02-01,pregabalin,25865.25
07Q,2012-02-01,pregabalin,18420.0
11N,2012-02-01,pregabalin,59200.0
08T,2012-02-01,pregabalin,10509.583333333334
07T,2012-02-01,pregabalin,13857.833333333334
04K,2012-02-01,pregabalin,25220.75
00X,2012-02-01,pregabalin,18163.666666666668
08L,2012-02-01,pregabalin,26680.75
06W,2012-02-01,pregabalin,28755.916666666668
07X,2012-02-01,pregabalin,11976.75
00K,2012-02-01,pregabalin,27999.083333333332
15M,2012-02-01,pregabalin,65666.25
08P,2012-02-01,pregabalin,8797.333333333334
99N,2012-02-01,pregabalin,31484.916666666668
10C,2012-02-01,pregabalin,5634.166666666667
05Q,2012-02-01,pregabalin,21822.75
03H,2012-02-01,pregabalin,11926.833333333334
03N,2012-02-01,pregabalin,56237.166666666664
07Y,2012-02-01,pregabalin,15405.25
06L,2012-02-01,pregabalin,30909.583333333332
10K,2012-02-01,pregabalin,12684.5
04Q,2012-02-01,pregabalin,13798.666666666666
04E,2012-02-01,pregabalin,10947.583333333334
09Y,2012-02-01,pregabalin,31343.416666666668
05F,2012-02-01,pregabalin,10663.0
05A,2012-02-01,pregabalin,31849.166666666668
07N,2012-02-01,pregabalin,19252.0
00P,2012-02-01,pregabalin,30321.0
05V,2012-02-01,pregabalin,11752.5
04G,2012-02-01,gabapentin,62050.666666666664
00N,2012-02-01,gabapentin,22253.277777777777
15C,2012-02-01,gabapentin,70103.33333333333
06P,2012-02-01,gabapentin,12367.666666666666
05R,2012-02-01,gabapentin,16089.611111111111
05D,2012-02-01,gabapentin,8728.0
02A,2012-02-01,gabapentin,19646.38888888889
03D,2012-02-01,gabapentin,13098.833333333334
01G,2012-02-01,gabapentin,35921.444444444445
99J,2012-02-01,gabapentin,25167.333333333332
05N,2012-02-01,gabapentin,18815.5
08J,2012-02-01,gabapentin,5709.944444444444
07Q,2012-02-01,gabapentin,16451.444444444445
01J,2012-02-01,gabapentin,21487.11111111111
99C,2012-02-01,gabapentin,36960.77777777778
02T,2012-02-01,gabapentin,17251.0
08N,2012-02-01,gabapentin,5620.944444444444
02E,2012-02-01,gabapentin,16359.722222222223
08H,2012-02-01,gabapentin,16629.38888888889
09G,2012-02-01,gabapentin,32819.11111111111
11E,2012-02-01,gabapentin,14516.166666666666
08M,2012-02-01,gabapentin,8633.111111111111
15E,2012-02-01,gabapentin,89323.77777777778
09H,2012-02-01,gabapentin,4566.166666666667
08K,2012-02-01,gabapentin,16018.555555555555
04F,2012-02-01,gabapentin,14745.222222222223
10L,2012-02-01,gabapentin,10889.833333333334
11A,2012-02-01,gabapentin,38551.27777777778
04K,2012-02-01,gabapentin,24620.5
02F,2012-02-01,gabapentin,16448.722222222223
08F,2012-02-01,gabapentin,9936.444444444445
14Y,2012-02-01,gabapentin,27156.666666666668
03T,2012-02-01,gabapentin,32161.61111111111
06W,2012-02-01,gabapentin,18080.5
03W,2012-02-01,gabapentin,24225.055555555555
02D,2012-02-01,gabapentin,10348.777777777777
10C,2012-02-01,gabapentin,4665.722222222223
07W,2012-02-01,gabapentin,10953.333333333334
10A,2012-02-01,gabapentin,15133.777777777777
01X,2012-02-01,gabapentin,20159.88888888889
00X,2012-02-01,gabapentin,12075.166666666666
02Q,2012-02-01,gabapentin,13615.666666666666
09A,2012-02-01,gabapentin,7514.777777777777
09Y,2012-02-01,gabapentin,14030.833333333334
00L,2012-02-01,gabapentin,53025.5
09D,2012-02-01,gabapentin,21006.833333333332
02R,2012-02-01,gabapentin,27126.333333333332
99D,2012-02-01,pregabalin,15640.416666666666
02G,2012-02-01,pregabalin,12360.5
01V,2012-02-01,pregabalin,14085.0
02T,2012-02-01,pregabalin,20081.5
06D,2012-02-01,pregabalin,5556.333333333333
05Y,2012-02-01,pregabalin,35916.25
08F,2012-02-01,pregabalin,16438.916666666668
05R,2012-02-01,pregabalin,12702.5
02H,2012-02-01,pregabalin,52876.833333333336
08Q,2012-02-01,pregabalin,18840.083333333332
99J,2012-02-01,pregabalin,38875.916666666664
02W,2012-02-01,pregabalin,6426.5
00J,2012-02-01,pregabalin,24121.0
15C,2012-02-01,pregabalin,58246.333333333336
02D,2012-02-01,pregabalin,10417.416666666666
07J,2012-02-01,pregabalin,22488.25
08R,2012-02-01,pregabalin,9063.333333333334
07K,2012-02-01,pregabalin,29837.916666666668
04L,2012-02-01,pregabalin,10419.75
08K,2012-02-01,pregabalin,16642.5
99H,2012-02-01,pregabalin,17912.916666666668
08G,2012-02-01,pregabalin,24627.0
10X,2012-02-01,pregabalin,14289.0
15E,2012-02-01,pregabalin,96071.16666666667
03R,2012-02-01,pregabalin,53198.25
09D,2012-02-01,pregabalin,30295.25
08C,2012-02-01,pregabalin,11734.333333333334
08Y,2012-02-01,pregabalin,16831.416666666668
15A,2012-02-01,pregabalin,31382.666666666668
06H,2012-02-01,pregabalin,40949.583333333336
09G,2012-02-01,pregabalin,29632.5
10E,2012-02-01,pregabalin,20043.916666666668
99E,2012-02-01,pregabalin,20580.5
01H,2012-02-01,pregabalin,23467.166666666668
09N,2012-02-01,pregabalin,12618.25
06A,2012-02-01,pregabalin,21936.0
03K,2012-02-01,pregabalin,20728.0
06N,2012-02-01,pregabalin,24154.0
07V,2012-02-01,pregabalin,17392.833333333332
01J,2012-02-01,pregabalin,24175.5
03E,2012-02-01,pregabalin,13036.583333333334
13T,2012-02-01,pregabalin,58181.333333333336
99C,2012-02-01,pregabalin,20244.833333333332
00C,2012-02-01,pregabalin,12410.5
03T,2012-02-01,pregabalin,35798.75
02M,2012-02-01,pregabalin,18617.166666666668
14L,2012-02-01,pregabalin,81834.33333333333
01E,2012-02-01,pregabalin,25014.0
03D,2012-02-01,pregabalin,16131.916666666666
02Q,2012-02-01,pregabalin,13053.833333333334
07G,2012-02-01,pregabalin,9768.25
06Y,2012-02-01,pregabalin,25613.5
04D,2012-02-01,pregabalin,25835.666666666668
08J,2012-02-01,pregabalin,9423.666666666666
03Q,2012-02-01,pregabalin,37325.833333333336
08D,2012-02-01,pregabalin,8435.5
05J,2012-02-01,pregabalin,9725.416666666666
99F,2012-02-01,pregabalin,18461.666666666668
05C,2012-02-01,pregabalin,20714.833333333332
01T,2012-02-01,pregabalin,18356.833333333332
00R,2012-02-01,pregabalin,19819.25
03A,2012-02-01,pregabalin,22139.083333333332
06F,2012-02-01,pregabalin,23363.083333333332
09F,2012-02-01,pregabalin,18900.75
05G,2012-02-01,pregabalin,18059.666666666668
