pct,month,drug,gaba_ddd
03R,2012-04-01,gabapentin,32583.944444444445
15C,2012-04-01,gabapentin,70076.88888888889
07N,2012-04-01,gabapentin,14259.933333333332
10C,2012-04-01,gabapentin,4235.444444444444
07H,2012-04-01,gabapentin,15079.222222222223
03K,2012-04-01,gabapentin,15291.666666666666
10J,2012-04-01,gabapentin,12582.555555555555
08N,2012-04-01,gabapentin,6384.111111111111
07X,2012-04-01,gabapentin,14843.222222222223
06K,2012-04-01,gabapentin,38246.27777777778
05J,2012-04-01,gabapentin,13875.277777777777
08H,2012-04-01,gabapentin,15932.777777777777
01T,2012-04-01,gabapentin,22104.88888888889
11E,2012-04-01,gabapentin,14661.611111111111
99D,2012-04-01,gabapentin,13216.333333333334
07Q,2012-04-01,gabapentin,17055.666666666668
09P,2012-04-01,gabapentin,11524.444444444445
03M,2012-04-01,gabapentin,11647.333333333334
09N,2012-04-01,gabapentin,9824.277777777777
00C,2012-04-01,gabapentin,12533.111111111111
08V,2012-04-01,gabapentin,11817.944444444445
06M,2012-04-01,pregabalin,23194.333333333332
10L,2012-04-01,pregabalin,15957.416666666666
02P,2012-04-01,pregabalin,29266.083333333332
09D,2012-04-01,pregabalin,32995.583333333336
04Q,2012-04-01,pregabalin,13503.0
01C,2012-04-01,pregabalin,21479.333333333332
02H,2012-04-01,pregabalin,57153.583333333336
03V,2012-04-01,pregabalin,4193.416666666667
01D,2012-04-01,pregabalin,31754.333333333332
07L,2012-04-01,pregabalin,11805.25
08Q,2012-04-01,pregabalin,19011.25
01R,2012-04-01,pregabalin,13895.083333333334
02E,2012-04-01,pregabalin,31403.916666666668
03N,2012-04-01,pregabalin,59297.833333333336
02X,2012-04-01,pregabalin,51543.583333333336
03K,2012-04-01,pregabalin,19887.5
06N,2012-04-01,pregabalin,24025.916666666668
07W,2012-04-01,pregabalin,21362.083333333332
09F,2012-04-01,pregabalin,21054.333333333332
05D,2012-04-01,pregabalin,11570.833333333334
08E,2012-04-01,pregabalin,11200.166666666666
05R,2012-04-01,pregabalin,13787.083333333334
02T,2012-04-01,pregabalin,19869.166666666668
03W,2012-04-01,pregabalin,22519.083333333332
07Y,2012-04-01,pregabalin,14762.083333333334
03J,2012-04-01,pregabalin,21738.833333333332
09X,2012-04-01,pregabalin,19236.666666666668
00Y,2012-04-01,pregabalin,33719.5
08N,2012-04-01,pregabalin,17024.166666666668
04Y,2012-04-01,pregabalin,12911.25
12F,2012-04-01,pregabalin,41065.25
15D,2012-04-01,pregabalin,20245.5
01X,2012-04-01,pregabalin,43809.083333333336
03H,2012-04-01,pregabalin,12386.583333333334
05F,2012-04-01,pregabalin,11664.166666666666
06A,2012-04-01,pregabalin,23741.166666666668
03T,2012-04-01,pregabalin,36948.25
11E,2012-04-01,pregabalin,9966.5
06L,2012-04-01,pregabalin,32378.75
00T,2012-04-01,pregabalin,37095.833333333336
08A,2012-04-01,pregabalin,16688.333333333332
05Q,2012-04-01,pregabalin,23767.583333333332
02D,2012-04-01,pregabalin,9926.333333333334
99J,2012-04-01,pregabalin,41499.666666666664
11A,2012-04-01,pregabalin,36207.333333333336
07J,2012-04-01,pregabalin,24769.166666666668
99G,2012-04-01,pregabalin,18986.166666666668
02A,2012-04-01,pregabalin,26200.083333333332
04M,2012-04-01,pregabalin,9145.666666666666
15A,2012-04-01,pregabalin,33300.833333333336
05C,2012-04-01,pregabalin,18574.5
13T,2012-04-01,pregabalin,55671.083333333336
07Q,2012-04-01,pregabalin,19323.75
06H,2012-04-01,pregabalin,44540.333333333336
10E,2012-04-01,pregabalin,20378.583333333332
99H,2012-04-01,pregabalin,18722.75
12D,2012-04-01,pregabalin,14578.083333333334
02Y,2012-04-01,pregabalin,33365.0
15E,2012-04-01,pregabalin,98249.16666666667
09C,2012-04-01,pregabalin,10312.666666666666
09A,2012-04-01,pregabalin,13145.916666666666
11J,2012-04-01,pregabalin,30199.083333333332
07G,2012-04-01,pregabalin,10581.916666666666
04H,2012-04-01,pregabalin,10019.583333333334
14L,2012-04-01,pregabalin,83746.91666666667
01F,2012-04-01,pregabalin,22648.25
09E,2012-04-01,pregabalin,24172.166666666668
15C,2012-04-01,pregabalin,60880.666666666664
99A,2012-04-01,pregabalin,62105.416666666664
07N,2012-04-01,pregabalin,19508.0
00R,2012-04-01,pregabalin,21333.25
11X,2012-04-01,pregabalin,26239.25
15F,2012-04-01,pregabalin,76326.08333333333
02R,2012-04-01,pregabalin,27967.833333333332
04K,2012-04-01,pregabalin,26957.0
02N,2012-04-01,pregabalin,14584.083333333334
09N,2012-04-01,pregabalin,14797.583333333334
03L,2012-04-01,pregabalin,25496.5
00D,2012-04-01,pregabalin,38517.25
07H,2012-04-01,pregabalin,25028.416666666668
08C,2012-04-01,pregabalin,12410.333333333334
09W,2012-04-01,pregabalin,36633.75
05A,2012-04-01,pregabalin,30776.666666666668
05T,2012-04-01,pregabalin,19336.0
08M,2012-04-01,pregabalin,16625.0
08Y,2012-04-01,pregabalin,16805.416666666668
04V,2012-04-01,pregabalin,27110.5
06T,2012-04-01,pregabalin,54638.916666666664
10J,2012-04-01,pregabalin,16341.083333333334
08X,2012-04-01,pregabalin,13688.5
07V,2012-04-01,pregabalin,16723.583333333332
06F,2012-04-01,pregabalin,25590.75
05V,2012-04-01,pregabalin,12588.333333333334
02M,2012-04-01,pregabalin,19950.166666666668
08R,2012-04-01,pregabalin,8193.083333333334
06Q,2012-04-01,pregabalin,56109.083333333336
11D,2012-04-01,gabapentin,96.66666666666667
99M,2012-04-01,gabapentin,9802.388888888889
01K,2012-04-01,pregabalin,39054.666666666664
04C,2012-04-01,pregabalin,20646.833333333332
03M,2012-04-01,pregabalin,13858.916666666666
08F,2012-04-01,pregabalin,15834.666666666666
09G,2012-04-01,pregabalin,28769.916666666668
00X,2012-04-01,pregabalin,19863.0
04F,2012-04-01,pregabalin,9577.416666666666
01H,2012-04-01,pregabalin,24972.666666666668
04L,2012-04-01,pregabalin,9408.5
06D,2012-04-01,pregabalin,5806.333333333333
10K,2012-04-01,pregabalin,12693.083333333334
08H,2012-04-01,pregabalin,9587.333333333334
08W,2012-04-01,pregabalin,16075.083333333334
01W,2012-04-01,pregabalin,26052.416666666668
01A,2012-04-01,pregabalin,31986.75
99E,2012-04-01,pregabalin,21770.916666666668
11N,2012-04-01,pregabalin,62235.75
05W,2012-04-01,pregabalin,24920.583333333332
06V,2012-04-01,pregabalin,22563.916666666668
01E,2012-04-01,pregabalin,25907.333333333332
08D,2012-04-01,pregabalin,7892.75
00V,2012-04-01,pregabalin,24667.833333333332
05L,2012-04-01,pregabalin,34878.416666666664
08J,2012-04-01,pregabalin,10015.0
08V,2012-04-01,pregabalin,17139.083333333332
01T,2012-04-01,pregabalin,19645.5
00N,2012-04-01,pregabalin,16539.666666666668
03Q,2012-04-01,pregabalin,38786.666666666664
15N,2012-04-01,pregabalin,130803.5
03E,2012-04-01,pregabalin,13207.666666666666
01Y,2012-04-01,pregabalin,21289.083333333332
08K,2012-04-01,pregabalin,17588.25
14Y,2012-04-01,pregabalin,8376.916666666666
10V,2012-04-01,pregabalin,14528.5
07M,2012-04-01,pregabalin,18270.25
00K,2012-04-01,pregabalin,28608.083333333332
06P,2012-04-01,pregabalin,11507.166666666666
00P,2012-04-01,pregabalin,32178.666666666668
09P,2012-04-01,pregabalin,27287.833333333332
04D,2012-04-01,pregabalin,26468.916666666668
01V,2012-04-01,pregabalin,14740.333333333334
11M,2012-04-01,pregabalin,48514.083333333336
07R,2012-04-01,pregabalin,8453.583333333334
09Y,2012-04-01,pregabalin,32830.166666666664
11D,2012-04-01,pregabalin,322.0
08G,2012-04-01,pregabalin,25381.75
06Y,2012-04-01,pregabalin,27961.5
00M,2012-04-01,pregabalin,43534.5
05Y,2012-04-01,pregabalin,34791.916666666664
00X,2016-04-01,gabapentin,26273.722222222223
04F,2016-04-01,gabapentin,35836.38888888889
03K,2016-04-01,gabapentin,28156.11111111111
05H,2016-04-01,gabapentin,31235.444444444445
00J,2016-04-01,gabapentin,73680.11111111111
05A,2016-04-01,gabapentin,65575.5
02R,2016-04-01,gabapentin,61454.0
09N,2016-04-01,gabapentin,16580.555555555555
05T,2016-04-01,gabapentin,44914.666666666664
05D,2016-04-01,gabapentin,19249.61111111111
03D,2016-04-01,gabapentin,26286.11111111111
99D,2016-04-01,gabapentin,26913.555555555555
09D,2016-04-01,gabapentin,52171.22222222222
01G,2016-04-01,gabapentin,76284.11111111111
08A,2016-04-01,gabapentin,32847.27777777778
00N,2016-04-01,gabapentin,42034.555555555555
08H,2016-04-01,gabapentin,32265.61111111111
07M,2016-04-01,gabapentin,29044.444444444445
11N,2016-04-01,gabapentin,112021.11111111111
99F,2016-04-01,gabapentin,17657.0
02E,2016-04-01,gabapentin,37075.22222222222
01K,2016-04-01,gabapentin,67698.72222222222
06Y,2016-04-01,gabapentin,44986.0
08C,2016-04-01,gabapentin,8470.166666666666
09F,2016-04-01,gabapentin,43775.0
04C,2016-04-01,gabapentin,39329.27777777778
03V,2016-04-01,gabapentin,16131.222222222223
00Q,2016-04-01,gabapentin,38839.055555555555
07X,2016-04-01,gabapentin,31261.11111111111
05X,2016-04-01,gabapentin,27847.666666666668
01C,2016-04-01,gabapentin,38466.444444444445
03L,2016-04-01,gabapentin,49987.944444444445
04H,2016-04-01,gabapentin,25672.0
02X,2016-04-01,gabapentin,73132.33333333333
02H,2016-04-01,gabapentin,79783.0
15D,2016-04-01,gabapentin,40536.944444444445
00K,2016-04-01,gabapentin,75475.33333333333
02F,2016-04-01,gabapentin,44170.5
02P,2016-04-01,gabapentin,52264.333333333336
03H,2016-04-01,gabapentin,29286.333333333332
01H,2016-04-01,gabapentin,58995.166666666664
00V,2016-04-01,gabapentin,45514.055555555555
06Q,2016-04-01,gabapentin,35598.77777777778
00M,2016-04-01,gabapentin,77999.38888888889
15C,2016-04-01,gabapentin,116691.5
04E,2016-04-01,gabapentin,44206.055555555555
14Y,2016-04-01,gabapentin,54536.444444444445
07G,2016-04-01,gabapentin,18886.722222222223
08G,2016-04-01,gabapentin,16158.222222222223
15N,2016-04-01,gabapentin,204583.94444444444
11E,2016-04-01,gabapentin,27106.666666666668
11X,2016-04-01,gabapentin,94568.83333333333
07Y,2016-04-01,gabapentin,16477.166666666668
07Q,2016-04-01,gabapentin,31496.88888888889
04K,2016-04-01,gabapentin,53296.5
08X,2016-04-01,gabapentin,20279.555555555555
10R,2016-04-01,gabapentin,31722.833333333332
10X,2016-04-01,gabapentin,47920.666666666664
08E,2016-04-01,gabapentin,15049.472222222223
10J,2016-04-01,gabapentin,23345.666666666668
08R,2016-04-01,gabapentin,12180.944444444445
08Q,2016-04-01,gabapentin,27098.277777777777
05L,2016-04-01,gabapentin,103221.33333333333
07W,2016-04-01,gabapentin,21979.555555555555
12F,2016-04-01,gabapentin,73218.44444444444
07P,2016-04-01,gabapentin,20037.222222222223
01J,2016-04-01,gabapentin,49825.444444444445
01E,2016-04-01,gabapentin,28862.333333333332
05R,2016-04-01,gabapentin,25776.88888888889
00Y,2016-04-01,gabapentin,60747.194444444445
15F,2016-04-01,gabapentin,94334.27777777778
09J,2016-04-01,gabapentin,32985.666666666664
05V,2016-04-01,gabapentin,20304.944444444445
08V,2016-04-01,gabapentin,23186.166666666668
09X,2016-04-01,gabapentin,26423.555555555555
01W,2016-04-01,gabapentin,68456.5
99H,2016-04-01,gabapentin,20265.944444444445
99N,2016-04-01,gabapentin,80383.77777777778
06M,2016-04-01,gabapentin,79689.38888888889
06T,2016-04-01,gabapentin,58742.333333333336
08P,2016-04-01,gabapentin,10997.611111111111
03W,2016-04-01,gabapentin,44268.166666666664
07T,2016-04-01,gabapentin,21285.333333333332
00D,2016-04-01,gabapentin,92318.38888888889
09W,2016-04-01,gabapentin,43016.055555555555
03N,2016-04-01,gabapentin,98772.11111111111
02T,2016-04-01,gabapentin,39139.0
09G,2016-04-01,gabapentin,70859.38888888889
10Q,2016-04-01,gabapentin,92393.33333333333
02Y,2016-04-01,gabapentin,51321.38888888889
08M,2016-04-01,gabapentin,14459.888888888889
05Y,2016-04-01,gabapentin,42157.305555555555
04G,2016-04-01,gabapentin,125157.27777777778
10E,2016-04-01,gabapentin,33845.166666666664
09A,2016-04-01,gabapentin,11440.0
09L,2016-04-01,gabapentin,13786.722222222223
10D,2016-04-01,gabapentin,22672.333333333332
02D,2016-04-01,gabapentin,22428.777777777777
05C,2016-04-01,gabapentin,48517.77777777778
08W,2016-04-01,gabapentin,14410.666666666666
04Y,2016-04-01,gabapentin,17681.333333333332
03M,2016-04-01,gabapentin,25403.88888888889
09Y,2016-04-01,gabapentin,27792.277777777777
02A,2016-04-01,gabapentin,38945.27777777778
08Y,2016-04-01,gabapentin,13827.166666666666
10V,2016-04-01,gabapentin,37427.666666666664
01F,2016-04-01,gabapentin,38463.5
08K,2016-04-01,gabapentin,25534.055555555555
99J,2016-04-01,gabapentin,55247.61111111111
15E,2016-04-01,gabapentin,164139.61111111112
06L,2016-04-01,gabapentin,74315.33333333333
08J,2016-04-01,gabapentin,11773.777777777777
99C,2016-04-01,gabapentin,59752.666666666664
02Q,2016-04-01,gabapentin,25831.222222222223
99G,2016-04-01,gabapentin,18110.722222222223
04M,2016-04-01,gabapentin,18759.555555555555
06W,2016-04-01,gabapentin,37185.27777777778
03J,2016-04-01,gabapentin,22382.38888888889
10A,2016-04-01,gabapentin,39098.11111111111
11J,2016-04-01,gabapentin,100577.77777777778
04N,2016-04-01,gabapentin,15595.944444444445
99A,2016-04-01,gabapentin,126247.88888888889
06K,2016-04-01,gabapentin,72781.5
10C,2016-04-01,gabapentin,7005.611111111111
13T,2016-04-01,gabapentin,128949.22222222222
11M,2016-04-01,gabapentin,93479.27777777778
09E,2016-04-01,gabapentin,31406.444444444445
09H,2016-04-01,gabapentin,11238.222222222223
07K,2016-04-01,gabapentin,41221.555555555555
01R,2016-04-01,gabapentin,33993.944444444445
04L,2016-04-01,gabapentin,25587.88888888889
01A,2016-04-01,gabapentin,91375.66666666667
03A,2016-04-01,gabapentin,35715.88888888889
03E,2016-04-01,gabapentin,20393.38888888889
06D,2016-04-01,gabapentin,22200.333333333332
00L,2016-04-01,gabapentin,96896.33333333333
06N,2016-04-01,gabapentin,61669.0
00C,2016-04-01,gabapentin,24268.722222222223
12D,2016-04-01,gabapentin,36791.22222222222
02N,2016-04-01,gabapentin,25087.61111111111
04V,2016-04-01,gabapentin,53726.72222222222
10K,2016-04-01,gabapentin,30440.166666666668
06F,2016-04-01,gabapentin,66599.72222222222
10L,2016-04-01,gabapentin,27387.0
01D,2016-04-01,pregabalin,63488.76666666667
09E,2016-04-01,pregabalin,48071.9
00M,2016-04-01,pregabalin,100012.45
08R,2016-04-01,pregabalin,17891.533333333333
02X,2016-04-01,pregabalin,86192.48333333334
06K,2016-04-01,pregabalin,62389.166666666664
01K,2016-04-01,pregabalin,63984.96666666667
01Y,2016-04-01,pregabalin,47345.6
07W,2016-04-01,pregabalin,44798.933333333334
00L,2016-04-01,pregabalin,67928.7
99C,2016-04-01,pregabalin,51155.816666666666
99J,2016-04-01,pregabalin,81538.31666666667
06D,2016-04-01,pregabalin,13026.233333333334
00P,2016-04-01,pregabalin,72367.76666666666
08L,2016-04-01,pregabalin,40834.15
00C,2016-04-01,pregabalin,27538.783333333333
06H,2016-04-01,pregabalin,108553.73333333334
01W,2016-04-01,pregabalin,61639.066666666666
07H,2016-04-01,pregabalin,43649.183333333334
08M,2016-04-01,pregabalin,44259.9
08X,2016-04-01,pregabalin,31943.366666666665
14L,2016-04-01,pregabalin,153283.16666666666
10Q,2016-04-01,pregabalin,62705.38333333333
08N,2016-04-01,pregabalin,40100.933333333334
00J,2016-04-01,pregabalin,61607.8
99D,2016-04-01,pregabalin,33436.15
02Q,2016-04-01,pregabalin,32432.566666666666
08F,2016-04-01,pregabalin,40359.48333333333
08A,2016-04-01,pregabalin,33161.666666666664
03T,2016-04-01,pregabalin,82941.11666666667
05R,2016-04-01,pregabalin,28044.666666666668
08Q,2016-04-01,pregabalin,34248.28333333333
01H,2016-04-01,pregabalin,49932.73333333333
12D,2016-04-01,pregabalin,45254.166666666664
03J,2016-04-01,pregabalin,35563.183333333334
03K,2016-04-01,pregabalin,41334.7
05C,2016-04-01,pregabalin,41696.933333333334
10K,2016-04-01,pregabalin,37362.46666666667
04K,2016-04-01,pregabalin,54351.9
15N,2016-04-01,pregabalin,275849.95
10X,2016-04-01,pregabalin,45207.65
02Y,2016-04-01,pregabalin,57801.36666666667
15C,2016-04-01,pregabalin,158569.4
01A,2016-04-01,pregabalin,67917.6
15D,2016-04-01,pregabalin,35986.416666666664
06H,2016-04-01,gabapentin,141033.38888888888
00P,2016-04-01,gabapentin,71851.72222222222
06V,2016-04-01,gabapentin,38363.333333333336
05J,2016-04-01,gabapentin,25201.0
07J,2016-04-01,gabapentin,35812.833333333336
02W,2016-04-01,gabapentin,16671.944444444445
05N,2016-04-01,gabapentin,37735.666666666664
07N,2016-04-01,gabapentin,29866.0
07L,2016-04-01,gabapentin,13482.611111111111
05G,2016-04-01,gabapentin,40104.333333333336
08T,2016-04-01,gabapentin,10981.5
03F,2016-04-01,gabapentin,55947.055555555555
05W,2016-04-01,gabapentin,58932.88888888889
08F,2016-04-01,gabapentin,23817.333333333332
14L,2016-04-01,gabapentin,103618.72222222222
00T,2016-04-01,gabapentin,58064.333333333336
01T,2016-04-01,gabapentin,42735.27777777778
05Q,2016-04-01,gabapentin,34797.5
00R,2016-04-01,gabapentin,54107.5
08N,2016-04-01,gabapentin,11764.888888888889
99M,2016-04-01,gabapentin,18721.5
99E,2016-04-01,gabapentin,28080.222222222223
02G,2016-04-01,gabapentin,27349.88888888889
04D,2016-04-01,gabapentin,34619.944444444445
01D,2016-04-01,gabapentin,51611.555555555555
09C,2016-04-01,gabapentin,18467.722222222223
03R,2016-04-01,gabapentin,74804.44444444444
03T,2016-04-01,gabapentin,64820.88888888889
08L,2016-04-01,gabapentin,33763.333333333336
06P,2016-04-01,gabapentin,27821.444444444445
01V,2016-04-01,gabapentin,26488.944444444445
15M,2016-04-01,gabapentin,225229.66666666666
15A,2016-04-01,gabapentin,48425.444444444445
06A,2016-04-01,gabapentin,25519.333333333332
07H,2016-04-01,gabapentin,24859.11111111111
11A,2016-04-01,gabapentin,73005.72222222222
04Q,2016-04-01,gabapentin,17111.11111111111
08D,2016-04-01,gabapentin,27291.11111111111
03Q,2016-04-01,gabapentin,58997.5
09P,2016-04-01,gabapentin,31469.11111111111
99K,2016-04-01,gabapentin,23020.277777777777
07V,2016-04-01,gabapentin,35297.77777777778
07R,2016-04-01,gabapentin,22465.61111111111
02M,2016-04-01,gabapentin,48578.555555555555
01T,2016-04-01,pregabalin,48604.433333333334
03M,2016-04-01,pregabalin,26069.766666666666
05Y,2016-04-01,pregabalin,76782.06666666667
08J,2016-04-01,pregabalin,20676.283333333333
06W,2016-04-01,pregabalin,58698.65
04L,2016-04-01,pregabalin,25317.066666666666
09H,2016-04-01,pregabalin,18881.833333333332
11A,2016-04-01,pregabalin,97610.36666666667
05L,2016-04-01,pregabalin,79624.5
01J,2016-04-01,pregabalin,64736.46666666667
07J,2016-04-01,pregabalin,50379.75
00X,2016-04-01,pregabalin,37000.6
06A,2016-04-01,pregabalin,51462.73333333333
00N,2016-04-01,pregabalin,38749.583333333336
04E,2016-04-01,pregabalin,34099.0
10R,2016-04-01,pregabalin,34735.45
00Y,2016-04-01,pregabalin,63719.6
02M,2016-04-01,pregabalin,36525.88333333333
05F,2016-04-01,pregabalin,24434.5
04G,2016-04-01,pregabalin,86080.6
05W,2016-04-01,pregabalin,54975.816666666666
06F,2016-04-01,pregabalin,44283.1
99F,2016-04-01,pregabalin,38237.6
07K,2016-04-01,pregabalin,57437.36666666667
07T,2016-04-01,pregabalin,35062.45
99K,2016-04-01,pregabalin,32849.7
03R,2016-04-01,pregabalin,90115.76666666666
00V,2016-04-01,pregabalin,40804.316666666666
05H,2016-04-01,pregabalin,29317.383333333335
09J,2016-04-01,pregabalin,45736.03333333333
00K,2016-04-01,pregabalin,77615.68333333333
07R,2016-04-01,pregabalin,15568.5
04D,2016-04-01,pregabalin,76142.56666666667
04N,2016-04-01,pregabalin,16409.95
02T,2016-04-01,pregabalin,39657.36666666667
09A,2016-04-01,pregabalin,27458.833333333332
04C,2016-04-01,pregabalin,43994.11666666667
06L,2016-04-01,pregabalin,70461.56666666667
10L,2016-04-01,pregabalin,38123.36666666667
07N,2016-04-01,pregabalin,37943.3
06V,2016-04-01,pregabalin,38650.11666666667
02F,2016-04-01,pregabalin,47878.333333333336
08P,2016-04-01,pregabalin,18755.7
07P,2016-04-01,pregabalin,32549.383333333335
04V,2016-04-01,pregabalin,58654.96666666667
15A,2016-04-01,pregabalin,67133.25
03D,2016-04-01,pregabalin,27724.933333333334
06N,2016-04-01,pregabalin,50951.63333333333
06P,2016-04-01,pregabalin,21145.966666666667
07L,2016-04-01,pregabalin,31335.666666666668
10D,2016-04-01,pregabalin,28473.316666666666
07X,2016-04-01,pregabalin,21431.316666666666
01C,2016-04-01,pregabalin,38180.03333333333
09W,2016-04-01,pregabalin,67640.8
00Q,2016-04-01,pregabalin,27037.566666666666
02N,2016-04-01,pregabalin,26322.333333333332
99G,2016-04-01,pregabalin,43866.1
15E,2016-04-01,pregabalin,205742.55
09D,2016-04-01,pregabalin,59742.63333333333
05Q,2016-04-01,pregabalin,52685.11666666667
13T,2016-04-01,pregabalin,132575.25
11J,2016-04-01,pregabalin,86731.51666666666
05A,2016-04-01,pregabalin,60167.61666666667
03H,2016-04-01,pregabalin,22556.233333333334
07V,2016-04-01,pregabalin,42141.316666666666
10J,2016-04-01,pregabalin,34042.066666666666
04F,2016-04-01,pregabalin,28032.25
08Y,2016-04-01,pregabalin,30511.933333333334
09Y,2016-04-01,pregabalin,54691.6
03A,2016-04-01,pregabalin,46289.166666666664
01V,2016-04-01,pregabalin,32547.0
01F,2016-04-01,pregabalin,50112.48333333333
08V,2016-04-01,pregabalin,40043.55
99E,2016-04-01,pregabalin,53874.7
09C,2016-04-01,pregabalin,21748.283333333333
02W,2016-04-01,pregabalin,11032.9
07Q,2016-04-01,pregabalin,47422.46666666667
06Q,2016-04-01,pregabalin,99493.11666666667
10A,2016-04-01,pregabalin,46340.75
08H,2016-04-01,pregabalin,23004.833333333332
09F,2016-04-01,pregabalin,28200.25
08W,2016-04-01,pregabalin,29794.783333333333
03V,2016-04-01,pregabalin,8246.7
10C,2016-04-01,pregabalin,13295.333333333334
07G,2016-04-01,pregabalin,24246.4
02R,2016-04-01,pregabalin,50221.433333333334
03Q,2016-04-01,pregabalin,68416.78333333334
01X,2016-04-01,pregabalin,80886.68333333333
05V,2016-04-01,pregabalin,24669.333333333332
04H,2016-04-01,pregabalin,25727.25
02H,2016-04-01,pregabalin,120404.76666666666
04Q,2016-04-01,pregabalin,36055.0
09N,2016-04-01,pregabalin,27864.95
05G,2016-04-01,pregabalin,41038.083333333336
09P,2016-04-01,pregabalin,33806.083333333336
10V,2016-04-01,pregabalin,36556.28333333333
03W,2016-04-01,pregabalin,48093.76666666667
05F,2016-04-01,gabapentin,26652.944444444445
01Y,2016-04-01,gabapentin,73859.33333333333
01X,2016-04-01,gabapentin,51033.5
07M,2016-04-01,pregabalin,33955.65
03L,2016-04-01,pregabalin,56543.73333333333
08G,2016-04-01,pregabalin,41842.416666666664
11E,2016-04-01,pregabalin,21663.866666666665
99N,2016-04-01,pregabalin,84642.03333333334
14Y,2016-04-01,pregabalin,14069.483333333334
05X,2016-04-01,pregabalin,43977.416666666664
02G,2016-04-01,pregabalin,28497.033333333333
04Y,2016-04-01,pregabalin,26873.016666666666
05J,2016-04-01,pregabalin,22700.3
15M,2016-04-01,pregabalin,144686.38333333333
01G,2016-04-01,pregabalin,52140.433333333334
12F,2016-04-01,pregabalin,71219.25
05T,2016-04-01,pregabalin,44067.53333333333
04M,2016-04-01,pregabalin,19080.233333333334
03E,2016-04-01,pregabalin,28315.65
02E,2016-04-01,pregabalin,55874.63333333333
05N,2016-04-01,pregabalin,56200.0
08E,2016-04-01,pregabalin,25268.7
15F,2016-04-01,pregabalin,144029.3
00R,2016-04-01,pregabalin,33947.11666666667
05D,2016-04-01,pregabalin,19243.066666666666
07Y,2016-04-01,pregabalin,36308.916666666664
08C,2016-04-01,pregabalin,30391.7
08T,2016-04-01,pregabalin,19619.7
11N,2016-04-01,pregabalin,141207.15
99A,2016-04-01,pregabalin,153713.03333333333
00T,2016-04-01,pregabalin,74388.3
10E,2016-04-01,pregabalin,38342.666666666664
02P,2016-04-01,pregabalin,71837.85
02A,2016-04-01,pregabalin,50494.35
09G,2016-04-01,pregabalin,75821.31666666667
08D,2016-04-01,pregabalin,15805.9
06Y,2016-04-01,pregabalin,44221.98333333333
03N,2016-04-01,pregabalin,128466.28333333334
11X,2016-04-01,pregabalin,81808.36666666667
99H,2016-04-01,pregabalin,39082.78333333333
01E,2016-04-01,pregabalin,50476.166666666664
11M,2016-04-01,pregabalin,109134.7
09L,2016-04-01,pregabalin,18493.65
03F,2016-04-01,pregabalin,51751.86666666667
01R,2016-04-01,pregabalin,31651.116666666665
00D,2016-04-01,pregabalin,92775.38333333333
08K,2016-04-01,pregabalin,36263.933333333334
99M,2016-04-01,pregabalin,34627.61666666667
06M,2016-04-01,pregabalin,49635.03333333333
09X,2016-04-01,pregabalin,41528.433333333334
06T,2016-04-01,pregabalin,105846.55
02D,2016-04-01,pregabalin,23156.166666666668
03V,2012-05-01,gabapentin,8350.333333333334
04D,2012-05-01,gabapentin,20736.944444444445
07N,2012-05-01,gabapentin,15755.711111111112
99N,2012-05-01,gabapentin,43573.0
11N,2012-05-01,gabapentin,75544.77777777778
02N,2012-05-01,gabapentin,15431.277777777777
00T,2012-05-01,gabapentin,32061.722222222223
06A,2012-05-01,gabapentin,11186.722222222223
15A,2012-05-01,gabapentin,25898.166666666668
02X,2012-05-01,gabapentin,51177.555555555555
09C,2012-05-01,gabapentin,10583.722222222223
08J,2012-05-01,gabapentin,8084.666666666667
06M,2012-05-01,gabapentin,37988.0
01A,2012-05-01,gabapentin,46107.833333333336
09D,2012-05-01,gabapentin,24284.055555555555
00D,2012-05-01,gabapentin,56551.333333333336
00L,2012-05-01,gabapentin,61741.444444444445
01T,2012-05-01,gabapentin,23071.777777777777
05C,2012-05-01,gabapentin,25637.38888888889
08E,2012-05-01,gabapentin,9631.833333333334
09H,2012-05-01,gabapentin,5579.833333333333
06H,2012-05-01,gabapentin,88787.72222222222
10V,2012-05-01,gabapentin,18668.277777777777
02D,2012-05-01,gabapentin,13186.666666666666
00J,2012-05-01,gabapentin,46851.555555555555
03K,2012-05-01,gabapentin,16926.555555555555
08P,2012-05-01,gabapentin,7929.166666666667
00V,2012-05-01,gabapentin,25311.777777777777
08M,2012-05-01,gabapentin,9360.444444444445
08Y,2012-05-01,gabapentin,9519.944444444445
03J,2012-05-01,gabapentin,12679.333333333334
10Q,2012-05-01,gabapentin,57052.0
15N,2012-05-01,gabapentin,125321.44444444444
08V,2012-05-01,gabapentin,12412.944444444445
99G,2012-05-01,gabapentin,6950.444444444444
03H,2012-05-01,gabapentin,17781.944444444445
02P,2012-05-01,gabapentin,30503.722222222223
08C,2012-05-01,gabapentin,6960.611111111111
15E,2012-05-01,gabapentin,105313.16666666667
10A,2012-05-01,gabapentin,17724.166666666668
03N,2012-05-01,gabapentin,63855.38888888889
07T,2012-05-01,gabapentin,10145.222222222223
08T,2012-05-01,gabapentin,6037.555555555556
08L,2012-05-01,gabapentin,22058.944444444445
08R,2012-05-01,gabapentin,7827.666666666667
10L,2012-05-01,gabapentin,12555.166666666666
09J,2012-05-01,gabapentin,15348.111111111111
