month,pct,enteric_coated,total_aspirin
2010-12-01,05A,3148,23914
2010-12-01,10R,1034,9308
2010-12-01,04N,2104,7538
2010-12-01,13T,6667,37679
2010-12-01,09P,1300,10520
2010-12-01,06H,7489,43413
2010-12-01,02H,6347,18129
2010-12-01,05V,2765,8062
2010-12-01,99F,1288,7966
2010-12-01,07L,1276,6943
2010-12-01,04V,4721,19207
2010-12-01,05D,3580,8818
2010-12-01,03H,1805,8925
2010-12-01,01E,6988,11809
2010-12-01,07G,1207,7204
2010-12-01,03F,2272,16084
2010-12-01,02N,1593,8051
2010-12-01,02R,4908,16884
2010-12-01,00D,6168,25452
2010-12-01,11N,7733,39209
2010-12-01,08L,2371,10914
2010-12-01,06Q,2629,20393
2010-12-01,06Y,1495,15117
2010-12-01,05F,1857,9762
2010-12-01,02T,1573,12270
2010-12-01,99N,5748,23849
2010-12-01,08F,1851,12123
2010-12-01,04Q,2803,9972
2010-12-01,15A,1118,20063
2010-12-01,00Y,3447,12070
2010-12-01,15N,6772,72582
2010-12-01,08R,1762,7502
2010-12-01,14L,5442,27581
2010-12-01,00M,7078,21968
2010-12-01,02F,1874,13168
2010-12-01,05N,3755,14717
2010-12-01,11J,5865,42376
2010-12-01,05T,3869,15727
2010-12-01,99M,1851,6908
2010-12-01,15C,11057,45532
2010-12-01,08Y,1156,5547
2010-12-01,01J,1588,12779
2010-12-01,03V,304,2992
2010-12-01,05J,1377,6726
2010-12-01,02A,4347,15358
2010-12-01,03L,2478,17371
2010-12-01,02X,4276,24087
2010-12-01,03E,1763,9350
2010-12-01,09C,512,5835
2010-12-01,10K,1052,9263
2010-12-01,06N,5640,21020
2010-12-01,08J,928,6356
2010-12-01,00V,1992,9923
2010-12-01,06D,542,5673
2010-12-01,07W,3864,14765
2010-12-01,01G,3480,18176
2010-12-01,08Q,1787,9003
2010-12-01,01K,5322,24207
2010-12-01,09X,1223,7948
2010-12-01,08C,1724,5574
2010-12-01,07Y,1524,9644
2010-12-01,02G,1722,6114
2010-12-01,15F,16025,47205
2010-12-01,99A,5119,29375
2010-12-01,09G,5464,26654
2010-12-01,09H,1076,5022
2010-12-01,03W,3980,16063
2010-12-01,07J,2682,12242
2010-12-01,10E,720,7802
2010-12-01,01D,3554,11438
2010-12-01,11E,1435,11479
2010-12-01,03M,1635,8408
2010-12-01,10V,1575,10348
2010-12-01,05W,8717,17994
2010-12-01,02D,930,6976
2010-12-01,07T,1594,6501
2010-12-01,08X,3467,11342
2010-12-01,01F,1035,8298
2010-12-01,00J,3517,18000
2010-12-01,00N,2420,12400
2010-12-01,10A,1347,9329
2010-12-01,04L,1903,7224
2010-12-01,07X,3144,11067
2010-12-01,10G,0,0
2010-12-01,06T,4628,21367
2010-12-01,04C,4112,17411
2010-12-01,07Q,2906,11243
2010-12-01,11X,3262,30591
2010-12-01,10L,1050,10410
2010-12-01,07N,1636,8802
2010-12-01,02W,1712,6270
2010-12-01,99J,4609,27132
2010-12-01,06M,1509,12014
2010-12-01,05G,5334,12605
2010-12-01,99D,3072,13445
2010-12-01,06W,592,8996
2010-12-01,01V,816,8775
2010-12-01,08H,1669,4872
2010-12-01,09L,1280,6152
2011-01-01,01W,2924,15458
2011-01-01,02Q,1377,6427
2011-01-01,07Q,2677,10439
2011-01-01,10L,894,9134
2011-01-01,08E,2028,12360
2011-01-01,11J,5239,37685
2011-01-01,03E,1496,7916
2011-01-01,07K,2692,13037
2011-01-01,99G,975,5713
2011-01-01,09J,2769,10785
2011-01-01,14Y,3378,18123
2011-01-01,05T,3590,14318
2011-01-01,04D,4850,13771
2011-01-01,11N,6895,34568
2011-01-01,02E,1026,8711
2011-01-01,06P,2121,7334
2011-01-01,04Q,2459,8641
2011-01-01,10V,1393,8843
2011-01-01,08J,836,5967
2011-01-01,99A,4439,25660
2011-01-01,06H,6551,38447
2011-01-01,08F,1591,10745
2011-01-01,00T,2542,14910
2011-01-01,02N,1401,7005
2011-01-01,15C,9918,41099
2011-01-01,02T,1285,10631
2011-01-01,01T,946,9954
2011-01-01,02X,3699,19934
2011-01-01,01R,1340,7598
2011-01-01,02R,4259,14708
2011-01-01,04Y,1703,6177
2011-01-01,08D,1911,8179
2011-01-01,15M,7982,46038
2011-01-01,05A,2880,21781
2011-01-01,04V,4136,17022
2011-01-01,07J,2497,10975
2011-01-01,08Q,1678,8584
2011-01-01,01F,927,7180
2011-01-01,05X,1552,5703
2011-01-01,06W,551,8351
2011-01-01,02A,3782,13420
2011-01-01,09L,1130,5440
2011-01-01,01G,3014,15762
2011-01-01,05F,1600,8563
2011-01-01,99N,5158,20965
2011-01-01,06D,477,4973
2011-01-01,12D,3023,10895
2011-01-01,03K,3111,9929
2011-01-01,07X,2831,9965
2011-01-01,04N,1946,6611
2011-01-01,00Q,3067,9348
2011-01-01,05C,2415,13129
2011-01-01,11A,3403,22606
2011-01-01,03L,2192,14991
2011-01-01,09A,1615,4721
2011-01-01,03F,2021,14193
2011-01-01,06K,6555,25485
2011-01-01,02F,1644,11663
2011-01-01,01Y,1591,13444
2011-01-01,07Y,1555,9550
2011-01-01,09H,959,4702
2011-01-01,07L,1113,6291
2011-01-01,09Y,2295,8697
2011-01-01,04K,2815,11845
2011-01-01,03A,1768,9869
2011-01-01,06L,3396,19070
2011-01-01,08M,472,13414
2011-01-01,03M,1472,7504
2011-01-01,03V,263,2594
2011-01-01,07N,1470,7934
2011-01-01,07M,2629,10681
2011-01-01,03T,4400,18580
2011-01-01,10T,0,0
2011-01-01,08L,2202,10120
2011-01-01,11D,14,120
2011-01-01,10G,0,0
2011-01-01,02G,1419,5324
2011-01-01,15E,10786,49792
2011-01-01,99J,4064,24606
2011-01-01,08T,1190,6898
2011-01-01,04C,3824,16561
2011-01-01,06M,1315,10506
2011-01-01,07T,1609,6415
2011-01-01,01K,4657,20892
2011-01-01,08X,3249,10947
2011-01-01,08K,2495,10041
2011-01-01,03R,4939,22323
2011-01-01,07R,582,4594
2011-01-01,08A,2002,9231
2011-01-01,99H,2691,9367
2011-01-01,10D,413,3505
2011-01-01,06T,4123,18791
2011-01-01,02P,5374,16901
2011-01-01,05G,4794,11084
2011-01-01,07V,2783,12868
2011-01-01,00C,1463,6244
2011-01-01,05D,3001,7460
2011-01-01,05Y,2985,11096
2011-01-01,03J,1999,9498
2011-01-01,04L,1638,6135
2011-01-01,09E,1394,8314
2011-01-01,11X,2848,27091
2011-01-01,00L,3726,22787
2011-01-01,06F,3312,17602
2011-01-01,08H,1490,4311
2011-01-01,01E,6401,10632
2011-01-01,09F,812,9723
2011-01-01,99K,1543,7853
2011-01-01,10R,925,8548
2011-01-01,05J,1292,5983
2011-01-01,01A,6215,21334
2011-01-01,00P,1984,22897
2011-01-01,01J,1390,11068
2011-01-01,01V,690,7575
2011-01-01,03W,3504,14391
2011-01-01,99C,3225,14827
2011-01-01,10X,640,7431
2011-01-01,00D,5497,22253
2011-01-01,05V,2464,7137
2011-01-01,06V,1313,12421
2011-01-01,00M,5877,18224
2011-01-01,04F,1256,5611
2011-01-01,08R,1705,6963
2011-01-01,05W,7444,15944
2011-01-01,03N,4750,33943
2011-01-01,00J,2949,15214
2011-01-01,01H,2449,19790
2011-01-01,06Y,1262,12661
2011-01-01,09C,423,5009
2011-01-01,06N,5154,19282
2011-01-01,15N,5900,63418
2011-01-01,02Y,3916,18404
2011-01-01,02D,837,6240
2011-01-01,05L,5161,21255
2011-01-01,02M,3901,14003
2011-01-01,11E,1312,9942
2011-01-01,03D,2482,9202
2011-01-01,00V,1820,8844
2011-01-01,09P,1188,9527
2011-01-01,08G,2674,10661
2011-01-01,06Q,2447,18320
2011-01-01,04G,5315,35154
2011-01-01,10E,620,6665
2011-01-01,08P,1948,7927
2011-01-01,00X,3508,9849
2011-01-01,00N,2063,10784
2011-01-01,03Q,3024,14294
2011-01-01,10K,850,7719
2011-01-01,15D,5070,15468
2011-01-01,01D,3066,9860
2011-01-01,15F,14111,41702
2011-01-01,02W,1538,5757
2011-01-01,10J,1030,6988
2011-01-01,13T,5783,33011
2011-01-01,01X,1105,11350
2011-01-01,00Y,2932,10414
2011-01-01,05R,2437,13105
2011-01-01,10Q,4675,25309
2011-01-01,04H,2038,7411
2011-01-01,11M,4925,32709
2011-01-01,06A,3075,13606
2011-01-01,08N,2467,8730
2011-01-01,12F,1967,17264
2011-01-01,04E,4627,13534
2011-01-01,99M,1617,6157
2011-01-01,09D,2148,10288
2011-01-01,00R,4976,13931
2011-01-01,07P,1794,10683
2011-01-01,09X,1094,7138
2011-01-01,09W,1164,9111
2011-01-01,04M,1043,4360
2011-01-01,14L,4762,24666
2011-01-01,07G,1082,6194
2011-01-01,08C,1571,5096
2011-01-01,05N,3320,13037
2011-01-01,07H,4045,14381
2011-01-01,02H,5811,16306
2011-01-01,01C,1025,9879
2011-01-01,05H,2136,11457
2011-01-01,08Y,1058,5230
2011-01-01,03H,1657,8187
2011-01-01,00K,1630,15471
2011-01-01,09N,1911,7258
2011-01-01,10C,449,2452
2011-01-01,10A,1235,8198
2011-01-01,09G,4818,23411
2011-01-01,15A,1024,18291
2011-01-01,07W,3625,13837
2011-01-01,08V,1449,9423
2011-01-01,99E,2611,8804
2011-01-01,99F,1215,7194
2011-01-01,08W,1673,7023
2011-01-01,99D,2777,11908
2011-01-01,05Q,1469,10543
2011-02-01,12F,1876,16596
2011-02-01,05J,1274,5804
2011-02-01,07N,1450,7549
2011-02-01,05R,2362,12599
2011-02-01,99G,925,5453
2011-02-01,01Y,1562,13080
2011-02-01,15D,4966,15151
2011-02-01,02X,3533,19803
2011-02-01,00C,1410,6089
2011-02-01,05G,4649,10924
2011-02-01,08E,1897,11342
2011-02-01,15N,5718,61532
2011-02-01,01V,663,7330
2011-02-01,01G,2826,15148
2011-02-01,04N,1783,6422
2011-02-01,14L,4618,23949
2011-02-01,11J,5098,35727
2011-02-01,05T,3357,13622
2011-02-01,07W,3366,13320
2011-02-01,09G,4533,22296
2011-02-01,99J,3937,23071
2011-02-01,00K,1574,15028
2011-02-01,05N,3135,12317
2011-02-01,15E,10075,46836
2011-02-01,08X,3189,10350
2011-02-01,08Y,1032,4863
2011-02-01,01T,933,9596
2011-02-01,05L,4841,19980
2011-02-01,03H,1589,7769
2011-02-01,02D,798,5917
2011-02-01,02A,3520,13062
2011-02-01,06A,2799,12407
2011-02-01,00Y,2835,10168
2011-02-01,05Y,2835,10512
2011-02-01,03J,1899,9259
2011-02-01,09F,791,9398
2011-02-01,02M,3717,13619
2011-02-01,03T,4103,17635
2011-02-01,08N,2192,8212
2011-02-01,14Y,3343,17694
2011-02-01,13T,5480,31672
2011-02-01,08W,1537,6654
2011-02-01,00V,1698,8473
2011-02-01,05W,7280,15502
2011-02-01,10K,935,7789
2011-02-01,07Q,2493,9926
2011-02-01,08J,817,5541
2011-02-01,06T,3920,18038
2011-02-01,01J,1356,10702
2011-02-01,09P,1168,8963
2011-02-01,00D,5232,21768
2011-02-01,09J,2588,10235
2011-02-01,06Y,1234,12214
2011-02-01,09E,1354,7910
2011-02-01,06D,473,4652
2011-02-01,10A,1111,7786
2011-02-01,11A,3162,21455
2011-02-01,09A,1546,4552
2011-02-01,04L,1560,6032
2011-02-01,02R,4116,14263
2011-02-01,02H,5525,15507
2011-02-01,02P,5186,16299
2011-02-01,04M,1038,4093
2011-02-01,01H,2313,19170
2011-02-01,03E,1481,7757
2011-02-01,06F,3049,16470
2011-02-01,02T,1310,10436
2011-02-01,10C,405,2431
2011-02-01,04V,3896,16569
2011-02-01,05F,1568,8377
2011-02-01,08P,1855,7683
2011-02-01,04H,2066,7293
2011-02-01,06Q,2272,17261
2011-02-01,06L,3178,17773
2011-02-01,01X,1101,11119
2011-02-01,99E,2500,8355
2011-02-01,07P,1763,10215
2011-02-01,03K,3017,9850
2011-02-01,11D,8,114
2011-02-01,99M,1531,5918
2011-02-01,99D,2653,11385
2011-02-01,99A,4292,25353
2011-02-01,06V,1232,11852
2011-02-01,10T,0,0
2011-02-01,09L,1201,5273
2011-02-01,06W,528,7803
2011-02-01,01A,6048,20915
2011-02-01,11X,2859,26136
2011-02-01,02Y,3846,17917
2011-02-01,07J,2362,10699
2011-02-01,09C,449,4945
2011-02-01,06P,1969,7046
2011-02-01,07H,3692,13087
2011-02-01,07K,2548,12312
2011-02-01,07V,2556,12011
2011-02-01,09Y,2193,8307
2011-02-01,99F,1050,6793
2011-02-01,15A,1075,17825
2011-02-01,00Q,2946,8971
2011-02-01,08H,1432,4384
2011-02-01,00X,3406,9522
2011-02-01,03L,2065,14449
2011-02-01,09H,909,4415
2011-02-01,07G,1048,6047
2011-02-01,05A,2626,20379
2011-02-01,02G,1416,5263
2011-02-01,00P,1893,21493
2011-02-01,03Q,2867,13530
2011-02-01,10Q,4361,24139
2011-02-01,03R,4960,22212
2011-02-01,99C,3082,14205
2011-02-01,04Q,2449,8424
2011-02-01,02E,1136,8867
2011-02-01,04F,1196,5400
2011-02-01,09W,1167,8649
2011-02-01,08M,457,12688
2011-02-01,09D,1998,10187
2011-02-01,07T,1475,5946
2011-02-01,01F,843,6990
2011-02-01,00M,5702,17971
2011-02-01,09N,1833,6819
2011-02-01,03F,1919,14029
2011-02-01,00R,5247,15167
2011-02-01,10L,856,8750
2011-02-01,02W,1481,5558
2011-02-01,05Q,1419,10233
2011-02-01,11M,4565,31476
2011-02-01,08G,2567,10365
2011-02-01,06H,6198,36616
2011-02-01,05X,1480,5397
2011-02-01,07R,537,4245
2011-02-01,10E,658,6905
2011-02-01,00T,2463,14389
2011-02-01,05V,2377,6879
2011-02-01,10X,589,7045
2011-02-01,08Q,1616,8121
2011-02-01,00N,2086,10780
2011-02-01,01R,1318,7674
2011-02-01,01D,2997,9657
2011-02-01,11E,1208,9828
2011-02-01,03A,1651,9538
2011-02-01,08R,1661,6846
2011-02-01,01E,5998,10097
2011-02-01,08C,1529,4992
2011-02-01,03W,3209,13793
2011-02-01,08F,1542,10461
2011-02-01,03N,4556,33013
2011-02-01,09X,1025,6862
2011-02-01,04Y,1648,6025
2011-02-01,02F,1611,11219
2011-02-01,05H,2151,11148
2011-02-01,99H,2529,8875
2011-02-01,03V,247,2520
2011-02-01,10V,1294,8567
2011-02-01,01K,4526,20216
2011-02-01,01C,1028,9768
2011-02-01,01W,2770,14904
2011-02-01,08A,1993,8992
2011-02-01,10R,850,7880
2011-02-01,02N,1408,6912
2011-02-01,04G,4991,34116
2011-02-01,12D,2872,10282
2011-02-01,05D,3029,7318
2011-02-01,15M,7954,45337
2011-02-01,00L,3573,22031
2011-02-01,15F,13495,40117
2011-02-01,03M,1328,6870
2011-02-01,03D,2361,8648
2011-02-01,06N,4986,18188
2011-02-01,10G,0,0
2011-02-01,08L,2063,9691
2011-02-01,08V,1337,8989
2011-02-01,02Q,1317,5964
2011-02-01,04K,2651,11470
2011-02-01,07M,2491,9998
2011-02-01,08D,1678,7696
2011-02-01,06M,1193,9844
2011-02-01,10D,423,3369
2011-02-01,99K,1490,7746
2011-02-01,04E,4417,13231
2011-02-01,10J,933,6751
2011-02-01,06K,6466,24695
2011-02-01,07L,1052,5942
2011-02-01,15C,9473,39379
2011-02-01,99N,4748,19953
2011-02-01,04C,3571,15485
2011-02-01,05C,2217,12399
2011-02-01,08K,2202,9443
2011-02-01,08T,1205,6637
2011-02-01,11N,6710,33447
2011-02-01,00J,2930,15049
2011-02-01,07Y,1374,8873
2011-02-01,07X,2701,9754
2011-02-01,04D,4691,13205
2011-03-01,01F,1048,8057
2011-03-01,00X,3957,11079
2011-03-01,03J,2148,10515
2011-03-01,08E,2131,12943
2011-03-01,15D,5451,16708
2011-03-01,07T,1675,6808
2011-03-01,14L,5200,27450
2011-03-01,10C,474,2687
2011-03-01,11N,7706,38310
2011-03-01,07X,3122,11219
2011-03-01,07M,2841,11469
2011-03-01,01R,1492,8748
2011-03-01,06F,3518,19104
2011-03-01,06Q,2524,19171
2011-03-01,11D,13,134
2011-03-01,09G,5283,26148
2011-03-01,05Q,1619,11671
2011-03-01,01G,3201,17125
2011-03-01,05C,2602,14836
2011-03-01,07J,2627,11890
2011-03-01,01M,0,0
2011-03-01,10X,683,7974
2011-03-01,00R,5750,16578
2011-03-01,02R,4793,16533
2011-03-01,06Y,1294,13735
2011-03-01,10A,1283,9142
2011-03-01,00P,2087,24679
2011-03-01,06P,2267,8111
2011-03-01,00C,1613,6936
2011-03-01,15F,15402,46080
2011-03-01,10G,0,0
2011-03-01,10Q,5169,27821
2011-03-01,05Y,3269,11940
2011-03-01,00N,2344,12115
2011-03-01,04D,5430,15413
2011-03-01,08M,518,14168
2011-03-01,06T,4510,21140
2011-03-01,06H,7148,42120
2011-03-01,99F,1267,7837
2011-03-01,04K,2953,13005
2011-03-01,06L,3440,19900
2011-03-01,03L,2424,16838
2011-03-01,09E,1640,9244
2011-03-01,10L,1006,10207
2011-03-01,11X,3157,30174
2011-03-01,09D,2323,11463
2011-03-01,99M,1801,6737
2011-03-01,08G,2788,11518
2011-03-01,05W,8331,17949
2011-03-01,05L,5297,21893
2011-03-01,03H,1829,9087
2011-03-01,02G,1588,5916
2011-03-01,01V,767,8405
2011-03-01,08R,1757,7492
2011-03-01,99J,4474,26513
2011-03-01,09W,1269,9909
2011-03-01,08T,1314,7438
2011-03-01,05T,3818,15505
2011-03-01,08J,930,6313
2011-03-01,10D,470,3914
2011-03-01,09A,1715,5093
2011-03-01,01K,5257,23518
2011-03-01,99C,3623,16712
2011-03-01,04C,4093,17514
2011-03-01,00V,1879,9518
2011-03-01,09P,1302,10440
2011-03-01,01E,6867,11605
2011-03-01,10K,1035,8945
2011-03-01,03R,5505,25223
2011-03-01,08Y,1109,5654
2011-03-01,09L,1355,6062
2011-03-01,02H,6511,18153
2011-03-01,03F,2262,16013
2011-03-01,07Q,2930,11242
2011-03-01,07K,2942,14280
2011-03-01,02T,1513,11832
2011-03-01,01A,6975,23860
2011-03-01,02Q,1525,7051
2011-03-01,03D,2645,9813
2011-03-01,00T,2920,16595
2011-03-01,06D,493,5504
2011-03-01,99K,1726,8986
2011-03-01,07H,4007,14745
2011-03-01,01X,1270,12688
2011-03-01,05N,3575,14304
2011-03-01,00Y,3327,11671
2011-03-01,08D,1902,8682
2011-03-01,03E,1605,8729
2011-03-01,03M,1551,8046
2011-03-01,08K,2552,10732
2011-03-01,15A,1040,19755
2011-03-01,04G,5705,38517
2011-03-01,06K,7358,28515
2011-03-01,05H,2425,12638
2011-03-01,07Y,1560,9981
2011-03-01,14Y,3754,20079
2011-03-01,04N,2013,6979
2011-03-01,10E,715,7606
2011-03-01,15E,11533,53736
2011-03-01,08F,1653,11697
2011-03-01,08X,3282,11077
2011-03-01,07N,1679,8915
2011-03-01,02W,1641,6179
2011-03-01,09H,1013,5019
2011-03-01,06M,1305,11257
2011-03-01,06A,2999,14188
2011-03-01,01T,1007,10607
2011-03-01,08V,1510,10132
2011-03-01,00J,3362,17189
2011-03-01,15M,8852,51114
2011-03-01,07R,600,4722
2011-03-01,12D,3403,12220
2011-03-01,02D,934,6986
2011-03-01,07L,1208,6832
2011-03-01,05J,1408,6774
2011-03-01,03Q,3307,15707
2011-03-01,03T,4899,20438
2011-03-01,01C,1254,11609
2011-03-01,09Y,2418,9448
2011-03-01,08Q,1778,9033
2011-03-01,04E,5032,14896
2011-03-01,13T,6413,36919
2011-03-01,02M,4277,15542
2011-03-01,11E,1428,11267
2011-03-01,07G,1182,6851
2011-03-01,03N,5305,37669
2011-03-01,04M,1190,4833
2011-03-01,06V,1395,13366
2011-03-01,06W,581,8953
2011-03-01,10V,1530,9866
2011-03-01,02E,1184,9796
2011-03-01,08N,2464,9135
2011-03-01,04Q,2531,9445
2011-03-01,11A,3678,24456
2011-03-01,15C,10902,44447
2011-03-01,00L,4241,25915
2011-03-01,01W,3180,17100
2011-03-01,10R,1020,9241
2011-03-01,01D,3282,10920
2011-03-01,11M,5327,35712
2011-03-01,06N,5621,20872
2011-03-01,00K,1856,17219
2011-03-01,01Y,1753,14924
2011-03-01,05A,2968,23141
2011-03-01,08L,2415,10812
2011-03-01,10J,1058,7677
2011-03-01,03A,1893,10735
2011-03-01,02F,1839,12833
2011-03-01,05X,1680,6158
2011-03-01,08C,1684,5432
2011-03-01,04F,1355,6061
2011-03-01,08A,2120,9964
2011-03-01,01J,1546,12272
2011-03-01,15N,6560,70219
2011-03-01,01H,2636,21946
2011-03-01,07V,2906,13578
2011-03-01,00M,6671,20877
2011-03-01,99G,1024,6088
2011-03-01,09J,2961,11498
2011-03-01,05D,3383,8387
2011-03-01,09C,480,5484
2011-03-01,09F,897,10680
2011-03-01,03W,3615,15848
2011-03-01,08W,1854,7688
2011-03-01,07W,3687,14551
2011-03-01,02Y,4382,20335
2011-03-01,99E,2813,9497
2011-03-01,08H,1512,4660
2011-03-01,05R,2596,14239
2011-03-01,03K,3442,11101
2011-03-01,05G,5137,12132
2011-03-01,00Q,3358,10194
2011-03-01,00D,5968,24703
2011-03-01,04L,1907,7023
2011-03-01,05V,2747,7892
2011-03-01,05F,1710,9378
2011-03-01,99N,5439,23164
2011-03-01,02N,1610,7964
2011-03-01,09N,2018,7749
2011-03-01,07P,2045,11700
2011-03-01,02X,4197,22730
2011-03-01,02A,4118,15144
2011-03-01,04H,2203,8143
2011-03-01,99D,3072,13120
2011-03-01,04V,4381,18579
2011-03-01,11J,5710,41224
2011-03-01,02P,6044,18754
2011-03-01,99A,4852,28636
2011-03-01,99H,2939,10201
2011-03-01,03V,272,2872
2011-03-01,08P,2070,8297
2011-03-01,09X,1222,7906
2011-03-01,04Y,1919,6929
2011-03-01,12F,2183,18905
2011-04-01,08V,1325,8858
2011-04-01,01E,6216,10610
2011-04-01,01A,6287,21610
2011-04-01,05H,2096,11472
2011-04-01,10X,569,7228
2011-04-01,07X,2871,10538
2011-04-01,08T,1222,6776
2011-04-01,11J,5160,37338
2011-04-01,01W,2713,14969
2011-04-01,03T,4336,18466
2011-04-01,99J,4013,24175
2011-04-01,08D,1754,8028
2011-04-01,01X,1152,11581
2011-04-01,01C,1138,10518
2011-04-01,02Q,1395,6304
2011-04-01,15F,13884,41057
2011-04-01,01K,4911,21561
2011-04-01,06A,2733,12628
2011-04-01,02N,1366,6973
2011-04-01,06K,6845,26348
2011-04-01,04K,2678,11736
2011-04-01,02T,1292,10503
2011-04-01,04E,4606,13555
2011-04-01,09L,1206,5638
2011-04-01,10T,0,0
2011-04-01,09A,1542,4766
2011-04-01,04Q,2254,8346
2011-04-01,09X,1032,7124
2011-04-01,08Y,982,5005
2011-04-01,01H,2524,20335
2011-04-01,99H,2587,9110
2011-04-01,05V,2480,7354
2011-04-01,08E,2059,12130
2011-04-01,04C,3715,16044
2011-04-01,10J,1000,7107
2011-04-01,03D,2499,9213
2011-04-01,05Q,1473,10461
2011-04-01,02M,3825,13899
2011-04-01,99C,3205,14926
2011-04-01,07R,542,4340
2011-04-01,09N,1733,6835
2011-04-01,03V,309,3527
2011-04-01,15D,4910,15376
2011-04-01,04F,1206,5551
2011-04-01,10A,1201,8229
2011-04-01,00M,5795,18638
2011-04-01,08P,1856,7589
2011-04-01,05X,1567,5623
2011-04-01,03E,1495,7887
2011-04-01,00D,5502,22643
2011-04-01,05W,7471,16113
2011-04-01,03A,1663,9633
2011-04-01,02R,4220,14449
2011-04-01,07M,2530,10104
2011-04-01,09W,1171,8968
2011-04-01,04H,2073,7343
2011-04-01,08K,2311,9976
2011-04-01,06P,1982,7051
2011-04-01,14Y,3338,17990
2011-04-01,99F,1183,7244
2011-04-01,08X,3108,10484
2011-04-01,08R,1617,6815
2011-04-01,07Y,1376,8946
2011-04-01,07V,2574,12366
2011-04-01,07Q,2480,10169
2011-04-01,09Y,2241,8510
2011-04-01,10L,923,9215
2011-04-01,01T,903,9466
2011-04-01,04M,1002,4052
2011-04-01,06Q,2409,18471
2011-04-01,02A,3562,13156
2011-04-01,12F,1909,17272
2011-04-01,02H,5749,15852
2011-04-01,03J,1867,9253
2011-04-01,00P,1980,22445
2011-04-01,06T,4039,19060
2011-04-01,00R,4910,14102
2011-04-01,01F,860,7064
2011-04-01,00T,2613,15174
2011-04-01,08L,2148,10041
2011-04-01,99D,2751,11841
2011-04-01,09C,458,4918
2011-04-01,07H,3922,14247
2011-04-01,01J,1374,11045
2011-04-01,06L,3254,18522
2011-04-01,00C,1420,6215
2011-04-01,05D,3115,7744
2011-04-01,01G,2843,15112
2011-04-01,10Q,4491,24485
2011-04-01,00X,3524,9948
2011-04-01,05G,4676,11053
2011-04-01,99M,1626,6175
2011-04-01,00K,1667,15949
2011-04-01,07K,2731,13307
2011-04-01,11X,2878,27655
2011-04-01,13T,5646,32468
2011-04-01,07L,1140,6220
2011-04-01,06N,5073,18939
2011-04-01,15E,10256,47848
2011-04-01,08G,2605,10628
2011-04-01,04L,1775,6479
2011-04-01,02Y,3935,18507
2011-04-01,06F,3159,17443
2011-04-01,08C,1623,5190
2011-04-01,03W,3356,14535
2011-04-01,06W,510,8148
2011-04-01,02D,856,6497
2011-04-01,03R,5004,22627
2011-04-01,02F,1560,11285
2011-04-01,11E,1271,9909
2011-04-01,04V,4097,17343
2011-04-01,04Y,1794,6269
2011-04-01,07W,3334,13270
2011-04-01,06D,465,4726
2011-04-01,99A,4328,25430
2011-04-01,00Q,3075,9292
2011-04-01,08Q,1659,8625
2011-04-01,00J,3030,15714
2011-04-01,09P,1191,9265
2011-04-01,15M,8115,47093
2011-04-01,11D,11,123
2011-04-01,03L,2145,15133
2011-04-01,05T,3411,14074
2011-04-01,00L,3682,22614
2011-04-01,03F,1986,14324
2011-04-01,08J,846,5703
2011-04-01,02W,1471,5458
2011-04-01,11M,4865,32547
2011-04-01,99E,2594,8686
2011-04-01,07T,1496,5978
2011-04-01,99N,5061,21568
2011-04-01,06H,6381,38354
2011-04-01,04N,1810,6438
2011-04-01,10E,634,6805
2011-04-01,01M,0,0
2011-04-01,08F,1572,10913
2011-04-01,99G,1034,5937
2011-04-01,09F,807,9737
2011-04-01,12D,3076,11000
2011-04-01,07N,1481,7991
2011-04-01,06V,1329,12598
2011-04-01,10V,1431,9083
2011-04-01,01Y,1594,13251
2011-04-01,07P,1765,10217
2011-04-01,08M,463,13045
2011-04-01,15N,5990,64553
2011-04-01,00V,1674,8502
2011-04-01,06Y,1294,12990
2011-04-01,00Y,2903,10273
2011-04-01,06M,1208,10182
2011-04-01,05A,2754,21079
2011-04-01,03N,4583,33285
2011-04-01,04G,5233,35706
2011-04-01,05J,1195,5664
2011-04-01,03H,1684,8157
2011-04-01,08W,1640,6945
2011-04-01,05C,2326,12673
2011-04-01,05R,2441,12984
2011-04-01,03K,2896,9627
2011-04-01,10R,890,8264
2011-04-01,02E,1126,8914
2011-04-01,99K,1494,7674
2011-04-01,04D,5024,14021
2011-04-01,09G,4689,23398
2011-04-01,10G,0,0
2011-04-01,02X,3649,20405
2011-04-01,08A,1940,8930
2011-04-01,14L,4581,24681
2011-04-01,01R,1418,8216
2011-04-01,10C,442,2549
2011-04-01,05L,4797,20021
2011-04-01,03Q,2978,14035
2011-04-01,09J,2835,10661
2011-04-01,10D,388,3464
2011-04-01,02P,5438,16967
2011-04-01,09D,1997,10045
2011-04-01,05Y,2860,10660
2011-04-01,00N,2173,11405
2011-04-01,01V,683,7564
2011-04-01,03M,1452,7554
2011-04-01,09H,956,4668
2011-04-01,08N,2231,8071
2011-04-01,15C,9691,40290
2011-04-01,15A,896,17464
2011-04-01,02G,1491,5369
2011-04-01,11A,3265,22240
2011-04-01,05F,1646,8802
2011-04-01,01D,2932,9653
2011-04-01,07G,1090,6589
2011-04-01,10K,972,8028
2011-04-01,11N,6631,34000
2011-04-01,08H,1393,4289
2011-04-01,07J,2539,11181
2011-04-01,09E,1415,8344
