month,pct,enteric_coated,total_aspirin
2014-07-01,00J,3164,16935
2014-07-01,09L,1091,5323
2014-07-01,05R,2324,12961
2014-07-01,99F,1082,6840
2014-07-01,99D,3276,12693
2014-07-01,03V,259,3507
2014-07-01,06H,5521,41536
2014-07-01,02D,545,5585
2014-07-01,06L,3276,19146
2014-07-01,07T,845,5890
2014-07-01,09Y,2132,9205
2014-07-01,08Y,828,5125
2014-07-01,00Q,2808,9173
2014-07-01,08L,994,6552
2014-07-01,15M,6214,45010
2014-07-01,11E,1148,9642
2014-07-01,09X,978,6621
2014-07-01,99A,3994,24836
2014-07-01,07J,2241,11477
2014-07-01,02T,1543,11516
2014-07-01,11X,2386,25374
2014-07-01,11D,0,0
2014-07-01,02Y,3534,18437
2014-07-01,03R,3861,19878
2014-07-01,05J,986,6234
2014-07-01,03E,1328,7646
2014-07-01,07P,1511,12772
2014-07-01,05T,3772,15882
2014-07-01,10C,418,2555
2014-07-01,10E,662,7003
2014-07-01,99J,3752,23334
2014-07-01,09W,1300,10100
2014-07-01,15D,3969,14553
2014-07-01,01R,1037,7684
2014-07-01,00D,5858,24400
2014-07-01,05G,3968,11508
2014-07-01,07H,2544,13134
2014-07-01,00N,1522,11207
2014-07-01,02Q,1350,6007
2014-07-01,04Y,1860,7096
2014-07-01,02W,1914,6226
2014-07-01,08H,704,4205
2014-07-01,03M,1474,8030
2014-07-01,01W,2021,15881
2014-07-01,06Q,2134,18819
2014-07-01,06A,2799,13950
2014-07-01,08W,1338,7719
2014-07-01,07G,929,7025
2014-07-01,08K,968,9818
2014-07-01,07Q,1934,9973
2014-07-01,10Q,3728,25609
2014-07-01,04Q,2801,9463
2014-07-01,05X,1318,5722
2014-07-01,04F,1164,6557
2014-07-01,01F,836,7103
2014-07-01,07X,2764,12672
2014-07-01,10G,0,0
2014-07-01,02A,2723,13998
2014-07-01,08X,2053,10973
2014-07-01,03D,2401,8917
2014-07-01,10R,612,8159
2014-07-01,10X,463,6949
2014-07-01,00K,1459,15017
2014-07-01,06M,1245,10688
2014-07-01,04C,3151,16177
2014-07-01,04D,4631,14165
2014-07-01,09D,1510,10219
2014-07-01,09J,2876,11377
2014-07-01,08V,1044,10594
2014-07-01,14L,2980,24930
2014-07-01,02R,4309,15022
2014-07-01,06Y,1146,12546
2014-07-01,07N,767,8725
2014-07-01,15C,8172,37907
2014-07-01,02H,4927,15811
2014-07-01,08Q,1393,8883
2014-07-01,08R,1462,7056
2014-07-01,07R,132,4207
2014-07-01,00M,5405,18312
2014-07-01,09H,854,4939
2014-07-01,05W,5568,15596
2014-07-01,04M,928,4156
2014-07-01,01E,5709,11262
2014-07-01,12F,1427,16111
2014-07-01,07W,3196,16706
2014-07-01,06T,3543,19379
2014-07-01,07K,2905,14207
2014-07-01,04V,3537,17854
2014-07-01,08D,997,8923
2014-07-01,04K,2149,11568
2014-07-01,06F,2944,18381
2014-07-01,02M,3636,12616
2014-07-01,06P,1481,6905
2014-08-01,99H,2376,8642
2014-08-01,06F,2771,17136
2014-08-01,06L,3063,18395
2014-08-01,10V,1186,8571
2014-08-01,15E,7860,44555
2014-08-01,08G,1869,10300
2014-08-01,03M,1349,7265
2014-08-01,05W,5235,14566
2014-08-01,09E,1087,7447
2014-08-01,01F,809,6602
2014-08-01,00V,1277,8102
2014-08-01,07R,113,3718
2014-08-01,01T,657,8155
2014-08-01,05C,2186,12875
2014-08-01,02X,3602,17215
2014-08-01,01K,4443,19641
2014-08-01,03N,3892,30036
2014-08-01,00Y,2473,9799
2014-08-01,99J,3501,21890
2014-08-01,02R,3997,14340
2014-08-01,04F,1045,5840
2014-08-01,09H,821,4825
2014-08-01,99F,1045,6866
2014-08-01,09G,4085,22898
2014-08-01,07K,2711,13496
2014-08-01,09C,395,4627
2014-08-01,06A,2750,12999
2014-08-01,05J,946,5526
2014-08-01,11X,2202,24286
2014-08-01,04N,1539,5687
2014-08-01,06H,5231,39692
2014-08-01,03J,2037,9628
2014-08-01,09A,1202,4484
2014-08-01,08L,920,5745
2014-08-01,01J,1132,9617
2014-08-01,00Q,2648,8602
2014-08-01,03W,2897,14119
2014-08-01,11M,4060,29744
2014-08-01,03F,1919,14268
2014-08-01,05N,3230,13440
2014-08-01,15C,7531,35607
2014-08-01,01X,906,10071
2014-08-01,04L,1539,5857
2014-08-01,12F,1272,14599
2014-08-01,09D,1395,9698
2014-08-01,11N,5589,29950
2014-08-01,09N,1727,6618
2014-08-01,00M,5072,17165
2014-08-01,10R,580,7492
2014-08-01,07G,882,6595
2014-08-01,00D,5461,22440
2014-08-01,99C,2284,13445
2014-08-01,02M,3427,11879
2014-08-01,05D,2676,7246
2014-08-01,08M,390,13891
2014-08-01,05G,3634,10433
2014-08-01,03T,4413,18177
2014-08-01,02G,1291,5052
2014-08-01,08T,862,6499
2014-08-01,99G,772,5411
2014-08-01,09P,1075,9214
2014-08-01,06D,651,4907
2014-08-01,05H,1741,11277
2014-08-01,15N,4551,55909
2014-08-01,01V,639,7035
2014-08-01,08N,2012,8911
2014-08-01,05Q,1413,10200
2014-08-01,02D,575,5258
2014-08-01,02H,4383,14566
2014-08-01,11E,1087,9301
2014-08-01,07W,2961,15397
2014-08-01,01D,2064,9351
2014-08-01,02N,1436,6939
2014-08-01,14L,2823,23567
2014-08-01,00R,4904,13116
2014-08-01,07V,1570,11984
2014-08-01,00N,1335,10099
2014-08-01,11A,2738,19425
2014-08-01,05Y,2748,10770
2014-08-01,08H,674,3978
2014-08-01,00L,2724,17798
2014-08-01,99M,1253,5950
2014-08-01,05F,1181,8039
2014-08-01,02F,1190,10200
2014-08-01,06P,1206,5967
2014-08-01,10G,0,0
2014-08-01,10A,1066,7791
2014-08-01,03H,1888,8530
2014-08-01,08Q,1190,7866
2014-08-01,99D,3132,12192
2014-08-01,07Q,1726,9058
2014-08-01,02T,1457,10467
2014-08-01,04K,2103,11188
2014-08-01,01W,1886,14396
2014-08-01,05V,2651,7088
2014-08-01,06Y,1138,12161
2014-08-01,08X,2038,10368
2014-08-01,10E,617,6587
2014-08-01,00C,1080,5397
2014-08-01,06K,6294,26130
2014-08-01,07H,2415,12464
2014-08-01,05A,2147,19950
2014-08-01,10K,699,6880
2014-08-01,06Q,2000,17254
2014-08-01,99K,1205,6930
2014-08-01,07L,686,6268
2014-08-01,14Y,2330,17535
2014-08-01,08W,1154,7062
2014-08-01,07T,785,5190
2014-08-01,04G,3961,32718
2014-08-01,13T,4093,28960
2014-08-01,10L,812,8335
2014-08-01,04C,2876,15043
2014-08-01,01E,5371,10722
2014-08-01,04D,4302,13346
2014-08-01,10Q,3461,23880
2014-08-01,10X,405,6528
2014-08-01,10C,386,2458
2014-08-01,99N,4134,20119
2014-08-01,12D,2940,9911
2014-08-01,01A,5527,19962
2014-08-01,08E,1553,10954
2014-08-01,10J,791,6925
2014-08-01,02P,4958,17685
2014-08-01,06T,3391,18842
2014-08-01,15M,5766,41804
2014-08-01,05X,1262,5446
2014-08-01,99A,3662,23148
2014-08-01,08J,539,5282
2014-08-01,05L,4075,19299
2014-08-01,06N,4976,19678
2014-08-01,10D,444,3564
2014-08-01,07X,2493,11614
2014-08-01,15D,3686,13822
2014-08-01,07M,1957,10120
2014-08-01,09F,679,8869
2014-08-01,08P,1208,7246
2014-08-01,00K,1440,14327
2014-08-01,04E,3189,12225
2014-08-01,02Q,1324,5790
2014-08-01,06M,1170,10016
2014-08-01,03D,2254,8622
2014-08-01,07N,705,8302
2014-08-01,06V,1261,12097
2014-08-01,02A,2519,12728
2014-08-01,00T,2095,12682
2014-08-01,01R,1002,7151
2014-08-01,03L,2028,14213
2014-08-01,03R,3520,18174
2014-08-01,09L,978,5365
2014-08-01,01C,814,10004
2014-08-01,09W,1187,9481
2014-08-01,04H,1886,7037
2014-08-01,04V,3362,16927
2014-08-01,15F,12333,39408
2014-08-01,02Y,3455,17524
2014-08-01,01H,2468,20357
2014-08-01,09X,993,6491
2014-08-01,08K,1070,9486
2014-08-01,01G,2363,14616
2014-08-01,03E,1297,6997
2014-08-01,08V,942,10341
2014-08-01,09Y,1973,8737
2014-08-01,08C,1278,5077
2014-08-01,03V,249,3390
2014-08-01,02W,1895,6004
2014-08-01,08D,970,8347
2014-08-01,00P,1827,23194
2014-08-01,03K,3028,10168
2014-08-01,10T,0,0
2014-08-01,05R,2198,12151
2014-08-01,03Q,2842,13976
2014-08-01,08F,1121,10599
2014-08-01,00J,2854,15251
2014-08-01,03A,1637,9981
2014-08-01,08Y,866,4804
2014-08-01,15A,717,15502
2014-08-01,99E,2085,8933
2014-08-01,11J,4916,37516
2014-08-01,00X,2762,9073
2014-08-01,04Y,1721,6585
2014-08-01,04M,882,3886
2014-08-01,09J,2706,10449
2014-08-01,07Y,1423,9696
2014-08-01,04Q,2468,8508
2014-08-01,05T,3372,14455
2014-08-01,01Y,1408,12269
2014-08-01,07P,1392,11371
2014-08-01,08A,1369,9159
2014-08-01,06W,345,7069
2014-08-01,07J,2092,10990
2014-08-01,02E,682,8551
2014-08-01,08R,1298,6432
2014-09-01,09L,1128,5392
2014-09-01,01V,612,7127
2014-09-01,02R,4134,14548
2014-09-01,10Q,3485,24249
2014-09-01,05L,4165,19994
2014-09-01,11J,4960,37928
2014-09-01,08C,1350,5151
2014-09-01,02X,3651,17408
2014-09-01,00X,2992,9390
2014-09-01,05D,2681,7223
2014-09-01,11N,5748,30991
2014-09-01,00T,2176,13485
2014-09-01,04H,1909,7247
2014-09-01,99M,1289,6138
2014-09-01,01E,5401,10793
2014-09-01,00J,2870,15821
2014-09-01,08D,1000,8773
2014-09-01,08W,1211,7735
2014-09-01,07R,126,3918
2014-09-01,03K,2971,10229
2014-09-01,07N,711,8383
2014-09-01,08J,638,5552
2014-09-01,02A,2525,13039
2014-09-01,06Q,2067,18176
2014-09-01,07Q,1741,9285
2014-09-01,02N,1553,7331
2014-09-01,99H,2328,8729
2014-09-01,08H,709,4143
2014-09-01,10T,0,0
2014-09-01,14L,2905,24263
2014-09-01,15F,12513,40269
2014-09-01,01Y,1404,12120
2014-09-01,99J,3666,22643
2014-09-01,08V,990,10475
2014-09-01,03E,1302,7430
2014-09-01,01D,2143,9764
2014-09-01,02T,1470,10802
2014-09-01,02Q,1314,5765
2014-09-01,08N,1956,9047
2014-09-01,03R,3473,18482
2014-09-01,08G,1786,10369
2014-09-01,07T,824,5574
2014-09-01,04Q,2788,9326
2014-09-01,11E,1136,9060
2014-09-01,06D,715,4977
2014-09-01,04C,3006,15694
2014-09-01,05Q,1547,10870
2014-09-01,08X,1937,10452
2014-09-01,07X,2597,11915
2014-09-01,08T,934,7269
2014-09-01,05H,1822,11474
2014-09-01,08R,1386,6862
2014-09-01,02H,4808,15484
2014-09-01,10V,1177,8584
2014-09-01,07P,1420,12395
2014-09-01,01R,1013,7564
2014-09-01,99G,763,5436
2014-09-01,04G,4080,33137
2014-09-01,11X,2284,24771
2014-09-01,07V,1748,13051
2014-09-01,99N,4149,21010
2014-09-01,05F,1209,8208
2014-09-01,08Y,865,5010
2014-09-01,10C,384,2465
2014-09-01,00K,1344,14189
2014-09-01,02Y,3449,18027
2014-09-01,04Y,1737,6670
2014-09-01,00Q,2705,8724
2014-09-01,10R,594,7635
2014-09-01,04N,1550,5857
2014-09-01,06L,3206,18698
2014-09-01,02W,1834,5982
2014-09-01,04D,4409,13517
2014-09-01,99D,3034,12012
2014-09-01,03V,254,3398
2014-09-01,05C,2394,13426
2014-09-01,09C,399,4590
2014-09-01,00V,1361,8573
2014-09-01,04M,863,3879
2014-09-01,99A,3784,23682
2014-09-01,10E,600,6732
2014-09-01,05W,5323,14963
2014-09-01,05N,3304,13802
2014-09-01,04K,2083,11440
2014-09-01,12F,1341,15308
2014-09-01,09Y,1971,8910
2014-09-01,08M,405,14387
2014-09-01,03T,4527,18188
2014-09-01,03W,3123,14835
2014-09-01,10J,833,6952
2014-09-01,06P,1297,6333
2014-09-01,03D,2299,8666
2014-09-01,11A,2817,19537
2014-09-01,04L,1541,5944
2014-09-01,08L,916,6158
2014-09-01,15E,8057,46074
2014-09-01,02G,1282,5253
2014-09-01,04E,3305,12631
2014-09-01,01X,952,9953
2014-09-01,09F,700,9312
2014-09-01,15D,3908,14294
2014-09-01,06M,1244,10465
2014-09-01,07K,2721,13504
2014-09-01,09J,2669,10578
2014-09-01,06Y,1081,11836
2014-09-01,04F,1127,6380
2014-09-01,12D,2965,10347
2014-09-01,07W,3051,15977
2014-09-01,06A,2828,13420
2014-09-01,99F,981,6367
2014-09-01,06V,1284,12343
2014-09-01,09N,1699,6421
2014-09-01,06W,379,7093
2014-09-01,00N,1427,10561
2014-09-01,02P,5005,18402
2014-09-01,01G,2403,14858
2014-09-01,06T,3326,18696
2014-09-01,00C,1112,5803
2014-09-01,00D,5625,23349
2014-09-01,02E,690,8851
2014-09-01,05R,2102,12100
2014-09-01,99E,2128,9061
2014-09-01,01A,5549,20226
2014-09-01,00P,1851,24299
2014-09-01,08K,964,9518
2014-09-01,08A,1550,9875
2014-09-01,01W,2002,15452
2014-09-01,07L,713,6821
2014-09-01,03N,4089,31227
2014-09-01,10A,1080,8043
2014-09-01,00M,5114,17533
2014-09-01,09P,1094,8911
2014-09-01,03F,1993,14855
2014-09-01,10X,412,6441
2014-09-01,07Y,1521,10153
2014-09-01,09W,1210,9513
2014-09-01,10L,863,8657
2014-09-01,09D,1403,9727
2014-09-01,09E,1010,7497
2014-09-01,08F,1192,11113
2014-09-01,03A,1696,10336
2014-09-01,05T,3588,15227
2014-09-01,06H,5296,39448
2014-09-01,00Y,2526,10268
2014-09-01,06K,6375,26223
2014-09-01,15M,5763,42028
2014-09-01,03J,2170,10146
2014-09-01,06F,2766,17516
2014-09-01,04V,3399,17175
2014-09-01,13T,4246,29697
2014-09-01,05X,1216,5352
2014-09-01,03H,1970,8893
2014-09-01,01H,2676,21099
2014-09-01,09G,4142,23271
2014-09-01,01T,699,8397
2014-09-01,99C,2334,13786
2014-09-01,00L,2686,18084
2014-09-01,15N,4548,56629
2014-09-01,01C,806,9926
2014-09-01,10G,0,0
2014-09-01,07H,2421,12665
2014-09-01,03Q,2848,14100
2014-09-01,09A,1275,4743
2014-09-01,02D,579,5289
2014-09-01,14Y,2461,17970
2014-09-01,05J,925,6052
2014-09-01,02F,1179,10247
2014-09-01,05G,3692,10927
2014-09-01,08Q,1338,8403
2014-09-01,01K,4448,20000
2014-09-01,08E,1548,11298
2014-09-01,06N,4944,19674
2014-09-01,15A,679,15601
2014-09-01,01F,815,6694
2014-09-01,15C,7764,36570
2014-09-01,05Y,2851,11315
2014-09-01,03M,1458,7681
2014-09-01,07J,2129,10986
2014-09-01,09H,824,4667
2014-09-01,00R,5082,13609
2014-09-01,99K,1274,7228
2014-09-01,05V,2608,6918
2014-09-01,05A,2098,20299
2014-09-01,11M,4102,30475
2014-09-01,08P,1159,7451
2014-09-01,01J,1224,10318
2014-09-01,10K,729,7067
2014-09-01,07G,898,6563
2014-09-01,02M,3524,12086
2014-09-01,03L,2142,14864
2014-09-01,10D,443,3653
2014-09-01,07M,2131,10797
2014-09-01,09X,980,6561
2014-10-01,07K,2969,14308
2014-10-01,10V,1249,9079
2014-10-01,10X,438,6905
2014-10-01,02T,1575,11313
2014-10-01,99N,4273,21243
2014-10-01,02W,1868,6119
2014-10-01,00D,5814,24389
2014-10-01,05V,2692,7132
2014-10-01,03D,2305,8748
2014-10-01,09F,773,9909
2014-10-01,07P,1393,12281
2014-10-01,03R,3706,19574
2014-10-01,08H,639,4134
2014-10-01,01E,5560,11126
2014-10-01,10D,490,3866
2014-10-01,08Y,859,5060
2014-10-01,08T,953,7514
2014-10-01,05N,3468,14244
2014-10-01,07X,2857,13081
2014-10-01,05L,4297,20750
2014-10-01,01W,2033,15825
2014-10-01,03M,1382,7435
2014-10-01,00R,5356,14372
2014-10-01,05T,3646,15572
2014-10-01,04L,1685,6307
2014-10-01,03Q,3062,15105
2014-10-01,10R,589,7759
2014-10-01,99C,2353,14117
2014-10-01,99M,1350,6244
2014-10-01,08L,954,6365
2014-10-01,06D,747,5149
2014-10-01,02N,1534,7405
2014-10-01,08M,379,14531
2014-10-01,04M,938,4128
2014-10-01,04K,2054,11336
2014-10-01,08G,1892,10759
2014-10-01,02G,1353,5539
2014-10-01,00J,3026,16353
2014-10-01,04Y,1866,7103
2014-10-01,11N,5802,31614
2014-10-01,09E,1112,7801
2014-10-01,12D,3162,10908
2014-10-01,02R,4255,15046
2014-10-01,09D,1520,10292
2014-10-01,01Y,1529,12940
2014-10-01,00Y,2670,10885
2014-10-01,11J,5263,39157
2014-10-01,05D,2835,7580
2014-10-01,00C,1159,5964
2014-10-01,07W,3006,15905
2014-10-01,99F,1079,7035
2014-10-01,09C,370,4611
2014-10-01,03N,4269,32779
2014-10-01,04D,4441,13965
2014-10-01,07R,134,3822
2014-10-01,01V,644,7311
2014-10-01,01G,2513,15512
2014-10-01,07T,751,5585
2014-10-01,05W,5514,15402
2014-10-01,04G,4133,34858
2014-10-01,05Y,2923,11586
2014-10-01,00N,1458,11178
2014-10-01,03H,2032,9216
2014-10-01,15C,8067,38115
2014-10-01,06K,6611,26873
2014-10-01,09A,1276,4806
2014-10-01,07M,2182,11199
2014-10-01,06Y,1151,12525
2014-10-01,06Q,2103,18228
2014-10-01,15F,13416,42617
2014-10-01,09J,2547,10470
2014-10-01,05J,1006,6323
2014-10-01,01K,4622,20744
2014-10-01,11M,4280,31542
2014-10-01,00K,1483,15122
2014-10-01,06F,2951,18085
2014-10-01,06N,5154,20490
2014-10-01,08C,1304,5373
2014-10-01,09W,1225,9707
2014-10-01,09G,4471,24784
2014-10-01,05R,2168,12595
2014-10-01,03W,3202,15263
2014-10-01,10J,811,7138
2014-10-01,99A,3819,24479
2014-10-01,02P,5238,19021
2014-10-01,04V,3463,17749
2014-10-01,03A,1718,10596
2014-10-01,05H,1760,11546
2014-10-01,01R,1033,7528
2014-10-01,05A,2102,20937
2014-10-01,00T,2194,13673
2014-10-01,03E,1306,7424
2014-10-01,06H,5539,41532
2014-10-01,06T,3509,19636
2014-10-01,09P,1165,9586
2014-10-01,13T,4264,30842
2014-10-01,02A,2580,13500
2014-10-01,99J,3643,22829
2014-10-01,04E,3405,13156
2014-10-01,02X,3862,18239
2014-10-01,11A,2889,20423
2014-10-01,02M,3641,12639
2014-10-01,06V,1309,12695
2014-10-01,07H,2566,13093
2014-10-01,07Q,1873,9751
2014-10-01,08N,2089,9353
2014-10-01,09H,841,4923
2014-10-01,01H,2749,22212
2014-10-01,06P,1317,6636
2014-10-01,05C,2568,14287
2014-10-01,01A,5837,21175
2014-10-01,07L,706,6929
2014-10-01,00P,1839,25367
2014-10-01,03F,2078,15504
2014-10-01,05Q,1469,10817
2014-10-01,99G,803,5589
2014-10-01,08F,1214,11539
2014-10-01,14Y,2531,18656
2014-10-01,08P,1202,7770
2014-10-01,09X,1017,6638
2014-10-01,09Y,2101,9461
2014-10-01,00L,2956,19357
2014-10-01,99H,2493,9297
2014-10-01,15E,8281,47373
2014-10-01,07V,1650,12558
2014-10-01,08Q,1326,8773
2014-10-01,08R,1397,6862
2014-10-01,10G,0,0
2014-10-01,15M,6132,44633
2014-10-01,08V,990,10647
2014-10-01,00Q,2767,9028
2014-10-01,08W,1238,7658
2014-10-01,01D,2180,9968
2014-10-01,01T,683,8736
2014-10-01,04N,1511,5424
2014-10-01,01X,966,10550
2014-10-01,08J,667,5853
2014-10-01,15D,3986,14573
2014-10-01,05X,1294,5715
2014-10-01,12F,1350,15503
2014-10-01,00V,1422,8963
2014-10-01,07Y,1603,10338
2014-10-01,03L,2223,15453
2014-10-01,05G,3876,11331
2014-10-01,08X,2018,10546
2014-10-01,09L,1079,5527
2014-10-01,02Y,3604,18413
2014-10-01,06M,1245,10637
2014-10-01,10K,720,7265
2014-10-01,10C,468,2751
2014-10-01,06A,2912,13713
2014-10-01,02F,1236,10489
2014-10-01,14L,2956,24720
2014-10-01,10Q,3563,25510
2014-10-01,11X,2427,25306
2014-10-01,08E,1551,11777
2014-10-01,01F,870,7353
2014-10-01,02H,4792,15810
2014-10-01,99K,1295,7262
2014-10-01,10A,1125,8276
2014-10-01,04C,3076,15848
2014-10-01,15A,761,16437
2014-10-01,01C,853,10313
2014-10-01,00M,5321,18113
2014-10-01,07G,894,6867
2014-10-01,03K,3086,10546
2014-10-01,10T,0,0
2014-10-01,10L,839,8500
2014-10-01,07J,2171,11518
2014-10-01,04F,1149,6496
2014-10-01,04Q,2819,9596
2014-10-01,01J,1179,10183
2014-10-01,03V,235,3496
2014-10-01,06L,3190,19227
2014-10-01,15N,4908,60133
2014-10-01,11E,1050,9147
2014-10-01,99D,3138,12555
2014-10-01,03J,2163,10199
2014-10-01,09N,1827,6737
2014-10-01,99E,2186,9381
2014-10-01,00X,3052,9701
2014-10-01,07N,763,8846
2014-10-01,02E,754,9137
2014-10-01,05F,1203,8358
2014-10-01,10E,648,6992
2014-10-01,03T,4664,19227
2014-10-01,04H,1989,7435
2014-10-01,02D,566,5515
2014-10-01,06W,388,7679
2014-10-01,08D,966,8566
2014-10-01,08K,906,9739
2014-10-01,08A,1477,9699
2014-10-01,02Q,1442,6188
2014-11-01,07P,1251,11498
2014-11-01,05D,2614,6867
2014-11-01,99K,1176,6575
2014-11-01,08D,885,8273
2014-11-01,05J,820,5134
2014-11-01,02E,621,8126
2014-11-01,00J,2720,14830
2014-11-01,10K,709,6547
2014-11-01,09X,937,6153
2014-11-01,03V,241,3122
2014-11-01,05Q,1414,9803
2014-11-01,05T,3197,13616
2014-11-01,08A,1376,8785
2014-11-01,03L,1932,13162
2014-11-01,07J,2063,10606
2014-11-01,03N,3698,28094
2014-11-01,11M,3809,28103
2014-11-01,04F,1056,5790
2014-11-01,08Y,789,4644
2014-11-01,08J,570,5168
2014-11-01,01R,928,6726
2014-11-01,09D,1383,9333
2014-11-01,00R,4861,13090
2014-11-01,05G,3459,10158
2014-11-01,07H,2296,12115
2014-11-01,09Y,1870,8545
2014-11-01,11A,2671,18239
2014-11-01,99D,2795,11243
2014-11-01,15A,695,14786
2014-11-01,07Y,1449,9467
2014-11-01,05F,1029,7365
2014-11-01,07N,671,7665
2014-11-01,02Q,1178,5241
2014-11-01,07K,2622,12759
2014-11-01,04Q,2518,8523
2014-11-01,09P,1026,9171
2014-11-01,03Q,2641,13033
2014-11-01,04Y,1600,6283
2014-11-01,09A,1203,4526
2014-11-01,08C,1247,5096
2014-11-01,02M,3256,11309
2014-11-01,10G,0,0
2014-11-01,08W,1095,6941
2014-11-01,08N,1951,8799
2014-11-01,01A,5118,18719
2014-11-01,10D,410,3504
2014-11-01,07R,133,3662
2014-11-01,02P,4742,17104
2014-11-01,99J,3338,20814
2014-11-01,04H,1610,6340
2014-11-01,11X,2148,23108
2014-11-01,04E,3021,11602
2014-11-01,99E,2018,8636
2014-11-01,00Q,2566,8217
2014-11-01,10A,1024,7387
2014-11-01,06F,2634,16691
2014-11-01,01C,735,9188
2014-11-01,09W,1066,8913
2014-11-01,06Y,992,11272
2014-11-01,00K,1275,13637
2014-11-01,06L,3031,17564
2014-11-01,01H,2358,19331
2014-11-01,02R,3830,13354
2014-11-01,08X,1817,9885
2014-11-01,08Q,1233,8219
2014-11-01,10Q,3220,22898
2014-11-01,00N,1272,9774
2014-11-01,09N,1556,5984
2014-11-01,06W,360,6729
2014-11-01,01G,2220,13708
2014-11-01,04V,3202,16237
2014-11-01,07T,794,5575
2014-11-01,10J,757,6482
2014-11-01,04D,4146,12589
2014-11-01,99A,3431,21659
2014-11-01,10V,1055,7902
2014-11-01,02T,1390,9844
2014-11-01,01W,1867,14084
2014-11-01,05X,1105,4878
2014-11-01,05Y,2609,10235
2014-11-01,02Y,3236,16569
2014-11-01,08G,1669,9653
2014-11-01,04C,2765,14395
2014-11-01,03H,1855,8349
2014-11-01,01E,4954,10007
2014-11-01,15N,4241,53111
2014-11-01,02X,3442,16387
2014-11-01,01K,4170,18504
2014-11-01,99H,2235,8405
2014-11-01,02H,4282,14110
2014-11-01,06M,1149,9632
2014-11-01,05R,2047,11880
2014-11-01,08E,1454,11054
2014-11-01,09C,369,4326
2014-11-01,10R,546,7179
2014-11-01,09F,688,8826
2014-11-01,99C,2000,12048
2014-11-01,14Y,2238,16644
2014-11-01,01V,588,6533
2014-11-01,08F,1035,10290
2014-11-01,12F,1215,14332
2014-11-01,11N,5342,28647
2014-11-01,04K,1880,10187
2014-11-01,03D,2151,8271
2014-11-01,04G,3709,30666
2014-11-01,08P,1080,7254
2014-11-01,02F,1056,9465
2014-11-01,02D,506,5007
2014-11-01,03W,2742,13456
2014-11-01,01F,761,6280
2014-11-01,06Q,1960,17277
2014-11-01,09G,3764,21434
2014-11-01,03A,1569,9403
2014-11-01,05C,2055,11808
2014-11-01,08T,873,6594
2014-11-01,10C,374,2338
2014-11-01,14L,2643,22585
2014-11-01,01D,1902,8735
2014-11-01,08M,442,14542
2014-11-01,01T,653,7775
2014-11-01,07Q,1663,8447
2014-11-01,09E,968,6748
2014-11-01,10E,564,6085
2014-11-01,06T,3197,17600
2014-11-01,09J,2841,10611
2014-11-01,09L,973,5079
2014-11-01,15E,7416,42595
2014-11-01,15F,11647,37340
2014-11-01,08V,901,9628
2014-11-01,03E,1256,6928
2014-11-01,11E,1058,8446
2014-11-01,07X,2539,11985
2014-11-01,07W,2835,14972
2014-11-01,04L,1476,5504
2014-11-01,02W,1681,5473
2014-11-01,08H,671,3957
2014-11-01,05N,3020,12582
2014-11-01,07G,847,6239
2014-11-01,99N,3902,19434
2014-11-01,03K,2879,9717
2014-11-01,06H,5025,37882
2014-11-01,15D,3526,13204
2014-11-01,03J,1968,9187
2014-11-01,01Y,1328,11476
2014-11-01,00T,2018,12578
2014-11-01,99M,1191,5455
2014-11-01,15M,5358,39485
2014-11-01,02G,1176,4850
2014-11-01,03R,3296,17290
2014-11-01,00X,2637,8449
2014-11-01,00C,1090,5492
2014-11-01,07L,667,6355
2014-11-01,02N,1401,6693
2014-11-01,08K,865,9481
2014-11-01,03T,4402,17667
2014-11-01,05L,3941,18870
2014-11-01,11J,4832,35452
2014-11-01,06A,2436,12000
2014-11-01,07M,2039,10181
2014-11-01,06N,4602,17937
2014-11-01,05W,4911,13806
2014-11-01,12D,2670,9290
2014-11-01,02A,2260,11830
2014-11-01,99F,976,6125
2014-11-01,00P,1751,22264
2014-11-01,00L,2552,17139
2014-11-01,00Y,2325,9622
2014-11-01,08L,801,5677
2014-11-01,05H,1619,10656
2014-11-01,01J,1107,9396
2014-11-01,06V,1232,11523
2014-11-01,15C,7106,33626
2014-11-01,05V,2491,6566
2014-11-01,05A,1883,18474
2014-11-01,13T,3874,27235
2014-11-01,06P,1229,6048
2014-11-01,99G,735,5199
2014-11-01,01X,833,9155
2014-11-01,03F,1813,13512
2014-11-01,00V,1240,7769
2014-11-01,06K,6043,24763
2014-11-01,00D,5156,21553
2014-11-01,10L,841,8185
2014-11-01,03M,1345,7193
2014-11-01,08R,1241,6124
2014-11-01,10X,375,6116
2014-11-01,04N,1459,5635
2014-11-01,07V,1537,11956
2014-11-01,00M,4729,16031
2014-11-01,04M,801,3504
2014-11-01,06D,674,4916
2014-11-01,09H,725,4343
2014-12-01,01D,2211,9879
2014-12-01,06A,2727,13472
2014-12-01,09W,1221,9921
2014-12-01,08J,646,5990
2014-12-01,02T,1601,11469
2014-12-01,09J,2881,11105
2014-12-01,10R,575,7806
2014-12-01,02G,1368,5696
2014-12-01,01W,2102,15907
2014-12-01,09F,802,10044
2014-12-01,07X,2693,12780
2014-12-01,06D,754,5326
2014-12-01,00X,3032,9578
2014-12-01,09N,1789,6941
2014-12-01,01K,4679,20956
2014-12-01,04F,1175,6604
2014-12-01,05H,1803,12044
