year,month,pct,total_items,total_cost,actual_cost_per_1000
2015,2015-03-01,12F,4,355.49999999999994,12.393668944359224
2015,2015-03-01,06P,22,1087.06,11.086679381138387
2015,2015-03-01,09F,10,668.28,9.274195786727358
2015,2015-03-01,04N,1,38.58,3.9064398541919805
2015,2015-03-01,04G,14,775.96,5.083262364886997
2015,2015-03-01,09J,15,670.45,6.879161921178729
2015,2015-03-01,05V,8,501.42999999999995,8.598645288519249
2015,2015-03-01,11E,8,412.82,7.29454172777552
2015,2015-03-01,11J,13,621.38,6.453951536679857
2015,2015-03-01,08W,20,1445.96,12.810276854928018
2015,2015-03-01,03K,7,387.46,6.30703367896733
2015,2015-03-01,99F,7,403.47,9.037294209877928
2015,2015-03-01,04L,4,250.82999999999998,8.164241773264328
2015,2015-03-01,07J,10,448.92999999999995,5.021363697373719
2015,2015-03-01,08L,11,858.7199999999999,7.107432544280748
2015,2015-03-01,06H,31,1564.0800000000002,6.490389403445873
2015,2015-03-01,02P,5,237.73000000000002,6.321429521099796
2015,2015-03-01,06V,6,265.07,6.832053198618485
2015,2015-03-01,03E,3,154.3,8.180468667161488
2015,2015-03-01,08Q,9,586.11,9.998976406162036
2015,2015-03-01,09A,14,677.03,10.826763468888426
2015,2015-03-01,06F,10,700.9200000000001,6.10148245514768
2015,2015-03-01,09Y,1,77.14,8.488116197183098
2015,2015-03-01,03N,9,627.97,12.09262468707876
2015,2015-03-01,00V,7,324.58,10.410879815248421
2015,2015-03-01,03D,16,606.16,7.5080200656468685
2015,2015-03-01,15C,19,1990.0599999999997,13.191348327268145
2015,2015-03-01,10C,4,231.43,6.21338631299165
2015,2015-03-01,11A,9,775.58,8.122447269756824
2015,2015-03-01,07K,1,38.57,3.6033258594917785
2015,2015-03-01,10K,11,836.11,8.552330101059695
2015,2015-03-01,01C,8,412.84999999999997,8.713040541966528
2015,2015-03-01,99G,13,866.3,10.76697448389863
2015,2015-03-01,07X,21,1030.3400000000001,8.13803235182611
2015,2015-03-01,04H,5,296.6,12.151753523434941
2015,2015-03-01,08P,7,385.73999999999995,6.049210406636661
2015,2015-03-01,05C,4,308.57,8.111084825066373
2015,2015-03-01,00N,2,115.72,7.064281789878518
2015,2015-03-01,01X,2,72.2,3.2024839210467957
2015,2015-03-01,10Q,12,784.4200000000002,9.162928698252502
2015,2015-03-01,01D,3,308.56,41.19076224803097
2015,2015-03-01,04E,3,192.34999999999997,5.45689239411047
2015,2015-03-01,00K,7,363.86999999999995,6.462710690371738
2015,2015-03-01,03T,6,272.1,6.663727867166263
2015,2015-03-01,07N,8,699.96,13.389956958393114
2015,2015-03-01,01J,5,582.72,13.756698694492316
2015,2015-03-01,10E,3,158.49,4.341002465078061
2015,2015-03-01,00T,3,115.74,5.983559944165848
2015,2015-03-01,13T,12,654.61,8.765650316688761
2015,2015-03-01,08T,5,221.46999999999997,9.415440863872119
2015,2015-03-01,09X,9,476.42999999999995,5.633891089694317
2015,2015-03-01,05X,5,361.8,12.066837874795716
2015,2015-03-01,08J,5,273.69,5.030603804797353
2015,2015-03-01,99J,26,1430.04,6.498261877172653
2015,2015-03-01,10V,6,349.25,8.385354141656663
2015,2015-03-01,05W,21,881.4600000000002,8.008831466186933
2015,2015-03-01,07Y,17,2570.5699999999997,62.005692645391605
2015,2015-03-01,99N,9,582.76,7.576183047321893
2015,2015-03-01,10A,2,77.16,4.138152955057385
2015,2015-03-01,08A,11,773.0200000000001,12.628982192452217
2015,2015-03-01,08N,13,956.03,12.744517763114043
2015,2015-03-01,06Y,8,311.56,6.156338918748024
2015,2015-03-01,15A,19,1157.17,6.32824377385731
2015,2015-03-01,00D,6,347.16999999999996,6.237894169436708
2015,2015-04-01,07J,15,645.74,6.967038895182608
2015,2015-04-01,99N,9,626.9499999999999,8.630444358790815
2015,2015-04-01,07X,15,856.26,8.93016561678695
2015,2015-04-01,02X,7,629.04,18.94984184365115
2015,2015-04-01,04E,2,76.56,3.8123692859276965
2015,2015-04-01,07L,9,386.85,9.795158758292398
2015,2015-04-01,05G,4,192.68,5.766272632051474
2015,2015-04-01,01X,2,72.14,3.2079331198861616
2015,2015-04-01,08L,3,196.83999999999997,7.025232877690137
2015,2015-04-01,09A,10,663.6,23.67885816235504
2015,2015-04-01,03K,5,190.23000000000002,4.315268924528731
2015,2015-04-01,01F,1,38.54,4.822925791515455
2015,2015-04-01,99J,11,772.3299999999999,6.7521397410454345
2015,2015-04-01,01K,2,267.94,21.309050421504693
2015,2015-04-01,05X,5,513.42,18.505622837370243
2015,2015-04-01,00R,1,38.54,3.2558925403396133
2015,2015-04-01,04M,1,38.54,2.767882792301063
2015,2015-04-01,05Q,4,267.45,33.633048289738426
2015,2015-04-01,06V,6,344.32,6.11493926262698
2015,2015-04-01,03H,7,461.74,10.326519658272577
2015,2015-04-01,04H,4,267.25,10.92912935018198
2015,2015-04-01,03W,34,1757.77,9.498276253363738
2015,2015-04-01,09Y,2,115.6,5.7016029593094935
2015,2015-04-01,15M,22,1240.92,6.2471744941778224
2015,2015-04-01,06P,20,1033.8799999999999,13.279046469213181
2015,2015-04-01,03J,4,346.77000000000004,8.247984206645578
2015,2015-04-01,06M,2,212.46,12.580530554239697
2015,2015-04-01,07W,4,655.0799999999999,19.415530527563718
2015,2015-04-01,05C,3,269.71000000000004,8.186923263720255
2015,2015-04-01,08G,3,154.14,11.786205841871844
2015,2015-04-01,15C,11,701.9300000000001,6.3141939604379
2015,2015-04-01,10Q,10,732.1099999999999,9.770194707271827
2015,2015-04-01,09J,9,334.26000000000005,4.701530325194104
2015,2015-04-01,02P,2,121.87,8.247276172430128
2015,2015-04-01,06Q,10,377.87000000000006,4.4821246411880535
2015,2015-04-01,04C,12,746.62,10.367418351477449
2015,2015-04-01,09L,4,167.69,5.54108977959885
2015,2015-04-01,10L,8,500.08,10.851488586060238
2015,2015-04-01,00Q,3,115.15,6.474193185651636
2015,2015-04-01,08J,5,271.31,6.143795289855073
2015,2015-04-01,01W,5,539.41,26.281913856947963
2015,2015-04-01,02W,2,162.49,13.26557269981223
2015,2015-04-01,09E,7,501.6400000000001,9.742285059524969
2015,2015-04-01,04Y,3,154.14,5.31810654154016
2015,2015-04-01,01A,5,505.07,16.27997679216091
2015,2015-04-01,08W,14,1095.32,11.660527604488257
2015,2015-04-01,99K,3,196.84,7.151836645714493
2015,2015-04-01,00C,3,90.63,4.270367054610564
2015,2015-04-01,99F,5,298.90999999999997,6.19888013272501
2015,2015-04-01,02N,6,345.93999999999994,8.713634417269086
2015,2015-04-01,02A,2,52.09,3.7127583749109054
2015,2015-04-01,01E,3,235.37,9.722417282828701
2015,2015-04-01,07V,9,561.51,10.797023420374572
2015,2015-04-01,02H,4,156.25,7.121046395041473
2015,2015-04-01,07P,12,969.56,14.865992026985587
2015,2015-04-01,11E,3,233.28000000000003,7.865668622294154
2015,2015-04-01,04N,2,192.65,7.877412495911025
2015,2015-04-01,01G,2,77.08,3.193172873772733
2015,2015-04-01,06Y,4,167.07000000000002,5.015309798270894
2015,2015-04-01,11J,17,1236.83,10.247990720026515
2015,2015-04-01,04K,3,357.89,19.156942511508404
2015,2015-04-01,09C,3,231.18,5.485868868797608
2015,2015-04-01,12D,6,310.38,8.274593441748866
2015,2015-04-01,06L,8,450.94,6.639379260589821
2015,2015-04-01,03F,4,235.38,13.037554004652709
2015,2015-04-01,06W,6,415.81,16.360810544953765
2015,2015-04-01,08E,13,862.36,9.55417682251274
2015,2015-04-01,07T,11,727.0799999999999,10.529608550202024
2015,2015-04-01,07H,11,671.47,7.4223465169234855
2015,2015-04-01,09W,16,778.8399999999999,10.096448016593207
2015,2015-04-01,08P,6,346.81,7.45651566296145
2015,2015-04-01,99H,7,667.5400000000001,11.941254337948555
2015,2015-04-01,07M,18,1380.83,14.951491002013988
2015,2015-04-01,08K,12,997.72,11.538603876578618
2015,2015-04-01,08X,6,526.83,5.867291822120258
2015,2015-04-01,05W,25,1077.0899999999997,10.472944722640863
2015,2015-04-01,10K,7,438.51,8.004636559453834
2015,2015-04-01,03N,7,652.3000000000001,15.766702117374074
2015,2015-04-01,99D,4,231.19,4.106904943776313
2015,2015-04-01,02D,1,38.54,1.621371476651241
2015,2015-04-01,01C,7,362.45000000000005,8.844989994631268
2015,2015-04-01,02M,3,239.55,11.17616870392834
2015,2015-04-01,10X,1,77.06,7.667661691542289
2015,2015-04-01,99G,7,809.12,14.575062146485571
2015,2015-04-01,11X,19,1438.6,11.618572270814656
2015,2015-04-01,01H,4,221.14,4.374851626177099
2015,2015-04-01,01R,3,151.2,6.386483632523759
2015,2015-04-01,11A,5,462.36,5.672224062419492
2015,2015-04-01,01J,3,158.32,3.3518938030614187
2015,2015-04-01,03V,2,77.08,1.6168141964173344
2015,2015-04-01,00X,3,210.38,6.275878527534156
2015,2015-04-01,08R,8,701.9200000000001,14.396882371038869
2015,2015-04-01,04L,3,134.98,10.92690034809358
2015,2015-04-01,03L,2,154.12,9.131413674605996
2015,2015-04-01,04D,7,440.75,11.525889121338912
2015,2015-04-01,09N,4,196.85999999999999,3.568178934585198
2015,2015-04-01,15F,22,1898.2500000000002,13.32404469775669
2015,2015-04-01,15N,44,2604.0499999999997,10.289596800960975
2015,2015-04-01,04V,13,611.55,7.975664149614616
2015,2015-04-01,02T,1,81.24,17.403598971722364
2015,2015-04-01,10J,5,308.26000000000005,4.74384820178206
2015,2015-04-01,05L,9,314.21,12.298810082981054
2015,2015-04-01,15D,5,436.38,9.994045437889335
2015,2015-04-01,05R,2,52.09,2.726939587477751
2015,2015-04-01,06T,7,458.5,9.403392194261572
2015,2015-04-01,09D,10,918.55,11.355965729968968
2015,2015-04-01,05H,1,81.24,7.74599542334096
2015,2015-04-01,08Y,17,769.09,12.677029076284038
2015,2015-04-01,13T,13,767.72,6.495148013096558
2015,2015-04-01,99A,4,153.12,6.451504171231145
2015,2015-04-01,03D,12,430.59000000000003,6.116335227272728
2015,2015-04-01,01D,1,81.24,10.342457033736473
2015,2015-04-01,15A,15,987.3,7.8325439702977375
2015,2015-04-01,10V,12,935.2099999999999,12.293586423566836
2015,2015-04-01,10D,1,77.06,7.185081585081585
2015,2015-04-01,03A,6,423.84000000000003,18.224974200206397
2015,2015-04-01,06H,31,1444.2199999999998,6.310881553533817
2015,2015-04-01,02E,2,346.76000000000005,21.48983639067923
2015,2015-04-01,15E,30,2278.6200000000003,10.848143510738074
2015,2015-04-01,08A,13,929.84,19.142751266109443
2015,2015-04-01,10R,4,348.86,6.54779556673361
2015,2015-04-01,05Y,6,310.38,8.082602015572512
2015,2015-04-01,07Y,13,2249.76,61.401746724890835
2015,2015-04-01,05A,8,385.36,6.238425176455352
2015,2015-04-01,00J,15,885.8900000000001,7.112326083640422
2015,2015-04-01,08D,9,477.53999999999996,6.063076102689114
2015,2015-04-01,00D,4,194.76999999999998,6.468400252399455
2015,2015-04-01,01Y,1,77.06,8.195256832925661
2015,2015-04-01,08F,7,362.31,13.959697927101795
2015,2015-04-01,00T,6,422.85,15.861435162609252
2015,2015-04-01,08V,2,77.08,4.425053102933578
2015,2015-04-01,02Y,14,633.48,6.1511870660775845
2015,2015-04-01,05D,3,117.71000000000001,5.038955479452055
2015,2015-04-01,03M,1,40.63,5.377183695076761
2015,2015-04-01,06K,21,1193.69,7.622200795622163
2015,2015-04-01,02R,5,237.48999999999998,7.252045926468792
2015,2015-04-01,02G,1,38.54,13.978962640551323
2015,2015-04-01,09P,4,231.19,11.37970072848986
2015,2015-04-01,08C,9,744.2199999999999,12.036162504851855
2015,2015-04-01,09H,6,346.81000000000006,7.532306756727408
2015,2015-04-01,08Q,9,695.27,9.94379290617849
2015,2015-04-01,00K,7,218.24000000000004,3.49172826469553
2015,2015-04-01,05T,4,154.13,4.166126067682993
2015,2015-04-01,02F,4,153.78,7.7478839177750904
2015,2015-04-01,07G,2,115.6,11.324451410658307
2015,2015-04-01,08H,8,394.32000000000005,6.30337132535128
2015,2015-04-01,04Q,1,40.62,9.641585568478519
2015,2015-04-01,00P,14,564.22,7.902794313327265
2015,2015-04-01,11N,19,852.8099999999998,5.381387483120259
2015,2015-04-01,06F,16,989.02,7.677594143721034
2015,2015-04-01,09X,9,706.4999999999998,8.409613026865527
2015,2015-04-01,12F,4,346.77000000000004,16.703757225433527
2015,2015-04-01,99M,9,776.89,10.450778874868842
2015,2015-04-01,05V,8,462.36,6.531246468527518
2015,2015-04-01,06N,16,1105.8899999999999,6.89930750514692
2015,2015-04-01,99C,4,217.68,13.442015561319007
2015,2015-04-01,03Q,13,508.59,3.9411222267855894
2015,2015-04-01,09G,13,802.1099999999999,5.922821889283524
2015,2015-04-01,04G,17,1091.2200000000003,9.321567689469012
2015,2015-04-01,04F,6,346.79999999999995,6.130782965333144
2015,2015-04-01,03E,5,321.28999999999996,10.633460201886479
2015,2015-04-01,11M,60,3294.3199999999997,12.843553115838063
2015,2015-04-01,00M,9,452.47,9.877747942454212
2015,2015-04-01,09F,8,507.21,8.373809248650344
2015,2015-04-01,10E,3,191.81,5.218609712964223
2015,2015-04-01,03T,6,219.76000000000002,5.395531549226615
2015,2015-04-01,08T,5,228.74999999999997,8.159443552701978
2015,2015-04-01,08M,13,830.96,11.003906508640668
2015,2015-04-01,14L,4,253.29999999999998,12.690380761523045
2015,2015-04-01,00V,5,230.07999999999998,10.177828894983632
2015,2015-04-01,05F,7,337.44,17.059656218402427
2015,2015-04-01,00Y,1,115.59,10.379849137931034
2015,2015-04-01,05N,18,1109.18,13.07763956847256
2015,2015-04-01,14Y,3,158.32,2.4574692661120077
2015,2015-04-01,07R,10,732.4599999999999,11.236634194983507
2015,2015-04-01,00L,8,377.30999999999995,7.822976923555389
2015,2015-04-01,03R,16,1737.23,13.227169592958626
2015,2015-04-01,08N,15,965.02,10.217798718831066
2015,2015-04-01,99E,13,823.67,9.911435206911904
2015,2015-04-01,07Q,8,488.4800000000001,6.367546992726231
2015,2015-04-01,07N,4,336.6,9.71456607694306
2015,2015-05-01,06Q,11,672.8000000000001,9.326180673957944
2015,2015-05-01,01E,3,196.86,7.7884158885899675
2015,2015-05-01,01W,3,385.33,20.31795412602162
2015,2015-05-01,11N,27,1149.8999999999999,6.4843375532184835
2015,2015-05-01,07H,9,416.65000000000003,6.436438910602012
2015,2015-05-01,00V,6,283.1,9.995057195311396
2015,2015-05-01,99F,5,276.03000000000003,6.721291516509205
2015,2015-05-01,11M,54,2507.9399999999996,10.559302766199316
2015,2015-05-01,05A,12,722.22,8.696311815915905
2015,2015-05-01,15F,17,1572.6999999999996,10.380652528332769
2015,2015-05-01,06F,10,525.11,5.697437232819044
2015,2015-05-01,11X,20,1007.64,7.4593586213023
2015,2015-05-01,03A,3,156.24,13.621621621621623
2015,2015-05-01,04E,3,115.1,3.0142726201387977
2015,2015-05-01,01Y,1,77.07,8.196320323301073
2015,2015-05-01,99D,7,385.36,5.740246972427867
2015,2015-05-01,02T,1,81.25,7.863917924893535
2015,2015-05-01,07N,3,119.81,4.9052200614124875
2015,2015-05-01,10R,3,269.74,5.683043991235463
2015,2015-05-01,08X,8,499.21999999999997,4.82077330140214
2015,2015-05-01,11A,4,350.99,7.511502985425985
2015,2015-05-01,02F,5,230.47,7.9763964836990375
2015,2015-05-01,06V,8,421.41999999999996,7.48419407544221
2015,2015-05-01,08C,14,680.26,19.9735744905749
2015,2015-05-01,14Y,4,192.68999999999997,3.425234641638225
2015,2015-05-01,09A,14,712.6499999999999,12.66055534829185
2015,2015-05-01,08A,11,678.7699999999999,11.514529508558244
2015,2015-05-01,08K,4,466.58,10.887411037218527
2015,2015-05-01,05N,16,930.1600000000001,12.78377152595484
2015,2015-05-01,05G,17,1015.2800000000001,10.761468667853812
2015,2015-05-01,03K,5,194.42,4.4103169022071995
2015,2015-05-01,15N,50,2999.6099999999997,8.952082226612628
2015,2015-05-01,06N,18,1670.2599999999998,10.537053743226107
2015,2015-05-01,15A,14,693.65,5.881430230882066
2015,2015-05-01,11E,8,346.82,7.66741096102403
2015,2015-05-01,03E,8,282.91,6.24180915609487
2015,2015-05-01,00T,2,79.17,9.358156028368795
2015,2015-05-01,06M,2,216.66,12.829227854097585
2015,2015-05-01,08J,6,271.34000000000003,5.237212893263849
2015,2015-05-01,08R,11,933.19,11.972416447495029
2015,2015-05-01,05L,13,554.4300000000001,9.74359424976275
2015,2015-05-01,08V,10,619.5699999999999,6.114378762459292
2015,2015-05-01,00C,1,38.54,3.8253101736972703
2015,2015-05-01,02R,3,154.14999999999998,5.424760698198197
2015,2015-05-01,01G,4,126.81,4.307697533799851
2015,2015-05-01,07Y,12,2660.78,58.08168343847548
2015,2015-05-01,10L,4,273.93,7.048243921265921
2015,2015-05-01,15E,23,1293.62,6.927719553796638
2015,2015-05-01,03H,7,425.98999999999995,9.993665837751607
2015,2015-05-01,04K,2,78.58,5.314846127832262
2015,2015-05-01,03T,6,395.80000000000007,6.827669484215975
2015,2015-05-01,08F,6,407.14,9.842858524320665
2015,2015-05-01,06W,3,231.20999999999998,5.404628330995792
2015,2015-05-01,99G,7,335.39,7.262667821567778
2015,2015-05-01,01A,2,192.66,8.320808499611298
2015,2015-05-01,05W,24,989.6299999999999,8.46141349886284
2015,2015-05-01,08D,9,658.28,12.34213289335533
2015,2015-05-01,14L,4,269.75,15.797950219619327
2015,2015-05-01,00R,1,77.07,7.1097785977859775
2015,2015-05-01,01J,2,115.61,4.560552268244575
2015,2015-05-01,15D,9,443.74,9.009583367172906
2015,2015-05-01,10K,8,563.49,7.54408043591769
2015,2015-05-01,10J,5,231.21999999999997,4.534881440367152
2015,2015-05-01,08N,9,579.75,8.291856174375697
2015,2015-05-01,06L,8,594.91,7.681709600361546
2015,2015-05-01,05D,5,348.9,10.150999389019812
2015,2015-05-01,11J,12,755.1499999999999,8.914321465671922
2015,2015-05-01,06K,18,856.2800000000002,5.241771090311405
2015,2015-05-01,08Y,9,876.92,20.2018061186878
2015,2015-05-01,08P,6,423.89,13.064879026044075
2015,2015-05-01,03F,6,285.02,8.12439427626703
2015,2015-05-01,01D,2,269.73,35.901770264874216
2015,2015-05-01,05Q,4,187.65,6.987005250027925
2015,2015-05-01,09W,13,599.79,9.860750337026928
2015,2015-05-01,08W,14,894.6899999999998,10.629306657795938
2015,2015-05-01,10A,6,273.95,7.993172468123595
2015,2015-05-01,01K,3,381.82000000000005,17.41800100360385
2015,2015-05-01,09P,7,357.42,10.058535487139078
2015,2015-05-01,08Q,6,303.27,6.986661137604534
2015,2015-05-01,09H,3,158.32999999999998,4.516874447265569
2015,2015-05-01,04C,11,692.51,6.154222135328724
2015,2015-05-01,03J,4,283.29,7.9071649873000815
2015,2015-05-01,09C,1,154.13,11.670326342091315
2015,2015-05-01,09N,7,289.6,3.4735882550496573
2015,2015-05-01,07K,2,77.06,5.703923019985196
2015,2015-05-01,07P,12,1512.25,20.865815798551225
2015,2015-05-01,02P,3,160.42,8.66807154049819
2015,2015-05-01,07T,18,1177.4699999999998,9.384474376344942
2015,2015-05-01,04Q,6,210.42000000000002,5.615093131237659
2015,2015-05-01,10X,2,154.14,27.10392122384385
2015,2015-05-01,03R,19,2086.48,16.487917437137483
2015,2015-05-01,08G,4,165.23,6.5476520705369525
2015,2015-05-01,07X,13,507.0600000000001,4.784171643692152
2015,2015-05-01,99A,6,334.34000000000003,8.917635762295957
2015,2015-05-01,00M,14,801.03,9.083620611448788
2015,2015-05-01,05X,6,399.99,11.703827247191011
2015,2015-05-01,02X,6,503.03999999999996,13.546979775401933
2015,2015-05-01,02M,2,158.32,7.260720018344417
2015,2015-05-01,15C,27,2514.17,13.189780447498885
2015,2015-05-01,07Q,6,509.31,9.547652969406117
2015,2015-05-01,07G,3,192.67999999999998,25.16390231161029
2015,2015-05-01,01H,5,345.49,8.270059364228265
2015,2015-05-01,08M,12,745.7300000000001,9.485848756598616
2015,2015-05-01,09G,10,684.5100000000002,7.159322672077483
2015,2015-05-01,15M,20,1154.3400000000001,6.450124047294429
2015,2015-05-01,06P,19,879.1099999999999,8.955705873963446
2015,2015-05-01,01C,6,258.32,7.003578787550157
2015,2015-05-01,01T,1,75.93,12.09847036328872
2015,2015-05-01,04M,1,38.54,2.767882792301063
2015,2015-05-01,03Q,11,505.13,3.831938765447083
2015,2015-05-01,99J,17,796.0,5.294911962110781
2015,2015-05-01,02H,5,622.42,15.971363321444151
2015,2015-05-01,07J,15,647.83,6.480892356942777
2015,2015-05-01,01F,4,385.34,24.553332483751753
2015,2015-05-01,09D,7,942.51,19.390815948648314
2015,2015-05-01,02Y,16,797.2299999999998,5.702809808578213
2015,2015-05-01,06H,31,2165.56,9.68943654724672
2015,2015-05-01,07V,10,636.8200000000002,8.068468331496195
2015,2015-05-01,09X,8,507.23999999999995,9.426325472487036
2015,2015-05-01,02A,1,27.09,2.8125
2015,2015-05-01,07M,23,2022.0299999999997,26.87047348207997
2015,2015-05-01,08L,6,579.25,11.241679119684825
2015,2015-05-01,04V,26,1193.8299999999997,14.19502508858291
2015,2015-05-01,02G,2,77.08,14.385964912280702
2015,2015-05-01,06Y,3,90.02000000000001,2.5393511988716506
2015,2015-05-01,08H,10,767.8,13.537626066718385
2015,2015-05-01,09J,7,314.58,3.6522587161715023
2015,2015-05-01,00J,10,461.70000000000005,5.24027875513586
2015,2015-05-01,04H,5,282.77,9.035339979550102
2015,2015-05-01,09F,8,541.59,9.038702248034847
2015,2015-05-01,00Y,3,355.16,19.205104634185908
2015,2015-05-01,99C,3,154.14999999999998,9.51895763863159
2015,2015-05-01,04G,13,660.2200000000001,4.401672078030309
2015,2015-05-01,03W,31,1567.32,8.618704323869542
2015,2015-05-01,07W,10,833.22,14.960677990447804
2015,2015-05-01,05Y,4,154.16,5.164835164835165
2015,2015-05-01,00K,4,243.62,7.802081665332266
2015,2015-05-01,00Q,5,385.88,8.913219227126788
2015,2015-05-01,02W,2,243.75,31.05491145368837
2015,2015-05-01,99K,4,237.49,6.043617671009772
2015,2015-05-01,09Y,2,115.60999999999999,5.0330866347409655
2015,2015-05-01,03L,2,185.07,10.592982656974415
2015,2015-05-01,10E,2,119.78999999999999,5.616033755274261
2015,2015-05-01,03M,2,27.1,1.3608516621472333
2015,2015-05-01,04F,5,308.28999999999996,5.797867338686927
2015,2015-05-01,03V,2,77.08,1.6168141964173344
2015,2015-05-01,13T,17,944.0499999999997,8.271272867456364
2015,2015-05-01,08E,9,459.35999999999996,8.783341937704353
2015,2015-05-01,99E,11,771.6600000000001,12.738287827264024
2015,2015-05-01,05V,7,380.3,6.534027455629435
2015,2015-05-01,02E,4,722.16,30.071205496564648
2015,2015-05-01,06T,13,710.7899999999997,7.3610463851865635
2015,2015-05-01,05H,1,77.07,5.092843454701645
2015,2015-05-01,99H,7,425.60999999999996,7.789491022895733
2015,2015-05-01,04L,2,154.14,7.005726752113444
2015,2015-05-01,10V,5,196.88,5.1967797281245875
2015,2015-05-01,10C,3,154.14999999999998,3.1446348429212563
2015,2015-05-01,07R,10,561.09,7.553105564978597
2015,2015-05-01,00P,13,721.9,9.818963289400308
2015,2015-05-01,04Y,4,192.69,5.52294419444524
2015,2015-05-01,99N,10,520.79,5.013332563221378
2015,2015-05-01,02D,1,38.54,1.621371476651241
2015,2015-05-01,03N,9,648.1899999999999,9.716971232404394
2015,2015-05-01,08T,4,151.69,9.969111461619347
2015,2015-05-01,07L,11,386.8299999999999,7.606079672814502
2015,2015-05-01,05T,6,310.35,10.413031807811032
2015,2015-05-01,02N,5,270.99,5.425876982220087
2015,2015-05-01,12D,7,395.82000000000005,10.237165395060133
2015,2015-05-01,00X,5,207.43,5.583880693442447
2015,2015-05-01,00D,6,385.35999999999996,6.562893831533771
2015,2015-05-01,05C,2,115.60999999999999,4.6853090172239105
2015,2015-05-01,10Q,16,879.18,9.61651207560378
2015,2015-05-01,01R,4,223.25000000000003,4.909506740263454
2015,2015-05-01,04N,1,81.25,12.16681641209943
2015,2015-05-01,03D,19,769.01,10.436027575724676
2015,2015-05-01,99M,4,395.79,8.291921562054807
2015,2015-05-01,04D,6,246.86,11.960850816415524
2015,2015-05-01,09L,4,246.85,5.365487860542961
2015,2015-05-01,10D,2,154.14,11.731486414491208
2015,2015-05-01,09E,5,411.43,9.045399582279872
2015,2015-05-01,00L,7,342.97,6.581906808935289
2015,2015-06-01,06N,20,1468.91,8.98196159960866
2015,2015-06-01,06T,10,613.77,12.984894643310485
2015,2015-06-01,07X,26,1414.0599999999997,10.374462590424203
2015,2015-06-01,10D,2,117.75,10.97902097902098
2015,2015-06-01,01K,2,268.08000000000004,21.320184507714334
2015,2015-06-01,04M,3,133.41,7.187651527396153
2015,2015-06-01,08V,7,548.61,6.220350129257563
2015,2015-06-01,07T,20,1091.23,8.840308494952932
2015,2015-06-01,08F,7,439.6,16.937658935038915
2015,2015-06-01,10V,10,747.1299999999999,10.322897092958991
2015,2015-06-01,04L,3,135.05,6.5794601968235416
2015,2015-06-01,01A,4,391.78,13.222855985689694
2015,2015-06-01,02F,2,74.65,3.7610842402257156
2015,2015-06-01,01D,1,38.56,11.59350571256765
2015,2015-06-01,00M,9,449.64000000000004,10.251008822925929
2015,2015-06-01,04D,4,231.3,9.31459407216495
2015,2015-06-01,01H,6,228.51000000000002,3.4758601807063982
2015,2015-06-01,01W,4,539.67,28.456103348273132
2015,2015-06-01,04Q,3,106.30000000000001,2.8366333991567494
2015,2015-06-01,03L,3,269.85,11.748955067920585
2015,2015-06-01,09C,3,226.25,11.688278142274113
2015,2015-06-01,11J,13,850.25,8.11237584558578
2015,2015-06-01,00T,3,355.31,18.643614230244516
2015,2015-06-01,08Y,18,737.5200000000001,15.541460330839744
2015,2015-06-01,04N,2,196.94,8.052829571475302
2015,2015-06-01,04V,18,811.76,13.017736296866481
2015,2015-06-01,02H,1,40.65,4.610411704661449
2015,2015-06-01,05L,10,649.99,9.279738450117069
2015,2015-06-01,00K,5,273.55,5.136703346227514
2015,2015-06-01,00V,4,189.17000000000002,8.221565474379592
2015,2015-06-01,99K,7,434.55,8.581669530185437
2015,2015-06-01,08L,5,418.18,8.888936124986715
2015,2015-06-01,09X,4,269.86,18.76242786623097
2015,2015-06-01,15N,48,2754.2699999999995,8.493100417829444
2015,2015-06-01,08M,9,657.3,9.497868651109023
2015,2015-06-01,07H,10,552.71,5.953296496160102
2015,2015-06-01,05V,6,462.61,7.948215727711631
2015,2015-06-01,10C,4,269.87,6.848970890541329
2015,2015-06-01,03V,1,38.56,0.8088266140873432
2015,2015-06-01,07L,7,191.13,7.806322496324129
2015,2015-06-01,01X,2,72.18,6.904534149607807
2015,2015-06-01,07Y,13,2568.31,54.17689743914272
2015,2015-06-01,09G,17,1051.3799999999999,6.733227450879934
2015,2015-06-01,02R,8,700.2099999999999,12.091766249913654
2015,2015-06-01,15F,21,1616.3999999999996,8.783398268751117
2015,2015-06-01,08C,9,808.4200000000001,11.846543866590467
2015,2015-06-01,15C,13,983.61,7.360477124085188
2015,2015-06-01,10J,7,385.52,6.2272044452341335
2015,2015-06-01,99H,4,393.87,6.641205928473873
2015,2015-06-01,07M,27,1720.9599999999996,17.230793876468052
2015,2015-06-01,02X,4,349.05000000000007,12.056161923183202
2015,2015-06-01,00J,10,377.93,4.688492457324335
2015,2015-06-01,05Y,4,233.42000000000002,8.26323987538941
2015,2015-06-01,09A,12,636.8900000000001,13.805518826003079
2015,2015-06-01,99N,6,353.25,5.503365114974762
2015,2015-06-01,10K,8,507.47,6.799994640081471
2015,2015-06-01,02M,1,77.1,7.1640958929566985
2015,2015-06-01,15E,29,1784.58,7.80427433779251
2015,2015-06-01,08A,16,1189.43,12.768974771873323
2015,2015-06-01,14L,4,167.78,7.255351351351352
2015,2015-06-01,01V,1,12.96,1.3478939157566305
2015,2015-06-01,10Q,13,836.6800000000001,9.41708780262699
