month,supplier,practice,pct,chemical_code,chemical,total_items,total_cost
2016-12-01,TPP,B86020,15F,0402020Z0,Zuclopenthixol Decanoate,2,49.160000000000004
2016-12-01,EMIS,M86035,05A,0402020Z0,Zuclopenthixol Decanoate,3,35.01
2016-12-01,TPP,M83108,05G,0402020Z0,Zuclopenthixol Decanoate,3,47.040000000000006
2016-12-01,EMIS,L81034,15C,0402020Z0,Zuclopenthixol Decanoate,3,8.76
2016-12-01,EMIS,K82001,14Y,0402020Z0,Zuclopenthixol Decanoate,2,5.84
2016-12-01,TPP,C87622,03L,0402020Z0,Zuclopenthixol Decanoate,2,6.06
2016-12-01,EMIS,L83087,15N,0402020Z0,Zuclopenthixol Decanoate,5,27.650000000000002
2016-12-01,TPP,B81647,03K,0402020Z0,Zuclopenthixol Decanoate,1,27.66
2016-12-01,TPP,B82013,03E,0402020Z0,Zuclopenthixol Decanoate,9,62.03
2016-12-01,TPP,D81023,06H,0402020Z0,Zuclopenthixol Decanoate,1,2.92
2016-12-01,TPP,B85019,03J,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,G81033,09P,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,EMIS,H84005,08P,0402020Z0,Zuclopenthixol Decanoate,1,3.03
2016-12-01,TPP,C87007,03L,0402020Z0,Zuclopenthixol Decanoate,1,3.03
2016-12-01,TPP,F81081,99G,0402020Z0,Zuclopenthixol Decanoate,7,36.31999999999999
2016-12-01,TPP,E87007,08Y,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,L85027,11X,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,TPP,A84604,00L,0402020Z0,Zuclopenthixol Decanoate,1,5.84
2016-12-01,TPP,K83047,04G,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,TPP,E81021,06F,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,E82062,06K,0402020Z0,Zuclopenthixol Decanoate,2,13.78
2016-12-01,EMIS,M83637,04Y,0402020Z0,Zuclopenthixol Decanoate,1,27.66
2016-12-01,EMIS,F84074,08M,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,EMIS,K84010,10Q,0402020Z0,Zuclopenthixol Decanoate,1,5.84
2016-12-01,EMIS,A89004,00P,0402020Z0,Zuclopenthixol Decanoate,2,30.69
2016-12-01,TPP,C82667,04C,0402020Z0,Zuclopenthixol Decanoate,3,103.36
2016-12-01,TPP,C82005,04C,0402020Z0,Zuclopenthixol Decanoate,3,27.9
2016-12-01,EMIS,H81132,09N,0402020Z0,Zuclopenthixol Decanoate,1,11.78
2016-12-01,EMIS,K84038,10Q,0402020Z0,Zuclopenthixol Decanoate,2,14.0
2016-12-01,EMIS,N83611,01J,0402020Z0,Zuclopenthixol Decanoate,2,58.6
2016-12-01,EMIS,M84014,05R,0402020Z0,Zuclopenthixol Decanoate,1,6.89
2016-12-01,TPP,F81014,06Q,0402020Z0,Zuclopenthixol Decanoate,2,55.32
2016-12-01,TPP,C82620,04C,0402020Z0,Zuclopenthixol Decanoate,1,27.66
2016-12-01,TPP,E85008,08C,0402020Z0,Zuclopenthixol Decanoate,1,68.89
2016-12-01,EMIS,E84028,07P,0402020Z0,Zuclopenthixol Decanoate,5,44.34
2016-12-01,EMIS,G81077,09P,0402020Z0,Zuclopenthixol Decanoate,3,9.09
2016-12-01,EMIS,N81123,02D,0402020Z0,Zuclopenthixol Decanoate,1,11.78
2016-12-01,TPP,H82615,09X,0402020Z0,Zuclopenthixol Decanoate,1,34.44
2016-12-01,EMIS,J82012,10K,0402020Z0,Zuclopenthixol Decanoate,2,5.84
2016-12-01,EMIS,H81077,09N,0402020Z0,Zuclopenthixol Decanoate,2,55.32
2016-12-01,EMIS,A82018,01H,0402020Z0,Zuclopenthixol Decanoate,1,55.22
2016-12-01,EMIS,P92646,02H,0402020Z0,Zuclopenthixol Decanoate,2,23.57
2016-12-01,EMIS,P86023,01D,0402020Z0,Zuclopenthixol Decanoate,1,14.71
2016-12-01,EMIS,N82076,99A,0402020Z0,Zuclopenthixol Decanoate,2,41.55
2016-12-01,TPP,Y01948,03H,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,TPP,M89009,15E,0402020Z0,Zuclopenthixol Decanoate,1,3.03
2016-12-01,TPP,C83020,04Q,0402020Z0,Zuclopenthixol Decanoate,1,8.75
2016-12-01,TPP,C82614,04C,0402020Z0,Zuclopenthixol Decanoate,2,48.34
2016-12-01,EMIS,F86062,08W,0402020Z0,Zuclopenthixol Decanoate,1,58.39
2016-12-01,EMIS,K81002,15A,0402020Z0,Zuclopenthixol Decanoate,1,27.66
2016-12-01,TPP,A84035,00L,0402020Z0,Zuclopenthixol Decanoate,4,17.51
2016-12-01,TPP,K83008,04G,0402020Z0,Zuclopenthixol Decanoate,4,73.06
2016-12-01,EMIS,F86644,08W,0402020Z0,Zuclopenthixol Decanoate,3,122.04
2016-12-01,EMIS,F86637,08N,0402020Z0,Zuclopenthixol Decanoate,1,23.46
2016-12-01,EMIS,G82217,10A,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,H81010,09N,0402020Z0,Zuclopenthixol Decanoate,1,23.46
2016-12-01,EMIS,K84032,10Q,0402020Z0,Zuclopenthixol Decanoate,1,2.92
2016-12-01,EMIS,N81074,02D,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,EMIS,P81118,01A,0402020Z0,Zuclopenthixol Decanoate,1,35.14
2016-12-01,EMIS,B86049,15F,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,TPP,C82017,04V,0402020Z0,Zuclopenthixol Decanoate,1,2.92
2016-12-01,TPP,E85007,07Y,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,H82056,09X,0402020Z0,Zuclopenthixol Decanoate,2,29.41
2016-12-01,TPP,J82029,11A,0402020Z0,Zuclopenthixol Decanoate,3,20.68
2016-12-01,EMIS,A82028,01H,0402020Z0,Zuclopenthixol Decanoate,1,6.89
2016-12-01,TPP,C82086,04C,0402020Z0,Zuclopenthixol Decanoate,1,27.66
2016-12-01,TPP,E85103,07W,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,P92026,02H,0402020Z0,Zuclopenthixol Decanoate,2,58.4
2016-12-01,TPP,B81645,03F,0402020Z0,Zuclopenthixol Decanoate,2,17.73
2016-12-01,EMIS,P86002,01D,0402020Z0,Zuclopenthixol Decanoate,2,49.160000000000004
2016-12-01,EMIS,P86018,01D,0402020Z0,Zuclopenthixol Decanoate,4,20.06
2016-12-01,TPP,B81658,02Y,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,TPP,D81082,06H,0402020Z0,Zuclopenthixol Decanoate,4,42.35
2016-12-01,TPP,C82624,04C,0402020Z0,Zuclopenthixol Decanoate,3,46.45
2016-12-01,EMIS,Y02521,05W,0402020Z0,Zuclopenthixol Decanoate,2,68.91
2016-12-01,EMIS,E84011,07P,0402020Z0,Zuclopenthixol Decanoate,2,58.4
2016-12-01,EMIS,G85011,08K,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,TPP,L81045,11E,0402020Z0,Zuclopenthixol Decanoate,3,12.73
2016-12-01,EMIS,L83013,15N,0402020Z0,Zuclopenthixol Decanoate,2,5.84
2016-12-01,EMIS,J82101,10X,0402020Z0,Zuclopenthixol Decanoate,4,11.68
2016-12-01,TPP,D83045,07K,0402020Z0,Zuclopenthixol Decanoate,3,17.52
2016-12-01,TPP,D81044,06H,0402020Z0,Zuclopenthixol Decanoate,4,35.01
2016-12-01,TPP,F81097,99G,0402020Z0,Zuclopenthixol Decanoate,3,89.77
2016-12-01,EMIS,G82126,10E,0402020Z0,Zuclopenthixol Decanoate,5,34.57
2016-12-01,INPS,P92041,02H,0402020Z0,Zuclopenthixol Decanoate,4,24.84
2016-12-01,TPP,C84142,04E,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,K83069,04G,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,EMIS,M82004,05N,0402020Z0,Zuclopenthixol Decanoate,2,137.78
2016-12-01,EMIS,Y00090,08N,0402020Z0,Zuclopenthixol Decanoate,1,68.89
2016-12-01,TPP,Y02342,07W,0402020Z0,Zuclopenthixol Decanoate,1,81.84
2016-12-01,EMIS,K84034,10Q,0402020Z0,Zuclopenthixol Decanoate,1,34.44
2016-12-01,EMIS,K84009,10Q,0402020Z0,Zuclopenthixol Decanoate,2,13.78
2016-12-01,EMIS,Y02325,14L,0402020Z0,Zuclopenthixol Decanoate,1,35.14
2016-12-01,TPP,D82044,07J,0402020Z0,Zuclopenthixol Decanoate,1,5.84
2016-12-01,EMIS,J82141,10X,0402020Z0,Zuclopenthixol Decanoate,6,50.199999999999996
2016-12-01,EMIS,N83620,01X,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,EMIS,P92004,02H,0402020Z0,Zuclopenthixol Decanoate,4,15.04
2016-12-01,TPP,A84006,00L,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,EMIS,B81089,03F,0402020Z0,Zuclopenthixol Decanoate,2,19.84
2016-12-01,EMIS,F84033,07T,0402020Z0,Zuclopenthixol Decanoate,2,98.09
2016-12-01,EMIS,F85031,08D,0402020Z0,Zuclopenthixol Decanoate,2,11.67
2016-12-01,TPP,E85727,07Y,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,TPP,L83069,15N,0402020Z0,Zuclopenthixol Decanoate,5,14.82
2016-12-01,TPP,J84012,10L,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,TPP,A86012,13T,0402020Z0,Zuclopenthixol Decanoate,2,14.01
2016-12-01,EMIS,B81036,03Q,0402020Z0,Zuclopenthixol Decanoate,3,19.95
2016-12-01,TPP,E85020,08C,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,G84629,07Q,0402020Z0,Zuclopenthixol Decanoate,1,8.75
2016-12-01,TPP,J83028,99N,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,EMIS,P84035,14L,0402020Z0,Zuclopenthixol Decanoate,1,14.71
2016-12-01,TPP,M89003,15E,0402020Z0,Zuclopenthixol Decanoate,2,11.67
2016-12-01,EMIS,E84036,07P,0402020Z0,Zuclopenthixol Decanoate,3,69.6
2016-12-01,INPS,G83015,08A,0402020Z0,Zuclopenthixol Decanoate,2,51.120000000000005
2016-12-01,TPP,L83056,15N,0402020Z0,Zuclopenthixol Decanoate,1,29.19
2016-12-01,EMIS,P88006,01W,0402020Z0,Zuclopenthixol Decanoate,1,2.92
2016-12-01,EMIS,P92023,02H,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,TPP,Y01118,02R,0402020Z0,Zuclopenthixol Decanoate,7,86.00999999999999
2016-12-01,EMIS,N81029,01C,0402020Z0,Zuclopenthixol Decanoate,1,11.78
2016-12-01,EMIS,G85124,08L,0402020Z0,Zuclopenthixol Decanoate,1,11.78
2016-12-01,EMIS,F82642,07L,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,EMIS,B86069,15F,0402020Z0,Zuclopenthixol Decanoate,3,20.68
2016-12-01,EMIS,F85003,07X,0402020Z0,Zuclopenthixol Decanoate,1,58.39
2016-12-01,EMIS,K84027,10Q,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,EMIS,A84045,00L,0402020Z0,Zuclopenthixol Decanoate,1,7.0
2016-12-01,EMIS,M82029,05X,0402020Z0,Zuclopenthixol Decanoate,2,63.650000000000006
2016-12-01,EMIS,Y03035,08D,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,L85054,11X,0402020Z0,Zuclopenthixol Decanoate,1,2.92
2016-12-01,EMIS,P84009,14L,0402020Z0,Zuclopenthixol Decanoate,5,36.64
2016-12-01,TPP,Y02378,02H,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,EMIS,P88011,01W,0402020Z0,Zuclopenthixol Decanoate,2,11.9
2016-12-01,EMIS,A82647,01K,0402020Z0,Zuclopenthixol Decanoate,2,13.78
2016-12-01,TPP,B84613,02T,0402020Z0,Zuclopenthixol Decanoate,6,208.07999999999998
2016-12-01,EMIS,F81037,06T,0402020Z0,Zuclopenthixol Decanoate,7,180.07
2016-12-01,TPP,K83051,04G,0402020Z0,Zuclopenthixol Decanoate,3,62.900000000000006
2016-12-01,TPP,K83039,04G,0402020Z0,Zuclopenthixol Decanoate,1,27.66
2016-12-01,EMIS,H85038,08R,040201010,Zuclopenthixol Acetate,1,22.44
2016-12-01,EMIS,H81002,09Y,0402020Z0,Zuclopenthixol Decanoate,1,14.71
2016-12-01,EMIS,P86614,01D,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,P81017,01A,0402020Z0,Zuclopenthixol Decanoate,9,26.26
2016-12-01,EMIS,N83603,01J,0402020Z0,Zuclopenthixol Decanoate,9,96.97
2016-12-01,EMIS,A82033,01K,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,TPP,B81061,02Y,0402020Z0,Zuclopenthixol Decanoate,1,6.89
2016-12-01,TPP,B82038,03M,0402020Z0,Zuclopenthixol Decanoate,2,17.5
2016-12-01,EMIS,M86019,05A,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,TPP,C81021,15M,0402020Z0,Zuclopenthixol Decanoate,4,12.12
2016-12-01,INPS,E82012,06N,0402020Z0,Zuclopenthixol Decanoate,3,86.06
2016-12-01,EMIS,E82014,06N,0402020Z0,Zuclopenthixol Decanoate,1,8.75
2016-12-01,EMIS,Y01206,08P,0402020Z0,Zuclopenthixol Decanoate,2,68.9
2016-12-01,EMIS,L85062,11X,0402020Z0,Zuclopenthixol Decanoate,5,14.59
2016-12-01,TPP,J81637,11J,0402020Z0,Zuclopenthixol Decanoate,1,3.03
2016-12-01,TPP,K83010,04G,0402020Z0,Zuclopenthixol Decanoate,1,14.71
2016-12-01,EMIS,P81063,00R,0402020Z0,Zuclopenthixol Decanoate,1,7.0
2016-12-01,TPP,C88051,03N,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,TPP,Y02519,11M,0402020Z0,Zuclopenthixol Decanoate,2,58.39
2016-12-01,EMIS,P81208,02G,0402020Z0,Zuclopenthixol Decanoate,1,7.0
2016-12-01,INPS,M86027,05A,0402020Z0,Zuclopenthixol Decanoate,2,58.4
2016-12-01,EMIS,M82034,05N,0402020Z0,Zuclopenthixol Decanoate,1,27.66
2016-12-01,EMIS,E83018,07M,0402020Z0,Zuclopenthixol Decanoate,1,14.71
2016-12-01,EMIS,F85703,07X,0402020Z0,Zuclopenthixol Decanoate,3,96.56
2016-12-01,EMIS,J82063,11A,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,TPP,L83035,15N,0402020Z0,Zuclopenthixol Decanoate,3,8.76
2016-12-01,EMIS,N85016,12F,0402020Z0,Zuclopenthixol Decanoate,6,112.51
2016-12-01,TPP,C88084,03N,0402020Z0,Zuclopenthixol Decanoate,1,11.78
2016-12-01,EMIS,F81042,06T,0402020Z0,Zuclopenthixol Decanoate,4,32.46
2016-12-01,EMIS,J82097,11A,0402020Z0,Zuclopenthixol Decanoate,1,7.0
2016-12-01,EMIS,P91012,02A,0402020Z0,Zuclopenthixol Decanoate,2,6.06
2016-12-01,EMIS,B82072,03D,0402020Z0,Zuclopenthixol Decanoate,5,29.18
2016-12-01,INPS,F85061,08D,0402020Z0,Zuclopenthixol Decanoate,1,8.75
2016-12-01,EMIS,H85115,08T,0402020Z0,Zuclopenthixol Decanoate,1,6.89
2016-12-01,EMIS,K81086,15D,0402020Z0,Zuclopenthixol Decanoate,2,14.0
2016-12-01,TPP,C84051,04E,0402020Z0,Zuclopenthixol Decanoate,1,8.87
2016-12-01,EMIS,M82009,05X,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,EMIS,F83664,08H,0402020Z0,Zuclopenthixol Decanoate,2,14.81
2016-12-01,EMIS,E84637,07P,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,EMIS,G85726,08Q,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,EMIS,N85023,12F,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,F84747,08V,0402020Z0,Zuclopenthixol Decanoate,1,68.89
2016-12-01,EMIS,F84097,08M,0402020Z0,Zuclopenthixol Decanoate,2,68.9
2016-12-01,TPP,E85050,07W,0402020Z0,Zuclopenthixol Decanoate,4,33.39
2016-12-01,EMIS,L85043,11X,0402020Z0,Zuclopenthixol Decanoate,2,29.42
2016-12-01,EMIS,K82029,14Y,0402020Z0,Zuclopenthixol Decanoate,1,14.71
2016-12-01,EMIS,K82012,14Y,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,EMIS,C82676,04C,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,TPP,D81039,06H,0402020Z0,Zuclopenthixol Decanoate,1,2.92
2016-12-01,EMIS,P81062,00X,0402020Z0,Zuclopenthixol Decanoate,2,35.24
2016-12-01,EMIS,A82020,01H,0402020Z0,Zuclopenthixol Decanoate,6,29.43
2016-12-01,TPP,B81023,03H,0402020Z0,Zuclopenthixol Decanoate,3,40.290000000000006
2016-12-01,TPP,C82063,04C,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,TPP,C82121,04V,0402020Z0,Zuclopenthixol Decanoate,2,11.9
2016-12-01,EMIS,F84735,08M,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,INPS,G82690,09J,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,H81078,99H,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,EMIS,J82106,11A,0402020Z0,Zuclopenthixol Decanoate,1,2.92
2016-12-01,EMIS,J82192,11A,0402020Z0,Zuclopenthixol Decanoate,4,74.7
2016-12-01,INPS,P82023,00T,0402020Z0,Zuclopenthixol Decanoate,1,23.46
2016-12-01,TPP,K83077,04G,0402020Z0,Zuclopenthixol Decanoate,3,30.810000000000002
2016-12-01,EMIS,M82060,05N,0402020Z0,Zuclopenthixol Decanoate,4,35.46
2016-12-01,TPP,E87008,09A,0402020Z0,Zuclopenthixol Decanoate,2,58.4
2016-12-01,EMIS,N83633,01J,0402020Z0,Zuclopenthixol Decanoate,1,13.89
2016-12-01,TPP,F81119,06Q,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,INPS,Y02962,07V,0402020Z0,Zuclopenthixol Decanoate,1,35.14
2016-12-01,EMIS,H85634,08R,0402020Z0,Zuclopenthixol Decanoate,3,58.61
2016-12-01,TPP,L84048,11M,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,EMIS,L81120,15C,0402020Z0,Zuclopenthixol Decanoate,4,110.64
2016-12-01,EMIS,L85010,11X,0402020Z0,Zuclopenthixol Decanoate,1,6.89
2016-12-01,EMIS,P91006,02A,0402020Z0,Zuclopenthixol Decanoate,1,3.03
2016-12-01,TPP,P92006,02H,0402020Z0,Zuclopenthixol Decanoate,2,62.11
2016-12-01,EMIS,C81065,15M,0402020Z0,Zuclopenthixol Decanoate,2,6.06
2016-12-01,TPP,E85681,07Y,0402020Z0,Zuclopenthixol Decanoate,1,3.03
2016-12-01,EMIS,K81030,15D,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,INPS,P84645,14L,0402020Z0,Zuclopenthixol Decanoate,1,55.22
2016-12-01,EMIS,M89601,15E,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,EMIS,M85697,05L,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,TPP,D83615,06L,0402020Z0,Zuclopenthixol Decanoate,5,34.46
2016-12-01,TPP,A87014,99C,0402020Z0,Zuclopenthixol Decanoate,1,7.0
2016-12-01,TPP,B82092,03M,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,M81091,05T,0402020Z0,Zuclopenthixol Decanoate,2,25.67
2016-12-01,TPP,F81681,06T,0402020Z0,Zuclopenthixol Decanoate,4,132.56
2016-12-01,EMIS,N85001,12F,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,EMIS,P81107,01E,0402020Z0,Zuclopenthixol Decanoate,2,17.73
2016-12-01,TPP,B81025,02Y,0402020Z0,Zuclopenthixol Decanoate,3,23.68
2016-12-01,EMIS,M86013,05A,0402020Z0,Zuclopenthixol Decanoate,1,68.89
2016-12-01,TPP,C82053,04C,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,EMIS,C83026,99D,0402020Z0,Zuclopenthixol Decanoate,2,11.79
2016-12-01,EMIS,F84741,08M,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,EMIS,L81056,15C,0402020Z0,Zuclopenthixol Decanoate,3,8.76
2016-12-01,TPP,G81065,09D,0402020Z0,Zuclopenthixol Decanoate,2,14.0
2016-12-01,TPP,J81647,11J,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,N83055,01J,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,EMIS,P86006,01D,0402020Z0,Zuclopenthixol Decanoate,2,56.86
2016-12-01,EMIS,P88026,01W,0402020Z0,Zuclopenthixol Decanoate,20,220.65
2016-12-01,TPP,B81046,03F,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,EMIS,F84686,07T,0402020Z0,Zuclopenthixol Decanoate,1,68.89
2016-12-01,INPS,K81062,15A,0402020Z0,Zuclopenthixol Decanoate,1,23.46
2016-12-01,EMIS,M81070,05J,0402020Z0,Zuclopenthixol Decanoate,2,17.73
2016-12-01,TPP,B81049,03F,0402020Z0,Zuclopenthixol Decanoate,2,58.4
2016-12-01,EMIS,M86002,05A,0402020Z0,Zuclopenthixol Decanoate,1,68.89
2016-12-01,EMIS,G85041,08K,0402020Z0,Zuclopenthixol Decanoate,1,68.89
2016-12-01,EMIS,P91020,02A,0402020Z0,Zuclopenthixol Decanoate,7,175.46
2016-12-01,TPP,D82004,06V,0402020Z0,Zuclopenthixol Decanoate,6,151.62
2016-12-01,TPP,K83079,04G,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,TPP,C82024,04C,0402020Z0,Zuclopenthixol Decanoate,5,47.489999999999995
2016-12-01,EMIS,M86023,05A,0402020Z0,Zuclopenthixol Decanoate,1,13.89
2016-12-01,EMIS,L85050,11X,0402020Z0,Zuclopenthixol Decanoate,4,19.619999999999997
2016-12-01,EMIS,P88007,01W,0402020Z0,Zuclopenthixol Decanoate,1,14.71
2016-12-01,EMIS,P92651,02H,0402020Z0,Zuclopenthixol Decanoate,1,14.71
2016-12-01,EMIS,P84028,14L,0402020Z0,Zuclopenthixol Decanoate,2,11.9
2016-12-01,EMIS,B81109,03K,0402020Z0,Zuclopenthixol Decanoate,3,11.68
2016-12-01,TPP,B85032,03A,0402020Z0,Zuclopenthixol Decanoate,1,14.71
2016-12-01,TPP,C82678,04V,0402020Z0,Zuclopenthixol Decanoate,1,58.39
2016-12-01,TPP,C83043,03T,0402020Z0,Zuclopenthixol Decanoate,3,8.75
2016-12-01,EMIS,H81066,09Y,0402020Z0,Zuclopenthixol Decanoate,2,58.4
2016-12-01,EMIS,F84047,08M,0402020Z0,Zuclopenthixol Decanoate,1,14.71
2016-12-01,TPP,A84031,00L,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,INPS,M86017,05A,0402020Z0,Zuclopenthixol Decanoate,2,98.09
2016-12-01,TPP,D83048,06L,0402020Z0,Zuclopenthixol Decanoate,1,8.75
2016-12-01,EMIS,E84021,07P,0402020Z0,Zuclopenthixol Decanoate,2,6.06
2016-12-01,EMIS,K84045,10Q,0402020Z0,Zuclopenthixol Decanoate,3,14.59
2016-12-01,EMIS,J81030,11J,0402020Z0,Zuclopenthixol Decanoate,1,27.66
2016-12-01,EMIS,M82027,05X,0402020Z0,Zuclopenthixol Decanoate,1,27.66
2016-12-01,TPP,Y02896,03F,0402020Z0,Zuclopenthixol Decanoate,1,34.45
2016-12-01,TPP,K83064,04G,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,F85058,07X,0402020Z0,Zuclopenthixol Decanoate,1,13.89
2016-12-01,EMIS,K84041,10Q,0402020Z0,Zuclopenthixol Decanoate,1,2.92
2016-12-01,TPP,L83137,15N,0402020Z0,Zuclopenthixol Decanoate,1,2.92
2016-12-01,INPS,P92016,02H,0402020Z0,Zuclopenthixol Decanoate,1,23.46
2016-12-01,EMIS,B86008,15F,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,M86624,05A,0402020Z0,Zuclopenthixol Decanoate,1,11.78
2016-12-01,EMIS,M92612,06A,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,TPP,E82011,06H,0402020Z0,Zuclopenthixol Decanoate,2,5.84
2016-12-01,INPS,F82007,08F,0402020Z0,Zuclopenthixol Decanoate,2,98.09
2016-12-01,TPP,L83096,15N,0402020Z0,Zuclopenthixol Decanoate,10,59.86
2016-12-01,TPP,C87022,03L,0402020Z0,Zuclopenthixol Decanoate,1,13.89
2016-12-01,TPP,K82065,04F,0402020Z0,Zuclopenthixol Decanoate,2,11.9
2016-12-01,EMIS,F84716,07T,0402020Z0,Zuclopenthixol Decanoate,1,11.78
2016-12-01,TPP,E85052,07Y,0402020Z0,Zuclopenthixol Decanoate,1,7.0
2016-12-01,EMIS,G82060,09E,0402020Z0,Zuclopenthixol Decanoate,10,29.18
2016-12-01,EMIS,P86011,01D,0402020Z0,Zuclopenthixol Decanoate,1,7.0
2016-12-01,TPP,B86004,15F,0402020Z0,Zuclopenthixol Decanoate,2,23.56
2016-12-01,EMIS,C81016,15M,0402020Z0,Zuclopenthixol Decanoate,2,58.4
2016-12-01,EMIS,F82006,08F,0402020Z0,Zuclopenthixol Decanoate,1,27.66
2016-12-01,EMIS,E84042,07P,0402020Z0,Zuclopenthixol Decanoate,1,68.89
2016-12-01,INPS,K81048,15A,0402020Z0,Zuclopenthixol Decanoate,1,29.2
2016-12-01,EMIS,F84718,08V,0402020Z0,Zuclopenthixol Decanoate,1,3.03
2016-12-01,TPP,B82014,03E,0402020Z0,Zuclopenthixol Decanoate,2,5.84
2016-12-01,TPP,B87042,03R,0402020Z0,Zuclopenthixol Decanoate,1,35.14
2016-12-01,EMIS,M83727,04Y,0402020Z0,Zuclopenthixol Decanoate,2,11.9
2016-12-01,EMIS,F85067,08D,0402020Z0,Zuclopenthixol Decanoate,1,87.58
2016-12-01,TPP,C84094,02Q,0402020Z0,Zuclopenthixol Decanoate,1,3.03
2016-12-01,TPP,A81057,00K,0402020Z0,Zuclopenthixol Decanoate,1,11.78
2016-12-01,EMIS,P86019,01D,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,EMIS,K81024,15D,0402020Z0,Zuclopenthixol Decanoate,2,27.77
2016-12-01,EMIS,P81029,01K,0402020Z0,Zuclopenthixol Decanoate,6,52.52
2016-12-01,Microtest,L83147,15N,0402020Z0,Zuclopenthixol Decanoate,1,5.95
2016-12-01,TPP,B86023,15F,0402020Z0,Zuclopenthixol Decanoate,3,15.649999999999999
2016-12-01,TPP,B85026,03A,0402020Z0,Zuclopenthixol Decanoate,2,27.77
2016-12-01,EMIS,M83049,05V,0402020Z0,Zuclopenthixol Decanoate,6,60.09
