month,pct,more_than_two,all_inhlaers,percent_more_than_two
2017-06-01,10C,167,2761,6.048533140166606
2017-02-01,08L,624,10328,6.041828040278854
2019-07-01,10V,480,7947,6.04001510003775
2018-09-01,08X,545,9024,6.039450354609929
2018-01-01,10R,598,9903,6.038574169443603
2017-10-01,10R,580,9609,6.036007909251743
2018-05-01,02T,608,10073,6.035937655117641
2018-09-01,00N,603,9992,6.034827862289832
2018-03-01,10V,526,8718,6.033493920623997
2018-10-01,08X,623,10327,6.032729737581098
2019-05-01,10R,534,8853,6.03185360894612
2017-04-01,08X,552,9154,6.030150753768844
2019-07-01,07Q,658,10912,6.030058651026393
2017-07-01,07M,601,9968,6.029293739967898
2018-04-01,08K,541,8976,6.027183600713013
2017-10-01,08J,328,5444,6.0249816311535636
2017-11-01,08Q,538,8934,6.021938661293933
2018-01-01,08J,338,5618,6.016375934496262
2018-12-01,08X,584,9717,6.0100854173098694
2017-12-01,09A,279,4644,6.007751937984496
2017-07-01,08D,473,7883,6.000253710516301
2017-01-01,07T,532,8868,5.999097880018042
2018-03-01,07W,724,12074,5.99635580586384
2018-05-01,07M,580,9680,5.991735537190083
2018-09-01,08K,510,8512,5.991541353383459
2019-04-01,06A,753,12569,5.990930066035484
2018-02-01,08X,562,9395,5.981905268759979
2018-03-01,07M,588,9845,5.972574911122397
2018-08-01,03D,330,5526,5.971769815418024
2017-10-01,06A,823,13785,5.9702575262967
2017-10-01,10X,766,12835,5.96805609661083
2018-01-01,08K,606,10159,5.9651540505955305
2019-02-01,09G,1189,19933,5.964982692018261
2017-07-01,03A,565,9472,5.964949324324325
2017-08-01,08L,638,10704,5.960388639760837
2018-04-01,10V,498,8358,5.958363244795406
2018-04-01,08L,609,10222,5.957738211700255
2018-06-01,07W,699,11753,5.9474176805921894
2018-01-01,08L,684,11504,5.945757997218359
2019-02-01,10V,484,8141,5.945215575482128
2018-04-01,10X,696,11721,5.93805989250064
2019-04-01,07Q,650,10951,5.935531001735002
2018-02-01,10R,500,8425,5.934718100890208
2019-03-01,00N,577,9723,5.9343823922657615
2019-02-01,03J,500,8428,5.932605600379687
2018-06-01,08L,651,10980,5.9289617486338795
2018-10-01,10R,557,9396,5.928054491272882
2017-06-01,07P,632,10663,5.9270374191128194
2017-04-01,03A,512,8646,5.921813555401342
2018-11-01,07W,697,11771,5.921332087333277
2018-02-01,10C,160,2703,5.919348871624122
2017-08-01,03A,546,9238,5.910370210002165
2018-12-01,09D,646,10932,5.909257226491035
2018-12-01,09G,1319,22323,5.908704027236483
2018-05-01,06A,784,13274,5.9062829591682995
2019-05-01,03J,566,9584,5.90567612687813
2017-03-01,06A,808,13691,5.901687239792564
2017-03-01,02R,947,16052,5.89957637677548
2017-05-01,11J,2031,34432,5.898582713754648
2018-05-01,08Q,499,8460,5.898345153664303
2019-04-01,09G,1182,20044,5.8970265416084615
2017-10-01,08L,664,11260,5.896980461811723
2019-05-01,07Q,669,11349,5.8947924927306365
2018-06-01,02N,364,6175,5.894736842105263
2017-01-01,07W,805,13657,5.894413121476166
2018-09-01,10C,149,2528,5.893987341772152
2018-03-01,06A,780,13246,5.88857013438019
2018-06-01,00N,571,9703,5.884777903741111
2018-08-01,08K,501,8515,5.883734586024662
2018-02-01,08L,626,10660,5.872420262664165
2018-11-01,10C,168,2862,5.870020964360587
2019-06-01,08J,270,4600,5.869565217391305
2018-02-01,08K,503,8572,5.8679421371908544
2018-08-01,08V,496,8456,5.865657521286661
2018-08-01,03J,488,8320,5.865384615384615
2018-12-01,08D,453,7724,5.864836872087001
2017-04-01,08L,600,10232,5.863956215793588
2018-12-01,08Q,495,8445,5.86145648312611
2017-05-01,07M,619,10561,5.8611873875579965
2017-06-01,11J,1979,33797,5.855549309110276
2017-01-01,07M,646,11037,5.8530397753012595
2017-07-01,11J,1931,32996,5.852224512062068
2018-10-01,08Q,511,8734,5.850698419967942
2017-01-01,10X,756,12932,5.845963501391896
2017-07-01,04M,248,4244,5.843543826578699
2018-11-01,09G,1291,22100,5.841628959276019
2017-03-01,10L,421,7207,5.8415429443596505
2018-03-01,03A,542,9279,5.841146675288286
2017-04-01,07M,548,9389,5.836617318138247
2019-05-01,09A,223,3822,5.834641548927263
2017-09-01,05J,395,6770,5.834564254062038
2017-01-01,08L,674,11553,5.833982515363974
2019-05-01,99H,466,7989,5.833020403054199
2018-07-01,09G,1206,20717,5.821306173673794
2018-02-01,08V,496,8523,5.8195471078258825
2019-03-01,08J,303,5207,5.819089686959861
2017-09-01,02T,593,10196,5.816006276971361
2017-08-01,07P,565,9717,5.81455181640424
2017-02-01,10C,154,2649,5.813514533786335
2018-07-01,03J,525,9031,5.81330971099546
2018-02-01,02R,828,14249,5.810934100638641
2017-03-01,08L,674,11600,5.810344827586207
2017-06-01,03A,575,9898,5.809254394827238
2018-02-01,09D,525,9038,5.808807258242974
2017-04-01,10C,151,2600,5.8076923076923075
2019-02-01,07Q,617,10625,5.807058823529411
2019-05-01,08J,302,5203,5.804343647895445
2018-01-01,08D,472,8136,5.801376597836775
2018-01-01,08X,596,10274,5.8010511971968075
2017-03-01,03A,581,10016,5.800718849840256
2018-07-01,08K,541,9327,5.800364533076016
2017-06-01,09Y,609,10506,5.796687607081668
2018-08-01,07M,500,8628,5.795085767269356
2017-04-01,07W,657,11338,5.794672781795731
2017-10-01,08V,560,9667,5.792903692976104
2017-05-01,10L,400,6910,5.788712011577424
2018-06-01,02R,851,14702,5.788328118623316
2017-06-01,02T,640,11081,5.775652016965978
2017-08-01,10R,503,8709,5.775634401194167
2017-07-01,10C,151,2616,5.77217125382263
2018-02-01,03A,503,8723,5.766364782758225
2019-07-01,06A,760,13183,5.765000379276341
2017-05-01,02R,871,15127,5.757916308587294
2017-10-01,09X,399,6934,5.754254398615518
2017-08-01,10L,376,6537,5.751873948294325
2017-08-01,02T,580,10084,5.751685838952796
2019-01-01,10X,766,13319,5.751182521210301
2017-01-01,08P,326,5670,5.749559082892416
2017-09-01,09N,325,5653,5.749159738192111
2017-01-01,02R,902,15696,5.746687054026504
2018-11-01,08J,308,5362,5.7441253263707575
2017-03-01,11J,2063,35935,5.740921107555308
2017-03-01,07M,617,10757,5.735799944222367
2017-06-01,09X,389,6785,5.733235077376566
2018-11-01,07Q,649,11320,5.73321554770318
2017-03-01,10X,740,12911,5.73154674308729
2017-02-01,10L,371,6473,5.731500077243936
2018-11-01,08K,529,9233,5.729448716560165
2018-07-01,10R,511,8919,5.7293418544679895
2019-03-01,08X,573,10005,5.727136431784108
2017-02-01,02T,565,9866,5.726738293127914
2017-12-01,08L,673,11755,5.725223309230114
2017-04-01,02T,543,9491,5.721209566958171
2018-06-01,09H,269,4702,5.72096980008507
2018-12-01,05Y,882,15421,5.719473445301861
2017-01-01,01V,272,4759,5.715486446732506
2017-12-01,07M,613,10726,5.715084840574305
2019-03-01,07Q,645,11299,5.708469776086379
2017-09-01,08J,295,5168,5.708204334365325
2019-01-01,06A,794,13915,5.706072583542939
2019-03-01,10V,501,8781,5.705500512470106
2019-02-01,10R,482,8454,5.701443103856163
2017-02-01,07M,567,9945,5.701357466063349
2017-12-01,10C,183,3213,5.695611577964519
2018-11-01,10X,719,12632,5.691893603546548
2018-06-01,08K,525,9227,5.689823344532351
2019-07-01,09G,1095,19245,5.689789555728761
2019-05-01,10V,498,8754,5.68882796435915
2018-03-01,02T,568,9994,5.683410046027617
2018-02-01,02T,543,9557,5.681699278016114
2017-06-01,05J,395,6959,5.676102888346027
2019-01-01,07Q,670,11819,5.6688383111938405
2018-11-01,08Q,507,8944,5.6686046511627906
2018-09-01,03J,511,9015,5.668330560177482
2018-11-01,08L,625,11035,5.6637970095151795
2019-03-01,10R,487,8605,5.659500290528762
2019-03-01,09A,234,4136,5.657640232108317
2019-07-01,07W,616,10888,5.657604702424688
2017-09-01,10C,158,2793,5.656999641962048
2019-06-01,07Q,593,10496,5.649771341463414
2017-08-01,09Y,565,10006,5.646612032780332
2017-12-01,02R,917,16245,5.64481378885811
2017-05-01,03A,544,9645,5.640228097459824
2018-12-01,08J,294,5214,5.638665132336018
2019-02-01,09D,542,9613,5.638198273171747
2017-07-01,09Y,582,10330,5.634075508228461
2017-10-01,11A,1190,21130,5.63180312352106
2019-05-01,09H,251,4457,5.631590756113978
2018-05-01,08K,537,9538,5.630111134409729
2017-06-01,11A,1163,20658,5.629780230419208
2019-06-01,03Q,688,12232,5.624591236102027
2017-04-01,11J,1740,30945,5.622879301987397
2017-09-01,02R,858,15261,5.622174169451543
2018-09-01,08Q,453,8058,5.6217423678332095
2019-04-01,08Q,480,8554,5.611409866729016
2018-05-01,10R,504,8984,5.6099732858414955
2018-01-01,07M,593,10577,5.606504679965964
2017-11-01,08Y,292,5215,5.5992329817833175
2018-03-01,10R,509,9098,5.594636183776655
2017-04-01,08D,408,7294,5.593638607074308
2017-09-01,07T,444,7938,5.593348450491307
2017-02-01,10R,486,8690,5.592635212888378
2018-05-01,07N,444,7941,5.591235360785795
2019-01-01,00N,575,10289,5.58849256487511
2018-09-01,02T,538,9640,5.58091286307054
2017-11-01,02T,638,11439,5.577410612815806
2018-03-01,10C,152,2727,5.573890722405574
2018-01-01,09A,253,4542,5.570233377366799
2018-01-01,10X,723,12988,5.566676932553126
2018-04-01,02N,348,6254,5.564438759194116
2018-09-01,08L,564,10139,5.562678765164217
2018-09-01,07P,513,9223,5.562181502764827
2019-03-01,10D,270,4858,5.557842733635241
2017-05-01,02N,393,7078,5.552415936705284
2017-06-01,02R,836,15068,5.548181576851606
2019-04-01,10V,459,8274,5.547498187092096
2019-05-01,08F,562,10132,5.546782471377813
2017-09-01,07M,560,10103,5.542908047114718
2018-05-01,07W,649,11709,5.542744897087711
2017-09-01,11J,1877,33866,5.542431937636567
2017-06-01,08D,436,7870,5.54002541296061
2017-05-01,09Y,602,10881,5.532579726128113
2018-04-01,08J,275,4971,5.532086099376383
2019-05-01,08L,597,10801,5.527265993889455
2019-05-01,09G,1168,21132,5.527162597009275
2017-02-01,02R,770,13933,5.526448001148353
2018-10-01,00N,563,10189,5.525566787712239
2017-12-01,03A,555,10047,5.524037025977903
2018-01-01,02T,646,11697,5.5227836197315545
2019-04-01,00N,510,9235,5.5224688684353005
2018-11-01,08V,534,9679,5.517098873850604
2018-07-01,00N,541,9815,5.5119714722363735
2018-09-01,07M,484,8787,5.508137020598611
2018-08-01,02T,518,9406,5.507123112906656
2017-09-01,03A,553,10045,5.505226480836237
2019-02-01,10C,151,2743,5.504921618665694
2017-10-01,02T,630,11446,5.50410623798707
2017-09-01,00C,236,4288,5.503731343283582
2018-10-01,08K,531,9655,5.499741066804765
2017-10-01,11J,1907,34679,5.499005161625191
2018-03-01,02R,848,15431,5.4954312747067595
2017-11-01,07M,578,10535,5.486473659231135
2017-09-01,10L,381,6945,5.485961123110151
2018-12-01,02N,380,6928,5.484988452655889
2017-10-01,02R,902,16454,5.481949677889874
2018-01-01,08V,572,10437,5.480502059978922
2018-03-01,08V,536,9783,5.478891955432894
2017-01-01,08J,310,5662,5.475097138820205
2017-03-01,08E,448,8183,5.474764756201882
2017-10-01,07M,566,10340,5.473887814313346
2017-05-01,04M,225,4114,5.469129800680602
2019-01-01,08V,559,10223,5.468062212657732
2017-11-01,08L,652,11932,5.46429768689239
2018-04-01,08V,507,9286,5.459832005169072
2018-05-01,08J,278,5092,5.459544383346426
2018-08-01,11J,1739,31857,5.45876887340302
2017-11-01,03A,560,10262,5.457025920873124
2017-07-01,07P,556,10204,5.4488435907487265
2017-03-01,00C,243,4460,5.448430493273543
2018-08-01,09H,240,4408,5.44464609800363
2017-04-01,13T,1302,23924,5.442233740177228
2018-04-01,07P,514,9450,5.439153439153439
2018-08-01,02N,336,6178,5.438653285853027
2018-08-01,10C,140,2575,5.436893203883495
2017-07-01,08A,542,9974,5.434128734710247
2019-04-01,08L,566,10416,5.43394777265745
2018-12-01,10R,514,9469,5.428239518428557
2019-02-01,09A,206,3795,5.428194993412385
2017-09-01,09Y,580,10686,5.427662361968931
2019-05-01,00N,550,10138,5.425133162359439
2018-10-01,02N,370,6822,5.423629434183524
2019-04-01,10Q,1131,20855,5.423159913689762
2018-11-01,03J,528,9738,5.422057917436845
2018-11-01,00N,535,9868,5.421564653425213
2018-08-01,11A,1038,19157,5.4183849245706535
2018-09-01,11A,1060,19565,5.417837975977511
2019-02-01,08K,457,8437,5.416617281024061
2017-01-01,03A,538,9941,5.4119303892968516
2018-06-01,03J,492,9092,5.411350637923449
2017-12-01,11J,2018,37302,5.40989759262238
2017-09-01,05Q,498,9217,5.403059563849409
2018-03-01,11J,1820,33716,5.398030608613121
2017-07-01,02T,565,10467,5.397917263781409
2019-01-01,08L,625,11580,5.397236614853195
2017-04-01,10L,356,6598,5.395574416489845
2018-07-01,11A,1099,20371,5.3949241568896955
2017-04-01,01C,302,5598,5.394783851375491
2017-06-01,08A,567,10517,5.391271275078444
2018-03-01,99H,444,8242,5.387041980101917
2017-08-01,08A,524,9729,5.3859595025182445
2017-06-01,06M,720,13370,5.385190725504862
2018-03-01,02N,357,6640,5.376506024096385
2017-08-01,08D,392,7293,5.375017139723022
2019-06-01,09P,457,8509,5.370783875896111
2017-11-01,02R,893,16627,5.370782462260179
2019-06-01,07W,570,10613,5.370771695090927
2018-02-01,02N,325,6053,5.369238394184702
2018-06-01,11J,1795,33441,5.367662450285578
2018-04-01,03D,290,5403,5.367388487877105
2018-06-01,11A,1079,20103,5.367358105755359
2019-07-01,10R,459,8556,5.364656381486676
2017-07-01,10L,361,6734,5.360855360855361
2017-01-01,13T,1423,26559,5.357882450393463
2017-01-01,11J,1915,35744,5.357542524619516
2017-12-01,02N,383,7150,5.356643356643357
2018-07-01,03A,523,9764,5.3564113068414585
2018-05-01,08A,545,10175,5.356265356265356
2018-12-01,00N,536,10008,5.355715427657874
2017-08-01,11A,1036,19348,5.354558610709118
2018-10-01,11A,1154,21578,5.348039670034295
2018-02-01,07P,514,9612,5.3474823137744485
2019-01-01,08K,513,9596,5.345977490621092
2017-11-01,08A,569,10650,5.342723004694835
2017-06-01,99H,441,8257,5.340922853336563
2017-05-01,13T,1404,26288,5.3408399269628735
2019-02-01,08M,477,8932,5.340349305866547
2017-04-01,08A,494,9251,5.339963247216517
2017-01-01,09Y,627,11746,5.337987399965946
2017-05-01,11A,1112,20846,5.334356711119639
2017-03-01,03Q,693,13007,5.327900361343891
2017-08-01,07T,390,7322,5.326413548210871
2017-08-01,07L,396,7435,5.326160053799597
2019-02-01,00N,483,9073,5.3234872699217455
2017-11-01,11J,1937,36391,5.322744634662416
2017-11-01,08D,447,8398,5.3226958799714215
2019-01-01,07M,529,9941,5.321396237803038
2018-05-01,08L,575,10807,5.320625520495975
2018-12-01,09A,215,4041,5.320465231378372
2018-05-01,02R,788,14811,5.320369995273784
2017-04-01,05J,353,6635,5.320271288620949
2018-10-01,02R,850,15979,5.319481819888604
2018-05-01,02N,349,6563,5.317690080755752
2017-02-01,11J,1675,31530,5.3124008880431335
2017-04-01,02R,726,13670,5.310899780541331
2018-06-01,02T,521,9811,5.310365915808786
2019-02-01,08J,263,4955,5.307769929364278
2018-10-01,07P,577,10875,5.305747126436781
2017-06-01,07L,449,8463,5.3054472409311115
2018-01-01,10C,159,2997,5.305305305305305
2017-05-01,10C,149,2809,5.30437878248487
2017-02-01,13T,1284,24211,5.3033744991945815
2018-05-01,08V,503,9491,5.299757665156464
2019-04-01,08E,343,6472,5.299752781211372
2019-06-01,08L,513,9681,5.299039355438487
2017-07-01,03J,463,8738,5.298695353627832
2018-10-01,09H,256,4832,5.298013245033113
2018-04-01,07M,489,9236,5.294499783456041
2017-10-01,07P,588,11107,5.293958764742955
2019-06-01,08X,482,9105,5.293794618341571
2018-02-01,03D,274,5178,5.291618385477018
2018-08-01,08A,503,9507,5.2908383296518355
2018-04-01,03A,473,8941,5.2902359914998325
2017-06-01,08T,341,6447,5.289281836513107
2018-03-01,07T,399,7544,5.28897136797455
2017-10-01,03A,508,9605,5.288912024986986
2019-07-01,08Q,437,8263,5.288636088587681
2018-11-01,10R,502,9504,5.281986531986532
2017-08-01,04V,770,14578,5.281931677870764
2017-12-01,07P,566,10719,5.2803433156078
2018-02-01,11A,1006,19054,5.2797312900178435
2017-06-01,07T,425,8051,5.278847348155509
2018-06-01,10C,144,2730,5.274725274725275
2019-01-01,07W,656,12441,5.272888031508721
2017-11-01,99H,482,9144,5.271216097987751
2017-07-01,99H,432,8196,5.27086383601757
2017-11-01,08V,563,10683,5.270055227932229
2017-04-01,08T,330,6264,5.268199233716475
2017-06-01,03F,1018,19326,5.267515264410639
2018-09-01,09E,377,7158,5.266834311260128
2018-08-01,00C,223,4235,5.265643447461629
2018-01-01,11J,1912,36322,5.2640273112714056
2017-03-01,07T,450,8552,5.261927034611786
2018-10-01,09X,365,6947,5.254066503526702
2018-07-01,02R,780,14846,5.253940455341506
2017-11-01,04M,226,4304,5.25092936802974
2017-02-01,99K,275,5241,5.247090249952299
2019-03-01,02N,334,6367,5.245798649285378
2017-07-01,08E,379,7225,5.245674740484429
2018-02-01,10V,433,8256,5.244670542635659
2018-04-01,11J,1696,32345,5.243468851445355
2019-03-01,08L,551,10510,5.242626070409134
2017-09-01,07P,550,10498,5.239093160602019
2017-02-01,07T,412,7864,5.239064089521872
2018-07-01,07M,506,9660,5.238095238095238
2018-07-01,13T,1359,25953,5.236388856779563
2019-01-01,10R,511,9759,5.236192232810739
2017-04-01,04M,200,3820,5.2356020942408374
2019-03-01,08Q,441,8424,5.235042735042735
2017-10-01,10L,378,7221,5.234732031574574
2017-06-01,00C,220,4203,5.234356412086605
2018-01-01,08R,339,6488,5.225030826140567
2019-06-01,08Q,410,7847,5.2249267235886325
2018-06-01,08V,488,9340,5.224839400428265
2018-06-01,07P,540,10336,5.224458204334366
2018-01-01,08A,565,10817,5.223259683831007
2017-07-01,13T,1345,25755,5.222286934575811
2018-08-01,09Y,495,9482,5.220417633410673
2017-10-01,99H,451,8641,5.2193033213748405
2018-10-01,08J,288,5518,5.219282348677057
2017-10-01,08D,429,8240,5.206310679611651
2017-06-01,13T,1423,27333,5.206161050744521
2019-07-01,08V,479,9201,5.205955874361482
2017-05-01,05T,546,10490,5.204957102001907
2017-10-01,05J,366,7032,5.2047781569965865
2018-08-01,07P,473,9088,5.204665492957746
2017-04-01,08P,264,5073,5.2040212891780016
2017-08-01,06M,630,12107,5.203601222433303
2017-05-01,05J,354,6806,5.201292976785189
2018-03-01,09H,251,4828,5.19884009942005
2018-05-01,03A,480,9237,5.196492367651835
2018-05-01,11A,1065,20500,5.195121951219512
2017-01-01,10L,369,7105,5.193525686136524
2018-09-01,02R,758,14598,5.192492122208522
2018-09-01,03D,277,5336,5.191154422788605
2017-07-01,06N,1021,19684,5.186953871164397
2017-09-01,99H,412,7945,5.185651353052235
2017-03-01,07P,565,10897,5.184913278884096
2019-02-01,08X,456,8796,5.184174624829468
2019-01-01,08J,290,5594,5.184125849124062
2018-01-01,07W,655,12637,5.1831922133417745
2017-09-01,11A,1077,20791,5.180126016064643
2017-10-01,09Y,561,10832,5.179098966026588
2018-09-01,09Y,500,9656,5.178127589063795
2017-08-01,13T,1329,25670,5.177249707830152
2018-07-01,08L,565,10914,5.1768370899761775
2018-10-01,03A,523,10104,5.176167854315122
2017-02-01,03J,432,8347,5.175512160057505
2017-09-01,03E,270,5218,5.174396320429283
2017-09-01,03J,474,9161,5.174107630171379
2017-07-01,11A,1054,20380,5.1717369970559375
2018-01-01,04M,239,4622,5.170921678926872
2018-11-01,08E,362,7002,5.169951442445016
2019-05-01,10L,366,7080,5.169491525423728
2018-12-01,08L,549,10621,5.1690048018077395
2017-11-01,07P,589,11398,5.167573258466398
2018-03-01,08L,554,10723,5.166464608784855
2018-09-01,03Q,635,12293,5.165541365004474
2019-05-01,07M,486,9409,5.1652672972685725
2018-07-01,08A,525,10174,5.160212305877727
2017-05-01,08A,549,10642,5.158804735951889
2018-04-01,02R,743,14403,5.158647503992224
2017-05-01,09X,360,6979,5.158332139274967
2017-10-01,08A,536,10400,5.153846153846154
2018-05-01,11J,1731,33598,5.152092386451574
2019-06-01,10R,424,8236,5.148130160271977
2017-02-01,08D,376,7304,5.147864184008762
2018-01-01,02R,843,16386,5.144635664591725
2017-02-01,11A,1022,19870,5.143432310015098
2017-10-01,08E,395,7683,5.141220877261486
2018-12-01,11A,1131,22005,5.139740967961827
2017-03-01,07L,457,8894,5.138295480098943
2019-05-01,03A,492,9577,5.137308134071213
2017-03-01,10Q,1209,23541,5.135720657576144
2018-11-01,07M,500,9736,5.135579293344289
2017-07-01,15E,2848,55464,5.134862252992932
2017-03-01,03J,467,9097,5.133560514455315
2018-03-01,09Y,524,10208,5.133228840125391
2017-08-01,09H,229,4462,5.132227700582699
2017-08-01,03E,265,5164,5.13168086754454
2017-07-01,11E,317,6179,5.130279980579382
2017-01-01,02N,388,7566,5.128205128205128
2018-07-01,09Y,502,9789,5.128205128205128
2019-04-01,03A,454,8854,5.127625931782245
2017-10-01,04M,222,4332,5.124653739612189
2017-04-01,00C,203,3962,5.123674911660777
2017-12-01,08A,551,10755,5.123198512319852
2019-04-01,08X,479,9360,5.117521367521367
2017-02-01,08A,497,9712,5.117380560131796
2018-10-01,07M,499,9755,5.115325474115838
2019-06-01,08V,451,8817,5.115118521038902
2018-06-01,08A,530,10364,5.113855654187573
