month,pct,more_than_two,all_inhlaers,percent_more_than_two
2018-10-01,08W,262,7883,3.3236077635417987
2018-07-01,03F,587,17667,3.322578819267561
2019-06-01,01V,141,4244,3.322337417530632
2017-11-01,08M,364,10958,3.321774046358825
2018-07-01,02X,538,16207,3.3195532794471525
2017-12-01,01F,229,6899,3.3193216408175097
2018-05-01,11M,673,20280,3.3185404339250493
2018-03-01,07N,258,7775,3.3183279742765275
2019-06-01,08G,268,8078,3.317652884377321
2017-05-01,04L,194,5849,3.3168062916737906
2018-05-01,01D,377,11370,3.3157431838170623
2017-07-01,01W,418,12610,3.314829500396511
2018-08-01,15F,887,26761,3.314524868278465
2019-03-01,02X,530,15996,3.313328332083021
2017-01-01,03L,499,15064,3.3125331917153478
2019-05-01,06W,247,7457,3.312323990881051
2019-01-01,04K,500,15105,3.3101621979476996
2017-09-01,05V,186,5620,3.309608540925267
2018-03-01,15D,460,13899,3.3095906180300743
2017-07-01,11M,678,20486,3.309577272283511
2018-01-01,01D,427,12902,3.3095644086188187
2018-03-01,03M,203,6135,3.308883455582722
2018-07-01,04K,472,14267,3.3083339174318356
2019-03-01,00D,603,18227,3.308278926866736
2019-03-01,14L,848,25636,3.307848338274302
2018-09-01,14L,822,24855,3.3071816535908267
2019-01-01,06W,271,8199,3.3052811318453474
2018-02-01,04Y,183,5538,3.304442036836403
2017-02-01,09J,256,7748,3.304078471863707
2017-10-01,01Y,413,12500,3.304
2017-10-01,04D,299,9051,3.3035023754281294
2017-01-01,01F,222,6721,3.30307989882458
2019-07-01,05J,210,6359,3.302406038685328
2017-06-01,07V,404,12236,3.301732592350441
2018-09-01,01G,393,11907,3.3005794910556814
2019-01-01,08T,235,7121,3.300098300800449
2017-05-01,05G,345,10455,3.2998565279770444
2018-04-01,02X,512,15519,3.2991816483020813
2019-05-01,15D,444,13466,3.297192930343086
2017-03-01,04L,208,6310,3.2963549920760697
2017-09-01,01D,396,12014,3.2961544864324956
2018-07-01,05A,499,15151,3.2935119794073002
2017-02-01,01W,389,11816,3.2921462423832093
2017-11-01,05L,846,25713,3.2901645082254114
2019-02-01,04C,432,13131,3.289924605894448
2017-11-01,06W,282,8572,3.289780681287914
2017-10-01,01K,530,16113,3.289269533916713
2019-04-01,09L,158,4805,3.2882414151925077
2018-11-01,03F,598,18189,3.2877013579636043
2019-06-01,06W,235,7148,3.2876329043088974
2019-02-01,09L,148,4502,3.287427809862283
2018-07-01,09L,153,4655,3.2867883995703546
2017-07-01,01G,412,12537,3.2862726330063015
2017-09-01,06V,234,7121,3.2860553293076813
2018-10-01,01W,453,13790,3.2849891225525742
2018-02-01,00P,509,15495,3.284930622781542
2017-12-01,09N,208,6332,3.2849020846494
2018-12-01,06W,271,8250,3.284848484848485
2017-03-01,99N,555,16899,3.284218001065152
2018-12-01,14L,868,26433,3.2837740702909244
2017-06-01,08M,332,10113,3.28290319390883
2017-05-01,11M,699,21293,3.282768985112478
2019-07-01,08P,154,4692,3.2821824381926685
2018-05-01,08M,312,9506,3.282137597306964
2019-01-01,00D,628,19137,3.2816010868997227
2019-06-01,03L,464,14141,3.2812389505692665
2017-10-01,04C,480,14634,3.2800328003280033
2019-03-01,00J,428,13051,3.279442188338058
2017-12-01,10K,264,8058,3.276247207743857
2017-11-01,04H,178,5435,3.27506899724011
2018-09-01,04D,270,8246,3.2743148193063303
2017-08-01,01T,256,7827,3.2707295259997444
2018-01-01,08W,302,9236,3.269813772195756
2017-10-01,99E,354,10829,3.26899990765537
2017-10-01,15D,450,13767,3.268685988232731
2018-07-01,03T,405,12393,3.2679738562091507
2018-05-01,04H,176,5386,3.2677311548458965
2018-07-01,11M,654,20017,3.2672228605685167
2017-08-01,05V,179,5479,3.2670195291111517
2018-01-01,99M,243,7440,3.2661290322580645
2017-05-01,01W,427,13082,3.2640269072007335
2017-01-01,04L,200,6129,3.26317506934247
2019-04-01,03N,743,22781,3.261489838022914
2017-12-01,01G,448,13738,3.261027806085311
2019-05-01,00M,536,16444,3.2595475553393336
2017-02-01,04Y,187,5737,3.2595433153215967
2017-07-01,06P,270,8284,3.2592950265572185
2018-10-01,03W,358,10985,3.2589895311788806
2019-02-01,04K,442,13567,3.2579052111741724
2017-09-01,15D,453,13912,3.256181713628522
2017-11-01,01F,216,6634,3.255954175459753
2017-08-01,01Y,374,11492,3.2544378698224854
2019-02-01,08R,177,5441,3.2530784782209152
2018-10-01,06D,157,4827,3.2525378081624194
2018-01-01,07N,267,8210,3.2521315468940317
2017-04-01,04Y,188,5785,3.2497839239412274
2019-07-01,14L,843,25943,3.2494314458620823
2018-03-01,05L,743,22880,3.247377622377622
2017-03-01,12D,247,7608,3.2465825446898
2019-06-01,10E,225,6931,3.246284807387102
2018-07-01,08M,304,9365,3.2461292044847836
2018-04-01,01F,199,6131,3.245800032621106
2018-08-01,01Y,380,11709,3.2453668118541295
2018-03-01,00P,537,16549,3.2449090579491204
2019-01-01,06K,760,23425,3.2443970117395944
2018-10-01,11N,866,26693,3.2442962574457725
2017-01-01,08W,297,9156,3.2437745740498034
2017-10-01,06D,157,4841,3.2431315843833923
2019-03-01,07T,236,7277,3.2430946818743984
2019-04-01,08R,184,5675,3.2422907488986783
2017-02-01,10E,231,7125,3.2421052631578946
2017-03-01,01W,439,13541,3.242005760283583
2019-04-01,05T,309,9533,3.2413720759467113
2018-02-01,06D,136,4196,3.241182078169685
2018-10-01,02X,535,16508,3.2408529197964624
2017-04-01,05W,501,15461,3.240411357609469
2017-01-01,01Y,399,12323,3.23784792664124
2017-01-01,99N,562,17361,3.2371407177005938
2018-08-01,11X,565,17455,3.236894872529361
2017-03-01,03L,504,15571,3.236786333568814
2019-07-01,03N,706,21814,3.2364536536169433
2019-07-01,10E,240,7417,3.235809626533639
2018-10-01,02P,524,16199,3.2347675782455703
2019-07-01,06W,222,6863,3.234736995483025
2018-09-01,04K,447,13827,3.232805380776741
2017-04-01,03W,337,10427,3.2319938620888076
2017-09-01,09L,154,4765,3.23189926547744
2019-05-01,08G,276,8540,3.2318501170960188
2017-12-01,11M,745,23059,3.2308426211023895
2018-04-01,05G,298,9226,3.23000216778669
2017-01-01,07V,417,12915,3.2288037166085948
2018-12-01,05Q,322,9973,3.2287175373508474
2019-06-01,03F,544,16849,3.2286782598373787
2018-12-01,08G,280,8674,3.2280378141572514
2018-06-01,06W,244,7559,3.2279402037306526
2019-06-01,00K,489,15160,3.2255936675461743
2019-02-01,09P,257,7969,3.224996862843519
2018-05-01,05Q,300,9305,3.2240730789897905
2017-04-01,07N,231,7165,3.2240055826936493
2019-03-01,06N,605,18767,3.2237438056162415
2017-01-01,99A,955,29628,3.2233022816254895
2018-08-01,04H,166,5151,3.2226752086973405
2019-05-01,00C,137,4253,3.22125558429344
2017-01-01,05Q,289,8973,3.220773431405327
2017-08-01,04Y,193,5997,3.2182758045689512
2018-01-01,05L,813,25262,3.218272504156441
2018-08-01,10E,230,7147,3.218133482580104
2018-12-01,00Q,253,7866,3.216374269005848
2018-03-01,09L,153,4759,3.2149611262870352
2018-10-01,05V,182,5665,3.212709620476611
2018-06-01,15D,416,12951,3.2121071731912596
2017-04-01,04N,110,3425,3.2116788321167884
2019-04-01,04H,152,4733,3.2114937671667017
2018-11-01,04L,178,5543,3.2112574418185096
2017-02-01,04D,263,8191,3.21084116713466
2017-12-01,99J,547,17038,3.210470712524944
2019-07-01,07T,237,7383,3.2100772043884596
2017-04-01,06D,145,4518,3.209384683488269
2017-12-01,04D,311,9691,3.2091631410587143
2019-07-01,08W,235,7324,3.2086291643910436
2018-11-01,02F,358,11158,3.2084602975443626
2018-11-01,09L,152,4738,3.208104685521317
2017-02-01,09P,258,8044,3.2073595226255596
2019-07-01,03L,440,13720,3.206997084548105
2019-07-01,04C,461,14377,3.2065103985532444
2018-04-01,03L,453,14131,3.2057179251291488
2018-12-01,15D,443,13820,3.2054992764109986
2018-10-01,01Y,401,12513,3.2046671461679854
2019-02-01,14L,782,24402,3.2046553561183506
2017-07-01,04C,463,14458,3.2023793055747687
2019-07-01,04L,176,5497,3.2017464071311625
2018-06-01,08G,278,8683,3.2016584129909016
2017-08-01,08E,199,6216,3.201415701415702
2019-06-01,08T,199,6221,3.1988426298022827
2018-12-01,01F,204,6378,3.1984948259642523
2017-03-01,01K,526,16446,3.1983461023957194
2017-04-01,01K,472,14760,3.1978319783197833
2018-10-01,15F,952,29772,3.1976353620851805
2018-03-01,01D,366,11447,3.197344282344719
2017-08-01,06D,146,4567,3.1968469454784323
2018-11-01,01V,159,4974,3.1966224366706877
2017-10-01,05W,535,16740,3.195937873357228
2019-03-01,03T,388,12143,3.195256526393807
2018-07-01,99J,480,15023,3.195100845370432
2019-01-01,11N,872,27294,3.1948413570748153
2017-05-01,09L,156,4883,3.1947573213188614
2018-12-01,04D,295,9235,3.1943692474282623
2019-05-01,04C,450,14093,3.1930745760306536
2018-05-01,01G,410,12842,3.1926491200747544
2018-09-01,05C,390,12226,3.1899231146736464
2019-07-01,02F,364,11412,3.1896249561864702
2019-02-01,03T,371,11638,3.187832960989861
2019-03-01,08G,276,8659,3.1874350386880703
2018-10-01,11M,679,21304,3.1871948929778444
2018-06-01,11X,601,18857,3.187145357161797
2019-03-01,08T,215,6747,3.1866014524974062
2019-07-01,06D,158,4959,3.1861262351280497
2018-04-01,05Q,273,8570,3.1855309218203036
2017-09-01,07N,244,7661,3.184962798590262
2018-03-01,12D,224,7038,3.1827223643080425
2017-02-01,04K,447,14049,3.18172111894085
2019-02-01,11M,610,19175,3.1812255541069105
2017-01-01,05G,346,10877,3.1810241794612484
2017-09-01,04L,178,5596,3.18084345961401
2019-04-01,04N,116,3647,3.180696462846175
2019-03-01,00Q,240,7551,3.1783869686134287
2017-04-01,99J,454,14291,3.1768245749072848
2018-08-01,04C,424,13351,3.1757920754999627
2017-05-01,99M,219,6897,3.1752936059156154
2017-01-01,08E,263,8283,3.175178075576482
2019-02-01,02F,321,10112,3.1744462025316458
2017-07-01,08R,183,5766,3.1737773152965656
2019-01-01,02P,526,16579,3.172688340671934
2018-12-01,01W,422,13302,3.172455269884228
2018-05-01,05L,725,22853,3.1724500065636896
2017-06-01,02A,270,8511,3.1723651744800843
2017-06-01,04L,192,6055,3.1709331131296445
2018-02-01,15D,406,12805,3.1706364701288554
2018-03-01,99M,211,6655,3.1705484598046585
2019-02-01,08P,147,4637,3.1701531162389474
2018-11-01,01Y,383,12085,3.1692180388911875
2018-07-01,10E,230,7258,3.1689170570405074
2019-04-01,08G,271,8554,3.1681084872574234
2018-02-01,01F,187,5904,3.1673441734417342
2019-02-01,05Q,271,8560,3.1658878504672896
2019-01-01,00L,508,16047,3.165700754035022
2017-01-01,01W,412,13021,3.164119499270409
2018-12-01,07V,388,12263,3.163989235912909
2017-04-01,15D,400,12645,3.163305654408857
2018-05-01,15D,417,13185,3.162684869169511
2017-06-01,06D,154,4871,3.161568466433997
2018-01-01,08G,304,9624,3.158769742310889
2017-02-01,05V,165,5225,3.1578947368421053
2017-07-01,01Y,371,11750,3.157446808510638
2018-07-01,04Y,189,5986,3.157367190110257
2019-03-01,15D,421,13340,3.15592203898051
2018-04-01,08W,236,7482,3.1542368350708365
2017-12-01,04Y,203,6437,3.1536430013981667
2017-01-01,99F,235,7452,3.153515834675255
2017-08-01,01K,475,15063,3.153422293035916
2018-02-01,11M,614,19471,3.15340763186277
2019-07-01,11X,518,16433,3.152193756465648
2018-06-01,00P,503,15958,3.1520240631658107
2019-05-01,01V,152,4824,3.150912106135987
2017-02-01,08M,314,9968,3.15008025682183
2019-01-01,03F,592,18794,3.1499414706821325
2019-05-01,02X,517,16416,3.1493664717348926
2017-04-01,07V,355,11281,3.1468841414768196
2017-07-01,99N,512,16273,3.146315983531002
2017-02-01,04C,425,13509,3.1460507809608407
2018-12-01,04K,461,14654,3.145898730721987
2018-06-01,01F,200,6359,3.145148608271741
2019-04-01,06W,230,7315,3.1442241968557756
2019-02-01,01V,140,4453,3.1439479002919377
2018-10-01,04D,291,9256,3.1439066551426103
2017-06-01,04D,287,9129,3.143827363347574
2018-01-01,02F,350,11136,3.1429597701149428
2018-12-01,15F,912,29030,3.141577678263865
2019-04-01,03L,446,14200,3.140845070422535
2017-02-01,05C,379,12068,3.140536957242294
2019-01-01,00P,535,17039,3.139855625330125
2019-04-01,15F,799,25449,3.139612558450234
2017-02-01,08F,287,9144,3.138670166229221
2019-01-01,15F,932,29716,3.1363575178355094
2019-06-01,02X,470,14987,3.1360512444118234
2018-09-01,03M,191,6091,3.135774092923986
2018-08-01,00Q,228,7271,3.135744739375602
2018-01-01,06W,272,8675,3.135446685878963
2018-07-01,00Q,238,7591,3.1352917929126596
2017-04-01,09J,246,7848,3.134556574923547
2017-08-01,05W,513,16369,3.1339727533752826
2017-07-01,02A,265,8456,3.1338694418164614
2017-03-01,05G,332,10594,3.1338493486879364
2017-01-01,04D,275,8782,3.131405146891369
2019-01-01,15D,443,14148,3.1311846197342383
2018-07-01,99E,321,10253,3.1307909880035107
2017-03-01,04C,470,15016,3.129994672349494
2019-02-01,08G,263,8403,3.1298345828870646
2018-09-01,05W,481,15380,3.1274382314694407
2019-06-01,04C,418,13366,3.1273380218464766
2019-02-01,02Y,438,14007,3.127007924609124
2018-08-01,01K,462,14789,3.123943471499087
2017-10-01,04L,182,5827,3.1233911103483782
2017-02-01,01G,374,11978,3.122391050258808
2017-06-01,05C,407,13035,3.1223628691983123
2018-02-01,10E,213,6825,3.120879120879121
2019-02-01,03F,506,16214,3.1207598371777476
2018-07-01,00P,503,16122,3.1199603026919736
2017-01-01,02Y,462,14808,3.119935170178282
2018-05-01,09L,145,4649,3.118950311895031
2017-09-01,00Q,265,8501,3.1172803199623575
2019-05-01,01F,197,6323,3.1156096789498653
2018-02-01,99N,452,14508,3.11552247036118
2018-04-01,00P,484,15545,3.113541331617884
2018-04-01,09P,259,8321,3.1126066578536236
2017-09-01,99F,217,6976,3.1106651376146788
2017-11-01,07N,256,8230,3.1105710814094776
2017-10-01,02A,280,9005,3.1093836757357023
2018-08-01,06D,136,4374,3.1092821216278006
2017-01-01,04Y,191,6143,3.1092300179065604
2018-06-01,04H,168,5404,3.1088082901554404
2018-12-01,11X,617,19848,3.1086255542120114
2017-07-01,99D,183,5888,3.108016304347826
2019-05-01,01W,408,13129,3.107624343057354
2017-05-01,01Y,383,12325,3.107505070993915
2019-01-01,02X,526,16927,3.107461452117918
2018-12-01,02X,509,16393,3.104983834563533
2017-08-01,04C,423,13624,3.104815032295948
2019-01-01,01Y,402,12948,3.104726598702502
2018-02-01,02X,463,14914,3.1044656027893254
2018-09-01,04L,157,5058,3.103993673388691
2018-10-01,04L,176,5672,3.1029619181946404
2018-08-01,02W,193,6220,3.102893890675241
2019-05-01,04L,174,5608,3.1027104136947217
2017-08-01,99J,430,13861,3.1022292763869848
2018-04-01,01J,295,9511,3.101671748501735
2019-04-01,03M,180,5804,3.1013094417643003
2019-04-01,00P,479,15447,3.1009257460995663
2018-09-01,00P,482,15547,3.1002765806908084
2017-06-01,01K,495,15968,3.0999498997995993
2018-04-01,08G,251,8097,3.0999135482277387
2018-09-01,01V,140,4518,3.098716246126605
2018-12-01,01K,501,16183,3.0958413149601434
2018-10-01,00P,519,16765,3.0957351625410077
2018-12-01,11M,666,21515,3.0955147571461774
2019-01-01,03T,401,12957,3.0948522034421546
2017-03-01,09J,276,8919,3.094517322569795
2017-05-01,01J,336,10858,3.0944925400626264
2017-05-01,01K,488,15771,3.094286982436117
2019-05-01,05Q,284,9179,3.094018956313324
2018-01-01,07V,412,13317,3.0937898926184575
2018-08-01,00P,496,16044,3.0914983794564943
2019-07-01,09J,240,7764,3.091190108191654
2018-07-01,01Y,357,11556,3.0893042575285565
2017-08-01,05G,309,10003,3.089073278016595
2018-01-01,99N,525,16996,3.088962108731466
2017-08-01,04L,178,5765,3.0875975715524717
2017-06-01,09L,148,4795,3.0865484880083423
2018-09-01,00T,439,14241,3.0826486904009553
2019-07-01,03E,159,5159,3.0819926342314403
2017-03-01,99F,240,7789,3.0812684555141865
2019-03-01,03F,545,17698,3.0794440049723133
2017-03-01,02Y,468,15203,3.0783398013549954
2019-04-01,04C,406,13200,3.0757575757575757
2017-03-01,08M,338,10990,3.075523202911738
2018-06-01,00C,128,4162,3.0754444978375783
2018-04-01,05W,491,15966,3.075284980583741
2018-09-01,04Y,181,5886,3.0750934420659193
2017-12-01,06D,161,5236,3.074866310160428
2018-07-01,11X,558,18149,3.0745495619593366
2018-11-01,05J,205,6668,3.074385122975405
2017-05-01,09J,255,8297,3.0734000241050983
2019-07-01,04K,441,14350,3.073170731707317
2017-01-01,08M,353,11493,3.0714347863917166
2018-12-01,08W,238,7750,3.070967741935484
2018-11-01,05V,171,5569,3.070569222481595
2018-08-01,07V,344,11205,3.070058009817046
2019-01-01,09P,284,9252,3.0696065715520966
2018-05-01,04C,430,14016,3.067922374429224
2017-03-01,00Q,280,9127,3.0678207516160843
2018-06-01,99G,212,6911,3.0675734336564897
2019-07-01,08G,269,8770,3.0672748004561003
2017-09-01,01K,492,16047,3.0659936436717143
2017-10-01,05A,495,16148,3.0653950953678475
2018-06-01,05C,379,12368,3.0643596377749027
2018-11-01,01G,401,13087,3.0641094215633835
2017-06-01,08E,217,7084,3.0632411067193677
2019-01-01,00Y,342,11167,3.06259514641354
2017-12-01,05W,538,17571,3.0618632974788005
2018-05-01,09J,249,8133,3.061600885282184
2018-11-01,01F,202,6598,3.0615337981206423
2018-04-01,11M,607,19827,3.0614818177233065
2017-12-01,08E,238,7775,3.0610932475884245
2019-03-01,02F,324,10587,3.0603570416548598
2017-05-01,05C,396,12944,3.0593325092707047
2019-05-01,09J,248,8108,3.058707449432659
2018-07-01,01W,386,12620,3.058637083993661
2019-07-01,03F,502,16418,3.0576196857108053
2017-10-01,06P,272,8896,3.0575539568345325
2018-09-01,01J,292,9552,3.0569514237855944
2019-01-01,05A,491,16063,3.056714187885202
2017-07-01,08M,303,9918,3.055051421657592
2019-05-01,10E,226,7404,3.0524041058887086
2019-01-01,01D,362,11862,3.0517619288484235
2018-11-01,01W,401,13142,3.0512859534317456
2017-11-01,01Y,379,12421,3.0512841156106596
2017-02-01,12D,209,6850,3.051094890510949
2019-06-01,06N,528,17306,3.050964983242806
2019-04-01,99N,451,14784,3.050595238095238
2017-09-01,01J,319,10458,3.0502964237903996
2017-11-01,04N,118,3869,3.0498836908761953
2019-07-01,99M,189,6198,3.049370764762827
2017-09-01,06K,660,21659,3.047232097511427
2018-11-01,03M,188,6170,3.047001620745543
2019-04-01,04L,163,5350,3.046728971962617
2018-12-01,99N,500,16422,3.0446961393252954
2018-03-01,00Q,246,8080,3.0445544554455446
2018-11-01,14Y,490,16100,3.0434782608695654
2018-06-01,03T,370,12159,3.0430134057077063
2017-04-01,99D,171,5621,3.042163316135919
2018-12-01,99A,885,29094,3.0418643019179212
2017-09-01,99J,457,15025,3.0415973377703827
2018-04-01,00Q,221,7266,3.0415634461877237
2018-05-01,99N,482,15849,3.0412013376238245
2019-03-01,06D,143,4703,3.040612375079736
2017-09-01,04C,441,14505,3.0403309203722855
2017-11-01,05G,320,10526,3.040091202736082
2017-06-01,99N,500,16450,3.0395136778115504
2018-01-01,08M,318,10465,3.0387004300047775
2017-11-01,03W,347,11423,3.037730893810733
2017-02-01,02Y,413,13597,3.0374347282488787
2018-03-01,05Q,275,9056,3.0366607773851593
2019-02-01,01W,372,12252,3.0362389813907935
2018-09-01,01Y,345,11365,3.0356357237131544
2017-12-01,05V,183,6031,3.034322666224507
2018-04-01,04Y,170,5603,3.0340888809566304
2017-09-01,10J,222,7317,3.034030340303403
2018-01-01,03W,352,11602,3.033959662127219
2018-04-01,09C,121,3990,3.0325814536340854
2017-02-01,99M,195,6432,3.031716417910448
2018-01-01,09P,275,9071,3.0316392900451987
2017-10-01,11M,635,20948,3.0313156387244606
2017-03-01,05Q,273,9006,3.031312458361093
2019-05-01,06D,148,4883,3.0309236125332784
2018-09-01,12D,192,6336,3.0303030303030303
2018-06-01,08M,282,9308,3.0296519123334766
2019-06-01,04D,256,8453,3.028510587956938
2017-06-01,99E,318,10502,3.0279946676823464
2019-05-01,03E,155,5119,3.0279351435827313
2017-01-01,04C,462,15259,3.02772134478013
2019-06-01,15F,768,25367,3.0275554854732527
2017-05-01,99A,924,30529,3.0266304169805758
2018-10-01,08G,276,9122,3.025652269239202
2017-02-01,05G,280,9256,3.025064822817632
2017-05-01,05V,173,5719,3.0250043713936003
2018-10-01,04N,115,3803,3.023928477517749
2017-05-01,06P,252,8335,3.023395320935813
2019-07-01,02X,501,16572,3.0231716147719045
2019-04-01,02P,462,15282,3.023164507263447
2019-05-01,99A,885,29284,3.022128124573146
2017-09-01,05G,303,10027,3.021841029221103
2019-03-01,11M,602,19922,3.021784961349262
2017-01-01,01G,406,13439,3.0210581144430386
2017-10-01,05V,177,5864,3.0184174624829465
2019-05-01,08W,227,7522,3.017814411060888
2018-12-01,01Y,367,12163,3.017347693825536
2018-09-01,99N,448,14857,3.015413609746248
2018-02-01,01D,319,10581,3.0148379170210755
2019-05-01,02F,334,11083,3.0136244699088692
2019-07-01,00D,568,18860,3.011664899257688
2018-06-01,09P,255,8470,3.010625737898465
2017-12-01,99E,350,11627,3.0102347983142685
2018-10-01,05C,405,13456,3.009809750297265
2018-11-01,08W,233,7744,3.008780991735537
2018-06-01,05L,660,21945,3.007518796992481
2018-01-01,04L,188,6252,3.0070377479206654
2018-05-01,01Y,361,12012,3.005328005328005
2019-05-01,00P,504,16771,3.005187526086697
2018-10-01,09P,260,8655,3.004043905257077
2018-04-01,01K,433,14430,3.000693000693001
2017-11-01,02Y,447,14904,2.999194847020934
2019-07-01,99A,848,28294,2.997101859051389
2018-05-01,10J,215,7174,2.9969333705045997
2017-05-01,01H,452,15087,2.9959567839862133
2017-06-01,99A,898,29978,2.995530055373941
2017-03-01,02W,200,6679,2.9944602485402005
2018-09-01,03T,352,11757,2.993961044484137
2017-02-01,01J,304,10155,2.9935992122107336
2018-11-01,02X,494,16502,2.9935765361774327
2018-01-01,99G,231,7717,2.9933912142024104
2017-05-01,03W,331,11058,2.993308012298788
2019-02-01,02P,435,14534,2.992981973303977
2017-06-01,10J,224,7496,2.9882604055496262
2019-02-01,06W,225,7533,2.986857825567503
2017-11-01,07V,401,13428,2.986297289246351
2019-05-01,15F,810,27129,2.9857348225146523
2018-11-01,11X,555,18593,2.984994352713387
2018-07-01,01G,382,12798,2.984841381465854
2017-10-01,99J,462,15479,2.98468893339363
2017-11-01,99N,507,16987,2.984635309354212
2017-09-01,12F,475,15920,2.983668341708543
2018-07-01,99A,859,28799,2.9827424563352896
2019-05-01,09P,247,8281,2.9827315541601256
2017-10-01,07V,389,13042,2.9826713694218676
2018-12-01,01D,337,11299,2.9825648287459066
2018-01-01,01K,502,16833,2.9822372720251886
2019-02-01,03M,173,5802,2.981730437780076
2018-10-01,09L,148,4964,2.9814665592264302
2017-02-01,03W,316,10604,2.980007544322897
2017-09-01,99N,479,16075,2.979782270606532
2018-10-01,02Y,442,14838,2.9788381183447905
2017-02-01,08E,211,7084,2.9785431959345003
2018-03-01,01Y,355,11920,2.978187919463087
2018-04-01,02Y,404,13567,2.9778138129284293
2018-06-01,04C,434,14582,2.9762721163077765
2018-07-01,01K,450,15120,2.976190476190476
2019-05-01,07H,298,10013,2.97613102966144
2017-02-01,00Q,238,8000,2.9749999999999996
2018-08-01,05C,355,11937,2.9739465527351934
2018-01-01,05V,179,6020,2.973421926910299
2018-06-01,11M,599,20148,2.972999801469128
2017-10-01,02Y,434,14599,2.9728063565997673
2019-05-01,02Y,426,14333,2.9721621433056584
2019-07-01,03M,191,6427,2.971837560292516
2017-12-01,04C,448,15076,2.97161050676572
2017-08-01,09J,231,7778,2.969915145281563
2018-01-01,01W,416,14008,2.96973158195317
2017-08-01,07V,343,11553,2.9689258201332986
2018-04-01,08M,265,8926,2.9688550302487116
2017-07-01,09L,139,4682,2.9688167449807774
2018-02-01,08M,265,8927,2.9685224599529514
2017-01-01,08G,301,10150,2.9655172413793105
2019-05-01,08R,174,5869,2.9647299369568922
2018-08-01,05L,616,20781,2.964246186420288
2018-03-01,02Y,418,14104,2.9636982416335793
2018-08-01,99A,823,27784,2.96213648142816
2019-01-01,01V,150,5064,2.962085308056872
2018-11-01,08P,152,5132,2.9618082618862043
2018-07-01,04D,263,8880,2.9617117117117115
2017-12-01,09J,262,8847,2.961455860743755
2018-02-01,02Y,406,13710,2.961342086068563
2017-04-01,01W,339,11448,2.961215932914046
2017-11-01,04Y,190,6423,2.9581192589132805
2018-08-01,99J,420,14200,2.9577464788732395
2018-05-01,01V,143,4836,2.956989247311828
2018-11-01,11M,619,20937,2.956488513158523
2017-05-01,07V,360,12177,2.9563932002956395
2019-06-01,08M,262,8863,2.956109669412163
2019-01-01,01F,199,6732,2.956030897207368
2017-12-01,01K,501,16950,2.9557522123893802
2017-03-01,01G,408,13807,2.9550228145143764
2017-02-01,01K,431,14597,2.9526615057888606
2017-10-01,09C,128,4337,2.9513488586580587
2017-06-01,01G,383,12978,2.951148096779165
2018-07-01,04C,423,14335,2.9508196721311477
2017-08-01,12F,456,15456,2.950310559006211
2017-12-01,99M,228,7731,2.949165696546372
2018-11-01,99N,474,16081,2.9475778869473293
2018-12-01,06D,144,4886,2.9471960704052393
2017-11-01,99F,218,7397,2.9471407327294847
2017-01-01,11N,783,26569,2.947043546990854
2017-11-01,05W,524,17784,2.94646873594242
2019-04-01,02F,301,10222,2.9446292310702407
2019-07-01,08T,189,6422,2.943008408595453
2019-03-01,01G,374,12709,2.942796443465261
2018-03-01,10J,216,7343,2.9415770121203866
2019-03-01,15F,801,27237,2.9408525167970043
2019-07-01,11M,559,19014,2.9399389923214474
2018-08-01,08E,165,5613,2.939604489577766
2018-11-01,04K,421,14325,2.93891797556719
2019-03-01,00P,469,15960,2.93859649122807
2018-05-01,99A,888,30229,2.937576499388005
2017-12-01,05G,322,10962,2.937420178799489
2017-01-01,01J,321,10930,2.936870997255261
2018-04-01,09L,137,4667,2.935504606813799
2018-12-01,01G,378,12878,2.9352383910545115
2018-04-01,00T,406,13836,2.9343740965596994
2018-03-01,01G,371,12645,2.933965994464215
2019-04-01,09P,238,8112,2.9339250493096647
2018-10-01,11X,561,19124,2.933486718259778
2019-07-01,99J,433,14765,2.9326109041652555
2019-07-01,03T,367,12518,2.9317782393353573
2017-03-01,09L,154,5253,2.931658100133257
2017-05-01,06K,655,22351,2.9305176502169927
2018-04-01,05L,620,21160,2.9300567107750473
2017-10-01,08M,317,10819,2.930030501894815
2018-09-01,01D,316,10785,2.9299953639313863
2019-01-01,04D,280,9558,2.929483155471856
2018-03-01,04H,145,4951,2.928701272470208
2017-09-01,12D,212,7240,2.9281767955801103
2017-04-01,02W,162,5534,2.927358149620528
2017-08-01,99A,863,29487,2.9267134669515382
2019-05-01,03F,514,17564,2.92644044636757
2019-02-01,04L,157,5368,2.9247391952309987
2018-12-01,04C,421,14398,2.9240172246145297
2018-03-01,11M,594,20320,2.9232283464566926
2019-06-01,02F,306,10469,2.9229152736651063
2019-01-01,11M,629,21523,2.9224550480880915
2017-06-01,00T,437,14954,2.9222950381168915
2018-01-01,01F,197,6743,2.921548272282367
2019-01-01,11X,571,19546,2.921313823800266
2018-01-01,99D,190,6504,2.921279212792128
2018-07-01,08E,185,6335,2.920284135753749
2018-06-01,03M,179,6130,2.9200652528548123
2017-09-01,05W,498,17057,2.919622442399015
2019-03-01,09P,258,8840,2.918552036199095
2019-04-01,02X,450,15430,2.916396629941672
2017-10-01,05Q,262,8986,2.915646561317605
2019-04-01,01F,184,6312,2.915082382762991
2018-08-01,07N,209,7171,2.9145168037930556
