month,pct,items_more_than_two,all_items,items_percent_more_than_two
2019-02-01,00Q,46,6044,0.7610853739245532
2017-08-01,02Q,37,4862,0.7610037021801728
2017-05-01,05R,46,6050,0.7603305785123967
2018-12-01,12D,44,5788,0.7601935038009675
2018-11-01,05D,37,4869,0.7599096323680428
2017-05-01,07J,54,7107,0.7598142676234698
2019-06-01,01R,39,5133,0.7597895967270601
2018-02-01,09C,24,3159,0.7597340930674265
2019-01-01,08E,43,5663,0.7593148507858025
2018-02-01,03W,61,8035,0.7591785936527692
2019-04-01,02G,26,3425,0.7591240875912408
2019-02-01,08E,38,5012,0.7581803671189146
2019-07-01,01T,54,7123,0.7581075389583041
2019-04-01,03W,63,8312,0.7579403272377285
2018-10-01,07H,66,8714,0.757401882028919
2019-06-01,99F,38,5018,0.7572738142686329
2017-03-01,02E,51,6735,0.7572383073496659
2018-07-01,00X,37,4887,0.7571107018620831
2017-06-01,00X,40,5286,0.7567158531971245
2018-01-01,02E,50,6610,0.7564296520423601
2017-08-01,05D,34,4495,0.7563959955506118
2018-12-01,05R,48,6349,0.756024570798551
2019-01-01,05D,38,5027,0.7559180425701213
2018-05-01,15A,95,12569,0.7558278303763227
2017-09-01,09W,62,8205,0.7556368068251066
2019-01-01,01T,54,7150,0.7552447552447552
2017-05-01,01E,46,6092,0.7550886408404465
2019-05-01,99G,41,5432,0.7547864506627393
2017-12-01,08M,62,8220,0.754257907542579
2019-07-01,99F,39,5172,0.7540603248259861
2019-06-01,03H,54,7162,0.7539793353811785
2019-05-01,01T,53,7030,0.7539118065433854
2017-08-01,10D,25,3319,0.7532389273877673
2018-04-01,02E,43,5711,0.7529329364384522
2018-07-01,04F,51,6775,0.7527675276752768
2019-03-01,01J,65,8635,0.7527504342790967
2017-12-01,02G,28,3720,0.7526881720430108
2018-12-01,05A,98,13045,0.7512456880030662
2018-06-01,09W,62,8254,0.7511509571117034
2017-07-01,07J,53,7056,0.7511337868480725
2018-04-01,05A,91,12126,0.7504535708395185
2019-04-01,99D,36,4798,0.7503126302626094
2018-04-01,02A,47,6271,0.7494817413490671
2017-02-01,07H,61,8141,0.7492936985628301
2019-03-01,01T,51,6809,0.749008665002203
2018-09-01,99D,34,4540,0.7488986784140969
2018-03-01,07J,55,7345,0.7488087134104833
2017-10-01,06L,84,11219,0.7487298333184775
2019-03-01,06P,47,6281,0.7482884890940933
2018-05-01,03H,56,7485,0.7481629926519706
2017-02-01,05A,96,12835,0.7479548110634983
2018-08-01,05A,91,12170,0.7477403451109285
2017-04-01,07J,48,6423,0.7473143390938813
2019-05-01,04N,23,3078,0.7472384665367121
2017-03-01,05R,48,6430,0.7465007776049767
2019-04-01,07X,54,7234,0.746474979264584
2017-06-01,05F,36,4828,0.7456503728251864
2017-06-01,10D,26,3490,0.7449856733524355
2019-03-01,02A,49,6587,0.7438894792773645
2017-09-01,01C,36,4841,0.7436480066102046
2019-06-01,03W,62,8342,0.7432270438743707
2018-05-01,05A,102,13732,0.7427905621905039
2017-12-01,06V,49,6598,0.7426492876629281
2018-07-01,01E,42,5656,0.7425742574257426
2018-05-01,07G,42,5656,0.7425742574257426
2018-05-01,05D,34,4579,0.7425202009172308
2017-12-01,02W,40,5389,0.7422527370569679
2017-11-01,05R,48,6473,0.7415417889695659
2017-05-01,02E,47,6344,0.7408575031525851
2017-01-01,06L,88,11887,0.740304534365273
2018-07-01,05D,34,4593,0.7402569126932288
2018-02-01,15A,86,11626,0.7397213142955444
2017-11-01,01E,47,6355,0.7395751376868608
2019-05-01,11N,151,20422,0.7393986876897464
2018-08-01,09W,59,7990,0.7384230287859825
2018-12-01,05D,37,5014,0.7379337854008776
2018-12-01,01J,65,8809,0.7378817118855715
2018-05-01,02H,98,13292,0.7372855853144749
2018-08-01,03H,54,7330,0.7366984993178717
2017-05-01,01A,109,14797,0.7366358045549773
2019-01-01,15A,98,13309,0.7363438274851604
2017-04-01,05F,33,4483,0.7361142092348874
2017-09-01,10D,25,3398,0.7357268981753973
2017-08-01,15A,86,11702,0.7349171081866348
2017-10-01,05D,34,4630,0.734341252699784
2017-02-01,06L,78,10625,0.7341176470588235
2018-02-01,10A,43,5858,0.7340389211334927
2017-09-01,03H,55,7499,0.7334311241498866
2019-07-01,01R,40,5455,0.7332722273143905
2018-01-01,07J,55,7504,0.7329424307036247
2018-06-01,15A,90,12283,0.7327200195392005
2019-05-01,10J,40,5460,0.7326007326007326
2017-01-01,01R,40,5462,0.7323324789454413
2017-11-01,05F,37,5053,0.7322382742924994
2019-04-01,02A,46,6284,0.732017823042648
2019-03-01,08E,38,5195,0.7314725697786333
2018-09-01,05R,41,5606,0.7313592579379237
2018-09-01,09W,57,7802,0.7305819020763907
2018-07-01,15A,88,12051,0.7302298564434486
2017-08-01,07J,50,6853,0.7296074711805048
2019-04-01,01J,62,8499,0.7294975879515238
2018-10-01,00X,40,5490,0.7285974499089253
2017-10-01,05R,46,6314,0.7285397529299968
2019-02-01,02W,38,5218,0.7282483710233806
2019-02-01,01T,45,6185,0.7275666936135812
2017-11-01,15A,97,13338,0.7272454640875694
2018-09-01,01C,34,4681,0.7263405255287332
2017-10-01,07J,53,7309,0.7251333971815569
2018-08-01,05V,29,4001,0.7248187953011748
2018-06-01,07H,60,8279,0.7247252083584974
2017-05-01,03H,54,7452,0.7246376811594203
2018-06-01,02Q,33,4561,0.723525542644157
2019-03-01,15A,92,12720,0.7232704402515724
2018-12-01,07H,65,8988,0.7231864708500222
2018-07-01,06V,45,6223,0.7231238952273823
2018-03-01,02G,26,3597,0.7228245760355853
2018-11-01,02A,51,7056,0.7227891156462585
2017-07-01,05D,31,4289,0.7227792026113313
2017-06-01,06L,81,11208,0.7226980728051392
2018-09-01,07J,47,6506,0.7224100830003074
2017-03-01,09W,66,9143,0.7218637208793612
2019-02-01,00X,35,4850,0.7216494845360825
2019-01-01,02A,51,7068,0.7215619694397283
2018-05-01,02Q,34,4713,0.7214088690855082
2018-03-01,05D,33,4576,0.7211538461538461
2018-04-01,15A,85,11806,0.7199728951380654
2017-05-01,99D,37,5142,0.7195643718397511
2018-01-01,08E,43,5976,0.7195448460508702
2019-04-01,01T,47,6533,0.7194244604316548
2019-06-01,99G,36,5007,0.7189934092270821
2017-07-01,01E,43,5981,0.718943320514964
2018-11-01,05R,44,6121,0.7188367913739585
2019-01-01,01J,66,9187,0.7184064438881027
2018-12-01,10J,42,5848,0.7181942544459644
2019-05-01,02H,98,13646,0.7181591675216181
2017-05-01,09W,59,8216,0.7181110029211295
2017-03-01,05A,102,14208,0.7179054054054055
2018-11-01,00X,39,5433,0.7178354500276091
2018-02-01,02E,41,5712,0.7177871148459384
2019-05-01,02E,44,6135,0.7171964140179299
2017-01-01,03K,49,6833,0.717108151617152
2018-07-01,05F,35,4882,0.7169192953707497
2018-02-01,05R,42,5859,0.7168458781362007
2017-09-01,07G,39,5442,0.7166482910694598
2017-02-01,03K,44,6142,0.7163790296320417
2017-06-01,02E,43,6005,0.7160699417152373
2017-07-01,06L,75,10478,0.7157854552395495
2019-05-01,05F,36,5032,0.7154213036565978
2017-12-01,02E,49,6851,0.7152240548824988
2017-10-01,02E,44,6154,0.7149821254468639
2019-03-01,07X,55,7696,0.7146569646569647
2019-02-01,10A,42,5880,0.7142857142857143
2017-09-01,05A,93,13028,0.7138470985569543
2019-05-01,15A,89,12483,0.7129696387086437
2018-03-01,05F,34,4769,0.7129377227930384
2018-11-01,02W,44,6173,0.7127814676818403
2018-01-01,07H,64,8981,0.7126155216568311
2019-07-01,12D,38,5337,0.7120104927862094
2017-02-01,01T,43,6042,0.7116848725587553
2017-03-01,07J,53,7457,0.7107415850878369
2017-01-01,04N,23,3238,0.7103150092649784
2018-12-01,01R,39,5492,0.7101238164603059
2018-06-01,99G,38,5352,0.7100149476831091
2019-03-01,05D,33,4652,0.7093723129836629
2018-03-01,05R,45,6347,0.7089963762407437
2018-08-01,01A,97,13682,0.7089606782634118
2019-05-01,02A,49,6917,0.7083995952002313
2019-01-01,01R,41,5791,0.7079951649110688
2017-01-01,09W,62,8759,0.7078433611142824
2019-02-01,05F,33,4664,0.7075471698113208
2018-03-01,01E,43,6078,0.7074695623560382
2018-09-01,06H,172,24324,0.7071205393849695
2017-09-01,01A,106,14994,0.7069494464452448
2019-07-01,99D,37,5234,0.7069163163928162
2018-05-01,99G,39,5520,0.7065217391304348
2017-11-01,07H,63,8919,0.7063572149344097
2018-06-01,01T,46,6520,0.7055214723926381
2018-12-01,15A,94,13325,0.7054409005628518
2017-02-01,09W,54,7657,0.7052370380044404
2018-07-01,07J,48,6812,0.7046388725778039
2017-09-01,04E,60,8516,0.7045561296383279
2018-12-01,01E,44,6246,0.7044508485430675
2019-02-01,03H,50,7100,0.7042253521126761
2018-01-01,15A,96,13632,0.7042253521126761
2019-07-01,02H,94,13350,0.7041198501872659
2018-06-01,01R,39,5540,0.703971119133574
2019-06-01,05D,31,4405,0.7037457434733257
2017-01-01,01A,111,15777,0.7035558090891805
2018-03-01,00X,36,5119,0.7032623559288923
2018-09-01,06V,41,5834,0.7027768255056565
2018-02-01,07H,54,7686,0.702576112412178
2017-09-01,06Y,46,6553,0.701968564016481
2019-01-01,05G,60,8553,0.701508242721852
2019-04-01,07H,57,8126,0.7014521289687423
2019-04-01,05G,55,7841,0.7014411427113888
2018-02-01,06L,72,10267,0.701275932599591
2018-02-01,02G,23,3281,0.7010057909174032
2018-10-01,02E,45,6430,0.6998444790046656
2019-04-01,03H,52,7431,0.6997712286367918
2019-05-01,06V,42,6003,0.6996501749125438
2017-07-01,02E,43,6160,0.698051948051948
2018-12-01,00X,37,5302,0.6978498679743493
2019-04-01,05A,86,12327,0.6976555528514642
2019-02-01,09W,55,7895,0.6966434452184928
2017-09-01,06H,179,25695,0.6966335863008367
2017-01-01,07J,50,7178,0.6965728615213151
2018-07-01,99G,37,5312,0.6965361445783133
2017-08-01,06Y,44,6317,0.6965331644768086
2017-06-01,07G,40,5743,0.6965000870625109
2017-06-01,07J,49,7036,0.6964184195565662
2018-09-01,05A,85,12209,0.6962077156196248
2017-09-01,02G,25,3591,0.6961849067112225
2019-06-01,05R,42,6033,0.69617105917454
2018-12-01,99G,41,5897,0.6952687807359674
2017-04-01,06H,166,23876,0.6952588373261853
2018-02-01,07J,45,6479,0.6945516283377065
2018-09-01,10D,23,3312,0.6944444444444444
2017-04-01,06L,71,10230,0.6940371456500489
2018-04-01,01E,38,5483,0.6930512493160679
2019-03-01,01R,37,5339,0.6930136729724667
2017-01-01,00X,39,5632,0.6924715909090909
2019-02-01,02A,44,6356,0.6922592825676527
2017-10-01,10D,25,3612,0.6921373200442967
2017-11-01,06P,47,6791,0.6920924753350022
2018-10-01,05D,33,4774,0.6912442396313364
2018-12-01,03H,55,7958,0.6911284242271928
2018-08-01,00X,33,4775,0.6910994764397905
2019-06-01,05A,84,12155,0.6910736322501029
2017-09-01,07J,47,6802,0.6909732431637753
2018-11-01,15A,86,12453,0.6905966433791054
2017-06-01,06Q,78,11296,0.6905099150141643
2017-03-01,05F,36,5217,0.690051753881541
2018-05-01,05F,35,5076,0.6895193065405831
2019-03-01,99G,37,5370,0.6890130353817504
2017-08-01,06F,90,13067,0.6887579398484732
2017-04-01,02E,39,5665,0.6884377758164165
2018-09-01,02E,39,5666,0.6883162725026474
2018-09-01,14Y,84,12204,0.688298918387414
2018-05-01,06V,44,6397,0.6878224167578553
2018-02-01,06V,39,5674,0.6873457878040183
2018-04-01,06V,41,5969,0.6868822248282794
2019-03-01,05F,34,4950,0.6868686868686869
2019-07-01,10A,42,6117,0.6866110838646395
2018-02-01,99G,34,4952,0.6865912762520193
2017-11-01,03H,54,7868,0.6863243518047788
2017-11-01,09W,60,8743,0.6862632963513667
2018-07-01,14Y,90,13121,0.6859233290145569
2018-08-01,05F,31,4520,0.6858407079646017
2018-05-01,09C,25,3652,0.6845564074479736
2018-07-01,02E,42,6136,0.6844850065189048
2019-02-01,01E,38,5552,0.6844380403458213
2017-12-01,01R,40,5847,0.6841115101761587
2017-08-01,01C,32,4684,0.6831767719897524
2017-10-01,99G,38,5563,0.6830846665468272
2019-01-01,09C,27,3954,0.6828528072837633
2017-06-01,05D,32,4687,0.6827394922125027
2017-05-01,06V,44,6446,0.6825938566552902
2019-06-01,05F,33,4836,0.6823821339950372
2019-07-01,01E,39,5721,0.6816990036706869
2017-01-01,05R,43,6308,0.6816740646797717
2018-05-01,02E,42,6164,0.6813757300454251
2019-07-01,03H,49,7196,0.6809338521400778
2017-12-01,05D,33,4848,0.6806930693069307
2018-04-01,05F,32,4703,0.6804167552625983
2018-08-01,05D,29,4266,0.6797937177684013
2017-01-01,05F,36,5296,0.6797583081570997
2018-09-01,09C,22,3240,0.6790123456790124
2018-02-01,05D,30,4428,0.6775067750677507
2018-04-01,04N,19,2807,0.6768792304951906
2019-01-01,03H,54,7978,0.6768613687641012
2019-03-01,09C,25,3697,0.676223965377333
2019-01-01,05F,36,5333,0.6750421901368836
2017-05-01,07K,56,8296,0.6750241080038573
2019-06-01,02A,41,6075,0.6748971193415638
2018-02-01,02W,33,4894,0.6742950551695954
2018-10-01,06V,41,6083,0.6740095347690285
2019-05-01,01E,40,5937,0.6737409466060299
2018-02-01,05F,32,4755,0.6729758149316508
2017-04-01,01A,96,14266,0.672928641525305
2017-03-01,03H,51,7581,0.6727344677483181
2018-04-01,04E,57,8476,0.6724870221802737
2019-06-01,01J,57,8481,0.6720905553590378
2019-05-01,12D,39,5805,0.6718346253229974
2017-10-01,03H,51,7598,0.6712292708607528
2018-12-01,02W,37,5520,0.6702898550724637
2017-06-01,06F,91,13580,0.6701030927835051
2017-02-01,06H,164,24509,0.6691419478558897
2019-01-01,06V,43,6432,0.6685323383084577
2018-05-01,01C,32,4789,0.668197953643767
2017-05-01,06L,75,11228,0.6679729248307802
2018-08-01,01E,36,5390,0.6679035250463822
2019-06-01,15A,78,11685,0.6675224646983312
2019-05-01,06P,42,6297,0.6669842782277274
2019-07-01,05D,33,4951,0.6665320137345991
2018-11-01,05F,34,5104,0.6661442006269592
2019-05-01,01J,60,9015,0.6655574043261231
2017-06-01,06Y,43,6461,0.6655316514471444
2017-03-01,09C,24,3608,0.6651884700665188
2017-08-01,01A,94,14143,0.6646397511136252
2018-01-01,05R,45,6772,0.6645008860011814
2017-05-01,06Y,45,6772,0.6645008860011814
2018-08-01,06H,167,25139,0.6643064561040614
2017-07-01,01R,34,5120,0.6640625
2018-07-01,05A,85,12802,0.6639587564443056
2017-03-01,06L,78,11758,0.663378125531553
2018-07-01,06H,167,25185,0.6630931109787572
2019-04-01,06V,38,5734,0.6627136379490757
2017-06-01,06H,176,26566,0.662500941052473
2019-01-01,02H,94,14189,0.6624850236098386
2017-03-01,03K,45,6793,0.6624466362431916
2017-02-01,06Y,43,6497,0.6618439279667538
2019-02-01,05A,79,11939,0.6616969595443505
2018-08-01,06F,82,12404,0.6610770719122864
2017-09-01,05F,31,4694,0.6604175543246698
2019-01-01,07H,58,8785,0.6602162777461582
2018-01-01,06L,79,11978,0.6595424945733845
2019-06-01,10A,39,5917,0.6591177961804969
2017-02-01,05F,31,4705,0.6588735387885228
2018-10-01,09W,56,8507,0.6582814153050429
2017-01-01,02E,44,6689,0.6577963821198983
2018-12-01,02A,45,6850,0.656934306569343
2017-01-01,03H,47,7160,0.6564245810055866
2017-11-01,04E,59,8998,0.6557012669482107
2017-12-01,02Q,33,5033,0.6556725610967613
2017-05-01,06H,174,26551,0.6553425483032654
2018-11-01,02E,41,6260,0.6549520766773163
2018-02-01,04N,18,2750,0.6545454545454545
2017-08-01,04E,57,8715,0.6540447504302926
2017-04-01,01C,29,4436,0.6537421100090172
2018-07-01,02Q,30,4589,0.653737197646546
2017-03-01,01A,103,15756,0.6537192180756537
2018-05-01,05R,41,6272,0.6536989795918368
2018-06-01,05F,31,4746,0.6531816266329541
2019-03-01,05R,41,6277,0.6531782698741437
2017-12-01,07G,42,6432,0.6529850746268656
2018-05-01,07J,47,7198,0.6529591553209224
2017-03-01,06Y,46,7045,0.6529453513129879
2019-03-01,02Q,29,4444,0.6525652565256526
2017-03-01,01R,36,5522,0.6519377037305324
2018-07-01,06L,71,10891,0.6519144247543843
2018-08-01,07J,45,6905,0.6517016654598118
2018-01-01,00R,49,7523,0.6513359032300944
2019-05-01,04F,45,6911,0.6511358703516134
2018-05-01,01R,34,5226,0.6505931879066207
2017-08-01,01R,33,5073,0.6505026611472502
2018-05-01,10D,24,3690,0.6504065040650406
2018-11-01,05A,86,13223,0.650381910307797
2017-10-01,06H,173,26618,0.6499361334435344
2018-07-01,06F,85,13082,0.6497477449931203
2019-05-01,00X,35,5390,0.6493506493506493
2019-07-01,00X,32,4932,0.6488240064882401
2017-10-01,01R,36,5549,0.6487655433411426
2017-12-01,07J,50,7713,0.6482561908466227
2017-12-01,07H,58,8954,0.6477551932097387
2018-11-01,06V,40,6179,0.6473539407671145
2017-09-01,00R,46,7106,0.647340275823248
2017-12-01,06L,80,12361,0.6471968287355392
2019-07-01,09C,22,3402,0.6466784244562023
2018-09-01,99G,34,5259,0.6465107434873549
2018-03-01,15A,81,12533,0.6462937844091599
2017-04-01,04E,52,8048,0.6461232604373758
2017-11-01,07G,39,6038,0.6459092414706857
2018-02-01,09W,50,7744,0.6456611570247934
2018-05-01,02G,23,3563,0.6455234353073253
2018-03-01,01R,35,5426,0.6450423884998157
2017-07-01,06H,167,25957,0.6433717301691259
2018-04-01,06H,160,24869,0.6433712654308578
2019-07-01,02G,24,3731,0.6432591798445457
2017-08-01,02E,40,6224,0.6426735218508998
2018-10-01,01C,33,5137,0.6423982869379015
2017-08-01,14Y,80,12456,0.6422607578676942
2018-11-01,14Y,86,13391,0.6422223881711597
2018-02-01,04E,53,8258,0.6418018890772584
2017-02-01,00X,31,4833,0.6414235464514794
2017-04-01,00X,32,4989,0.6414111044297455
2017-10-01,01A,99,15448,0.6408596582081822
2017-02-01,05D,28,4372,0.6404391582799633
2018-04-01,07H,51,7976,0.6394182547642928
2017-08-01,05R,37,5793,0.6387018815812188
2019-02-01,02Q,27,4228,0.6385998107852412
2018-04-01,99G,33,5169,0.6384213580963436
2017-11-01,06V,40,6268,0.6381620931716656
2018-08-01,07G,35,5489,0.6376389141920205
2017-06-01,00R,46,7221,0.6370308821492868
2018-04-01,03H,47,7380,0.6368563685636857
2018-07-01,03H,47,7380,0.6368563685636857
2019-05-01,07G,38,5985,0.6349206349206349
2017-12-01,01E,41,6461,0.634576690914719
2018-01-01,03H,51,8039,0.6344072645851474
2017-08-01,06H,160,25287,0.6327361885553842
2017-09-01,01R,33,5216,0.6326687116564417
2019-07-01,01C,33,5216,0.6326687116564417
2018-03-01,06L,72,11403,0.6314127861089187
2017-03-01,02M,40,6338,0.6311139160618492
2018-07-01,01R,33,5231,0.630854521124068
2017-09-01,06L,70,11107,0.6302331862789232
2017-06-01,01R,34,5396,0.6300963676797628
2017-08-01,06L,68,10807,0.6292218006847414
2018-07-01,09W,51,8109,0.628930817610063
2017-07-01,14Y,81,12881,0.6288331651269311
2018-05-01,03V,22,3500,0.6285714285714286
2019-04-01,00X,31,4932,0.6285482562854825
2017-06-01,07K,52,8281,0.6279434850863422
2018-08-01,07H,49,7804,0.627883136852896
2019-07-01,99G,34,5422,0.6270748801180376
2019-01-01,04F,46,7339,0.6267883907889359
2017-12-01,06F,93,14861,0.6257990713949263
2017-10-01,09W,53,8473,0.6255163460403634
2017-11-01,10D,23,3678,0.6253398586188146
2017-01-01,99G,35,5601,0.6248884127834314
2018-10-01,06F,85,13607,0.6246784743146909
2019-01-01,05A,85,13622,0.6239906034356189
2019-02-01,00Y,51,8174,0.6239295326645461
2017-11-01,06F,90,14425,0.6239168110918544
2019-04-01,01R,32,5129,0.6239032949892767
2018-01-01,09W,55,8819,0.6236534754507314
2017-11-01,07J,46,7379,0.623390703347337
2019-05-01,09C,22,3530,0.623229461756374
2017-03-01,06F,90,14452,0.6227511763077774
2019-01-01,07J,47,7549,0.6225990197377136
2018-11-01,07J,44,7070,0.6223479490806223
2018-05-01,06H,164,26354,0.6222964255900433
2017-12-01,05F,34,5469,0.6216858657889925
2017-06-01,14Y,85,13674,0.6216176685680854
2018-08-01,00Y,51,8206,0.6214964660004875
2019-01-01,05R,42,6759,0.6213936972924988
2018-02-01,01E,33,5311,0.6213519111278478
2018-02-01,10D,20,3219,0.6213109661385523
2019-03-01,10D,22,3544,0.6207674943566591
2018-02-01,00X,29,4673,0.6205863471003638
2017-07-01,01C,30,4835,0.6204756980351602
2018-10-01,02Q,29,4674,0.6204535729567822
2017-05-01,04E,56,9027,0.6203611388058048
2017-04-01,99G,32,5159,0.6202752471409188
2017-07-01,01A,90,14517,0.6199628022318662
2018-10-01,15A,80,12913,0.6195307054905909
2017-10-01,00R,46,7428,0.6192784060312331
2017-01-01,05D,30,4845,0.6191950464396285
2017-11-01,06Y,43,6945,0.619150467962563
2017-11-01,05D,30,4848,0.6188118811881188
2018-02-01,03H,43,6958,0.6179936763437769
2017-04-01,06Y,37,5988,0.6179024716098864
2018-05-01,06F,84,13595,0.6178742184626701
2018-03-01,09W,51,8259,0.6175081729022884
2018-05-01,00R,44,7138,0.6164191650322219
2017-06-01,04E,55,8924,0.6163155535634245
2017-05-01,01R,33,5358,0.6159014557670772
2018-11-01,02Q,28,4549,0.6155198944823038
2019-03-01,02E,37,6016,0.6150265957446809
2019-03-01,12D,34,5536,0.6141618497109826
2017-11-01,00R,44,7166,0.6140106056377337
2017-05-01,03K,40,6522,0.613308800981294
2018-08-01,04E,54,8807,0.6131486317701828
2018-11-01,03H,47,7666,0.6130967910253066
2018-09-01,04N,17,2773,0.6130544536602958
2017-03-01,06H,168,27411,0.6128926343438765
2017-03-01,07H,55,8978,0.6126085987970595
2018-10-01,99G,34,5551,0.6125022518465142
2019-05-01,09W,53,8665,0.6116560877091748
2017-07-01,09W,49,8014,0.6114299975043673
2018-10-01,07J,44,7217,0.6096716087016766
2018-06-01,06Y,39,6397,0.6096607784899172
2019-02-01,01R,31,5086,0.6095163193079041
2018-05-01,07H,52,8532,0.6094702297233943
2019-02-01,05D,27,4432,0.6092057761732852
2018-02-01,01R,30,4925,0.6091370558375634
2017-09-01,03V,20,3284,0.6090133982947624
2018-11-01,06L,73,11988,0.6089422756089422
2019-01-01,04E,57,9362,0.608844264046144
2018-03-01,01C,30,4929,0.6086427267194157
2019-05-01,05R,37,6084,0.6081525312294543
2018-12-01,09W,52,8553,0.6079738103589384
2017-12-01,06H,174,28635,0.607647983237297
2018-04-01,07G,33,5435,0.6071757129714811
2018-05-01,09W,50,8238,0.6069434328720563
2018-01-01,01A,97,15984,0.6068568568568569
2018-06-01,05R,39,6429,0.6066262249183387
2018-05-01,04E,55,9068,0.6065284516982796
2018-12-01,04E,56,9233,0.6065200909780136
2019-01-01,01A,94,15499,0.6064907413381508
2018-10-01,03H,47,7751,0.6063733711779126
2018-12-01,02E,38,6270,0.6060606060606061
2017-07-01,06F,80,13210,0.6056018168054504
2018-09-01,03H,45,7432,0.6054897739504844
2017-07-01,06Y,40,6607,0.6054184955350386
2017-11-01,01R,33,5459,0.6045063198387983
2018-09-01,06F,76,12582,0.6040375139087586
2018-06-01,10A,36,5965,0.6035205364626991
2018-01-01,01R,35,5800,0.603448275862069
2019-05-01,03V,21,3486,0.6024096385542169
2018-11-01,06H,161,26742,0.6020492109789843
2017-01-01,14Y,85,14136,0.6013016411997737
2019-05-01,05A,78,12976,0.6011097410604193
2018-09-01,04E,50,8323,0.6007449237053947
2018-11-01,10D,23,3831,0.6003654398329418
2018-05-01,06L,68,11330,0.6001765225066196
2017-01-01,06V,39,6506,0.5994466646172764
2019-03-01,00R,41,6844,0.5990648743424898
2019-07-01,02E,35,5845,0.5988023952095809
2017-11-01,06H,163,27228,0.5986484501248714
2018-11-01,06F,82,13707,0.5982344787334938
2018-10-01,10D,24,4013,0.598056316969848
2019-03-01,09W,49,8194,0.5979985355137906
2017-09-01,06Q,65,10886,0.5970971890501562
2018-06-01,04E,54,9044,0.5970809376382131
2018-12-01,02Q,28,4691,0.5968876572159454
2017-10-01,07G,35,5865,0.5967604433077579
2019-01-01,02Q,29,4861,0.5965850648014812
2017-02-01,02G,19,3185,0.5965463108320251
2018-10-01,06H,159,26666,0.5962649066226655
2017-02-01,06F,76,12767,0.5952847184146628
2018-09-01,06L,64,10753,0.5951827397005487
2018-06-01,06H,153,25714,0.5950066111845687
2017-07-01,04E,51,8574,0.5948215535339398
2017-05-01,06F,82,13789,0.5946769163826239
2019-07-01,00R,40,6727,0.5946187007581388
2017-09-01,14Y,81,13629,0.5943209333039842
2018-10-01,04E,55,9260,0.593952483801296
2018-06-01,01A,85,14315,0.5937827453719874
2017-05-01,14Y,81,13653,0.5932762030323006
2018-06-01,06L,66,11127,0.5931517929361013
2018-06-01,03K,40,6744,0.5931198102016607
2019-07-01,05A,76,12817,0.5929624717172505
2019-02-01,09C,20,3373,0.5929439667951379
2018-01-01,05F,32,5401,0.5924828735419367
2019-03-01,06H,152,25708,0.5912556402676209
2018-09-01,01A,83,14038,0.5912523151446075
2017-10-01,04E,54,9134,0.5911977227939567
2017-12-01,10D,24,4060,0.5911330049261084
2017-01-01,10D,23,3892,0.590955806783145
2017-07-01,07G,32,5417,0.5907328779767399
2018-03-01,04E,54,9159,0.5895840157222404
2017-10-01,07K,50,8481,0.5895531187359981
2019-02-01,01A,82,13909,0.5895463369041628
2019-07-01,05F,31,5265,0.5887939221272555
2017-04-01,06F,74,12569,0.5887500994510303
2017-11-01,00X,32,5440,0.5882352941176471
2019-04-01,05D,26,4420,0.5882352941176471
2018-10-01,05R,38,6466,0.5876894525208785
2019-03-01,05A,73,12426,0.5874778689843876
2019-01-01,02G,22,3746,0.587293112653497
2018-08-01,05R,34,5792,0.5870165745856354
2017-07-01,03H,44,7496,0.5869797225186766
2017-03-01,04E,55,9390,0.5857294994675186
2017-07-01,05F,27,4610,0.5856832971800434
2018-06-01,00X,29,4959,0.5847953216374269
2019-06-01,06H,145,24808,0.5844888745565946
2017-01-01,06Q,67,11467,0.5842853405424261
2017-01-01,07G,35,5993,0.584014683797764
2018-12-01,07J,43,7368,0.5836047774158524
2018-06-01,03V,21,3600,0.5833333333333334
2019-05-01,01C,30,5143,0.5833171300797201
2019-02-01,03V,18,3086,0.5832793259883344
2019-01-01,06H,160,27452,0.5828354946816261
2017-03-01,10D,22,3776,0.5826271186440678
2018-04-01,07J,39,6706,0.5815687444079928
2018-02-01,02M,31,5332,0.5813953488372093
2017-05-01,01C,28,4816,0.5813953488372093
2018-02-01,00Y,49,8432,0.5811195445920303
2018-07-01,07G,33,5680,0.5809859154929577
2017-10-01,06F,80,13773,0.5808465838960285
2019-06-01,02E,33,5685,0.5804749340369393
2019-04-01,06H,143,24635,0.5804749340369393
2018-07-01,10D,21,3618,0.5804311774461027
2018-08-01,06L,63,10859,0.5801639193295883
2018-06-01,00Y,50,8619,0.5801137022856481
2018-12-01,06H,155,26720,0.5800898203592814
2019-03-01,06F,77,13278,0.5799066124416328
2018-10-01,07G,34,5871,0.5791176971555101
2017-04-01,00R,38,6564,0.578915295551493
2019-04-01,15A,69,11919,0.5789076264787314
2019-03-01,03V,19,3283,0.5787389582698751
2017-01-01,00V,43,7430,0.5787348586810229
2018-08-01,14Y,72,12443,0.5786385919794262
2017-02-01,06V,33,5710,0.5779334500875657
2019-06-01,00X,28,4847,0.5776769135547761
2018-09-01,05D,25,4334,0.5768343331795108
2018-06-01,06F,77,13357,0.5764767537620724
2019-06-01,03V,18,3123,0.5763688760806917
2017-02-01,02E,33,5726,0.5763185469786937
2019-05-01,01A,84,14578,0.5762107284949924
2018-04-01,01A,78,13560,0.5752212389380531
