practice,bnf_name,items,quantity
N85020,Tadalafil_Tab 2.5mg,1,28
H83006,Tadalafil_Tab 5mg,1,28
B83067,Tadalafil_Tab 20mg,1,28
C84693,Tadalafil_Tab 5mg,1,28
L84009,Tadalafil_Tab 2.5mg,1,28
F81086,Tadalafil_Tab 5mg,1,28
B85611,Cialis_Tab 5mg,1,28
M83703,Tadalafil_Tab 2.5mg,1,28
Y02177,Tadalafil_Tab 10mg,1,28
G82148,Cialis_Tab 5mg,1,28
L83025,Tadalafil_Tab 5mg,1,28
E81046,Tadalafil_Tab 20mg,7,28
C87622,Tadalafil_Tab 5mg,1,28
J83004,Tadalafil_Tab 5mg,1,28
C88014,Tadalafil_Tab 10mg,6,28
M83109,Sildenafil_Tab 50mg,4,28
A82050,Tadalafil_Tab 2.5mg,1,28
M83616,Tadalafil_Tab 5mg,1,28
F86007,Tadalafil_Tab 2.5mg,1,28
A82028,Tadalafil_Tab 2.5mg,1,28
E86022,Tadalafil_Tab 10mg,3,28
H81641,Sildenafil_Tab 50mg,4,28
F82022,Sildenafil_Tab 25mg,1,28
B83056,Tadalafil_Tab 20mg,4,28
C88079,Sildenafil_Tab 50mg,5,28
G82032,Sildenafil_Tab 50mg,5,28
A82646,Tadalafil_Tab 5mg,1,28
E82129,Tadalafil_Tab 20mg,3,28
F85700,Cialis_Tab 2.5mg,1,28
C84010,Tadalafil_Tab 5mg,1,28
L83021,Sildenafil_Tab 25mg,1,28
L81648,Tadalafil_Tab 20mg,5,28
C84646,Tadalafil_Tab 5mg,1,28
B85051,Tadalafil_Tab 2.5mg,1,28
H85075,Tadalafil_Tab 5mg,1,28
B85042,Cialis_Tab 2.5mg,1,28
L82044,Tadalafil_Tab 20mg,5,28
F85029,Tadalafil_Tab 5mg,1,28
P85008,Cialis_Tab 2.5mg,1,28
K82008,Tadalafil_Tab 5mg,1,28
J82142,Tadalafil_Tab 20mg,7,28
G82053,Tadalafil_Tab 5mg,1,28
F86638,Tadalafil_Tab 5mg,1,28
F81095,Cialis_Tab 5mg,1,28
K83051,Sildenafil_Tab 25mg,5,28
D83007,Tadalafil_Tab 20mg,4,28
K84015,Sildenafil_Tab 25mg,5,28
G82180,Tadalafil_Tab 20mg,7,28
L81086,Cialis_Tab 5mg,1,28
G85136,Tadalafil_Tab 20mg,4,28
E87756,Cialis_Tab 20mg,1,28
F81078,Sildenafil_Tab 25mg,4,28
L81077,Tadalafil_Tab 20mg,3,28
N82113,Tadalafil_Tab 5mg,1,28
F81606,Tadalafil_Tab 5mg,1,28
K82076,Tadalafil_Tab 5mg,1,28
G82662,Cialis_Tab 5mg,1,28
D81013,Tadalafil_Tab 5mg,1,28
A82650,Tadalafil_Tab 5mg,1,28
G82648,Cialis_Tab 5mg,1,28
H83018,Tadalafil_Tab 5mg,1,28
B84004,Tadalafil_Tab 2.5mg,1,28
D81047,Tadalafil_Tab 5mg,1,28
J81621,Tadalafil_Tab 5mg,1,28
H85087,Tadalafil_Tab 10mg,2,28
G81054,Tadalafil_Tab 2.5mg,1,28
F81087,Tadalafil_Tab 5mg,1,28
C84034,Cialis_Tab 20mg,5,28
K81657,Sildenafil_Tab 100mg,5,28
M83051,Cialis_Tab 5mg,1,28
K83011,Tadalafil_Tab 5mg,1,28
J81030,Tadalafil_Tab 5mg,1,28
Y03366,Tadalafil_Tab 5mg,1,28
A89041,Tadalafil_Tab 5mg,1,28
D83610,Cialis_Tab 5mg,1,28
K84034,Tadalafil_Tab 10mg,1,28
P83620,Tadalafil_Tab 5mg,1,28
N82664,Tadalafil_Tab 2.5mg,1,28
M83050,Cialis_Tab 5mg,1,28
C83055,Tadalafil_Tab 5mg,1,28
P81082,Cialis_Tab 2.5mg,1,28
M83045,Tadalafil_Tab 2.5mg,1,28
D81084,Tadalafil_Tab 5mg,1,28
P91009,Tadalafil_Tab 5mg,1,28
N85016,Tadalafil_Tab 5mg,1,28
M85757,Tadalafil_Tab 20mg,4,28
P89029,Sildenafil_Tab 50mg,6,28
E84005,Tadalafil_Tab 5mg,1,28
C84105,Tadalafil_Tab 5mg,1,28
C83613,Cialis_Tab 2.5mg,1,28
M85076,Cialis_Tab 5mg,1,28
H84061,Tadalafil_Tab 20mg,4,28
N81060,Tadalafil_Tab 20mg,7,28
G82019,Tadalafil_Tab 2.5mg,1,28
D82068,Cialis_Tab 5mg,1,28
C88083,Tadalafil_Tab 2.5mg,1,28
N81069,Tadalafil_Tab 5mg,1,28
E85714,Sildenafil_Tab 100mg,4,28
J84019,Cialis_Tab 5mg,1,28
G85120,Tadalafil_Tab 5mg,1,28
B81005,Tadalafil_Tab 2.5mg,1,28
P87014,Cialis_Tab 5mg,1,28
E85119,Tadalafil_Tab 5mg,1,28
N85020,Vardenafil_Tab 20mg,2,28
P81013,Cialis_Tab 5mg,1,28
L83003,Tadalafil_Tab 5mg,1,28
F81741,Tadalafil_Tab 2.5mg,1,28
E82008,Tadalafil_Tab 2.5mg,1,28
F81065,Sildenafil_Tab 50mg,6,28
J81071,Tadalafil_Tab 2.5mg,1,28
C83053,Tadalafil_Tab 5mg,1,28
C84055,Tadalafil_Tab 10mg,4,28
L81033,Tadalafil_Tab 5mg,1,28
A81019,Tadalafil_Tab 5mg,1,28
K84056,Tadalafil_Tab 20mg,5,28
J82129,Cialis_Tab 5mg,1,28
D82071,Tadalafil_Tab 5mg,1,28
P92038,Tadalafil_Tab 5mg,1,28
A83630,Sildenafil_Tab 100mg,4,28
B85638,Tadalafil_Tab 5mg,1,28
F81181,Tadalafil_Tab 2.5mg,1,28
E83649,Tadalafil_Tab 5mg,1,28
D82005,Tadalafil_Tab 20mg,6,28
Y01652,Tadalafil_Tab 5mg,1,28
E84626,Sildenafil_Tab 25mg,1,28
Y00058,Cialis_Tab 5mg,1,28
F86001,Sildenafil_Tab 50mg,4,28
L81132,Tadalafil_Tab 20mg,4,28
M85009,Tadalafil_Tab 5mg,1,28
J82110,Cialis_Tab 5mg,1,28
L85003,Tadalafil_Tab 5mg,1,28
K82074,Tadalafil_Tab 5mg,1,28
H82013,Cialis_Tab 20mg,4,28
N85059,Cialis_Tab 5mg,1,28
J83064,Tadalafil_Tab 2.5mg,1,28
P82022,Tadalafil_Tab 5mg,1,28
B82005,Tadalafil_Tab 2.5mg,1,28
M82058,Tadalafil_Tab 2.5mg,1,28
M88001,Tadalafil_Tab 5mg,1,28
L82028,Tadalafil_Tab 2.5mg,1,28
B84019,Tadalafil_Tab 2.5mg,1,28
C83029,Tadalafil_Tab 5mg,1,28
J81016,Tadalafil_Tab 20mg,4,28
B82080,Cialis_Tab 5mg,1,28
A84033,Tadalafil_Tab 5mg,1,28
J81006,Sildenafil_Tab 25mg,4,28
G85084,Tadalafil_Tab 5mg,1,28
G84024,Tadalafil_Tab 5mg,1,28
F81030,Tadalafil_Tab 10mg,6,28
N81020,Tadalafil_Tab 20mg,5,28
P84019,Tadalafil_Tab 20mg,5,28
D82027,Tadalafil_Tab 5mg,1,28
H84032,Tadalafil_Tab 2.5mg,1,28
J82035,Tadalafil_Tab 5mg,1,28
B83660,Tadalafil_Tab 2.5mg,1,28
N82091,Sildenafil_Tab 100mg,4,28
N85031,Cialis_Tab 5mg,1,28
Y05330,Tadalafil_Tab 5mg,1,28
M84028,Tadalafil_Tab 5mg,1,28
A82010,Cialis_Tab 5mg,1,28
F81118,Tadalafil_Tab 2.5mg,1,28
P81123,Tadalafil_Tab 10mg,4,28
G85052,Tadalafil_Tab 20mg,1,28
B82057,Cialis_Tab 5mg,1,28
A88008,Tadalafil_Tab 5mg,1,28
C82092,Sildenafil_Tab 50mg,7,28
C82022,Tadalafil_Tab 2.5mg,1,28
G85038,Tadalafil_Tab 20mg,5,28
E85001,Tadalafil_Tab 5mg,1,28
E84022,Tadalafil_Tab 20mg,4,28
P81022,Cialis_Tab 5mg,1,28
M91033,Tadalafil_Tab 5mg,1,28
F85061,Cialis_Tab 5mg,1,28
H81081,Tadalafil_Tab 20mg,4,28
C83614,Tadalafil_Tab 5mg,1,28
D82047,Cialis_Tab 20mg,2,28
L82041,Tadalafil_Tab 10mg,6,28
G85690,Sildenafil_Tab 50mg,2,28
C83653,Tadalafil_Tab 5mg,1,28
M81092,Tadalafil_Tab 10mg,1,28
C82063,Tadalafil_Tab 20mg,5,28
C84078,Cialis_Tab 5mg,1,28
E87733,Tadalafil_Tab 5mg,1,28
B82011,Tadalafil_Tab 5mg,1,28
D81005,Sildenafil_Tab 25mg,3,28
E87753,Tadalafil_Tab 5mg,1,28
Y03671,Cialis_Tab 5mg,1,28
P81681,Viagra_Tab 100mg,1,28
D83610,Sildenafil_Tab 25mg,7,28
H84632,Sildenafil_Tab 100mg,5,28
H83009,Tadalafil_Tab 10mg,4,28
H82048,Cialis_Tab 5mg,1,28
C84055,Vardenafil_Tab 20mg,3,28
M83616,Cialis_Tab 20mg,4,28
P92635,Cialis_Tab 5mg,1,28
M88625,Sildenafil_Tab 50mg,4,28
C88009,Tadalafil_Tab 5mg,1,28
N81093,Tadalafil_Tab 5mg,1,28
Y02718,Sildenafil_Tab 100mg,4,28
B85002,Tadalafil_Tab 5mg,1,28
M85086,Cialis_Tab 5mg,1,28
B81047,Tadalafil_Tab 10mg,2,28
B85022,Tadalafil_Tab 5mg,1,28
G82820,Cialis_Tab 2.5mg,1,28
F81104,Tadalafil_Tab 5mg,1,28
M88626,Tadalafil_Tab 5mg,1,28
N83009,Cialis_Tab 2.5mg,1,28
F84681,Sildenafil_Tab 25mg,6,28
G82690,Cialis_Tab 5mg,1,28
C85023,Tadalafil_Tab 20mg,5,28
B81095,Tadalafil_Tab 5mg,1,28
L85027,Tadalafil_Tab 20mg,5,28
Y00159,Cialis_Tab 2.5mg,1,28
L83043,Sildenafil_Tab 25mg,4,28
G81040,Sildenafil_Tab 50mg,6,28
J81028,Cialis_Tab 5mg,1,28
M82046,Cialis_Tab 5mg,1,28
C82024,Vardenafil_Tab 20mg,4,28
G82679,Cialis_Tab 2.5mg,1,28
P88002,Tadalafil_Tab 10mg,3,28
F85076,Tadalafil_Tab 5mg,1,28
H81045,Cialis_Tab 10mg,1,28
C86037,Cialis_Tab 5mg,1,28
G82080,Tadalafil_Tab 5mg,1,28
Y00913,Avanafil_Tab 100mg,1,28
K84011,Tadalafil_Tab 5mg,1,28
N83605,Tadalafil_Tab 5mg,1,28
L83026,Cialis_Tab 5mg,1,28
E85748,Sildenafil_Tab 100mg,6,28
F82671,Tadalafil_Tab 5mg,1,28
B83017,Tadalafil_Tab 5mg,1,28
M85082,Cialis_Tab 5mg,1,28
E83032,Tadalafil_Tab 5mg,1,28
N83030,Sildenafil_Tab 50mg,5,28
E82068,Cialis_Tab 10mg,4,28
D83062,Tadalafil_Tab 20mg,6,28
L82006,Tadalafil_Tab 10mg,4,28
E82092,Tadalafil_Tab 20mg,5,28
E84040,Sildenafil_Tab 50mg,5,28
L81028,Tadalafil_Tab 2.5mg,1,28
J83036,Cialis_Tab 5mg,1,28
C82050,Cialis_Tab 5mg,1,28
F81076,Tadalafil_Tab 5mg,1,28
G84028,Tadalafil_Tab 5mg,1,28
G82118,Sildenafil_Tab 25mg,3,28
F81221,Tadalafil_Tab 5mg,1,28
N84002,Tadalafil_Tab 5mg,1,28
M84012,Sildenafil_Tab 25mg,5,28
F82031,Sildenafil_Tab 50mg,5,28
G82162,Cialis_Tab 5mg,1,28
D81045,Tadalafil_Tab 20mg,5,28
Y02495,Cialis_Tab 20mg,1,28
E82009,Tadalafil_Tab 5mg,1,28
B83028,Tadalafil_Tab 2.5mg,1,28
E85096,Sildenafil_Tab 100mg,7,28
D83608,Tadalafil_Tab 5mg,1,28
C82098,Tadalafil_Tab 5mg,1,28
A87027,Tadalafil_Tab 20mg,5,28
E82078,Tadalafil_Tab 5mg,1,28
Y00050,Tadalafil_Tab 2.5mg,1,28
L83067,Sildenafil_Tab 25mg,5,28
L83111,Vardenafil_Tab 20mg,5,28
F84053,Tadalafil_Tab 5mg,1,28
K82078,Tadalafil_Tab 5mg,1,28
P84640,Tadalafil_Tab 5mg,1,28
B82033,Tadalafil_Tab 5mg,1,28
D83056,Tadalafil_Tab 5mg,1,28
A83033,Cialis_Tab 5mg,1,28
H81045,Sildenafil_Tab 50mg,4,28
M83661,Sildenafil_Tab 100mg,7,28
C82098,Sildenafil_Tab 50mg,3,28
P84033,Cialis_Tab 2.5mg,1,28
A83009,Tadalafil_Tab 20mg,4,28
E83657,Tadalafil_Tab 2.5mg,1,28
K84079,Sildenafil_Tab 50mg,7,28
F85028,Tadalafil_Tab 5mg,1,28
D83009,Cialis_Tab 2.5mg,1,28
K84062,Tadalafil_Tab 10mg,3,28
G85695,Sildenafil_Tab 100mg,6,28
A81006,Sildenafil_Tab 25mg,6,28
M84026,Sildenafil_Tab 25mg,4,28
D83007,Cialis_Tab 5mg,1,28
P85610,Tadalafil_Tab 5mg,1,28
N83633,Sildenafil_Tab 50mg,5,28
A89016,Tadalafil_Tab 5mg,1,28
H81028,Tadalafil_Tab 5mg,1,28
C83005,Tadalafil_Tab 5mg,1,28
C82008,Tadalafil_Tab 10mg,3,28
M85177,Tadalafil_Tab 5mg,1,28
F84681,Tadalafil_Tab 5mg,1,28
P81182,Tadalafil_Tab 5mg,1,28
M88024,Tadalafil_Tab 5mg,1,28
F82010,Tadalafil_Tab 5mg,1,28
G82647,Sildenafil_Tab 50mg,4,28
F81170,Tadalafil_Tab 5mg,1,28
L85016,Tadalafil_Tab 10mg,4,28
E86609,Tadalafil_Tab 5mg,1,28
G83663,Sildenafil_Tab 100mg,7,28
A81018,Tadalafil_Tab 2.5mg,1,28
B81060,Tadalafil_Tab 5mg,1,28
N82108,Cialis_Tab 5mg,1,28
J82094,Tadalafil_Tab 2.5mg,1,28
E81043,Sildenafil_Tab 50mg,4,28
C86018,Tadalafil_Tab 2.5mg,1,28
P81212,Tadalafil_Tab 5mg,1,28
H82010,Tadalafil_Tab 10mg,2,28
G82011,Tadalafil_Tab 5mg,4,28
M81008,Tadalafil_Tab 5mg,1,28
L84617,Sildenafil_Tab 25mg,1,28
B83058,Tadalafil_Tab 5mg,1,28
F81691,Tadalafil_Tab 2.5mg,1,28
M91628,Tadalafil_Tab 5mg,1,28
Y02795,Tadalafil_Tab 5mg,1,28
M82033,Tadalafil_Tab 5mg,1,28
C81042,Tadalafil_Tab 20mg,3,28
P86608,Sildenafil_Tab 50mg,4,28
B82022,Tadalafil_Tab 5mg,1,28
Y00969,Cialis_Tab 2.5mg,1,28
P81072,Tadalafil_Tab 5mg,1,28
N84011,Tadalafil_Tab 2.5mg,1,28
B81052,Tadalafil_Tab 2.5mg,1,28
N85021,Tadalafil_Tab 5mg,1,28
F82033,Sildenafil_Tab 50mg,4,28
C83056,Cialis_Tab 5mg,1,28
E82009,Tadalafil_Tab 20mg,5,28
P84027,Tadalafil_Tab 20mg,4,28
K84618,Tadalafil_Tab 5mg,1,28
N81029,Tadalafil_Tab 10mg,5,28
E81043,Cialis_Tab 20mg,4,28
L81086,Tadalafil_Tab 2.5mg,1,28
H85114,Sildenafil_Tab 100mg,3,28
C83614,Tadalafil_Tab 20mg,5,28
B86667,Cialis_Tab 2.5mg,1,28
C87608,Tadalafil_Tab 2.5mg,1,28
M91616,Tadalafil_Tab 5mg,1,28
D83035,Tadalafil_Tab 5mg,1,28
C85014,Tadalafil_Tab 20mg,10,28
F83022,Tadalafil_Tab 5mg,1,28
Y02842,Sildenafil_Tab 50mg,3,28
C83054,Tadalafil_Tab 2.5mg,1,28
Y02736,Tadalafil_Tab 5mg,1,28
P81077,Tadalafil_Tab 5mg,1,28
N82669,Tadalafil_Tab 5mg,1,28
P85005,Tadalafil_Tab 10mg,5,28
E86006,Sildenafil_Tab 25mg,4,28
L85031,Tadalafil_Tab 5mg,1,28
D81003,Tadalafil_Tab 10mg,4,28
A88014,Cialis_Tab 2.5mg,4,28
M83074,Cialis_Tab 5mg,1,28
A85024,Sildenafil_Tab 50mg,4,28
P82004,Tadalafil_Tab 20mg,3,28
B81014,Tadalafil_Tab 5mg,1,28
N81032,Tadalafil_Tab 2.5mg,1,28
F85023,Tadalafil_Tab 10mg,3,28
E82657,Cialis_Tab 5mg,1,28
L83028,Tadalafil_Tab 20mg,3,28
H85113,Tadalafil_Tab 5mg,1,28
M81621,Tadalafil_Tab 5mg,1,28
L82046,Tadalafil_Tab 20mg,6,28
F81114,Tadalafil_Tab 20mg,6,28
E84024,Sildenafil_Tab 25mg,4,28
C88024,Tadalafil_Tab 2.5mg,1,28
P82030,Sildenafil_Tab 100mg,7,28
F82006,Tadalafil_Tab 5mg,1,28
M83616,Tadalafil_Tab 20mg,6,28
P81077,Tadalafil_Tab 10mg,4,28
B85032,Tadalafil_Tab 5mg,1,28
A82629,Tadalafil_Tab 5mg,1,28
L83086,Cialis_Tab 5mg,1,28
H81056,Sildenafil_Tab 25mg,4,28
M83668,Tadalafil_Tab 5mg,1,28
F81138,Tadalafil_Tab 5mg,1,28
E85625,Tadalafil_Tab 5mg,1,28
M83033,Tadalafil_Tab 5mg,1,28
F82008,Cialis_Tab 5mg,1,28
A82077,Sildenafil_Tab 25mg,1,28
C83071,Tadalafil_Tab 10mg,4,28
K84062,Tadalafil_Tab 5mg,1,28
N84025,Tadalafil_Tab 2.5mg,1,28
L84073,Cialis_Tab 5mg,1,28
Y02767,Tadalafil_Tab 5mg,1,28
G81035,Cialis_Tab 5mg,1,28
M83681,Tadalafil_Tab 5mg,1,28
Y00969,Vardenafil_Tab 20mg,2,28
A83626,Tadalafil_Tab 5mg,1,28
L83048,Cialis_Tab 20mg,2,28
B83021,Tadalafil_Tab 2.5mg,1,28
L83095,Tadalafil_Tab 20mg,4,28
N83045,Tadalafil_Tab 5mg,1,28
D83023,Tadalafil_Tab 20mg,5,28
L82003,Sildenafil_Tab 50mg,5,28
P91619,Tadalafil_Tab 5mg,1,28
B82037,Sildenafil_Tab 25mg,6,28
G82760,Tadalafil_Tab 5mg,1,28
L83663,Sildenafil_Tab 50mg,7,28
A82029,Tadalafil_Tab 2.5mg,1,28
D83033,Tadalafil_Tab 5mg,1,28
H81113,Tadalafil_Tab 5mg,1,28
L84606,Tadalafil_Tab 20mg,5,28
G81052,Tadalafil_Tab 5mg,1,28
D83040,Sildenafil_Tab 25mg,4,28
P89016,Cialis_Tab 5mg,1,28
H81089,Tadalafil_Tab 5mg,1,28
L84007,Tadalafil_Tab 20mg,5,28
N83609,Cialis_Tab 5mg,1,28
H83012,Tadalafil_Tab 20mg,4,28
G82024,Cialis_Tab 5mg,1,28
B86067,Vardenafil_Tab 20mg,6,28
C87024,Cialis_Tab 5mg,1,28
F81150,Tadalafil_Tab 5mg,1,28
A84020,Tadalafil_Tab 2.5mg,1,28
H85029,Tadalafil_Tab 5mg,1,28
M84062,Tadalafil_Tab 5mg,1,28
Y00265,Sildenafil_Tab 50mg,6,28
M83005,Tadalafil_Tab 5mg,1,28
A86006,Tadalafil_Tab 5mg,1,28
A82041,Tadalafil_Tab 20mg,6,28
B85634,Tadalafil_Tab 20mg,4,28
D82011,Cialis_Tab 5mg,1,28
C82009,Sildenafil_Tab 25mg,6,28
E82661,Tadalafil_Tab 5mg,1,28
D81615,Tadalafil_Tab 5mg,1,28
E82093,Tadalafil_Tab 5mg,1,28
P84033,Tadalafil_Tab 5mg,1,28
E85034,Tadalafil_Tab 5mg,1,28
D83080,Tadalafil_Tab 5mg,1,28
N81009,Sildenafil_Tab 50mg,7,28
G85047,Tadalafil_Tab 20mg,2,28
M83014,Tadalafil_Tab 2.5mg,1,28
H83042,Tadalafil_Tab 5mg,1,28
H82041,Tadalafil_Tab 5mg,1,28
G81050,Cialis_Tab 5mg,1,28
C81015,Tadalafil_Tab 10mg,3,28
P82634,Tadalafil_Tab 5mg,1,28
M83123,Tadalafil_Tab 5mg,1,28
Y02627,Sildenafil_Tab 25mg,6,28
M86029,Tadalafil_Tab 5mg,1,28
Y02463,Tadalafil_Tab 5mg,1,28
N85019,Tadalafil_Tab 5mg,1,28
N81018,Sildenafil_Tab 50mg,6,28
H82615,Cialis_Tab 5mg,1,28
E82068,Tadalafil_Tab 5mg,1,28
G82224,Tadalafil_Tab 10mg,2,28
E81006,Cialis_Tab 5mg,1,28
A82008,Tadalafil_Tab 10mg,5,28
J82081,Sildenafil_Tab 25mg,4,28
F84641,Tadalafil_Tab 5mg,1,28
A84040,Tadalafil_Tab 5mg,1,28
M92014,Tadalafil_Tab 5mg,1,28
C88016,Tadalafil_Tab 10mg,4,28
F84658,Tadalafil_Tab 5mg,1,28
E84653,Cialis_Tab 5mg,1,28
N81102,Tadalafil_Tab 5mg,1,28
C81075,Cialis_Tab 5mg,1,28
E81022,Tadalafil_Tab 20mg,5,28
J82074,Tadalafil_Tab 2.5mg,1,28
L83129,Sildenafil_Tab 50mg,4,28
Y02519,Sildenafil_Tab 100mg,5,28
L81622,Tadalafil_Tab 5mg,1,28
P81208,Cialis_Tab 5mg,1,28
N85025,Cialis_Tab 5mg,1,28
F81125,Sildenafil_Tab 25mg,1,28
P85019,Tadalafil_Tab 5mg,1,28
E83041,Tadalafil_Tab 20mg,4,28
A83016,Cialis_Tab 5mg,1,28
Y03124,Tadalafil_Tab 5mg,1,28
M84061,Tadalafil_Tab 5mg,1,28
D81034,Tadalafil_Tab 5mg,1,28
C88020,Sildenafil_Tab 25mg,5,28
K83011,Cialis_Tab 2.5mg,1,28
L83624,Sildenafil_Tab 50mg,7,28
D83048,Cialis_Tab 5mg,1,28
P81179,Tadalafil_Tab 20mg,4,28
M82057,Tadalafil_Tab 20mg,4,28
M81019,Tadalafil_Tab 10mg,4,28
G85085,Tadalafil_Tab 20mg,4,28
F83018,Tadalafil_Tab 2.5mg,1,28
N83050,Tadalafil_Tab 5mg,1,28
C82114,Sildenafil_Tab 100mg,7,28
P85008,Cialis_Tab 10mg,1,28
E83013,Sildenafil_Tab 100mg,2,28
H82031,Cialis_Tab 5mg,1,28
D83043,Cialis_Tab 5mg,1,28
K84065,Sildenafil_Tab 100mg,3,28
K84082,Tadalafil_Tab 20mg,5,28
B86056,Cialis_Tab 5mg,1,28
P85008,Tadalafil_Tab 5mg,1,28
A83030,Tadalafil_Tab 5mg,1,28
F83061,Tadalafil_Tab 5mg,1,28
G82775,Sildenafil_Tab 50mg,4,28
J82022,Tadalafil_Tab 20mg,5,28
E81041,Cialis_Tab 5mg,1,28
B86011,Tadalafil_Tab 5mg,1,28
D83053,Tadalafil_Tab 5mg,1,28
L81086,Tadalafil_Tab 10mg,5,28
L83083,Tadalafil_Tab 20mg,4,28
J81031,Tadalafil_Tab 5mg,1,28
G82069,Tadalafil_Tab 20mg,4,28
A89024,Tadalafil_Tab 5mg,1,28
M84050,Tadalafil_Tab 5mg,1,28
C86001,Tadalafil_Tab 2.5mg,1,28
C81108,Cialis_Tab 5mg,1,28
C81071,Tadalafil_Tab 20mg,5,28
L82009,Cialis_Tab 5mg,1,28
F83681,Sildenafil_Tab 50mg,5,28
B85008,Sildenafil_Tab 50mg,6,28
B83626,Cialis_Tab 2.5mg,1,28
B83020,Cialis_Tab 5mg,1,28
J82106,Cialis_Tab 5mg,1,28
C86614,Tadalafil_Tab 20mg,6,28
P81173,Sildenafil_Tab 50mg,5,28
A83070,Tadalafil_Tab 2.5mg,1,28
L81127,Cialis_Tab 5mg,1,28
K81062,Cialis_Tab 2.5mg,1,28
A84027,Cialis_Tab 5mg,1,28
P84645,Tadalafil_Tab 20mg,5,28
J83033,Tadalafil_Tab 10mg,3,28
H82064,Cialis_Tab 5mg,1,28
E86629,Tadalafil_Tab 5mg,1,28
G82704,Tadalafil_Tab 5mg,1,28
N84019,Tadalafil_Tab 5mg,1,28
D81031,Tadalafil_Tab 5mg,1,28
K83037,Tadalafil_Tab 5mg,1,28
Y00902,Tadalafil_Tab 20mg,4,28
G82647,Tadalafil_Tab 5mg,1,28
B81065,Tadalafil_Tab 20mg,7,28
C88078,Cialis_Tab 5mg,1,28
L83015,Tadalafil_Tab 5mg,1,28
H82072,Tadalafil_Tab 10mg,3,28
C82039,Tadalafil_Tab 20mg,7,28
M85031,Tadalafil_Tab 20mg,6,28
F81055,Cialis_Tab 20mg,4,28
H82030,Tadalafil_Tab 20mg,7,28
K81075,Tadalafil_Tab 5mg,1,28
H85067,Tadalafil_Tab 10mg,1,28
E87063,Sildenafil_Tab 25mg,1,28
G82711,Sildenafil_Tab 50mg,5,28
G81095,Cialis_Tab 5mg,1,28
D81059,Tadalafil_Tab 5mg,1,28
Y02755,Tadalafil_Tab 2.5mg,1,28
J81075,Tadalafil_Tab 20mg,5,28
F81751,Cialis_Tab 5mg,1,28
M88022,Tadalafil_Tab 5mg,1,28
F84740,Tadalafil_Tab 5mg,1,28
P85005,Cialis_Tab 5mg,1,28
C83028,Cialis_Tab 2.5mg,1,28
P87008,Tadalafil_Tab 5mg,1,28
M83122,Cialis_Tab 2.5mg,1,28
N81041,Tadalafil_Tab 20mg,6,28
A85005,Tadalafil_Tab 10mg,4,28
P88632,Tadalafil_Tab 20mg,6,28
P81755,Tadalafil_Tab 20mg,5,28
L82015,Cialis_Tab 5mg,1,28
M82024,Sildenafil_Tab 25mg,5,28
P81020,Vardenafil_Tab 20mg,3,28
G85674,Sildenafil_Tab 50mg,4,28
H82078,Tadalafil_Tab 20mg,5,28
J84018,Cialis_Tab 2.5mg,1,28
A81026,Sildenafil_Tab 25mg,4,28
P81103,Tadalafil_Tab 5mg,1,28
C82671,Sildenafil_Tab 100mg,5,28
D83070,Cialis_Tab 5mg,1,28
P81186,Tadalafil_Tab 10mg,5,28
C83643,Tadalafil_Tab 5mg,1,28
A82030,Tadalafil_Tab 5mg,1,28
C84692,Cialis_Tab 5mg,1,28
G82228,Tadalafil_Tab 10mg,4,28
F84097,Tadalafil_Tab 5mg,1,28
C84009,Tadalafil_Tab 2.5mg,1,28
B83628,Tadalafil_Tab 5mg,1,28
C81640,Tadalafil_Tab 5mg,1,28
P89020,Tadalafil_Tab 5mg,1,28
N81065,Tadalafil_Tab 2.5mg,1,28
J82215,Tadalafil_Tab 20mg,4,28
M86622,Sildenafil_Tab 50mg,5,28
P81212,Cialis_Tab 5mg,1,28
A85014,Tadalafil_Tab 5mg,1,28
L81095,Tadalafil_Tab 5mg,1,28
E85624,Tadalafil_Tab 5mg,1,28
G82139,Tadalafil_Tab 5mg,1,28
N85027,Tadalafil_Tab 5mg,1,28
L83116,Sildenafil_Tab 25mg,1,28
L84615,Tadalafil_Tab 5mg,1,28
M83711,Tadalafil_Tab 5mg,1,28
Y02646,Tadalafil_Tab 5mg,1,28
M81006,Tadalafil_Tab 5mg,1,28
D83067,Tadalafil_Tab 2.5mg,1,28
F81094,Sildenafil_Tab 100mg,4,28
H81023,Tadalafil_Tab 20mg,4,28
E87045,Tadalafil_Tab 10mg,1,28
F86058,Tadalafil_Tab 20mg,4,28
C82055,Tadalafil_Tab 5mg,1,28
Y02260,Tadalafil_Tab 5mg,1,28
C86007,Cialis_Tab 5mg,1,28
E85018,Tadalafil_Tab 5mg,1,28
H81003,Tadalafil_Tab 10mg,5,28
F82021,Sildenafil_Tab 25mg,1,28
J81625,Tadalafil_Tab 5mg,1,28
C81048,Sildenafil_Tab 25mg,4,28
Y02686,Sildenafil_Tab 100mg,6,28
C83626,Tadalafil_Tab 2.5mg,1,28
E84039,Tadalafil_Tab 10mg,5,28
A83040,Tadalafil_Tab 20mg,6,28
L85016,Tadalafil_Tab 5mg,1,28
P84678,Cialis_Tab 2.5mg,1,28
H81039,Sildenafil_Tab 100mg,4,28
P81695,Cialis_Tab 5mg,1,28
L85066,Sildenafil_Tab 50mg,4,28
B86071,Tadalafil_Tab 20mg,4,28
M82056,Cialis_Tab 5mg,1,28
