practice,bnf_name,items,quantity
G82128,Sildenafil_Tab 50mg,23,216
J82017,Sildenafil_Tab 50mg,16,208
K82067,Tadalafil_Tab 20mg,2,10
N81034,Sildenafil_Tab 100mg,35,248
J82088,Sildenafil_Tab 100mg,28,212
B87013,Sildenafil_Tab 100mg,47,248
M85076,Sildenafil_Tab 100mg,25,208
G83053,Sildenafil_Tab 25mg,8,116
K83010,Sildenafil_Tab 50mg,31,152
L85022,Sildenafil_Tab 50mg,21,164
C84018,Sildenafil_Tab 100mg,49,224
H81116,Sildenafil_Tab 25mg,4,116
B82013,Sildenafil_Tab 100mg,64,444
C87003,Sildenafil_Tab 100mg,37,233
A83038,Sildenafil_Tab 100mg,14,110
F86020,Sildenafil_Tab 50mg,13,90
E83044,Sildenafil_Tab 25mg,2,116
L85015,Sildenafil_Tab 100mg,33,220
E83020,Sildenafil_Tab 100mg,24,180
B86047,Tadalafil_Tab 5mg,4,224
M82009,Tadalafil_Tab 10mg,2,34
M83089,Sildenafil_Tab 100mg,33,244
P84039,Sildenafil_Tab 100mg,44,333
P84029,Tadalafil_Tab 5mg,5,196
M86034,Sildenafil_Tab 50mg,27,232
P81083,Sildenafil_Tab 50mg,18,132
G81034,Tadalafil_Tab 5mg,4,196
C83064,Sildenafil_Tab 50mg,56,352
P81115,Tadalafil_Tab 20mg,20,116
A83057,Sildenafil_Tab 100mg,48,221
M86040,Sildenafil_Tab 50mg,8,38
L83089,Sildenafil_Tab 50mg,23,248
L83092,Sildenafil_Tab 50mg,32,200
G83026,Sildenafil_Tab 50mg,29,126
B84008,Sildenafil_Tab 100mg,47,710
E84008,Sildenafil_Tab 100mg,24,176
M91602,Sildenafil_Tab 50mg,7,26
F86025,Sildenafil_Tab 100mg,21,172
F81021,Sildenafil_Tab 100mg,54,372
H82026,Sildenafil_Tab 100mg,27,210
M86035,Sildenafil_Tab 100mg,28,132
K82618,Sildenafil_Tab 50mg,6,26
G82122,Sildenafil_Tab 50mg,31,232
M81040,Sildenafil_Tab 50mg,27,220
H81017,Sildenafil_Tab 100mg,27,228
M83075,Sildenafil_Tab 100mg,20,160
C85020,Sildenafil_Tab 100mg,74,524
M83032,Sildenafil_Tab 50mg,23,176
N83002,Sildenafil_Tab 50mg,32,172
K82044,Sildenafil_Tab 100mg,29,124
J82069,Sildenafil_Tab 25mg,16,208
C83056,Sildenafil_Tab 50mg,41,248
B86025,Tadalafil_Tab 5mg,3,42
N84018,Sildenafil_Tab 100mg,38,276
C82013,Sildenafil_Tab 100mg,31,192
G85129,Sildenafil_Tab 100mg,25,299
L81034,Sildenafil_Tab 50mg,53,412
C87002,Sildenafil_Tab 100mg,82,420
C83022,Sildenafil_Tab 100mg,67,380
K84038,Sildenafil_Tab 25mg,6,33
G82015,Sildenafil_Tab 25mg,9,119
D82023,Sildenafil_Tab 50mg,49,306
K82042,Vardenafil_Tab 20mg,2,6
C85033,Sildenafil_Tab 50mg,27,187
A83637,Vardenafil_Tab 10mg,1,6
A84028,Sildenafil_Tab 100mg,63,272
E82090,Sildenafil_Tab 100mg,29,212
C81058,Sildenafil_Tab 100mg,39,260
P81083,Tadalafil_Tab 5mg,2,30
E82014,Sildenafil_Tab 100mg,34,268
L81009,Sildenafil_Tab 50mg,25,232
P83021,Sildenafil_Tab 50mg,38,200
C81091,Sildenafil_Tab 50mg,45,392
Y00020,Sildenafil_Tab 100mg,20,200
B82037,Sildenafil_Tab 100mg,43,194
G82721,Sildenafil_Tab 100mg,14,70
B87004,Sildenafil_Tab 50mg,29,144
F81007,Sildenafil_Tab 100mg,30,196
C83003,Sildenafil_Tab 100mg,41,304
F82648,Sildenafil_Tab 100mg,15,152
F81041,Sildenafil_Tab 100mg,41,296
H81035,Sildenafil_Tab 100mg,20,152
F81117,Vardenafil_Tab 20mg,1,1
E85745,Sildenafil_Tab 100mg,30,156
B86044,Tadalafil_Tab 5mg,3,196
B85054,Sildenafil_Tab 100mg,16,148
C88047,Sildenafil_Tab 100mg,40,204
A86017,Sildenafil_Tab 100mg,45,224
G81061,Sildenafil_Tab 100mg,17,114
K84041,Sildenafil_Tab 100mg,48,204
M83062,Sildenafil_Tab 100mg,29,252
K84038,Sildenafil_Tab 50mg,22,86
L85038,Vardenafil_Tab 10mg,2,10
C83026,Sildenafil_Tab 50mg,62,492
J82055,Sildenafil_Tab 50mg,19,116
H81131,Vardenafil_Tab 20mg,1,18
L83004,Sildenafil_Tab 100mg,24,204
N81083,Sildenafil_Tab 100mg,19,73
P86012,Sildenafil_Tab 100mg,21,148
K82016,Tadalafil_Tab 20mg,3,14
K82047,Sildenafil_Tab 100mg,45,206
H81040,Sildenafil_Tab 100mg,30,280
M89601,Sildenafil_Tab 100mg,33,340
P81133,Sildenafil_Tab 100mg,25,136
M85116,Sildenafil_Tab 100mg,18,236
J83023,Sildenafil_Tab 100mg,22,132
E82002,Tadalafil_Tab 20mg,8,66
C83011,Sildenafil_Tab 100mg,29,204
L83131,Sildenafil_Tab 100mg,74,668
L84026,Sildenafil_Tab 100mg,77,544
H84010,Sildenafil_Tab 25mg,3,228
C84023,Sildenafil_Tab 50mg,12,132
M85018,Sildenafil_Tab 50mg,21,156
N84023,Tadalafil_Tab 5mg,6,196
A82047,Sildenafil_Tab 100mg,25,148
P86007,Sildenafil_Tab 100mg,58,444
H81071,Sildenafil_Tab 100mg,16,156
F84072,Cialis_Tab 10mg,1,6
G82022,Sildenafil_Tab 100mg,32,228
G84010,Sildenafil_Tab 100mg,23,164
F84031,Tadalafil_Tab 5mg,3,128
A81035,Sildenafil_Tab 100mg,37,224
H83013,Sildenafil_Tab 100mg,25,164
A83029,Sildenafil_Tab 100mg,13,116
L85035,Sildenafil_Tab 50mg,20,148
A83013,Sildenafil_Tab 50mg,25,212
B82066,Sildenafil_Tab 100mg,38,256
C84120,Sildenafil_Tab 50mg,23,154
G83010,Sildenafil_Tab 100mg,35,232
B86071,Tadalafil_Tab 10mg,4,54
L85022,Sildenafil_Tab 100mg,29,232
E83030,Sildenafil_Tab 100mg,16,144
A81030,Sildenafil_Tab 50mg,20,180
P87019,Sildenafil_Tab 100mg,25,188
A84038,Sildenafil_Tab 50mg,31,200
P89021,Sildenafil_Tab 100mg,34,247
L83046,Sildenafil_Tab 100mg,18,144
G85052,Tadalafil_Tab 5mg,2,58
L81017,Sildenafil_Tab 25mg,5,34
G82077,Cialis_Tab 5mg,7,196
A81046,Sildenafil_Oral Susp 10mg/5ml,1,360
A89604,Sildenafil_Tab 100mg,19,114
G83058,Sildenafil_Tab 100mg,17,128
L84036,Sildenafil_Tab 50mg,30,198
F84747,Tadalafil_Tab 10mg,2,38
G85087,Sildenafil_Tab 100mg,18,128
F82686,Sildenafil_Tab 50mg,4,192
N81082,Sildenafil_Tab 100mg,68,304
M87009,Sildenafil_Tab 100mg,42,188
P92006,Sildenafil_Tab 50mg,11,50
E81015,Sildenafil_Tab 100mg,46,248
A84036,Sildenafil_Tab 100mg,82,398
D83060,Sildenafil_Tab 100mg,88,404
C82013,Sildenafil_Tab 50mg,30,208
C83026,Tadalafil_Tab 20mg,27,156
L83061,Sildenafil_Tab 100mg,21,200
A88010,Sildenafil_Tab 25mg,4,176
P81013,Sildenafil_Tab 100mg,34,216
K84054,Sildenafil_Tab 50mg,18,124
N82117,Sildenafil_Tab 50mg,24,188
M84021,Sildenafil_Tab 50mg,27,164
J82054,Sildenafil_Tab 100mg,24,144
N84005,Sildenafil_Tab 100mg,48,344
L82026,Tadalafil_Tab 5mg,18,504
B84004,Sildenafil_Tab 50mg,33,244
L85056,Sildenafil_Tab 100mg,27,155
L82016,Sildenafil_Tab 100mg,73,526
G84028,Sildenafil_Tab 100mg,12,136
L81127,Tadalafil_Tab 5mg,5,148
N82003,Sildenafil_Tab 50mg,2,14
G82107,Sildenafil_Tab 100mg,41,272
L81026,Sildenafil_Tab 100mg,50,396
G85726,Sildenafil_Tab 100mg,24,172
G82658,Sildenafil_Tab 50mg,18,172
A81031,Sildenafil_Tab 100mg,49,328
K82058,Sildenafil_Tab 100mg,10,38
K81052,Tadalafil_Tab 10mg,5,54
M83072,Tadalafil_Tab 5mg,7,196
D83035,Sildenafil_Tab 50mg,32,132
L83113,Sildenafil_Tab 100mg,21,152
A89016,Sildenafil_Tab 50mg,15,89
E81037,Sildenafil_Tab 50mg,98,618
P88044,Sildenafil_Tab 100mg,27,164
B85024,Sildenafil_Tab 100mg,22,280
H81083,Sildenafil_Tab 100mg,22,176
B86044,Sildenafil_Tab 50mg,42,384
D82056,Tadalafil_Tab 10mg,23,172
G85696,Sildenafil_Tab 100mg,21,188
M83068,Sildenafil_Tab 50mg,30,248
H82095,Tadalafil_Tab 2.5mg,3,21
L81079,Sildenafil_Tab 50mg,27,184
A83616,Sildenafil_Tab 50mg,13,133
D82034,Sildenafil_Tab 50mg,42,244
C87603,Tadalafil_Tab 5mg,2,42
M81600,Tadalafil_Tab 5mg,4,98
F81083,Sildenafil_Tab 100mg,25,124
H85041,Sildenafil_Tab 100mg,23,216
D82030,Sildenafil_Tab 50mg,56,312
M88006,Sildenafil_Tab 50mg,18,158
M81021,Sildenafil_Tab 50mg,20,144
H81023,Tadalafil_Tab 5mg,5,196
J82026,Sildenafil_Tab 50mg,23,136
G81004,Sildenafil_Tab 100mg,48,312
P81157,Sildenafil_Tab 100mg,20,124
B81109,Sildenafil_Tab 100mg,44,248
N84008,Sildenafil_Tab 50mg,25,180
P81129,Sildenafil_Tab 100mg,32,152
H85618,Sildenafil_Tab 100mg,13,122
D83021,Sildenafil_Tab 100mg,42,192
P82023,Sildenafil_Tab 50mg,19,116
J83050,Sildenafil_Tab 100mg,24,136
G82092,Tadalafil_Tab 5mg,5,145
F84730,Sildenafil_Tab 100mg,28,144
D82018,Sildenafil_Tab 50mg,17,132
N81066,Tadalafil_Tab 2.5mg,1,14
L81072,Sildenafil_Tab 100mg,40,188
C85016,Sildenafil_Tab 50mg,32,228
F84047,Sildenafil_Tab 100mg,37,192
G81057,Sildenafil_Tab 100mg,37,220
C84032,Sildenafil_Tab 100mg,64,426
L82026,Sildenafil_Tab 100mg,27,176
G81614,Tadalafil_Tab 5mg,8,308
N81087,Tadalafil_Tab 20mg,20,124
L83016,Tadalafil_Tab 10mg,4,34
A89016,Sildenafil_Tab 100mg,21,156
G82080,Sildenafil_Tab 100mg,31,192
M84060,Sildenafil_Tab 100mg,35,240
P81022,Sildenafil_Tab 100mg,28,162
C81046,Sildenafil_Tab 100mg,16,74
K82023,Sildenafil_Tab 50mg,27,186
D81045,Sildenafil_Tab 50mg,28,148
Y03079,Sildenafil_Tab 50mg,25,241
J81054,Tadalafil_Tab 20mg,18,128
K82026,Sildenafil_Tab 50mg,17,124
H85009,Sildenafil_Tab 50mg,15,136
C81062,Sildenafil_Tab 100mg,26,236
M89009,Sildenafil_Tab 100mg,40,290
A81035,Tadalafil_Tab 10mg,3,22
H81053,Sildenafil_Tab 50mg,14,132
B87020,Sildenafil_Tab 50mg,20,178
C81077,Sildenafil_Tab 100mg,6,42
C84069,Sildenafil_Tab 25mg,2,14
K81083,Sildenafil_Tab 100mg,55,248
P81681,Tadalafil_Tab 20mg,17,94
L83111,Sildenafil_Tab 50mg,27,160
D81060,Sildenafil_Tab 100mg,30,184
G82228,Sildenafil_Tab 100mg,62,492
G82161,Tadalafil_Tab 5mg,14,756
H82070,Sildenafil_Tab 100mg,35,312
B83056,Sildenafil_Tab 100mg,24,182
P81005,Sildenafil_Tab 50mg,21,160
E82046,Sildenafil_Tab 100mg,20,152
L83020,Sildenafil_Tab 25mg,6,212
P82015,Sildenafil_Tab 100mg,70,376
H82015,Sildenafil_Tab 25mg,4,124
P88043,Sildenafil_Tab 50mg,19,156
J83059,Sildenafil_Tab 100mg,20,172
F85046,Sildenafil_Tab 100mg,24,105
E82059,Sildenafil_Tab 100mg,15,136
J82121,Sildenafil_Tab 100mg,18,144
E85062,Sildenafil_Tab 100mg,5,34
B81008,Sildenafil_Oral Susp 25mg/5ml,1,200
N83001,Sildenafil_Tab 100mg,61,316
A87012,Sildenafil_Tab 100mg,39,210
A81618,Tadalafil_Tab 5mg,1,14
Y04995,Sildenafil_Tab 100mg,71,432
G82037,Cialis_Tab 2.5mg,1,14
B86033,Sildenafil_Tab 100mg,27,208
P92014,Sildenafil_Tab 50mg,18,172
J83026,Sildenafil_Tab 50mg,51,326
C86002,Sildenafil_Tab 100mg,28,192
H82039,Sildenafil_Tab 50mg,22,188
K84030,Sildenafil_Tab 100mg,62,302
N81067,Sildenafil_Tab 50mg,24,124
M82007,Sildenafil_Tab 100mg,59,316
M83082,Sildenafil_Tab 100mg,41,252
G82071,Tadalafil_Tab 10mg,4,13
G81025,Sildenafil_Tab 50mg,30,156
F81125,Sildenafil_Tab 50mg,21,192
N82033,Sildenafil_Tab 100mg,27,296
J83019,Sildenafil_Tab 50mg,21,128
C82066,Sildenafil_Tab 100mg,29,152
L85014,Sildenafil_Tab 50mg,24,134
B81109,Tadalafil_Tab 10mg,3,38
D83055,Sildenafil_Tab 50mg,67,384
C83028,Sildenafil_Tab 50mg,21,204
E84057,Sildenafil_Tab 50mg,17,124
F84018,Sildenafil_Tab 100mg,37,280
F82642,Sildenafil_Tab 50mg,18,222
G82002,Sildenafil_Tab 50mg,17,124
P85016,Sildenafil_Tab 50mg,31,188
H82066,Tadalafil_Tab 10mg,2,10
D83029,Sildenafil_Tab 100mg,54,268
A86004,Sildenafil_Tab 50mg,24,198
F82055,Sildenafil_Tab 100mg,21,210
A84007,Sildenafil_Tab 50mg,53,372
M83011,Tadalafil_Tab 2.5mg,1,14
M88003,Sildenafil_Tab 50mg,29,220
C83036,Sildenafil_Tab 100mg,24,148
M88619,Sildenafil_Tab 100mg,22,136
G82231,Sildenafil_Tab 50mg,15,78
A84047,Sildenafil_Tab 100mg,30,230
L83036,Sildenafil_Tab 100mg,35,242
A81022,Sildenafil_Tab 50mg,27,136
B82091,Tadalafil_Tab 5mg,5,170
C82046,Sildenafil_Tab 50mg,27,128
A88016,Sildenafil_Tab 100mg,36,356
J81018,Sildenafil_Tab 100mg,41,276
C84065,Sildenafil_Tab 50mg,17,172
F81023,Sildenafil_Tab 50mg,15,116
C88096,Sildenafil_Tab 100mg,27,136
P81058,Sildenafil_Tab 100mg,37,252
N84024,Sildenafil_Tab 100mg,41,226
B81024,Sildenafil_Tab 50mg,24,200
C83023,Sildenafil_Tab 50mg,50,292
C81018,Sildenafil_Tab 100mg,68,416
M87015,Sildenafil_Tab 25mg,3,176
E81036,Sildenafil_Tab 50mg,24,116
M85026,Sildenafil_Tab 100mg,29,308
K84055,Sildenafil_Tab 100mg,61,236
H81069,Sildenafil_Tab 50mg,22,172
L83056,Sildenafil_Tab 100mg,42,444
K84038,Sildenafil_Tab 100mg,74,330
K83032,Sildenafil_Tab 100mg,77,357
K82047,Sildenafil_Tab 50mg,21,86
P88005,Sildenafil_Tab 50mg,15,70
K83079,Cialis_Tab 2.5mg,3,30
M84040,Sildenafil_Tab 100mg,19,128
F84041,Sildenafil_Tab 100mg,39,276
A85020,Tadalafil_Tab 20mg,14,136
M88018,Sildenafil_Tab 100mg,43,248
A83003,Sildenafil_Tab 100mg,35,224
N82092,Sildenafil_Tab 100mg,43,300
C81071,Sildenafil_Tab 100mg,38,204
F85035,Tadalafil_Tab 5mg,7,252
N82097,Sildenafil_Tab 50mg,25,116
E85020,Tadalafil_Tab 20mg,4,38
M81068,Sildenafil_Tab 100mg,38,224
P81149,Sildenafil_Tab 100mg,25,176
M84020,Sildenafil_Tab 100mg,27,212
P88016,Sildenafil_Tab 50mg,29,257
G82122,Tadalafil_Tab 5mg,5,160
M86009,Sildenafil_Tab 50mg,28,272
N81012,Tadalafil_Tab 5mg,6,280
J81066,Sildenafil_Tab 100mg,39,204
D82049,Sildenafil_Tab 25mg,7,154
N83012,Sildenafil_Tab 100mg,45,200
M85634,Sildenafil_Tab 100mg,28,172
H81019,Tadalafil_Tab 20mg,6,38
L83069,Sildenafil_Tab 50mg,43,350
Y02657,Sildenafil_Tab 100mg,26,152
B81061,Sildenafil_Tab 100mg,103,512
H81048,Tadalafil_Tab 10mg,3,21
L83006,Tadalafil_Tab 5mg,9,280
P81046,Sildenafil_Tab 100mg,29,228
E81003,Sildenafil_Tab 50mg,37,280
C86018,Tadalafil_Tab 5mg,10,280
L81042,Sildenafil_Tab 100mg,29,254
J82058,Sildenafil_Tab 100mg,18,144
M82016,Sildenafil_Tab 50mg,24,172
B81617,Tadalafil_Tab 5mg,7,196
E85003,Tadalafil_Tab 5mg,3,224
F85058,Sildenafil_Tab 100mg,30,208
C87004,Sildenafil_Tab 25mg,2,15
P84651,Sildenafil_Tab 50mg,9,45
L81643,Sildenafil_Tab 50mg,24,342
C83045,Sildenafil_Tab 50mg,27,180
M85030,Sildenafil_Tab 50mg,11,164
L85008,Sildenafil_Tab 50mg,47,350
C88024,Sildenafil_Tab 50mg,27,192
A82016,Sildenafil_Tab 50mg,73,580
F82008,Sildenafil_Tab 50mg,35,236
P81018,Sildenafil_Tab 50mg,26,220
L84003,Tadalafil_Tab 5mg,3,196
P81006,Tadalafil_Tab 5mg,8,204
D83005,Sildenafil_Tab 100mg,24,194
F85642,Sildenafil_Tab 100mg,25,176
M84627,Sildenafil_Tab 100mg,25,128
B86024,Tadalafil_Tab 10mg,5,18
B84010,Sildenafil_Tab 100mg,23,180
A81006,Sildenafil_Tab 100mg,28,124
F81192,Sildenafil_Tab 100mg,31,152
P84004,Sildenafil_Tab 100mg,33,236
B85041,Sildenafil_Tab 100mg,23,159
N82037,Sildenafil_Tab 100mg,35,212
B83030,Sildenafil_Tab 100mg,23,176
C82056,Sildenafil_Tab 50mg,39,216
J84012,Sildenafil_Tab 100mg,33,192
P81771,Sildenafil_Tab 100mg,24,116
E83024,Sildenafil_Tab 50mg,14,116
L84069,Sildenafil_Tab 50mg,27,148
A89023,Sildenafil_Tab 100mg,21,148
C82077,Sildenafil_Tab 50mg,37,212
C88033,Sildenafil_Tab 100mg,21,128
F83623,Sildenafil_Tab 50mg,13,124
B82071,Sildenafil_Tab 50mg,19,196
B86672,Tadalafil_Tab 20mg,6,35
N81086,Sildenafil_Tab 50mg,17,128
Y00155,Sildenafil_Tab 50mg,14,348
D83013,Sildenafil_Tab 100mg,28,148
Y02519,Tadalafil_Tab 5mg,1,7
P86004,Sildenafil_Tab 50mg,16,156
Y00969,Sildenafil_Tab 50mg,17,116
B83052,Sildenafil_Tab 100mg,48,245
A89006,Sildenafil_Tab 100mg,27,148
B86022,Sildenafil_Tab 50mg,22,280
G82055,Tadalafil_Tab 5mg,12,336
H85087,Sildenafil_Tab 100mg,36,328
A81057,Sildenafil_Tab 100mg,20,152
C82029,Sildenafil_Tab 100mg,33,141
B86018,Sildenafil_Tab 100mg,29,248
C84094,Sildenafil_Tab 100mg,84,484
B84021,Sildenafil_Tab 50mg,24,172
P83009,Tadalafil_Tab 5mg,1,31
A84026,Sildenafil_Tab 100mg,23,152
F85033,Sildenafil_Tab 50mg,44,328
P82014,Sildenafil_Tab 100mg,31,264
E82062,Tadalafil_Tab 20mg,14,130
G82125,Sildenafil_Tab 100mg,20,144
Y02521,Tadalafil_Tab 10mg,14,116
C81081,Sildenafil_Tab 100mg,28,226
B82038,Sildenafil_Tab 50mg,50,252
C82051,Sildenafil_Tab 100mg,31,148
M86003,Sildenafil_Tab 100mg,37,220
M92024,Sildenafil_Tab 100mg,20,132
H83004,Sildenafil_Tab 100mg,29,210
J82007,Tadalafil_Tab 5mg,6,196
H81067,Sildenafil_Tab 50mg,24,260
K83039,Sildenafil_Tab 50mg,29,160
E87745,Tadalafil_Tab 20mg,2,14
Y04079,Tadalafil_Tab 5mg,4,336
J81014,Tadalafil_Tab 5mg,6,196
M91019,Sildenafil_Tab 100mg,36,232
C84035,Sildenafil_Tab 50mg,20,180
C81041,Sildenafil_Tab 100mg,52,296
C83083,Sildenafil_Tab 25mg,6,268
D81059,Sildenafil_Tab 100mg,26,124
G82111,Sildenafil_Tab 100mg,27,252
H83015,Sildenafil_Tab 25mg,4,25
G82024,Tadalafil_Tab 20mg,3,30
L84053,Sildenafil_Tab 100mg,25,128
P84009,Sildenafil_Tab 50mg,22,278
L81021,Tadalafil_Tab 5mg,4,196
J83040,Sildenafil_Tab 50mg,37,304
K82603,Sildenafil_Tab 100mg,23,70
M86012,Sildenafil_Tab 100mg,18,90
D81031,Sildenafil_Tab 25mg,7,164
M89009,Sildenafil_Tab 50mg,18,188
H81130,Sildenafil_Tab 100mg,24,152
H82026,Sildenafil_Tab 25mg,7,148
P81748,Sildenafil_Tab 100mg,16,144
F84692,Cialis_Tab 20mg,3,22
G82039,Sildenafil_Tab 100mg,34,288
M92010,Sildenafil_Tab 100mg,22,198
D81049,Sildenafil_Tab 50mg,51,256
G81656,Sildenafil_Tab 50mg,19,132
Y05286,Sildenafil_Tab 50mg,21,144
M83096,Sildenafil_Tab 100mg,39,356
N81007,Vardenafil_Tab 20mg,3,14
C86022,Tadalafil_Tab 5mg,15,448
C81662,Tadalafil_Tab 20mg,13,128
J82143,Sildenafil_Tab 100mg,28,240
C83002,Sildenafil_Tab 100mg,13,102
C86034,Sildenafil_Tab 100mg,33,222
L81040,Sildenafil_Tab 50mg,32,224
G81090,Sildenafil_Tab 50mg,6,53
F84656,Sildenafil_Tab 100mg,24,176
F85019,Sildenafil_Tab 50mg,21,132
P81065,Sildenafil_Tab 100mg,43,300
C88085,Cialis_Tab 20mg,2,10
M81074,Sildenafil_Tab 100mg,42,200
P81087,Tadalafil_Tab 20mg,13,66
G85696,Sildenafil_Tab 50mg,18,124
J81056,Tadalafil_Tab 5mg,9,364
J81061,Tadalafil_Tab 5mg,7,308
M81038,Tadalafil_Tab 10mg,8,42
G85014,Sildenafil_Tab 100mg,23,172
G83680,Sildenafil_Tab 100mg,30,220
G81684,Sildenafil_Tab 50mg,3,128
P81051,Sildenafil_Tab 50mg,29,204
P81704,Sildenafil_Tab 100mg,24,180
P82007,Sildenafil_Tab 100mg,42,352
A83618,Sildenafil_Tab 100mg,36,176
G82682,Sildenafil_Tab 50mg,9,26
G82020,Sildenafil_Tab 100mg,56,432
B86015,Sildenafil_Tab 25mg,5,180
G85026,Sildenafil_Tab 100mg,16,164
E87011,Sildenafil_Tab 100mg,19,136
G81045,Sildenafil_Tab 25mg,2,98
A86012,Sildenafil_Tab 100mg,50,212
G82665,Sildenafil_Tab 50mg,7,46
C84131,Sildenafil_Tab 100mg,29,180
E84042,Sildenafil_Tab 100mg,22,184
J82174,Sildenafil_Tab 100mg,28,236
D81059,Sildenafil_Tab 50mg,24,272
B86034,Sildenafil_Tab 100mg,15,152
P89008,Sildenafil_Tab 50mg,46,320
B82012,Sildenafil_Tab 100mg,28,208
M81002,Sildenafil_Tab 100mg,41,332
C84688,Sildenafil_Tab 50mg,15,98
F84640,Tadalafil_Tab 5mg,3,98
A87016,Sildenafil_Tab 50mg,28,172
J81041,Tadalafil_Tab 20mg,18,144
G85104,Sildenafil_Tab 100mg,22,166
C85024,Sildenafil_Tab 100mg,33,172
F82022,Sildenafil_Tab 100mg,19,136
M89026,Sildenafil_Tab 100mg,39,236
M85027,Sildenafil_Tab 50mg,12,86
N82092,Tadalafil_Tab 20mg,9,29
P86003,Tadalafil_Tab 5mg,6,224
P87039,Sildenafil_Tab 50mg,12,128
N85009,Sildenafil_Tab 100mg,25,132
N83610,Tadalafil_Tab 20mg,3,22
H83053,Sildenafil_Tab 100mg,32,184
E87006,Cialis_Tab 20mg,3,30
G81099,Sildenafil_Tab 100mg,30,212
G84003,Sildenafil_Tab 100mg,26,244
A83049,Tadalafil_Tab 20mg,19,110
G85109,Sildenafil_Tab 100mg,28,278
L81045,Sildenafil_Tab 100mg,31,164
A83040,Sildenafil_Tab 50mg,21,204
P84053,Sildenafil_Tab 100mg,39,172
J82087,Sildenafil_Tab 50mg,20,164
M83079,Sildenafil_Tab 100mg,16,116
C82026,Sildenafil_Tab 100mg,31,164
G81030,Tadalafil_Tab 5mg,11,448
E82085,Sildenafil_Tab 50mg,12,148
K84624,Sildenafil_Tab 50mg,18,128
N84007,Sildenafil_Tab 25mg,4,260
D81061,Sildenafil_Tab 50mg,45,180
K83064,Sildenafil_Tab 100mg,68,308
C84030,Sildenafil_Tab 50mg,13,196
N81048,Sildenafil_Tab 100mg,34,188
B82024,Sildenafil_Tab 100mg,33,156
C88035,Sildenafil_Tab 50mg,18,116
L82030,Tadalafil_Tab 20mg,7,42
P84029,Sildenafil_Tab 100mg,23,152
P81042,Sildenafil_Tab 100mg,32,197
B87040,Sildenafil_Tab 100mg,27,144
C82634,Sildenafil_Tab 100mg,8,67
C86007,Sildenafil_Tab 50mg,40,192
P89003,Sildenafil_Tab 100mg,42,244
C83082,Sildenafil_Tab 50mg,16,79
K82047,Tadalafil_Tab 10mg,3,6
M81040,Sildenafil_Tab 100mg,47,372
H82020,Sildenafil_Tab 100mg,22,144
H82009,Sildenafil_Tab 50mg,25,152
K81025,Sildenafil_Tab 100mg,40,206
A88006,Sildenafil_Tab 50mg,31,172
Y00437,Sildenafil_Tab 100mg,31,212
F81036,Sildenafil_Tab 100mg,45,264
J84017,Sildenafil_Tab 100mg,22,144
B85028,Sildenafil_Tab 50mg,31,178
B82012,Tadalafil_Tab 20mg,20,128
M82022,Sildenafil_Tab 100mg,39,176
P81695,Sildenafil_Tab 100mg,17,180
B86055,Sildenafil_Tab 100mg,22,148
N81068,Tadalafil_Tab 20mg,3,18
J82049,Tadalafil_Tab 20mg,24,156
H81073,Sildenafil_Tab 50mg,17,152
E83032,Sildenafil_Tab 50mg,28,160
G82099,Sildenafil_Tab 100mg,60,384
P84616,Sildenafil_Tab 100mg,31,124
H81045,Sildenafil_Tab 100mg,22,324
A84043,Sildenafil_Tab 100mg,39,238
G82021,Sildenafil_Tab 100mg,33,236
B81043,Tadalafil_Tab 20mg,18,136
M83070,Sildenafil_Tab 100mg,31,180
P92010,Sildenafil_Tab 100mg,50,308
J82199,Tadalafil_Tab 2.5mg,1,14
F85035,Sildenafil_Tab 100mg,17,144
G85089,Sildenafil_Tab 50mg,6,58
M81069,Sildenafil_Tab 50mg,27,214
K81055,Sildenafil_Tab 100mg,28,228
F81011,Sildenafil_Tab 100mg,20,114
F84083,Sildenafil_Tab 100mg,27,256
P84046,Sildenafil_Tab 50mg,43,208
L83078,Sildenafil_Tab 50mg,23,200
F85004,Sildenafil_Tab 100mg,27,212
A83001,Sildenafil_Tab 50mg,16,196
G81084,Sildenafil_Tab 50mg,33,186
A83052,Sildenafil_Tab 25mg,7,135
H85105,Sildenafil_Tab 100mg,25,158
J81054,Sildenafil_Tab 100mg,35,276
H82037,Sildenafil_Tab 100mg,31,180
A81023,Sildenafil_Tab 100mg,23,124
C84017,Sildenafil_Tab 100mg,82,438
K81002,Sildenafil_Tab 50mg,20,184
P81033,Tadalafil_Tab 10mg,2,10
B81023,Sildenafil_Tab 100mg,34,152
N85059,Sildenafil_Tab 25mg,4,256
L82022,Sildenafil_Tab 100mg,49,268
L81058,Sildenafil_Tab 100mg,23,196
A86006,Sildenafil_Tab 100mg,18,146
J82150,Sildenafil_Tab 100mg,57,276
J82124,Sildenafil_Tab 50mg,23,194
C84646,Sildenafil_Tab 100mg,27,162
L81053,Sildenafil_Tab 100mg,18,144
G85022,Sildenafil_Tab 100mg,41,304
L85010,Sildenafil_Tab 50mg,22,116
E87037,Sildenafil_Tab 100mg,20,136
B83033,Sildenafil_Tab 50mg,16,116
L83030,Tadalafil_Tab 5mg,4,136
P81063,Sildenafil_Tab 100mg,64,392
B82038,Tadalafil_Tab 5mg,3,98
M88020,Sildenafil_Tab 50mg,20,164
B84019,Sildenafil_Tab 50mg,14,106
